fam,n_cdr,n_re,median_cdr,median_re,raw_difference,comparable,robust,delta,database,ambition_view,Region,outcome,outcome_label,direction_coded_difference,favours,pooled_effect,pooled_favours,agrees
REMIND,1,224,6.500856005651089,2.514112325157365,-3.986743680493724,TRUE,FALSE,0.9464285714285714,Full,All ambitions,R10EUROPE,gap_GJ_pc,DLE gap,3.986743680493724,High-RE,1.268666494340529,High-RE,TRUE
WITCH,8,16,6.085413346546536,8.004827323960562,1.9194139774140258,TRUE,TRUE,-0.359375,Full,All ambitions,R10EUROPE,gap_GJ_pc,DLE gap,-1.9194139774140258,High-CDR,1.268666494340529,High-RE,FALSE
AIM,21,14,0.7127282338634696,0.8212322559350997,0.10850402207163012,TRUE,TRUE,-0.7142857142857143,Full,All ambitions,R10EUROPE,headcount_pct,Deprived headcount,-0.10850402207163012,High-CDR,0.3384143641895063,High-RE,FALSE
GCAM,33,5,0.9416445626034765,1.254976462697691,0.3133319000942144,TRUE,TRUE,-0.7575757575757576,Full,All ambitions,R10EUROPE,headcount_pct,Deprived headcount,-0.3133319000942144,High-CDR,0.3384143641895063,High-RE,FALSE
IMAGE,71,2,2.2504686471222373,1.9988509681910291,-0.2516176789312081,TRUE,FALSE,0.15492957746478872,Full,All ambitions,R10EUROPE,headcount_pct,Deprived headcount,0.2516176789312081,High-RE,0.3384143641895063,High-RE,TRUE
MESSAGEix,99,27,0.9044439065680661,1.079624107958025,0.17518020138995904,TRUE,TRUE,-0.23756079311634867,Full,All ambitions,R10EUROPE,headcount_pct,Deprived headcount,-0.17518020138995904,High-CDR,0.3384143641895063,High-RE,FALSE
POLES,60,9,2.1899384407060274,2.665997762989433,0.47605932228340553,TRUE,TRUE,-0.6407407407407407,Full,All ambitions,R10EUROPE,headcount_pct,Deprived headcount,-0.47605932228340553,High-CDR,0.3384143641895063,High-RE,FALSE
REMIND,1,224,2.625396096774221,0.9215387339237494,-1.7038573628504716,TRUE,FALSE,0.9464285714285714,Full,All ambitions,R10EUROPE,headcount_pct,Deprived headcount,1.7038573628504716,High-RE,0.3384143641895063,High-RE,TRUE
WITCH,8,16,1.6457546469511024,2.5750756462992275,0.9293209993481251,TRUE,TRUE,-0.484375,Full,All ambitions,R10EUROPE,headcount_pct,Deprived headcount,-0.9293209993481251,High-CDR,0.3384143641895063,High-RE,FALSE
AIM,21,4,16.846385,15.99233,-0.8540550000000007,TRUE,TRUE,0.8809523809523809,Full,All ambitions,R10EUROPE,mort_per_1k,PM2.5 mortality,0.8540550000000007,High-RE,3.8743424999999974,High-RE,TRUE
GCAM,3,4,23.90131,20.59216,-3.309149999999999,TRUE,TRUE,1,Full,All ambitions,R10EUROPE,mort_per_1k,PM2.5 mortality,3.309149999999999,High-RE,3.8743424999999974,High-RE,TRUE
IMAGE,42,2,21.62558,17.997867499999998,-3.6277125000000012,TRUE,FALSE,0.6190476190476191,Full,All ambitions,R10EUROPE,mort_per_1k,PM2.5 mortality,3.6277125000000012,High-RE,3.8743424999999974,High-RE,TRUE
MESSAGEix,94,23,15.0340575,14.449995,-0.5840624999999999,TRUE,TRUE,0.21369102682701202,Full,All ambitions,R10EUROPE,mort_per_1k,PM2.5 mortality,0.5840624999999999,High-RE,3.8743424999999974,High-RE,TRUE
POLES,60,0,11.925435,NA,NA,FALSE,FALSE,NA,Full,All ambitions,R10EUROPE,mort_per_1k,PM2.5 mortality,NA,NA,3.8743424999999974,High-RE,NA
REMIND,0,168,NA,11.1751875,NA,FALSE,FALSE,NA,Full,All ambitions,R10EUROPE,mort_per_1k,PM2.5 mortality,NA,NA,3.8743424999999974,High-RE,NA
WITCH,6,3,17.582012499999998,17.713045,0.13103250000000344,TRUE,TRUE,-0.3333333333333333,Full,All ambitions,R10EUROPE,mort_per_1k,PM2.5 mortality,-0.13103250000000344,High-CDR,3.8743424999999974,High-RE,FALSE
AIM,21,14,284.14568800948683,411.9581092016782,127.81242119219138,TRUE,TRUE,0.8095238095238095,Full,All ambitions,R10INDIA+,net_re_jobs_per_1k,Employment,127.81242119219138,High-RE,524.6581645598534,High-RE,TRUE
COFFEE,0,8,NA,82.47650483753588,NA,FALSE,FALSE,NA,Full,All ambitions,R10INDIA+,net_re_jobs_per_1k,Employment,NA,NA,524.6581645598534,High-RE,NA
GCAM,3,5,96.83381812037571,694.4688039119952,597.6349857916196,TRUE,TRUE,1,Full,All ambitions,R10INDIA+,net_re_jobs_per_1k,Employment,597.6349857916196,High-RE,524.6581645598534,High-RE,TRUE
IMAGE,66,2,196.20504103579395,223.02616882763658,26.821127791842628,TRUE,FALSE,0.19696969696969696,Full,All ambitions,R10INDIA+,net_re_jobs_per_1k,Employment,26.821127791842628,High-RE,524.6581645598534,High-RE,TRUE
MESSAGEix,99,27,240.5230575127619,286.5258570213021,46.00279950854019,TRUE,TRUE,0.6520763187429854,Full,All ambitions,R10INDIA+,net_re_jobs_per_1k,Employment,46.00279950854019,High-RE,524.6581645598534,High-RE,TRUE
POLES,60,9,332.1213188473147,373.778308751089,41.65698990377433,TRUE,TRUE,0.45925925925925926,Full,All ambitions,R10INDIA+,net_re_jobs_per_1k,Employment,41.65698990377433,High-RE,524.6581645598534,High-RE,TRUE
REMIND,1,224,408.3569219456283,863.0042575945323,454.647335648904,TRUE,FALSE,0.9464285714285714,Full,All ambitions,R10INDIA+,net_re_jobs_per_1k,Employment,454.647335648904,High-RE,524.6581645598534,High-RE,TRUE
TIAM,12,0,53.633920237098266,NA,NA,FALSE,FALSE,NA,Full,All ambitions,R10INDIA+,net_re_jobs_per_1k,Employment,NA,NA,524.6581645598534,High-RE,NA
WITCH,8,16,256.19916718681304,300.28058124390395,44.08141405709091,TRUE,TRUE,0.78125,Full,All ambitions,R10INDIA+,net_re_jobs_per_1k,Employment,44.08141405709091,High-RE,524.6581645598534,High-RE,TRUE
AIM,21,14,2.212780151028627,1.844429414810942,-0.368350736217685,TRUE,TRUE,0.2857142857142857,Full,All ambitions,R10INDIA+,gap_GJ_pc,DLE gap,0.368350736217685,High-RE,0.6573067757472162,High-RE,TRUE
GCAM,33,5,0.46522453303785466,0.5858598317973928,0.1206352987595381,TRUE,TRUE,-0.7575757575757576,Full,All ambitions,R10INDIA+,gap_GJ_pc,DLE gap,-0.1206352987595381,High-CDR,0.6573067757472162,High-RE,FALSE
IMAGE,68,2,1.8456737560620613,0.7069871388029965,-1.1386866172590648,TRUE,FALSE,0.9117647058823529,Full,All ambitions,R10INDIA+,gap_GJ_pc,DLE gap,1.1386866172590648,High-RE,0.6573067757472162,High-RE,TRUE
MESSAGEix,99,27,0.8464725474002567,0.7490434448592755,-0.09742910254098114,TRUE,TRUE,0.161242050130939,Full,All ambitions,R10INDIA+,gap_GJ_pc,DLE gap,0.09742910254098114,High-RE,0.6573067757472162,High-RE,TRUE
POLES,60,9,1.297878660751902,1.688817816780381,0.39093915602847895,TRUE,TRUE,-0.5962962962962963,Full,All ambitions,R10INDIA+,gap_GJ_pc,DLE gap,-0.39093915602847895,High-CDR,0.6573067757472162,High-RE,FALSE
REMIND,1,224,0.5376711441348122,0.4065420516205728,-0.13112909251423943,TRUE,FALSE,0.7142857142857143,Full,All ambitions,R10INDIA+,gap_GJ_pc,DLE gap,0.13112909251423943,High-RE,0.6573067757472162,High-RE,TRUE
WITCH,8,16,3.9680770960583907,2.0858982793208463,-1.8821788167375444,TRUE,TRUE,0.84375,Full,All ambitions,R10INDIA+,gap_GJ_pc,DLE gap,1.8821788167375444,High-RE,0.6573067757472162,High-RE,TRUE
AIM,21,14,2.119604814123154,1.8092807980169356,-0.3103240161062184,TRUE,TRUE,0.3333333333333333,Full,All ambitions,R10INDIA+,headcount_pct,Deprived headcount,0.3103240161062184,High-RE,0.6514713705120859,High-RE,TRUE
GCAM,33,5,0.4305198933685613,0.5250473608874627,0.09452746751890145,TRUE,TRUE,-0.7090909090909091,Full,All ambitions,R10INDIA+,headcount_pct,Deprived headcount,-0.09452746751890145,High-CDR,0.6514713705120859,High-RE,FALSE
IMAGE,68,2,1.6168831485145345,0.6228898623122576,-0.9939932862022769,TRUE,FALSE,0.9264705882352942,Full,All ambitions,R10INDIA+,headcount_pct,Deprived headcount,0.9939932862022769,High-RE,0.6514713705120859,High-RE,TRUE
MESSAGEix,99,27,0.8004203366819918,0.7143359558230074,-0.0860843808589844,TRUE,TRUE,0.14927048260381592,Full,All ambitions,R10INDIA+,headcount_pct,Deprived headcount,0.0860843808589844,High-RE,0.6514713705120859,High-RE,TRUE
POLES,60,9,1.3514758987103557,1.5316712368128436,0.1801953381024879,TRUE,TRUE,-0.40370370370370373,Full,All ambitions,R10INDIA+,headcount_pct,Deprived headcount,-0.1801953381024879,High-CDR,0.6514713705120859,High-RE,FALSE
REMIND,1,224,0.549965792354003,0.38134857366059016,-0.16861721869341284,TRUE,FALSE,0.8035714285714286,Full,All ambitions,R10INDIA+,headcount_pct,Deprived headcount,0.16861721869341284,High-RE,0.6514713705120859,High-RE,TRUE
WITCH,8,16,3.633197354020269,1.901752056080444,-1.7314452979398252,TRUE,TRUE,0.921875,Full,All ambitions,R10INDIA+,headcount_pct,Deprived headcount,1.7314452979398252,High-RE,0.6514713705120859,High-RE,TRUE
AIM,21,4,93.76981,90.6928675,-3.0769425000000012,TRUE,TRUE,0.47619047619047616,Full,All ambitions,R10INDIA+,mort_per_1k,PM2.5 mortality,3.0769425000000012,High-RE,5.166055,High-RE,TRUE
GCAM,3,4,156.848675,120.0061325,-36.84254249999998,TRUE,TRUE,0.8333333333333334,Full,All ambitions,R10INDIA+,mort_per_1k,PM2.5 mortality,36.84254249999998,High-RE,5.166055,High-RE,TRUE
IMAGE,42,2,150.488375,143.6417475,-6.8466274999999825,TRUE,FALSE,0.21428571428571427,Full,All ambitions,R10INDIA+,mort_per_1k,PM2.5 mortality,6.8466274999999825,High-RE,5.166055,High-RE,TRUE
MESSAGEix,94,23,124.4267925,118.57975,-5.847042500000001,TRUE,TRUE,0.2978723404255319,Full,All ambitions,R10INDIA+,mort_per_1k,PM2.5 mortality,5.847042500000001,High-RE,5.166055,High-RE,TRUE
POLES,60,0,106.113485,NA,NA,FALSE,FALSE,NA,Full,All ambitions,R10INDIA+,mort_per_1k,PM2.5 mortality,NA,NA,5.166055,High-RE,NA
REMIND,0,168,NA,109.47709499999999,NA,FALSE,FALSE,NA,Full,All ambitions,R10INDIA+,mort_per_1k,PM2.5 mortality,NA,NA,5.166055,High-RE,NA
WITCH,6,3,83.907865,87.648465,3.7406000000000006,TRUE,TRUE,-0.8888888888888888,Full,All ambitions,R10INDIA+,mort_per_1k,PM2.5 mortality,-3.7406000000000006,High-CDR,5.166055,High-RE,FALSE
AIM,21,14,235.3539041968689,130.36849815169984,-104.98540604516907,TRUE,TRUE,-0.4965986394557823,Full,All ambitions,R10LATIN_AM,net_re_jobs_per_1k,Employment,-104.98540604516907,High-CDR,214.64948044826102,High-RE,FALSE
COFFEE,0,8,NA,148.78270163072517,NA,FALSE,FALSE,NA,Full,All ambitions,R10LATIN_AM,net_re_jobs_per_1k,Employment,NA,NA,214.64948044826102,High-RE,NA
GCAM,3,5,494.1012977483943,480.1687127935435,-13.932584954850824,TRUE,TRUE,-0.4666666666666667,Full,All ambitions,R10LATIN_AM,net_re_jobs_per_1k,Employment,-13.932584954850824,High-CDR,214.64948044826102,High-RE,FALSE
IMAGE,69,2,96.96623763005748,282.3396377558065,185.37340012574901,TRUE,FALSE,0.855072463768116,Full,All ambitions,R10LATIN_AM,net_re_jobs_per_1k,Employment,185.37340012574901,High-RE,214.64948044826102,High-RE,TRUE
MESSAGEix,99,27,185.32341905167388,236.72038324069115,51.39696418901727,TRUE,TRUE,0.7156752712308267,Full,All ambitions,R10LATIN_AM,net_re_jobs_per_1k,Employment,51.39696418901727,High-RE,214.64948044826102,High-RE,TRUE
POLES,60,9,189.61546315673814,141.49912406005166,-48.11633909668649,TRUE,TRUE,-0.9185185185185185,Full,All ambitions,R10LATIN_AM,net_re_jobs_per_1k,Employment,-48.11633909668649,High-CDR,214.64948044826102,High-RE,FALSE
REMIND,1,224,235.33716432669382,438.15270181536675,202.81553748867293,TRUE,FALSE,0.8839285714285714,Full,All ambitions,R10LATIN_AM,net_re_jobs_per_1k,Employment,202.81553748867293,High-RE,214.64948044826102,High-RE,TRUE
TIAM,12,0,106.9329769513293,NA,NA,FALSE,FALSE,NA,Full,All ambitions,R10LATIN_AM,net_re_jobs_per_1k,Employment,NA,NA,214.64948044826102,High-RE,NA
WITCH,8,16,278.8430561926383,189.8893899426069,-88.9536662500314,TRUE,TRUE,-0.21875,Full,All ambitions,R10LATIN_AM,net_re_jobs_per_1k,Employment,-88.9536662500314,High-CDR,214.64948044826102,High-RE,FALSE
AIM,21,14,60.55061342943994,68.37921967915804,7.828606249718099,TRUE,TRUE,-0.8027210884353742,Full,All ambitions,R10LATIN_AM,gap_GJ_pc,DLE gap,-7.828606249718099,High-CDR,16.271447543839606,High-RE,FALSE
GCAM,33,5,44.73595809565451,46.71287445012353,1.9769163544690187,TRUE,TRUE,-0.12727272727272726,Full,All ambitions,R10LATIN_AM,gap_GJ_pc,DLE gap,-1.9769163544690187,High-CDR,16.271447543839606,High-RE,FALSE
IMAGE,71,2,63.884851030454385,50.36730955562612,-13.517541474828263,TRUE,FALSE,0.4507042253521127,Full,All ambitions,R10LATIN_AM,gap_GJ_pc,DLE gap,13.517541474828263,High-RE,16.271447543839606,High-RE,TRUE
MESSAGEix,99,27,47.30955970800579,44.90222525494289,-2.4073344530629015,TRUE,TRUE,-0.08941264496820052,Full,All ambitions,R10LATIN_AM,gap_GJ_pc,DLE gap,2.4073344530629015,High-CDR,16.271447543839606,High-RE,FALSE
POLES,60,9,67.22428861420633,69.82064573004823,2.596357115841897,TRUE,TRUE,-0.35555555555555557,Full,All ambitions,R10LATIN_AM,gap_GJ_pc,DLE gap,-2.596357115841897,High-CDR,16.271447543839606,High-RE,FALSE
REMIND,1,224,61.27111848911872,36.104762756300104,-25.166355732818616,TRUE,FALSE,0.9196428571428571,Full,All ambitions,R10LATIN_AM,gap_GJ_pc,DLE gap,25.166355732818616,High-RE,16.271447543839606,High-RE,TRUE
WITCH,8,16,80.58854089331182,62.49499233895173,-18.093548554360083,TRUE,TRUE,0.921875,Full,All ambitions,R10LATIN_AM,gap_GJ_pc,DLE gap,18.093548554360083,High-RE,16.271447543839606,High-RE,TRUE
AIM,21,14,16.546386893146035,18.163760234682037,1.6173733415360019,TRUE,TRUE,-0.8707482993197279,Full,All ambitions,R10LATIN_AM,headcount_pct,Deprived headcount,-1.6173733415360019,High-CDR,4.347895023261655,High-RE,FALSE
GCAM,33,5,12.02074744822924,12.510659332729102,0.4899118844998611,TRUE,TRUE,-0.06666666666666667,Full,All ambitions,R10LATIN_AM,headcount_pct,Deprived headcount,-0.4899118844998611,High-CDR,4.347895023261655,High-RE,FALSE
IMAGE,71,2,17.040158718236988,13.001394366268372,-4.0387643519686165,TRUE,FALSE,0.5774647887323944,Full,All ambitions,R10LATIN_AM,headcount_pct,Deprived headcount,4.0387643519686165,High-RE,4.347895023261655,High-RE,TRUE
MESSAGEix,99,27,12.192340000992271,11.846239900431897,-0.3461001005603741,TRUE,TRUE,-0.14029180695847362,Full,All ambitions,R10LATIN_AM,headcount_pct,Deprived headcount,0.3461001005603741,High-CDR,4.347895023261655,High-RE,FALSE
POLES,60,9,18.833657712285294,18.14679029493778,-0.6868674173475142,TRUE,TRUE,0.044444444444444446,Full,All ambitions,R10LATIN_AM,headcount_pct,Deprived headcount,0.6868674173475142,High-RE,4.347895023261655,High-RE,TRUE
REMIND,1,224,16.730564165236824,9.475482958442974,-7.25508120679385,TRUE,FALSE,0.9196428571428571,Full,All ambitions,R10LATIN_AM,headcount_pct,Deprived headcount,7.25508120679385,High-RE,4.347895023261655,High-RE,TRUE
WITCH,8,16,20.510714549290906,15.920301358021662,-4.590413191269244,TRUE,TRUE,0.96875,Full,All ambitions,R10LATIN_AM,headcount_pct,Deprived headcount,4.590413191269244,High-RE,4.347895023261655,High-RE,TRUE
AIM,21,4,19.574445,19.4412275,-0.13321750000000065,TRUE,TRUE,0.6904761904761905,Full,All ambitions,R10LATIN_AM,mort_per_1k,PM2.5 mortality,0.13321750000000065,High-RE,-1.6012824999999982,High-CDR,FALSE
GCAM,3,4,17.15655,16.251995,-0.9045549999999984,TRUE,TRUE,1,Full,All ambitions,R10LATIN_AM,mort_per_1k,PM2.5 mortality,0.9045549999999984,High-RE,-1.6012824999999982,High-CDR,FALSE
IMAGE,42,2,22.217959999999998,22.094002500000002,-0.12395749999999595,TRUE,FALSE,0.19047619047619047,Full,All ambitions,R10LATIN_AM,mort_per_1k,PM2.5 mortality,0.12395749999999595,High-RE,-1.6012824999999982,High-CDR,FALSE
MESSAGEix,94,23,13.8519775,14.040775,0.18879749999999973,TRUE,TRUE,-0.1572617946345976,Full,All ambitions,R10LATIN_AM,mort_per_1k,PM2.5 mortality,-0.18879749999999973,High-CDR,-1.6012824999999982,High-CDR,TRUE
POLES,60,0,13.2348175,NA,NA,FALSE,FALSE,NA,Full,All ambitions,R10LATIN_AM,mort_per_1k,PM2.5 mortality,NA,NA,-1.6012824999999982,High-CDR,NA
REMIND,0,168,NA,15.671235,NA,FALSE,FALSE,NA,Full,All ambitions,R10LATIN_AM,mort_per_1k,PM2.5 mortality,NA,NA,-1.6012824999999982,High-CDR,NA
WITCH,6,3,15.2153325,15.351555,0.1362224999999988,TRUE,TRUE,-0.3333333333333333,Full,All ambitions,R10LATIN_AM,mort_per_1k,PM2.5 mortality,-0.1362224999999988,High-CDR,-1.6012824999999982,High-CDR,TRUE
AIM,21,14,362.6536512810102,424.09692452386,61.44327324284984,TRUE,TRUE,0.43537414965986393,Full,All ambitions,R10MIDDLE_EAST,net_re_jobs_per_1k,Employment,61.44327324284984,High-RE,383.70672454837063,High-RE,TRUE
COFFEE,0,8,NA,139.81275943823005,NA,FALSE,FALSE,NA,Full,All ambitions,R10MIDDLE_EAST,net_re_jobs_per_1k,Employment,NA,NA,383.70672454837063,High-RE,NA
GCAM,3,5,141.304805766087,509.6215297955789,368.3167240294919,TRUE,TRUE,1,Full,All ambitions,R10MIDDLE_EAST,net_re_jobs_per_1k,Employment,368.3167240294919,High-RE,383.70672454837063,High-RE,TRUE
IMAGE,66,2,136.38507491067244,1131.77939443612,995.3943195254475,TRUE,FALSE,0.8787878787878788,Full,All ambitions,R10MIDDLE_EAST,net_re_jobs_per_1k,Employment,995.3943195254475,High-RE,383.70672454837063,High-RE,TRUE
MESSAGEix,99,27,300.333177792459,394.575120443879,94.24194265141995,TRUE,TRUE,0.7919940142162364,Full,All ambitions,R10MIDDLE_EAST,net_re_jobs_per_1k,Employment,94.24194265141995,High-RE,383.70672454837063,High-RE,TRUE
POLES,60,9,140.73437579495868,105.3442649661933,-35.39011082876539,TRUE,TRUE,-0.1,Full,All ambitions,R10MIDDLE_EAST,net_re_jobs_per_1k,Employment,-35.39011082876539,High-CDR,383.70672454837063,High-RE,FALSE
REMIND,1,224,557.6524352774192,742.5103069984359,184.85787172101675,TRUE,FALSE,0.5089285714285714,Full,All ambitions,R10MIDDLE_EAST,net_re_jobs_per_1k,Employment,184.85787172101675,High-RE,383.70672454837063,High-RE,TRUE
TIAM,12,0,31.928343908329005,NA,NA,FALSE,FALSE,NA,Full,All ambitions,R10MIDDLE_EAST,net_re_jobs_per_1k,Employment,NA,NA,383.70672454837063,High-RE,NA
WITCH,8,16,525.5913759239731,249.6504662523027,-275.94090967167045,TRUE,TRUE,-0.828125,Full,All ambitions,R10MIDDLE_EAST,net_re_jobs_per_1k,Employment,-275.94090967167045,High-CDR,383.70672454837063,High-RE,FALSE
AIM,21,14,0.2536468677974469,0.2733453333036332,0.019698465506186313,TRUE,TRUE,-0.006802721088435374,Full,All ambitions,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,-0.019698465506186313,High-CDR,-1.1553862094173653,High-CDR,TRUE
GCAM,33,5,0.3733823570275931,0.38157970274262953,0.008197345715036441,TRUE,TRUE,-0.006060606060606061,Full,All ambitions,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,-0.008197345715036441,High-CDR,-1.1553862094173653,High-CDR,TRUE
IMAGE,68,2,0.6514792634480613,0.4362612617751319,-0.21521800167292937,TRUE,FALSE,0.5735294117647058,Full,All ambitions,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,0.21521800167292937,High-RE,-1.1553862094173653,High-CDR,FALSE
MESSAGEix,99,27,3.246470422423736,2.0789400763393893,-1.1675303460843467,TRUE,TRUE,0.15750093527871306,Full,All ambitions,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,1.1675303460843467,High-RE,-1.1553862094173653,High-CDR,FALSE
POLES,60,9,1.0423295770637533,0.8018997771341233,-0.24042979992962998,TRUE,TRUE,0.1814814814814815,Full,All ambitions,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,0.24042979992962998,High-RE,-1.1553862094173653,High-CDR,FALSE
REMIND,1,224,4.58533090214745,2.3663961142376726,-2.2189347879097774,TRUE,FALSE,0.8571428571428571,Full,All ambitions,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,2.2189347879097774,High-RE,-1.1553862094173653,High-CDR,FALSE
WITCH,8,16,7.360185254229997,2.816605750431293,-4.5435795037987035,TRUE,TRUE,0.734375,Full,All ambitions,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,4.5435795037987035,High-RE,-1.1553862094173653,High-CDR,FALSE
AIM,21,14,0.11698218730445849,0.1536829297512496,0.0367007424467911,TRUE,TRUE,-0.16326530612244897,Full,All ambitions,R10MIDDLE_EAST,headcount_pct,Deprived headcount,-0.0367007424467911,High-CDR,-0.3365757959254022,High-CDR,TRUE
GCAM,33,5,0.1709604988207398,0.1830166321456737,0.01205613332493391,TRUE,TRUE,-0.06666666666666667,Full,All ambitions,R10MIDDLE_EAST,headcount_pct,Deprived headcount,-0.01205613332493391,High-CDR,-0.3365757959254022,High-CDR,TRUE
IMAGE,68,2,0.3292506784138939,0.19663753998931519,-0.1326131384245787,TRUE,FALSE,0.6764705882352942,Full,All ambitions,R10MIDDLE_EAST,headcount_pct,Deprived headcount,0.1326131384245787,High-RE,-0.3365757959254022,High-CDR,FALSE
MESSAGEix,99,27,1.1675824125157175,0.7738193505203833,-0.3937630619953342,TRUE,TRUE,0.06546950991395435,Full,All ambitions,R10MIDDLE_EAST,headcount_pct,Deprived headcount,0.3937630619953342,High-RE,-0.3365757959254022,High-CDR,FALSE
POLES,60,9,0.579334385608994,0.3847960204169438,-0.1945383651920502,TRUE,TRUE,0.44074074074074077,Full,All ambitions,R10MIDDLE_EAST,headcount_pct,Deprived headcount,0.1945383651920502,High-RE,-0.3365757959254022,High-CDR,FALSE
REMIND,1,224,2.217219653749965,0.9858314040729874,-1.2313882496769775,TRUE,FALSE,0.8928571428571429,Full,All ambitions,R10MIDDLE_EAST,headcount_pct,Deprived headcount,1.2313882496769775,High-RE,-0.3365757959254022,High-CDR,FALSE
WITCH,8,16,2.752079131281725,1.0471874275532878,-1.7048917037284375,TRUE,TRUE,0.609375,Full,All ambitions,R10MIDDLE_EAST,headcount_pct,Deprived headcount,1.7048917037284375,High-RE,-0.3365757959254022,High-CDR,FALSE
AIM,21,4,43.57767,43.055895,-0.5217749999999981,TRUE,TRUE,0.7142857142857143,Full,All ambitions,R10MIDDLE_EAST,mort_per_1k,PM2.5 mortality,0.5217749999999981,High-RE,0.7078050000000005,High-RE,TRUE
GCAM,3,4,47.493905,45.843545000000006,-1.650359999999992,TRUE,TRUE,0.6666666666666666,Full,All ambitions,R10MIDDLE_EAST,mort_per_1k,PM2.5 mortality,1.650359999999992,High-RE,0.7078050000000005,High-RE,TRUE
IMAGE,42,2,46.3099175,43.534955,-2.774962500000001,TRUE,FALSE,0.5476190476190477,Full,All ambitions,R10MIDDLE_EAST,mort_per_1k,PM2.5 mortality,2.774962500000001,High-RE,0.7078050000000005,High-RE,TRUE
MESSAGEix,94,23,59.654505,57.649875,-2.004629999999999,TRUE,TRUE,0.849213691026827,Full,All ambitions,R10MIDDLE_EAST,mort_per_1k,PM2.5 mortality,2.004629999999999,High-RE,0.7078050000000005,High-RE,TRUE
POLES,60,0,43.1417725,NA,NA,FALSE,FALSE,NA,Full,All ambitions,R10MIDDLE_EAST,mort_per_1k,PM2.5 mortality,NA,NA,0.7078050000000005,High-RE,NA
REMIND,0,168,NA,46.48585,NA,FALSE,FALSE,NA,Full,All ambitions,R10MIDDLE_EAST,mort_per_1k,PM2.5 mortality,NA,NA,0.7078050000000005,High-RE,NA
WITCH,6,3,67.4981375,67.86892,0.37078250000000423,TRUE,TRUE,-0.3333333333333333,Full,All ambitions,R10MIDDLE_EAST,mort_per_1k,PM2.5 mortality,-0.37078250000000423,High-CDR,0.7078050000000005,High-RE,FALSE
AIM,21,14,210.7160218399915,198.73857306536496,-11.977448774626538,TRUE,TRUE,-0.20408163265306123,Full,All ambitions,R10NORTH_AM,net_re_jobs_per_1k,Employment,-11.977448774626538,High-CDR,130.5065369801519,High-RE,FALSE
COFFEE,0,8,NA,192.90415442195933,NA,FALSE,FALSE,NA,Full,All ambitions,R10NORTH_AM,net_re_jobs_per_1k,Employment,NA,NA,130.5065369801519,High-RE,NA
GCAM,3,5,244.84991066511117,321.91385600672817,77.063945341617,TRUE,TRUE,0.7333333333333333,Full,All ambitions,R10NORTH_AM,net_re_jobs_per_1k,Employment,77.063945341617,High-RE,130.5065369801519,High-RE,TRUE
IMAGE,69,2,84.42458255665834,221.30739909181557,136.88281653515725,TRUE,FALSE,0.855072463768116,Full,All ambitions,R10NORTH_AM,net_re_jobs_per_1k,Employment,136.88281653515725,High-RE,130.5065369801519,High-RE,TRUE
MESSAGEix,99,27,95.61573701097463,118.74895177115633,23.1332147601817,TRUE,TRUE,0.622895622895623,Full,All ambitions,R10NORTH_AM,net_re_jobs_per_1k,Employment,23.1332147601817,High-RE,130.5065369801519,High-RE,TRUE
POLES,60,9,107.42222866067303,101.18479431538115,-6.237434345291874,TRUE,TRUE,-0.34444444444444444,Full,All ambitions,R10NORTH_AM,net_re_jobs_per_1k,Employment,-6.237434345291874,High-CDR,130.5065369801519,High-RE,FALSE
REMIND,1,224,138.77124313820394,260.0888072906257,121.31756415242177,TRUE,FALSE,0.9464285714285714,Full,All ambitions,R10NORTH_AM,net_re_jobs_per_1k,Employment,121.31756415242177,High-RE,130.5065369801519,High-RE,TRUE
TIAM,12,0,114.97480928195333,NA,NA,FALSE,FALSE,NA,Full,All ambitions,R10NORTH_AM,net_re_jobs_per_1k,Employment,NA,NA,130.5065369801519,High-RE,NA
WITCH,8,16,371.16314045894353,97.28827111893949,-273.874869340004,TRUE,TRUE,-0.8125,Full,All ambitions,R10NORTH_AM,net_re_jobs_per_1k,Employment,-273.874869340004,High-CDR,130.5065369801519,High-RE,FALSE
AIM,21,14,4.486199287297828,5.756077769180852,1.2698784818830235,TRUE,TRUE,-0.9183673469387755,Full,All ambitions,R10NORTH_AM,gap_GJ_pc,DLE gap,-1.2698784818830235,High-CDR,0.6460012298622342,High-RE,FALSE
GCAM,33,5,5.348212932809388,6.798766370095008,1.4505534372856195,TRUE,TRUE,-0.6848484848484848,Full,All ambitions,R10NORTH_AM,gap_GJ_pc,DLE gap,-1.4505534372856195,High-CDR,0.6460012298622342,High-RE,FALSE
IMAGE,71,2,18.215390420121746,16.188893385789306,-2.02649703433244,TRUE,FALSE,0.2112676056338028,Full,All ambitions,R10NORTH_AM,gap_GJ_pc,DLE gap,2.02649703433244,High-RE,0.6460012298622342,High-RE,TRUE
