fam,n_cdr,n_re,median_cdr,median_re,raw_difference,comparable,robust,delta,database,ambition_view,Region,outcome,outcome_label,direction_coded_difference,favours,pooled_effect,pooled_favours,agrees
POLES,56,0,77.704065,NA,NA,FALSE,FALSE,NA,Full,2C,R10CHINA+,mort_per_1k,PM2.5 mortality,NA,NA,0.6699200000000047,High-RE,NA
REMIND,0,133,NA,79.059365,NA,FALSE,FALSE,NA,Full,2C,R10CHINA+,mort_per_1k,PM2.5 mortality,NA,NA,0.6699200000000047,High-RE,NA
WITCH,0,3,NA,91.26728,NA,FALSE,FALSE,NA,Full,2C,R10CHINA+,mort_per_1k,PM2.5 mortality,NA,NA,0.6699200000000047,High-RE,NA
AIM,20,11,87.64337006020176,104.21386587578795,16.570495815586185,TRUE,TRUE,0.3,Full,2C,R10EUROPE,net_re_jobs_per_1k,Employment,16.570495815586185,High-RE,56.290730551144804,High-RE,TRUE
COFFEE,0,8,NA,160.01520325337106,NA,FALSE,FALSE,NA,Full,2C,R10EUROPE,net_re_jobs_per_1k,Employment,NA,NA,56.290730551144804,High-RE,NA
GCAM,3,4,145.2522803935817,141.5017286210995,-3.7505517724822255,TRUE,TRUE,0,Full,2C,R10EUROPE,net_re_jobs_per_1k,Employment,-3.7505517724822255,Tie,56.290730551144804,High-RE,FALSE
IMAGE,48,2,10.792516430315569,22.608593362639844,11.816076932324275,TRUE,FALSE,0.3333333333333333,Full,2C,R10EUROPE,net_re_jobs_per_1k,Employment,11.816076932324275,High-RE,56.290730551144804,High-RE,TRUE
MESSAGEix,74,24,56.93819234763224,81.47007132431685,24.53187897668461,TRUE,TRUE,0.9268018018018018,Full,2C,R10EUROPE,net_re_jobs_per_1k,Employment,24.53187897668461,High-RE,56.290730551144804,High-RE,TRUE
POLES,56,8,77.2647423197445,82.40597696872365,5.14123464897915,TRUE,TRUE,0.45535714285714285,Full,2C,R10EUROPE,net_re_jobs_per_1k,Employment,5.14123464897915,High-RE,56.290730551144804,High-RE,TRUE
REMIND,0,165,NA,124.5047934534359,NA,FALSE,FALSE,NA,Full,2C,R10EUROPE,net_re_jobs_per_1k,Employment,NA,NA,56.290730551144804,High-RE,NA
TIAM,12,0,49.872365598314985,NA,NA,FALSE,FALSE,NA,Full,2C,R10EUROPE,net_re_jobs_per_1k,Employment,NA,NA,56.290730551144804,High-RE,NA
WITCH,2,16,117.86997522759486,53.68585214392377,-64.1841230836711,TRUE,FALSE,-0.625,Full,2C,R10EUROPE,net_re_jobs_per_1k,Employment,-64.1841230836711,High-CDR,56.290730551144804,High-RE,FALSE
AIM,20,11,2.3251731512900253,2.4673462200019247,0.1421730687118994,TRUE,TRUE,-0.5636363636363636,Full,2C,R10EUROPE,gap_GJ_pc,DLE gap,-0.1421730687118994,High-CDR,0.8199154225116572,High-RE,FALSE
GCAM,26,4,2.8417130101003467,3.6010633701564485,0.7593503600561018,TRUE,TRUE,-0.9230769230769231,Full,2C,R10EUROPE,gap_GJ_pc,DLE gap,-0.7593503600561018,High-CDR,0.8199154225116572,High-RE,FALSE
IMAGE,48,2,5.306842386549615,5.8258156659418825,0.5189732793922675,TRUE,FALSE,-0.1875,Full,2C,R10EUROPE,gap_GJ_pc,DLE gap,-0.5189732793922675,High-CDR,0.8199154225116572,High-RE,FALSE
MESSAGEix,74,24,2.791582339990211,3.254963458123374,0.46338111813316285,TRUE,TRUE,-0.45157657657657657,Full,2C,R10EUROPE,gap_GJ_pc,DLE gap,-0.46338111813316285,High-CDR,0.8199154225116572,High-RE,FALSE
POLES,56,8,5.736314929436116,8.067497856997491,2.3311829275613754,TRUE,TRUE,-0.8660714285714286,Full,2C,R10EUROPE,gap_GJ_pc,DLE gap,-2.3311829275613754,High-CDR,0.8199154225116572,High-RE,FALSE
REMIND,0,165,NA,2.48776467311236,NA,FALSE,FALSE,NA,Full,2C,R10EUROPE,gap_GJ_pc,DLE gap,NA,NA,0.8199154225116572,High-RE,NA
WITCH,2,16,4.305712942525993,8.004827323960562,3.699114381434569,TRUE,FALSE,-0.75,Full,2C,R10EUROPE,gap_GJ_pc,DLE gap,-3.699114381434569,High-CDR,0.8199154225116572,High-RE,FALSE
AIM,20,11,0.7111880247281211,0.8014537550865437,0.09026573035842256,TRUE,TRUE,-0.6909090909090909,Full,2C,R10EUROPE,headcount_pct,Deprived headcount,-0.09026573035842256,High-CDR,0.1390969684616845,High-RE,FALSE
GCAM,26,4,0.9032660385590212,1.1329893798505055,0.2297233412914843,TRUE,TRUE,-0.8653846153846154,Full,2C,R10EUROPE,headcount_pct,Deprived headcount,-0.2297233412914843,High-CDR,0.1390969684616845,High-RE,FALSE
IMAGE,48,2,1.8255624432990472,1.9988509681910291,0.173288524891982,TRUE,FALSE,-0.16666666666666666,Full,2C,R10EUROPE,headcount_pct,Deprived headcount,-0.173288524891982,High-CDR,0.1390969684616845,High-RE,FALSE
MESSAGEix,74,24,0.8620369674718733,1.0867409011772429,0.22470393370536956,TRUE,TRUE,-0.5855855855855856,Full,2C,R10EUROPE,headcount_pct,Deprived headcount,-0.22470393370536956,High-CDR,0.1390969684616845,High-RE,FALSE
POLES,56,8,2.1486406030465366,2.6617672783211237,0.5131266752745871,TRUE,TRUE,-0.6830357142857143,Full,2C,R10EUROPE,headcount_pct,Deprived headcount,-0.5131266752745871,High-CDR,0.1390969684616845,High-RE,FALSE
REMIND,0,165,NA,0.9098096947469461,NA,FALSE,FALSE,NA,Full,2C,R10EUROPE,headcount_pct,Deprived headcount,NA,NA,0.1390969684616845,High-RE,NA
WITCH,2,16,1.279991885854785,2.5750756462992275,1.2950837604444425,TRUE,FALSE,-0.75,Full,2C,R10EUROPE,headcount_pct,Deprived headcount,-1.2950837604444425,High-CDR,0.1390969684616845,High-RE,FALSE
AIM,20,4,16.918257500000003,15.99233,-0.925927500000002,TRUE,TRUE,0.975,Full,2C,R10EUROPE,mort_per_1k,PM2.5 mortality,0.925927500000002,High-RE,3.849924999999999,High-RE,TRUE
GCAM,3,3,23.90131,21.74241,-2.158899999999999,TRUE,TRUE,1,Full,2C,R10EUROPE,mort_per_1k,PM2.5 mortality,2.158899999999999,High-RE,3.849924999999999,High-RE,TRUE
IMAGE,28,2,21.8473525,17.997867499999998,-3.8494850000000014,TRUE,FALSE,0.8214285714285714,Full,2C,R10EUROPE,mort_per_1k,PM2.5 mortality,3.8494850000000014,High-RE,3.849924999999999,High-RE,TRUE
MESSAGEix,71,20,15.08499,14.481955,-0.6030350000000002,TRUE,TRUE,0.43380281690140843,Full,2C,R10EUROPE,mort_per_1k,PM2.5 mortality,0.6030350000000002,High-RE,3.849924999999999,High-RE,TRUE
POLES,56,0,11.9409375,NA,NA,FALSE,FALSE,NA,Full,2C,R10EUROPE,mort_per_1k,PM2.5 mortality,NA,NA,3.849924999999999,High-RE,NA
REMIND,0,133,NA,11.186135,NA,FALSE,FALSE,NA,Full,2C,R10EUROPE,mort_per_1k,PM2.5 mortality,NA,NA,3.849924999999999,High-RE,NA
WITCH,0,3,NA,17.713045,NA,FALSE,FALSE,NA,Full,2C,R10EUROPE,mort_per_1k,PM2.5 mortality,NA,NA,3.849924999999999,High-RE,NA
AIM,20,11,283.46516851465105,405.19632775054066,121.7311592358896,TRUE,TRUE,0.8545454545454545,Full,2C,R10INDIA+,net_re_jobs_per_1k,Employment,121.7311592358896,High-RE,425.63507557922105,High-RE,TRUE
COFFEE,0,8,NA,82.47650483753588,NA,FALSE,FALSE,NA,Full,2C,R10INDIA+,net_re_jobs_per_1k,Employment,NA,NA,425.63507557922105,High-RE,NA
GCAM,3,4,96.83381812037571,678.1226072044005,581.2887890840249,TRUE,TRUE,1,Full,2C,R10INDIA+,net_re_jobs_per_1k,Employment,581.2887890840249,High-RE,425.63507557922105,High-RE,TRUE
IMAGE,45,2,140.57970382128542,223.02616882763658,82.44646500635116,TRUE,FALSE,0.5777777777777777,Full,2C,R10INDIA+,net_re_jobs_per_1k,Employment,82.44646500635116,High-RE,425.63507557922105,High-RE,TRUE
MESSAGEix,74,24,238.70088697342743,281.0047943549274,42.30390738149998,TRUE,TRUE,0.6993243243243243,Full,2C,R10INDIA+,net_re_jobs_per_1k,Employment,42.30390738149998,High-RE,425.63507557922105,High-RE,TRUE
POLES,56,8,330.01072080041376,369.13006939888476,39.11934859847099,TRUE,TRUE,0.49107142857142855,Full,2C,R10INDIA+,net_re_jobs_per_1k,Employment,39.11934859847099,High-RE,425.63507557922105,High-RE,TRUE
REMIND,0,165,NA,811.3867533992791,NA,FALSE,FALSE,NA,Full,2C,R10INDIA+,net_re_jobs_per_1k,Employment,NA,NA,425.63507557922105,High-RE,NA
TIAM,12,0,53.633920237098266,NA,NA,FALSE,FALSE,NA,Full,2C,R10INDIA+,net_re_jobs_per_1k,Employment,NA,NA,425.63507557922105,High-RE,NA
WITCH,2,16,210.4551066065406,300.28058124390395,89.82547463736336,TRUE,FALSE,0.875,Full,2C,R10INDIA+,net_re_jobs_per_1k,Employment,89.82547463736336,High-RE,425.63507557922105,High-RE,TRUE
AIM,20,11,2.2127693056455957,1.8088479042507692,-0.40392140139482646,TRUE,TRUE,0.19090909090909092,Full,2C,R10INDIA+,gap_GJ_pc,DLE gap,0.40392140139482646,High-RE,0.6391390510645757,High-RE,TRUE
GCAM,26,4,0.4588800847573087,0.583833153688001,0.12495306893069236,TRUE,TRUE,-0.7884615384615384,Full,2C,R10INDIA+,gap_GJ_pc,DLE gap,-0.12495306893069236,High-CDR,0.6391390510645757,High-RE,FALSE
IMAGE,45,2,1.9005213671530508,0.7069871388029965,-1.1935342283500543,TRUE,FALSE,0.9111111111111111,Full,2C,R10INDIA+,gap_GJ_pc,DLE gap,1.1935342283500543,High-RE,0.6391390510645757,High-RE,TRUE
MESSAGEix,74,24,0.7603772356345115,0.7438941051078529,-0.016483130526658618,TRUE,TRUE,0.06531531531531531,Full,2C,R10INDIA+,gap_GJ_pc,DLE gap,0.016483130526658618,High-RE,0.6391390510645757,High-RE,TRUE
POLES,56,8,1.2527489499088318,1.6884189949567392,0.4356700450479074,TRUE,TRUE,-0.5848214285714286,Full,2C,R10INDIA+,gap_GJ_pc,DLE gap,-0.4356700450479074,High-CDR,0.6391390510645757,High-RE,FALSE
REMIND,0,165,NA,0.4046972943320744,NA,FALSE,FALSE,NA,Full,2C,R10INDIA+,gap_GJ_pc,DLE gap,NA,NA,0.6391390510645757,High-RE,NA
WITCH,2,16,2.7416716232406113,2.0858982793208463,-0.655773343919765,TRUE,FALSE,0.75,Full,2C,R10INDIA+,gap_GJ_pc,DLE gap,0.655773343919765,High-RE,0.6391390510645757,High-RE,TRUE
AIM,20,11,2.119579133523028,1.735375668850914,-0.38420346467211397,TRUE,TRUE,0.2545454545454545,Full,2C,R10INDIA+,headcount_pct,Deprived headcount,0.38420346467211397,High-RE,0.63084659732228765,High-RE,TRUE
GCAM,26,4,0.4236634067249074,0.5248059409087427,0.10114253418383529,TRUE,TRUE,-0.7307692307692307,Full,2C,R10INDIA+,headcount_pct,Deprived headcount,-0.10114253418383529,High-CDR,0.63084659732228765,High-RE,FALSE
IMAGE,45,2,1.6196806849319794,0.6228898623122576,-0.9967908226197217,TRUE,FALSE,0.9111111111111111,Full,2C,R10INDIA+,headcount_pct,Deprived headcount,0.9967908226197217,High-RE,0.63084659732228765,High-RE,TRUE
MESSAGEix,74,24,0.7097365653753527,0.7087829046626143,-9.536607127383911e-4,TRUE,TRUE,0.03153153153153153,Full,2C,R10INDIA+,headcount_pct,Deprived headcount,9.536607127383911e-4,High-RE,0.63084659732228765,High-RE,TRUE
POLES,56,8,1.2889706485913783,1.5301262821613903,0.24115563357001202,TRUE,TRUE,-0.42410714285714285,Full,2C,R10INDIA+,headcount_pct,Deprived headcount,-0.24115563357001202,High-CDR,0.63084659732228765,High-RE,FALSE
REMIND,0,165,NA,0.3789071821973092,NA,FALSE,FALSE,NA,Full,2C,R10INDIA+,headcount_pct,Deprived headcount,NA,NA,0.63084659732228765,High-RE,NA
WITCH,2,16,2.930665066809395,1.901752056080444,-1.0289130107289512,TRUE,FALSE,0.8125,Full,2C,R10INDIA+,headcount_pct,Deprived headcount,1.0289130107289512,High-RE,0.63084659732228765,High-RE,TRUE
AIM,20,4,93.76981,90.6928675,-3.0769425000000012,TRUE,TRUE,0.5,Full,2C,R10INDIA+,mort_per_1k,PM2.5 mortality,3.0769425000000012,High-RE,7.090839999999986,High-RE,TRUE
GCAM,3,3,156.848675,128.17925,-28.66942499999999,TRUE,TRUE,0.7777777777777778,Full,2C,R10INDIA+,mort_per_1k,PM2.5 mortality,28.66942499999999,High-RE,7.090839999999986,High-RE,TRUE
IMAGE,28,2,153.296935,143.6417475,-9.655187499999982,TRUE,FALSE,0.5357142857142857,Full,2C,R10INDIA+,mort_per_1k,PM2.5 mortality,9.655187499999982,High-RE,7.090839999999986,High-RE,TRUE
MESSAGEix,71,20,128.15554,118.74002,-9.41552,TRUE,TRUE,0.5408450704225352,Full,2C,R10INDIA+,mort_per_1k,PM2.5 mortality,9.41552,High-RE,7.090839999999986,High-RE,TRUE
POLES,56,0,107.02250749999999,NA,NA,FALSE,FALSE,NA,Full,2C,R10INDIA+,mort_per_1k,PM2.5 mortality,NA,NA,7.090839999999986,High-RE,NA
REMIND,0,133,NA,112.783445,NA,FALSE,FALSE,NA,Full,2C,R10INDIA+,mort_per_1k,PM2.5 mortality,NA,NA,7.090839999999986,High-RE,NA
WITCH,0,3,NA,87.648465,NA,FALSE,FALSE,NA,Full,2C,R10INDIA+,mort_per_1k,PM2.5 mortality,NA,NA,7.090839999999986,High-RE,NA
AIM,20,11,232.34179449169952,142.82440604020636,-89.51738845149316,TRUE,TRUE,-0.32727272727272727,Full,2C,R10LATIN_AM,net_re_jobs_per_1k,Employment,-89.51738845149316,High-CDR,193.85326914959762,High-RE,FALSE
COFFEE,0,8,NA,148.78270163072517,NA,FALSE,FALSE,NA,Full,2C,R10LATIN_AM,net_re_jobs_per_1k,Employment,NA,NA,193.85326914959762,High-RE,NA
GCAM,3,4,494.1012977483943,422.03425227694987,-72.06704547144443,TRUE,TRUE,-0.6666666666666666,Full,2C,R10LATIN_AM,net_re_jobs_per_1k,Employment,-72.06704547144443,High-CDR,193.85326914959762,High-RE,FALSE
IMAGE,48,2,76.63932931138157,282.3396377558065,205.70030844442493,TRUE,FALSE,1,Full,2C,R10LATIN_AM,net_re_jobs_per_1k,Employment,205.70030844442493,High-RE,193.85326914959762,High-RE,TRUE
MESSAGEix,74,24,183.23561360224778,231.35150639489726,48.115892792649475,TRUE,TRUE,0.8198198198198198,Full,2C,R10LATIN_AM,net_re_jobs_per_1k,Employment,48.115892792649475,High-RE,193.85326914959762,High-RE,TRUE
POLES,56,8,187.87484982491645,137.49613111449554,-50.37871871042091,TRUE,TRUE,-0.9285714285714286,Full,2C,R10LATIN_AM,net_re_jobs_per_1k,Employment,-50.37871871042091,High-CDR,193.85326914959762,High-RE,FALSE
REMIND,0,165,NA,425.31906960194425,NA,FALSE,FALSE,NA,Full,2C,R10LATIN_AM,net_re_jobs_per_1k,Employment,NA,NA,193.85326914959762,High-RE,NA
TIAM,12,0,106.9329769513293,NA,NA,FALSE,FALSE,NA,Full,2C,R10LATIN_AM,net_re_jobs_per_1k,Employment,NA,NA,193.85326914959762,High-RE,NA
WITCH,2,16,241.70307766887709,189.8893899426069,-51.81368772627019,TRUE,FALSE,-0.125,Full,2C,R10LATIN_AM,net_re_jobs_per_1k,Employment,-51.81368772627019,High-CDR,193.85326914959762,High-RE,FALSE
AIM,20,11,60.39797491503002,67.67094751896592,7.272972603935898,TRUE,TRUE,-0.8181818181818182,Full,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,-7.272972603935898,High-CDR,12.224808274289252,High-RE,FALSE
GCAM,26,4,43.899831791240004,44.5520531504257,0.6522213591856953,TRUE,TRUE,-0.11538461538461539,Full,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,-0.6522213591856953,High-CDR,12.224808274289252,High-RE,FALSE
IMAGE,48,2,54.98819388603708,50.36730955562612,-4.620884330410959,TRUE,FALSE,0.1875,Full,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,4.620884330410959,High-RE,12.224808274289252,High-RE,TRUE
MESSAGEix,74,24,42.4421003862243,45.3381126591636,2.896012272939302,TRUE,TRUE,-0.30405405405405406,Full,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,-2.896012272939302,High-CDR,12.224808274289252,High-RE,FALSE
POLES,56,8,66.55730317810671,69.25676547183748,2.6994622937307753,TRUE,TRUE,-0.3482142857142857,Full,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,-2.6994622937307753,High-CDR,12.224808274289252,High-RE,FALSE
REMIND,0,165,NA,36.04122407972697,NA,FALSE,FALSE,NA,Full,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,NA,NA,12.224808274289252,High-RE,NA
WITCH,2,16,83.72766126851353,62.49499233895173,-21.232668929561797,TRUE,FALSE,1,Full,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,21.232668929561797,High-RE,12.224808274289252,High-RE,TRUE
AIM,20,11,16.51525775764754,18.14030110006056,1.6250433424130222,TRUE,TRUE,-0.8909090909090909,Full,2C,R10LATIN_AM,headcount_pct,Deprived headcount,-1.6250433424130222,High-CDR,3.3180209160612257,High-RE,FALSE
GCAM,26,4,11.748953091980592,11.697614642736983,-0.051338449243608864,TRUE,TRUE,-0.07692307692307693,Full,2C,R10LATIN_AM,headcount_pct,Deprived headcount,0.051338449243608864,High-CDR,3.3180209160612257,High-RE,FALSE
IMAGE,48,2,14.976920969937186,13.001394366268372,-1.9755266036688148,TRUE,FALSE,0.375,Full,2C,R10LATIN_AM,headcount_pct,Deprived headcount,1.9755266036688148,High-RE,3.3180209160612257,High-RE,TRUE
MESSAGEix,74,24,11.129421335136758,12.011034041261123,0.8816127061243648,TRUE,TRUE,-0.36261261261261263,Full,2C,R10LATIN_AM,headcount_pct,Deprived headcount,-0.8816127061243648,High-CDR,3.3180209160612257,High-RE,FALSE
POLES,56,8,18.662674931225695,17.954086197468882,-0.7085887337568124,TRUE,TRUE,0.044642857142857144,Full,2C,R10LATIN_AM,headcount_pct,Deprived headcount,0.7085887337568124,High-RE,3.3180209160612257,High-RE,TRUE
REMIND,0,165,NA,9.448684570413553,NA,FALSE,FALSE,NA,Full,2C,R10LATIN_AM,headcount_pct,Deprived headcount,NA,NA,3.3180209160612257,High-RE,NA
WITCH,2,16,21.759296940110637,15.920301358021662,-5.838995582088975,TRUE,FALSE,1,Full,2C,R10LATIN_AM,headcount_pct,Deprived headcount,5.838995582088975,High-RE,3.3180209160612257,High-RE,TRUE
AIM,20,4,19.576475000000002,19.4412275,-0.13524750000000196,TRUE,TRUE,0.775,Full,2C,R10LATIN_AM,mort_per_1k,PM2.5 mortality,0.13524750000000196,High-RE,-1.6444674999999993,High-CDR,FALSE
GCAM,3,3,17.15655,16.759595,-0.3969549999999984,TRUE,TRUE,1,Full,2C,R10LATIN_AM,mort_per_1k,PM2.5 mortality,0.3969549999999984,High-RE,-1.6444674999999993,High-CDR,FALSE
IMAGE,28,2,22.0798825,22.094002500000002,0.014120000000001909,TRUE,FALSE,0.03571428571428571,Full,2C,R10LATIN_AM,mort_per_1k,PM2.5 mortality,-0.014120000000001909,High-RE,-1.6444674999999993,High-CDR,FALSE
MESSAGEix,71,20,14.094395,14.086105,-0.008290000000000575,TRUE,TRUE,-0.01971830985915493,Full,2C,R10LATIN_AM,mort_per_1k,PM2.5 mortality,0.008290000000000575,High-CDR,-1.6444674999999993,High-CDR,TRUE
POLES,56,0,13.256752500000001,NA,NA,FALSE,FALSE,NA,Full,2C,R10LATIN_AM,mort_per_1k,PM2.5 mortality,NA,NA,-1.6444674999999993,High-CDR,NA
REMIND,0,133,NA,15.681685,NA,FALSE,FALSE,NA,Full,2C,R10LATIN_AM,mort_per_1k,PM2.5 mortality,NA,NA,-1.6444674999999993,High-CDR,NA
WITCH,0,3,NA,15.351555,NA,FALSE,FALSE,NA,Full,2C,R10LATIN_AM,mort_per_1k,PM2.5 mortality,NA,NA,-1.6444674999999993,High-CDR,NA
AIM,20,11,358.93979477994196,424.7358054612681,65.79601068132615,TRUE,TRUE,0.5545454545454546,Full,2C,R10MIDDLE_EAST,net_re_jobs_per_1k,Employment,65.79601068132615,High-RE,396.11690011430164,High-RE,TRUE
COFFEE,0,8,NA,139.81275943823005,NA,FALSE,FALSE,NA,Full,2C,R10MIDDLE_EAST,net_re_jobs_per_1k,Employment,NA,NA,396.11690011430164,High-RE,NA
GCAM,3,4,141.304805766087,422.2973010462591,280.99249528017214,TRUE,TRUE,1,Full,2C,R10MIDDLE_EAST,net_re_jobs_per_1k,Employment,280.99249528017214,High-RE,396.11690011430164,High-RE,TRUE
IMAGE,45,2,58.879282298000994,1131.77939443612,1072.9001121381189,TRUE,FALSE,1,Full,2C,R10MIDDLE_EAST,net_re_jobs_per_1k,Employment,1072.9001121381189,High-RE,396.11690011430164,High-RE,TRUE
MESSAGEix,74,24,300.05523049300507,400.5405814892122,100.4853509962071,TRUE,TRUE,0.8862612612612613,Full,2C,R10MIDDLE_EAST,net_re_jobs_per_1k,Employment,100.4853509962071,High-RE,396.11690011430164,High-RE,TRUE
POLES,56,8,140.24201246019197,97.54312541041344,-42.698887049778534,TRUE,TRUE,-0.20535714285714285,Full,2C,R10MIDDLE_EAST,net_re_jobs_per_1k,Employment,-42.698887049778534,High-CDR,396.11690011430164,High-RE,FALSE
REMIND,0,165,NA,646.1586248809283,NA,FALSE,FALSE,NA,Full,2C,R10MIDDLE_EAST,net_re_jobs_per_1k,Employment,NA,NA,396.11690011430164,High-RE,NA
TIAM,12,0,31.928343908329005,NA,NA,FALSE,FALSE,NA,Full,2C,R10MIDDLE_EAST,net_re_jobs_per_1k,Employment,NA,NA,396.11690011430164,High-RE,NA
WITCH,2,16,458.61687998795264,249.6504662523027,-208.96641373564995,TRUE,FALSE,-0.75,Full,2C,R10MIDDLE_EAST,net_re_jobs_per_1k,Employment,-208.96641373564995,High-CDR,396.11690011430164,High-RE,FALSE
AIM,20,11,0.25363491087063916,0.2722781751501582,0.018643264279519012,TRUE,TRUE,-0.045454545454545456,Full,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,-0.018643264279519012,High-CDR,-1.308922826870221,High-CDR,TRUE
GCAM,26,4,0.36341711587891573,0.35762355650000355,-0.005793559378912183,TRUE,TRUE,0.019230769230769232,Full,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,0.005793559378912183,High-RE,-1.308922826870221,High-CDR,FALSE
IMAGE,45,2,0.5908609715832308,0.4362612617751319,-0.1545997098080989,TRUE,FALSE,0.6,Full,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,0.1545997098080989,High-RE,-1.308922826870221,High-CDR,FALSE
MESSAGEix,74,24,2.4582222681383854,2.0776065492918754,-0.38061571884651,TRUE,TRUE,0.006756756756756757,Full,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,0.38061571884651,High-RE,-1.308922826870221,High-CDR,FALSE
POLES,56,8,0.9708902715067258,0.7973405043560308,-0.17354976715069503,TRUE,TRUE,0.20089285714285715,Full,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,0.17354976715069503,High-RE,-1.308922826870221,High-CDR,FALSE
REMIND,0,165,NA,2.3152855333998787,NA,FALSE,FALSE,NA,Full,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,NA,NA,-1.308922826870221,High-CDR,NA
WITCH,2,16,6.380549989276794,2.816605750431293,-3.563944238845501,TRUE,FALSE,0.625,Full,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,3.563944238845501,High-RE,-1.308922826870221,High-CDR,FALSE
AIM,20,11,0.11697162440098857,0.14860579224518694,0.03163416784419837,TRUE,TRUE,-0.20909090909090908,Full,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,-0.03163416784419837,High-CDR,-0.4265016678741345,High-CDR,TRUE
GCAM,26,4,0.16392122469083956,0.16439723746068885,4.760127698492933e-4,TRUE,TRUE,-0.038461538461538464,Full,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,-4.760127698492933e-4,High-CDR,-0.4265016678741345,High-CDR,TRUE
IMAGE,45,2,0.31833384714907675,0.19663753998931519,-0.12169630715976157,TRUE,FALSE,0.6666666666666666,Full,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,0.12169630715976157,High-RE,-0.4265016678741345,High-CDR,FALSE
MESSAGEix,74,24,0.9359093587002532,0.8020948697109926,-0.13381448898926052,TRUE,TRUE,-0.11486486486486487,Full,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,0.13381448898926052,High-CDR,-0.4265016678741345,High-CDR,TRUE
POLES,56,8,0.5306940210285338,0.37791570015380666,-0.15277832087472715,TRUE,TRUE,0.47767857142857145,Full,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,0.15277832087472715,High-RE,-0.4265016678741345,High-CDR,FALSE
REMIND,0,165,NA,0.9726155473849939,NA,FALSE,FALSE,NA,Full,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,NA,NA,-0.4265016678741345,High-CDR,NA
WITCH,2,16,2.5932021079884224,1.0471874275532878,-1.5460146804351347,TRUE,FALSE,0.5625,Full,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,1.5460146804351347,High-RE,-0.4265016678741345,High-CDR,FALSE
AIM,20,4,43.584554999999995,43.055895,-0.528659999999995,TRUE,TRUE,0.8,Full,2C,R10MIDDLE_EAST,mort_per_1k,PM2.5 mortality,0.528659999999995,High-RE,0.4299074999999988,High-RE,TRUE
GCAM,3,3,47.493905,46.342395,-1.1515099999999947,TRUE,TRUE,0.5555555555555556,Full,2C,R10MIDDLE_EAST,mort_per_1k,PM2.5 mortality,1.1515099999999947,High-RE,0.4299074999999988,High-RE,TRUE
IMAGE,28,2,47.107865000000004,43.534955,-3.5729100000000074,TRUE,FALSE,0.7857142857142857,Full,2C,R10MIDDLE_EAST,mort_per_1k,PM2.5 mortality,3.5729100000000074,High-RE,0.4299074999999988,High-RE,TRUE
MESSAGEix,71,20,59.894755,58.007455,-1.8873000000000033,TRUE,TRUE,0.9971830985915493,Full,2C,R10MIDDLE_EAST,mort_per_1k,PM2.5 mortality,1.8873000000000033,High-RE,0.4299074999999988,High-RE,TRUE
POLES,56,0,43.2240575,NA,NA,FALSE,FALSE,NA,Full,2C,R10MIDDLE_EAST,mort_per_1k,PM2.5 mortality,NA,NA,0.4299074999999988,High-RE,NA
REMIND,0,133,NA,46.547435,NA,FALSE,FALSE,NA,Full,2C,R10MIDDLE_EAST,mort_per_1k,PM2.5 mortality,NA,NA,0.4299074999999988,High-RE,NA
WITCH,0,3,NA,67.86892,NA,FALSE,FALSE,NA,Full,2C,R10MIDDLE_EAST,mort_per_1k,PM2.5 mortality,NA,NA,0.4299074999999988,High-RE,NA
AIM,20,11,210.38002961134003,198.00114524164667,-12.378884369693367,TRUE,TRUE,-0.05454545454545454,Full,2C,R10NORTH_AM,net_re_jobs_per_1k,Employment,-12.378884369693367,High-CDR,118.21683576283448,High-RE,FALSE
COFFEE,0,8,NA,192.90415442195933,NA,FALSE,FALSE,NA,Full,2C,R10NORTH_AM,net_re_jobs_per_1k,Employment,NA,NA,118.21683576283448,High-RE,NA
GCAM,3,4,244.84991066511117,287.87261516402293,43.022704498911764,TRUE,TRUE,0.6666666666666666,Full,2C,R10NORTH_AM,net_re_jobs_per_1k,Employment,43.022704498911764,High-RE,118.21683576283448,High-RE,TRUE
