approach,Model,Scenario,Ambition,Pathway,cmt_axis,portfolio_rule,Region,n_decades,cumulative_pm25_deaths,cumulative_pm25_deaths_mln
C,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13798935,13.798935
C,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,75905460,75.90546
C,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,525463970,525.46397
C,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,91935815,91.935815
C,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,105518215,105.518215
C,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,24782920,24.78292
C,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,165882195,165.882195
C,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,24003075,24.003075
C,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,46297405,46.297405
C,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,12189415,12.189415
C,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6392530,6.39253
C,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,15167125,15.167125
C,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,81623300,81.6233
C,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,573791995,573.791995
C,IMAGE 3.2,SSP2021-SSP2-SPA2-45-Renewables,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,82244940,82.24494
C,IMAGE 3.2,SSP2021-SSP2-SPA2-45-Renewables,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,103722645,103.722645
C,IMAGE 3.2,SSP2021-SSP2-SPA2-45-Renewables,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,23562655,23.562655
C,IMAGE 3.2,SSP2021-SSP2-SPA2-45-Renewables,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,159046445,159.046445
C,IMAGE 3.2,SSP2021-SSP2-SPA2-45-Renewables,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,24781655,24.781655
C,IMAGE 3.2,SSP2021-SSP2-SPA2-45-Renewables,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,46211695,46.211695
C,IMAGE 3.2,SSP2021-SSP2-SPA2-45-Renewables,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,11593515,11.593515
C,IMAGE 3.2,SSP2021-SSP2-SPA2-45-Renewables,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6200055,6.200055
C,IMAGE 3.2,SSP2021-SSP2-SPA2-45-Renewables,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,15020860,15.02086
C,IMAGE 3.2,SSP2021-SSP2-SPA2-45-Renewables,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,76934420,76.93442
C,IMAGE 3.2,SSP2021-SSP2-SPA2-45-Renewables,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,549318885,549.318885
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,74789130,74.78913
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,97574975,97.574975
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,15768265,15.768265
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,99455170,99.45517
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,14510745,14.510745
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,58319075,58.319075
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,9470455,9.470455
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6299755,6.299755
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,14950300,14.9503
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,57136010,57.13601
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,448273880,448.27388
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,75465185,75.465185
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,103351675,103.351675
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,16054985,16.054985
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,109762710,109.76271
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,14709825,14.709825
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,58476405,58.476405
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,9335245,9.335245
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6532085,6.532085
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,15313405,15.313405
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,59062845,59.062845
C,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),2C,High-RE,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,468064365,468.064365
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,72157190,72.15719
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,76455915,76.455915
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,11881790,11.88179
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,106073930,106.07393
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,13201165,13.201165
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,43143265,43.143265
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,6496250,6.49625
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,4371590,4.37159
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13039885,13.039885
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,53712235,53.712235
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,400533215,400.533215
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,71921935,71.921935
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,76767685,76.767685
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,11889935,11.889935
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,104769770,104.76977
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,13200340,13.20034
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,42936475,42.936475
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,6470435,6.470435
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,4370350,4.37035
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13014330,13.01433
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,53448120,53.44812
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,398789375,398.789375
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,71896975,71.896975
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,76797745,76.797745
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,11740955,11.740955
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,104744460,104.74446
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,13182120,13.18212
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,42919925,42.919925
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,6439705,6.439705
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,4364280,4.36428
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13001440,13.00144
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,53438310,53.43831
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,398525915,398.525915
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,72314420,72.31442
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,77121690,77.12169
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,11749925,11.749925
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,108577665,108.577665
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,13230795,13.230795
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,43281455,43.281455
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,6484400,6.4844
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,4380375,4.380375
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13126240,13.12624
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,54168165,54.168165
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,404435130,404.43513
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,72090865,72.090865
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,77391975,77.391975
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,11973720,11.97372
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,107051515,107.051515
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,13234870,13.23487
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,43140280,43.14028
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,6513020,6.51302
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,4385010,4.38501
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13092425,13.092425
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,53831385,53.831385
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,402705065,402.705065
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,71846130,71.84613
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,77159410,77.15941
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,11941230,11.94123
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,105238630,105.23863
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,13209030,13.20903
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,42961390,42.96139
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,6485475,6.485475
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,4378910,4.37891
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13040150,13.04015
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,53494735,53.494735
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,399755090,399.75509
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,71842560,71.84256
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,77393515,77.393515
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,11786610,11.78661
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,105446360,105.44636
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,13194680,13.19468
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,42951420,42.95142
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,6456785,6.456785
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,4372840,4.37284
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13031480,13.03148
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,53530405,53.530405
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,400006655,400.006655
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,72208675,72.208675
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,78393495,78.393495
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,11847355,11.847355
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,109769475,109.769475
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,13275285,13.275285
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,43329300,43.3293
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,6519910,6.51991
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,4411055,4.411055
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13135205,13.135205
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,54385130,54.38513
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,407274885,407.274885
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,72452860,72.45286
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,77659600,77.6596
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,11990115,11.990115
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,108268360,108.26836
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,13269015,13.269015
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,43238700,43.2387
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,6515060,6.51506
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,4399420,4.39942
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13132345,13.132345
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,54233705,54.233705
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,405159180,405.15918
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,72464415,72.464415
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,78214740,78.21474
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,12036045,12.036045
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,108870065,108.870065
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,13307645,13.307645
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,43259120,43.25912
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,6531870,6.53187
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,4404970,4.40497
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,13156545,13.156545
C,POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,54415490,54.41549
