approach,Model,Scenario,Ambition,Pathway,cmt_axis,portfolio_rule,Region,n_decades,cumulative_pm25_deaths,cumulative_pm25_deaths_mln
A,GCAM 7.0,IAM-COMPACT-NDC-Emissions-Intensity,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,16892915,16.892915
A,GCAM 7.0,IAM-COMPACT-NDC-Emissions-Intensity,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,76107635,76.107635
A,GCAM 7.0,IAM-COMPACT-NDC-Emissions-Intensity,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,543850200,543.8502
A,GCAM 7.0,IAM-COMPACT-NDC-Long-Term-Pledges,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,85106990,85.10699
A,GCAM 7.0,IAM-COMPACT-NDC-Long-Term-Pledges,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,96862265,96.862265
A,GCAM 7.0,IAM-COMPACT-NDC-Long-Term-Pledges,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,23331360,23.33136
A,GCAM 7.0,IAM-COMPACT-NDC-Long-Term-Pledges,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,132693085,132.693085
A,GCAM 7.0,IAM-COMPACT-NDC-Long-Term-Pledges,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,17040130,17.04013
A,GCAM 7.0,IAM-COMPACT-NDC-Long-Term-Pledges,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,47026470,47.02647
A,GCAM 7.0,IAM-COMPACT-NDC-Long-Term-Pledges,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,14881135,14.881135
A,GCAM 7.0,IAM-COMPACT-NDC-Long-Term-Pledges,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6175640,6.17564
A,GCAM 7.0,IAM-COMPACT-NDC-Long-Term-Pledges,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,16418880,16.41888
A,GCAM 7.0,IAM-COMPACT-NDC-Long-Term-Pledges,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,70447215,70.447215
A,GCAM 7.0,IAM-COMPACT-NDC-Long-Term-Pledges,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,509983170,509.98317
A,IMAGE 3.0,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,76028680,76.02868
A,IMAGE 3.0,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,97104685,97.104685
A,IMAGE 3.0,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,21643080,21.64308
A,IMAGE 3.0,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,149819290,149.81929
A,IMAGE 3.0,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,21675995,21.675995
A,IMAGE 3.0,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,47056975,47.056975
A,IMAGE 3.0,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,10418195,10.418195
A,IMAGE 3.0,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6047295,6.047295
A,IMAGE 3.0,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,14628915,14.628915
A,IMAGE 3.0,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,64529495,64.529495
A,IMAGE 3.0,ENGAGE-INDCi2030-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,508952605,508.952605
A,IMAGE 3.0,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,75854415,75.854415
A,IMAGE 3.0,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,98692570,98.69257
A,IMAGE 3.0,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,21535540,21.53554
A,IMAGE 3.0,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,145485490,145.48549
A,IMAGE 3.0,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,22402305,22.402305
A,IMAGE 3.0,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,47005740,47.00574
A,IMAGE 3.0,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,10438625,10.438625
A,IMAGE 3.0,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6160420,6.16042
A,IMAGE 3.0,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,14613890,14.61389
A,IMAGE 3.0,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,64762445,64.762445
A,IMAGE 3.0,ENGAGE-INDCi2030-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,506951440,506.95144
A,IMAGE 3.0,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,76240090,76.24009
A,IMAGE 3.0,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,98911525,98.911525
A,IMAGE 3.0,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,21845190,21.84519
A,IMAGE 3.0,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,154577070,154.57707
A,IMAGE 3.0,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,22405635,22.405635
A,IMAGE 3.0,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,47272770,47.27277
A,IMAGE 3.0,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,10548825,10.548825
A,IMAGE 3.0,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6131675,6.131675
A,IMAGE 3.0,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,14726645,14.726645
A,IMAGE 3.0,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,66416950,66.41695
A,IMAGE 3.0,ENGAGE-INDCi2030-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,519076375,519.076375
A,IMAGE 3.0,ENGAGE-INDCi2030-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,76411605,76.411605
A,IMAGE 3.0,ENGAGE-INDCi2030-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,100262315,100.262315
A,IMAGE 3.0,ENGAGE-INDCi2030-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,21849515,21.849515
A,IMAGE 3.0,ENGAGE-INDCi2030-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,153919615,153.919615
A,IMAGE 3.0,ENGAGE-INDCi2030-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,22363390,22.36339
A,IMAGE 3.0,ENGAGE-INDCi2030-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,47263025,47.263025
A,IMAGE 3.0,ENGAGE-INDCi2030-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,10556345,10.556345
A,IMAGE 3.0,ENGAGE-INDCi2030-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6170850,6.17085
A,IMAGE 3.0,ENGAGE-INDCi2030-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,14742155,14.742155
A,IMAGE 3.0,ENGAGE-INDCi2030-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,66459705,66.459705
A,IMAGE 3.0,ENGAGE-INDCi2030-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,519998520,519.99852
A,IMAGE 3.0,ENGAGE-INDCi2030-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,76289795,76.289795
A,IMAGE 3.0,ENGAGE-INDCi2030-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,100694735,100.694735
A,IMAGE 3.0,ENGAGE-INDCi2030-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,21989680,21.98968
A,IMAGE 3.0,ENGAGE-INDCi2030-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,157680235,157.680235
A,IMAGE 3.0,ENGAGE-INDCi2030-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,22497200,22.4972
A,IMAGE 3.0,ENGAGE-INDCi2030-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,47397480,47.39748
A,IMAGE 3.0,ENGAGE-INDCi2030-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,10705015,10.705015
A,IMAGE 3.0,ENGAGE-INDCi2030-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6215520,6.21552
A,IMAGE 3.0,ENGAGE-INDCi2030-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,14806455,14.806455
A,IMAGE 3.0,ENGAGE-INDCi2030-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,66241615,66.241615
A,IMAGE 3.0,ENGAGE-INDCi2030-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,524517730,524.51773
A,IMAGE 3.0,ENGAGE-INDCi2030-1400f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,76620845,76.620845
A,IMAGE 3.0,ENGAGE-INDCi2030-1400f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,101648590,101.64859
A,IMAGE 3.0,ENGAGE-INDCi2030-1400f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,21989285,21.989285
A,IMAGE 3.0,ENGAGE-INDCi2030-1400f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,157859080,157.85908
A,IMAGE 3.0,ENGAGE-INDCi2030-1400f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,22432945,22.432945
A,IMAGE 3.0,ENGAGE-INDCi2030-1400f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,47388405,47.388405
A,IMAGE 3.0,ENGAGE-INDCi2030-1400f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,10628565,10.628565
A,IMAGE 3.0,ENGAGE-INDCi2030-1400f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6208355,6.208355
A,IMAGE 3.0,ENGAGE-INDCi2030-1400f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,14836185,14.836185
A,IMAGE 3.0,ENGAGE-INDCi2030-1400f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,66955885,66.955885
A,IMAGE 3.0,ENGAGE-INDCi2030-1400f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,526568140,526.56814
A,IMAGE 3.0,ENGAGE-INDCi2030-3000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,77534190,77.53419
A,IMAGE 3.0,ENGAGE-INDCi2030-3000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,107151200,107.1512
A,IMAGE 3.0,ENGAGE-INDCi2030-3000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,22627470,22.62747
A,IMAGE 3.0,ENGAGE-INDCi2030-3000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,181393670,181.39367
A,IMAGE 3.0,ENGAGE-INDCi2030-3000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,21089550,21.08955
A,IMAGE 3.0,ENGAGE-INDCi2030-3000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,48057455,48.057455
A,IMAGE 3.0,ENGAGE-INDCi2030-3000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,10950040,10.95004
A,IMAGE 3.0,ENGAGE-INDCi2030-3000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6251100,6.2511
A,IMAGE 3.0,ENGAGE-INDCi2030-3000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,15119465,15.119465
A,IMAGE 3.0,ENGAGE-INDCi2030-3000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,70525200,70.5252
A,IMAGE 3.0,ENGAGE-INDCi2030-3000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,560699340,560.69934
A,IMAGE 3.0,ENGAGE-INDCi2030-3000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,77534190,77.53419
A,IMAGE 3.0,ENGAGE-INDCi2030-3000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,107151200,107.1512
A,IMAGE 3.0,ENGAGE-INDCi2030-3000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,22627470,22.62747
A,IMAGE 3.0,ENGAGE-INDCi2030-3000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,181393670,181.39367
A,IMAGE 3.0,ENGAGE-INDCi2030-3000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,21089550,21.08955
A,IMAGE 3.0,ENGAGE-INDCi2030-3000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,48057455,48.057455
A,IMAGE 3.0,ENGAGE-INDCi2030-3000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,10950040,10.95004
A,IMAGE 3.0,ENGAGE-INDCi2030-3000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6251100,6.2511
A,IMAGE 3.0,ENGAGE-INDCi2030-3000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,15119465,15.119465
A,IMAGE 3.0,ENGAGE-INDCi2030-3000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,70525200,70.5252
A,IMAGE 3.0,ENGAGE-INDCi2030-3000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,560699340,560.69934
A,IMAGE 3.0,ENGAGE-INDCi2030-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,75720305,75.720305
A,IMAGE 3.0,ENGAGE-INDCi2030-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,96809635,96.809635
A,IMAGE 3.0,ENGAGE-INDCi2030-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,21378665,21.378665
A,IMAGE 3.0,ENGAGE-INDCi2030-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,146082005,146.082005
A,IMAGE 3.0,ENGAGE-INDCi2030-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,21803525,21.803525
A,IMAGE 3.0,ENGAGE-INDCi2030-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,46895360,46.89536
A,IMAGE 3.0,ENGAGE-INDCi2030-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,10319865,10.319865
A,IMAGE 3.0,ENGAGE-INDCi2030-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6056135,6.056135
A,IMAGE 3.0,ENGAGE-INDCi2030-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,14551970,14.55197
A,IMAGE 3.0,ENGAGE-INDCi2030-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,64002595,64.002595
A,IMAGE 3.0,ENGAGE-INDCi2030-800f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,503620060,503.62006
A,IMAGE 3.0,ENGAGE-NPi2020-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,76226000,76.226
A,IMAGE 3.0,ENGAGE-NPi2020-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,97133345,97.133345
A,IMAGE 3.0,ENGAGE-NPi2020-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,21731845,21.731845
A,IMAGE 3.0,ENGAGE-NPi2020-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,151157460,151.15746
A,IMAGE 3.0,ENGAGE-NPi2020-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,21532835,21.532835
A,IMAGE 3.0,ENGAGE-NPi2020-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,47158755,47.158755
A,IMAGE 3.0,ENGAGE-NPi2020-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,10593425,10.593425
A,IMAGE 3.0,ENGAGE-NPi2020-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6051110,6.05111
A,IMAGE 3.0,ENGAGE-NPi2020-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,14599695,14.599695
A,IMAGE 3.0,ENGAGE-NPi2020-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,64980485,64.980485
A,IMAGE 3.0,ENGAGE-NPi2020-1000,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,511164955,511.164955
A,IMAGE 3.0,ENGAGE-NPi2020-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,76283935,76.283935
A,IMAGE 3.0,ENGAGE-NPi2020-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,97858785,97.858785
A,IMAGE 3.0,ENGAGE-NPi2020-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,21831520,21.83152
A,IMAGE 3.0,ENGAGE-NPi2020-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,151539400,151.5394
A,IMAGE 3.0,ENGAGE-NPi2020-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,21726790,21.72679
A,IMAGE 3.0,ENGAGE-NPi2020-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,47181165,47.181165
A,IMAGE 3.0,ENGAGE-NPi2020-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,10634855,10.634855
A,IMAGE 3.0,ENGAGE-NPi2020-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6097480,6.09748
A,IMAGE 3.0,ENGAGE-NPi2020-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,14647615,14.647615
A,IMAGE 3.0,ENGAGE-NPi2020-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,64874135,64.874135
A,IMAGE 3.0,ENGAGE-NPi2020-1000f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,512675680,512.67568000000006
A,IMAGE 3.0,ENGAGE-NPi2020-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,76201220,76.20122
A,IMAGE 3.0,ENGAGE-NPi2020-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,98828020,98.82802
A,IMAGE 3.0,ENGAGE-NPi2020-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,21894155,21.894155
A,IMAGE 3.0,ENGAGE-NPi2020-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,153529600,153.5296
A,IMAGE 3.0,ENGAGE-NPi2020-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,22053545,22.053545
A,IMAGE 3.0,ENGAGE-NPi2020-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,47265100,47.2651
A,IMAGE 3.0,ENGAGE-NPi2020-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,10682605,10.682605
A,IMAGE 3.0,ENGAGE-NPi2020-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6131435,6.131435
A,IMAGE 3.0,ENGAGE-NPi2020-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,14657325,14.657325
A,IMAGE 3.0,ENGAGE-NPi2020-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,66037940,66.03794
A,IMAGE 3.0,ENGAGE-NPi2020-1200,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,517280945,517.280945
A,IMAGE 3.0,ENGAGE-NPi2020-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,76061000,76.061
A,IMAGE 3.0,ENGAGE-NPi2020-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,98984500,98.9845
A,IMAGE 3.0,ENGAGE-NPi2020-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,21905735,21.905735
A,IMAGE 3.0,ENGAGE-NPi2020-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,153064270,153.06427
A,IMAGE 3.0,ENGAGE-NPi2020-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,22254455,22.254455
A,IMAGE 3.0,ENGAGE-NPi2020-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,47238765,47.238765
A,IMAGE 3.0,ENGAGE-NPi2020-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,10655795,10.655795
A,IMAGE 3.0,ENGAGE-NPi2020-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6160575,6.160575
A,IMAGE 3.0,ENGAGE-NPi2020-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,14683265,14.683265
A,IMAGE 3.0,ENGAGE-NPi2020-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,64908385,64.908385
A,IMAGE 3.0,ENGAGE-NPi2020-1200f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,515916745,515.916745
A,IMAGE 3.0,ENGAGE-NPi2020-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,76273615,76.273615
A,IMAGE 3.0,ENGAGE-NPi2020-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,99708625,99.708625
A,IMAGE 3.0,ENGAGE-NPi2020-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,21984375,21.984375
A,IMAGE 3.0,ENGAGE-NPi2020-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,155886670,155.88667
A,IMAGE 3.0,ENGAGE-NPi2020-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,22106220,22.10622
A,IMAGE 3.0,ENGAGE-NPi2020-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10MIDDLE_EAST,9,47355140,47.35514
A,IMAGE 3.0,ENGAGE-NPi2020-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10NORTH_AM,9,10730865,10.730865
A,IMAGE 3.0,ENGAGE-NPi2020-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10PAC_OECD,9,6180705,6.180705
A,IMAGE 3.0,ENGAGE-NPi2020-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REF_ECON,9,14690235,14.690235
A,IMAGE 3.0,ENGAGE-NPi2020-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10REST_ASIA,9,66000720,66.00072
A,IMAGE 3.0,ENGAGE-NPi2020-1400,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,Aggregated R10 regions,9,520917170,520.91717
A,IMAGE 3.0,ENGAGE-NPi2020-1400f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10AFRICA,9,76327040,76.32704
A,IMAGE 3.0,ENGAGE-NPi2020-1400f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10CHINA+,9,99985060,99.98506
A,IMAGE 3.0,ENGAGE-NPi2020-1400f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10EUROPE,9,22000755,22.000755
A,IMAGE 3.0,ENGAGE-NPi2020-1400f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10INDIA+,9,155906170,155.90617
A,IMAGE 3.0,ENGAGE-NPi2020-1400f,2C,High-CMT,all CDR,top tercile focal / not top tercile opposing,R10LATIN_AM,9,22181465,22.181465
