database,ambition_view,Region,outcome,outcome_label,n_cdr,n_re,median_cdr,median_re,effect,favours
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived headcount,63,64,0.39279894273844884,0.9939072986422197,-0.6011083559037709,High-CDR
SCI-vetted,2C,R10MIDDLE_EAST,mort_per_1k,PM2.5 mortality,62,60,43.62098,55.186975000000004,-11.565995000000001,High-CDR
SCI-vetted,2C,R10NORTH_AM,net_re_jobs_per_1k,Employment,63,64,96.45154014077994,240.01164759319477,143.56010745241483,High-RE
SCI-vetted,2C,R10NORTH_AM,gap_GJ_pc,DLE gap,63,64,18.55683102437286,6.462837618009093,12.093993406363765,High-RE
SCI-vetted,2C,R10NORTH_AM,headcount_pct,Deprived headcount,63,64,4.817848785406943,1.3587107250994641,3.4591380603074784,High-RE
SCI-vetted,2C,R10NORTH_AM,mort_per_1k,PM2.5 mortality,62,60,6.69969,10.560212499999999,-3.8605224999999983,High-CDR
SCI-vetted,2C,R10PAC_OECD,net_re_jobs_per_1k,Employment,63,63,147.26399468924816,116.96677870146475,-30.297215987783417,High-CDR
SCI-vetted,2C,R10PAC_OECD,gap_GJ_pc,DLE gap,63,63,3.943002103886238,4.4710136142841375,-0.5280115103978993,High-CDR
SCI-vetted,2C,R10PAC_OECD,headcount_pct,Deprived headcount,63,63,1.178102222317989,1.1465894665846001,0.03151275573338874,High-RE
SCI-vetted,2C,R10PAC_OECD,mort_per_1k,PM2.5 mortality,62,60,4.47825,5.2721325,-0.7938824999999996,High-CDR
SCI-vetted,2C,R10REF_ECON,net_re_jobs_per_1k,Employment,63,64,286.8720224832856,844.3178722493753,557.4458497660897,High-RE
SCI-vetted,2C,R10REF_ECON,gap_GJ_pc,DLE gap,63,64,1.3791584980567329,1.7740027296676728,-0.39484423161093996,High-CDR
SCI-vetted,2C,R10REF_ECON,headcount_pct,Deprived headcount,63,64,0.5762771868699251,0.6110824493812486,-0.03480526251132343,High-CDR
SCI-vetted,2C,R10REF_ECON,mort_per_1k,PM2.5 mortality,62,60,13.29234,15.954252499999999,-2.6619124999999997,High-CDR
SCI-vetted,2C,R10REST_ASIA,net_re_jobs_per_1k,Employment,63,64,109.79274960197455,229.1641979321758,119.37144833020125,High-RE
SCI-vetted,2C,R10REST_ASIA,gap_GJ_pc,DLE gap,63,64,3.730454618545853,10.52820243051519,-6.797747811969337,High-CDR
SCI-vetted,2C,R10REST_ASIA,headcount_pct,Deprived headcount,63,64,1.998658810989026,4.859011561116748,-2.8603527501277224,High-CDR
SCI-vetted,2C,R10REST_ASIA,mort_per_1k,PM2.5 mortality,62,60,55.98183,55.049512500000006,0.9323174999999964,High-RE
SCI-vetted,All ambitions,Aggregated R10 regions,net_re_jobs_per_1k,Employment,69,69,187.93304199310543,308.6180291922974,120.68498719919197,High-RE
SCI-vetted,All ambitions,Aggregated R10 regions,gap_GJ_pc,DLE gap,69,69,19.1127086387263,18.39637443085087,0.7163342078754305,High-RE
SCI-vetted,All ambitions,Aggregated R10 regions,headcount_pct,Deprived headcount,69,69,6.950699586557095,6.862270385057928,0.08842920149916633,High-RE
SCI-vetted,All ambitions,Aggregated R10 regions,mort_per_1k,PM2.5 mortality,68,66,419.921,442.17121,-22.25020999999998,High-CDR
SCI-vetted,All ambitions,R10AFRICA,net_re_jobs_per_1k,Employment,69,70,298.8138130573049,461.4252468880976,162.6114338307927,High-RE
SCI-vetted,All ambitions,R10AFRICA,gap_GJ_pc,DLE gap,69,70,82.318184835764,72.62624272566165,9.691942110102346,High-RE
SCI-vetted,All ambitions,R10AFRICA,headcount_pct,Deprived headcount,69,70,31.926153144568925,30.467415706640246,1.4587374379286793,High-RE
SCI-vetted,All ambitions,R10AFRICA,mort_per_1k,PM2.5 mortality,68,66,73.7414,78.40185,-4.660449999999997,High-CDR
SCI-vetted,All ambitions,R10CHINA+,net_re_jobs_per_1k,Employment,69,70,129.5145042991121,254.5508521070799,125.03634780796779,High-RE
SCI-vetted,All ambitions,R10CHINA+,gap_GJ_pc,DLE gap,69,70,0.594892553625192,0.7085880322806468,-0.11369547865545482,High-CDR
SCI-vetted,All ambitions,R10CHINA+,headcount_pct,Deprived headcount,69,70,0.3196663270421756,0.35546262698749387,-0.035796299945318244,High-CDR
SCI-vetted,All ambitions,R10CHINA+,mort_per_1k,PM2.5 mortality,68,66,81.49095,92.2781,-10.787149999999997,High-CDR
SCI-vetted,All ambitions,R10EUROPE,net_re_jobs_per_1k,Employment,69,70,68.09629480655028,125.7224207001056,57.626125893555326,High-RE
SCI-vetted,All ambitions,R10EUROPE,gap_GJ_pc,DLE gap,69,70,4.823103653111523,3.700555566522482,1.122548086589041,High-RE
SCI-vetted,All ambitions,R10EUROPE,headcount_pct,Deprived headcount,69,70,1.7484114617020003,1.052856186464076,0.6955552752379244,High-RE
SCI-vetted,All ambitions,R10EUROPE,mort_per_1k,PM2.5 mortality,68,66,12.2243525,17.8237375,-5.599385,High-CDR
SCI-vetted,All ambitions,R10INDIA+,net_re_jobs_per_1k,Employment,69,70,281.9348712479274,450.1110330491609,168.1761618012335,High-RE
SCI-vetted,All ambitions,R10INDIA+,gap_GJ_pc,DLE gap,69,70,1.2160186953350982,0.7069871388029965,0.5090315565321017,High-RE
SCI-vetted,All ambitions,R10INDIA+,headcount_pct,Deprived headcount,69,70,1.2165090609820002,0.6337488719595679,0.5827601890224323,High-RE
SCI-vetted,All ambitions,R10INDIA+,mort_per_1k,PM2.5 mortality,68,66,114.78341499999999,96.08115749999999,18.7022575,High-RE
SCI-vetted,All ambitions,R10LATIN_AM,net_re_jobs_per_1k,Employment,69,70,174.21171064479094,291.27455617964404,117.0628455348531,High-RE
SCI-vetted,All ambitions,R10LATIN_AM,gap_GJ_pc,DLE gap,69,70,61.534058915626495,53.08691695020127,8.447141965425224,High-RE
SCI-vetted,All ambitions,R10LATIN_AM,headcount_pct,Deprived headcount,69,70,17.040158718236988,13.828555534289357,3.2116031839476307,High-RE
SCI-vetted,All ambitions,R10LATIN_AM,mort_per_1k,PM2.5 mortality,68,66,13.421655000000001,15.4067875,-1.9851324999999989,High-CDR
SCI-vetted,All ambitions,R10MIDDLE_EAST,net_re_jobs_per_1k,Employment,69,70,129.53417894780506,509.71709193642187,380.1829129886168,High-RE
SCI-vetted,All ambitions,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,69,70,0.75990450521985,2.2648098218563577,-1.5049053166365076,High-CDR
SCI-vetted,All ambitions,R10MIDDLE_EAST,headcount_pct,Deprived headcount,69,70,0.4052430479312969,0.9091807013598618,-0.5039376534285649,High-CDR
SCI-vetted,All ambitions,R10MIDDLE_EAST,mort_per_1k,PM2.5 mortality,68,66,43.605375,50.691064999999995,-7.0856899999999925,High-CDR
SCI-vetted,All ambitions,R10NORTH_AM,net_re_jobs_per_1k,Employment,69,70,97.6662828787354,238.15444126773153,140.4881583889961,High-RE
SCI-vetted,All ambitions,R10NORTH_AM,gap_GJ_pc,DLE gap,69,70,18.55683102437286,6.581583938457619,11.975247085915239,High-RE
SCI-vetted,All ambitions,R10NORTH_AM,headcount_pct,Deprived headcount,69,70,4.817848785406943,1.3796539656687161,3.438194819738227,High-RE
SCI-vetted,All ambitions,R10NORTH_AM,mort_per_1k,PM2.5 mortality,68,66,6.70137,10.559685,-3.858315,High-CDR
SCI-vetted,All ambitions,R10PAC_OECD,net_re_jobs_per_1k,Employment,69,69,146.6823329916604,129.26317655581633,-17.41915643584406,High-CDR
SCI-vetted,All ambitions,R10PAC_OECD,gap_GJ_pc,DLE gap,69,69,4.145123170088923,4.616323041806668,-0.4711998717177446,High-CDR
SCI-vetted,All ambitions,R10PAC_OECD,headcount_pct,Deprived headcount,69,69,1.2333758305725924,1.1960317155915579,0.037344114981034515,High-RE
SCI-vetted,All ambitions,R10PAC_OECD,mort_per_1k,PM2.5 mortality,68,66,4.4866975,5.2721325,-0.7854349999999997,High-CDR
SCI-vetted,All ambitions,R10REF_ECON,net_re_jobs_per_1k,Employment,69,70,297.8271263754756,888.9781006166627,591.1509742411871,High-RE
SCI-vetted,All ambitions,R10REF_ECON,gap_GJ_pc,DLE gap,69,70,1.4337138719516247,1.339204327969763,0.09450954398186173,High-RE
SCI-vetted,All ambitions,R10REF_ECON,headcount_pct,Deprived headcount,69,70,0.5943984697005475,0.5521813077658302,0.04221716193471736,High-RE
SCI-vetted,All ambitions,R10REF_ECON,mort_per_1k,PM2.5 mortality,68,66,13.302315,15.263105,-1.9607899999999994,High-CDR
SCI-vetted,All ambitions,R10REST_ASIA,net_re_jobs_per_1k,Employment,69,70,115.7006731178279,239.27669346050132,123.57602034267342,High-RE
SCI-vetted,All ambitions,R10REST_ASIA,gap_GJ_pc,DLE gap,69,70,3.8717405639897104,10.501202259078022,-6.629461695088311,High-CDR
SCI-vetted,All ambitions,R10REST_ASIA,headcount_pct,Deprived headcount,69,70,2.1067556211739387,4.6774129741444685,-2.57065735297053,High-CDR
SCI-vetted,All ambitions,R10REST_ASIA,mort_per_1k,PM2.5 mortality,68,66,56.115097500000005,55.1134925,1.001605000000005,High-RE
