database,ambition_view,Region,model_family,metric,label,unit,Pathway,n,median
Full,All ambitions pooled,Aggregated R10 regions,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,2,89604.79968816425
Full,All ambitions pooled,Aggregated R10 regions,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,66,128.9879056322035
Full,All ambitions pooled,Aggregated R10 regions,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,2,333.5689907310173
Full,All ambitions pooled,Aggregated R10 regions,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,66,286.9030486416358
Full,All ambitions pooled,Aggregated R10 regions,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,2,522.3297855142857
Full,All ambitions pooled,Aggregated R10 regions,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,66,291.1634729947123
Full,All ambitions pooled,Aggregated R10 regions,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,2,530.7782904129981
Full,All ambitions pooled,Aggregated R10 regions,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,99,1.149501572302456
Full,All ambitions pooled,Aggregated R10 regions,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,27,1.177935345442545
Full,All ambitions pooled,Aggregated R10 regions,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,99,0.5277778167131556
Full,All ambitions pooled,Aggregated R10 regions,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,27,0.5450118962867386
Full,All ambitions pooled,Aggregated R10 regions,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,99,0.255269388518893
Full,All ambitions pooled,Aggregated R10 regions,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,27,0.2569172277763357
Full,All ambitions pooled,Aggregated R10 regions,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,99,7144.339574731317
Full,All ambitions pooled,Aggregated R10 regions,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,27,8091.616897583365
Full,All ambitions pooled,Aggregated R10 regions,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,99,186.61086789177673
Full,All ambitions pooled,Aggregated R10 regions,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,27,217.19284330685014
Full,All ambitions pooled,Aggregated R10 regions,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,99,279.21131403823875
Full,All ambitions pooled,Aggregated R10 regions,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,27,305.7302089019079
Full,All ambitions pooled,Aggregated R10 regions,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,99,280.35332609246854
Full,All ambitions pooled,Aggregated R10 regions,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,27,306.8751917108435
Full,All ambitions pooled,Aggregated R10 regions,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,60,5.151407911848112
Full,All ambitions pooled,Aggregated R10 regions,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,9,1.8074116144129397
Full,All ambitions pooled,Aggregated R10 regions,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,60,3.742103917205468
Full,All ambitions pooled,Aggregated R10 regions,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,9,1.0989947585150954
Full,All ambitions pooled,Aggregated R10 regions,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,60,0.41482119555093905
Full,All ambitions pooled,Aggregated R10 regions,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,9,0.29233918939432024
Full,All ambitions pooled,Aggregated R10 regions,POLES,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,60,57162.49582215427
Full,All ambitions pooled,Aggregated R10 regions,POLES,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,9,12878.56608887941
Full,All ambitions pooled,Aggregated R10 regions,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,60,207.13785458381344
Full,All ambitions pooled,Aggregated R10 regions,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,9,215.55877151973237
Full,All ambitions pooled,Aggregated R10 regions,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,60,368.50109465223943
Full,All ambitions pooled,Aggregated R10 regions,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,9,422.2327509203215
Full,All ambitions pooled,Aggregated R10 regions,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,60,373.581713847144
Full,All ambitions pooled,Aggregated R10 regions,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,9,424.0572961333819
Full,All ambitions pooled,Aggregated R10 regions,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,1,4.567664641336618
Full,All ambitions pooled,Aggregated R10 regions,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,220,6.2243260086785615
Full,All ambitions pooled,Aggregated R10 regions,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,1,3.166869412154913
Full,All ambitions pooled,Aggregated R10 regions,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,220,5.576772632813198
Full,All ambitions pooled,Aggregated R10 regions,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,1,0.28333146380498353
Full,All ambitions pooled,Aggregated R10 regions,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,220,0.2514564295262727
Full,All ambitions pooled,Aggregated R10 regions,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,1,52488.53908026
Full,All ambitions pooled,Aggregated R10 regions,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,220,94753.31419
Full,All ambitions pooled,Aggregated R10 regions,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,1,327.3113397695073
Full,All ambitions pooled,Aggregated R10 regions,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,220,571.4287496099785
Full,All ambitions pooled,Aggregated R10 regions,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,1,364.53015319265774
Full,All ambitions pooled,Aggregated R10 regions,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,220,641.1189632074642
Full,All ambitions pooled,Aggregated R10 regions,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,1,369.0978178339944
Full,All ambitions pooled,Aggregated R10 regions,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,220,647.242109486104
Full,All ambitions pooled,Aggregated R10 regions,TIAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,12,0.9655516952374246
Full,All ambitions pooled,Aggregated R10 regions,TIAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,0,NA
Full,All ambitions pooled,Aggregated R10 regions,TIAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,12,1.2819002305319347
Full,All ambitions pooled,Aggregated R10 regions,TIAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,0,NA
Full,All ambitions pooled,Aggregated R10 regions,TIAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,12,0.00329799763365565
Full,All ambitions pooled,Aggregated R10 regions,TIAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,0,NA
Full,All ambitions pooled,Aggregated R10 regions,TIAM,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,12,20058.48637635185
Full,All ambitions pooled,Aggregated R10 regions,TIAM,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,0,NA
Full,All ambitions pooled,Aggregated R10 regions,TIAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,12,81.41048718389027
Full,All ambitions pooled,Aggregated R10 regions,TIAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,0,NA
Full,All ambitions pooled,Aggregated R10 regions,TIAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,12,103.49540532038165
Full,All ambitions pooled,Aggregated R10 regions,TIAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,0,NA
Full,All ambitions pooled,Aggregated R10 regions,TIAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,12,104.45879686184061
Full,All ambitions pooled,Aggregated R10 regions,TIAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,0,NA
Full,All ambitions pooled,Aggregated R10 regions,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,8,6.349758469567412
Full,All ambitions pooled,Aggregated R10 regions,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,16,1.3778758531306796
Full,All ambitions pooled,Aggregated R10 regions,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,8,6.518078122922607
Full,All ambitions pooled,Aggregated R10 regions,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,16,0.6607650657624216
Full,All ambitions pooled,Aggregated R10 regions,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,8,0.30897305811648024
Full,All ambitions pooled,Aggregated R10 regions,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,16,0.2824314560529019
Full,All ambitions pooled,Aggregated R10 regions,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,8,82716.3188656127
Full,All ambitions pooled,Aggregated R10 regions,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,16,8870.969888592315
Full,All ambitions pooled,Aggregated R10 regions,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,8,310.8101370478147
Full,All ambitions pooled,Aggregated R10 regions,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,16,240.1081177058487
Full,All ambitions pooled,Aggregated R10 regions,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,8,428.8461704711664
Full,All ambitions pooled,Aggregated R10 regions,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,16,322.4367544590174
Full,All ambitions pooled,Aggregated R10 regions,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,8,435.1959289407338
Full,All ambitions pooled,Aggregated R10 regions,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,16,323.555643218059
Full,All ambitions pooled,R10AFRICA,AIM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,21,1.9864312075179567
Full,All ambitions pooled,R10AFRICA,AIM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,14,0.16146204074246448
Full,All ambitions pooled,R10AFRICA,AIM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,21,1.8913000045786594
Full,All ambitions pooled,R10AFRICA,AIM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,14,0.03678777348996874
Full,All ambitions pooled,R10AFRICA,AIM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,21,0.0693037135032659
Full,All ambitions pooled,R10AFRICA,AIM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,14,0.0143248929972099
Full,All ambitions pooled,R10AFRICA,AIM,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,21,4521.51852
Full,All ambitions pooled,R10AFRICA,AIM,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,14,161.4818
Full,All ambitions pooled,R10AFRICA,AIM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,21,170.75733645606147
Full,All ambitions pooled,R10AFRICA,AIM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,14,197.01168805486378
Full,All ambitions pooled,R10AFRICA,AIM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,21,208.2020779038232
Full,All ambitions pooled,R10AFRICA,AIM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,14,203.94173027667725
Full,All ambitions pooled,R10AFRICA,AIM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,21,210.18850911134115
Full,All ambitions pooled,R10AFRICA,AIM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,14,204.0993457114182
Full,All ambitions pooled,R10AFRICA,COFFEE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,0,NA
Full,All ambitions pooled,R10AFRICA,COFFEE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,8,0.28666997609644124
Full,All ambitions pooled,R10AFRICA,COFFEE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
Full,All ambitions pooled,R10AFRICA,COFFEE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,8,0.09872646270851004
Full,All ambitions pooled,R10AFRICA,COFFEE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
Full,All ambitions pooled,R10AFRICA,COFFEE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,8,0.017422799694460166
Full,All ambitions pooled,R10AFRICA,COFFEE,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,0,NA
Full,All ambitions pooled,R10AFRICA,COFFEE,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,8,321.53768117749996
Full,All ambitions pooled,R10AFRICA,COFFEE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,0,NA
Full,All ambitions pooled,R10AFRICA,COFFEE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,8,109.27225916449261
Full,All ambitions pooled,R10AFRICA,COFFEE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,0,NA
Full,All ambitions pooled,R10AFRICA,COFFEE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,8,112.54233732850926
Full,All ambitions pooled,R10AFRICA,COFFEE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,0,NA
Full,All ambitions pooled,R10AFRICA,COFFEE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,8,112.83411823428038
Full,All ambitions pooled,R10AFRICA,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,3,4.583866203057201
Full,All ambitions pooled,R10AFRICA,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,5,8.164439453389003
Full,All ambitions pooled,R10AFRICA,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,3,2.7312576686363115
Full,All ambitions pooled,R10AFRICA,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,5,7.982832923374217
Full,All ambitions pooled,R10AFRICA,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,3,0.07531698559781398
Full,All ambitions pooled,R10AFRICA,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,5,0.058020529556605374
Full,All ambitions pooled,R10AFRICA,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,3,7237.991860305705
Full,All ambitions pooled,R10AFRICA,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,5,17317.985329901127
Full,All ambitions pooled,R10AFRICA,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,3,230.4432050162031
Full,All ambitions pooled,R10AFRICA,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,5,1039.9152087160685
Full,All ambitions pooled,R10AFRICA,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,3,318.0133027983541
Full,All ambitions pooled,R10AFRICA,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,5,1057.2467829290629
Full,All ambitions pooled,R10AFRICA,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,3,322.59716900141126
Full,All ambitions pooled,R10AFRICA,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,5,1065.411222382452
Full,All ambitions pooled,R10AFRICA,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,66,1.6426848540928534
Full,All ambitions pooled,R10AFRICA,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,2,6.150617468868427
Full,All ambitions pooled,R10AFRICA,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,66,1.264477667282701
Full,All ambitions pooled,R10AFRICA,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,2,5.434789799279492
Full,All ambitions pooled,R10AFRICA,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,66,0.07601912377812149
Full,All ambitions pooled,R10AFRICA,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,2,0.08343955629443747
Full,All ambitions pooled,R10AFRICA,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,66,2869.5609058925456
Full,All ambitions pooled,R10AFRICA,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,2,12463.972551601888
Full,All ambitions pooled,R10AFRICA,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,66,181.37821805837706
Full,All ambitions pooled,R10AFRICA,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,2,711.5081403267297
Full,All ambitions pooled,R10AFRICA,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,66,256.5379101089298
Full,All ambitions pooled,R10AFRICA,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,2,781.0432444892007
Full,All ambitions pooled,R10AFRICA,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,66,258.0331475642134
Full,All ambitions pooled,R10AFRICA,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,2,787.1938619580692
Full,All ambitions pooled,R10AFRICA,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,99,0.2545597887826645
Full,All ambitions pooled,R10AFRICA,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,27,0.2506029707352409
Full,All ambitions pooled,R10AFRICA,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,99,0.07929789639894301
Full,All ambitions pooled,R10AFRICA,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,27,0.06863640431783001
Full,All ambitions pooled,R10AFRICA,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,99,0.02023479766362363
Full,All ambitions pooled,R10AFRICA,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,27,0.02077294285819119
Full,All ambitions pooled,R10AFRICA,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,99,284.73779050156986
Full,All ambitions pooled,R10AFRICA,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,27,320.15897299640005
Full,All ambitions pooled,R10AFRICA,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,99,233.18635313481604
Full,All ambitions pooled,R10AFRICA,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,27,233.93069630905777
Full,All ambitions pooled,R10AFRICA,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,99,289.85176471304703
Full,All ambitions pooled,R10AFRICA,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,27,290.04751375803704
Full,All ambitions pooled,R10AFRICA,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,99,290.16311386136897
Full,All ambitions pooled,R10AFRICA,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,27,290.30136010908734
Full,All ambitions pooled,R10AFRICA,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,60,2.5263059994929518
Full,All ambitions pooled,R10AFRICA,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,9,0.24180106766034842
Full,All ambitions pooled,R10AFRICA,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,60,2.208552242738288
Full,All ambitions pooled,R10AFRICA,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,9,0.05038663785607288
Full,All ambitions pooled,R10AFRICA,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,60,0.08890810811817931
Full,All ambitions pooled,R10AFRICA,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,9,0.011767064086709219
Full,All ambitions pooled,R10AFRICA,POLES,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,60,4994.654583348543
Full,All ambitions pooled,R10AFRICA,POLES,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,9,132.751877784729
Full,All ambitions pooled,R10AFRICA,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,60,311.1791196222955
Full,All ambitions pooled,R10AFRICA,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,9,319.5647611516478
Full,All ambitions pooled,R10AFRICA,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,60,411.940699914928
Full,All ambitions pooled,R10AFRICA,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,9,388.1725296206045
Full,All ambitions pooled,R10AFRICA,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,60,414.3723988172095
Full,All ambitions pooled,R10AFRICA,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,9,388.4287040148198
Full,All ambitions pooled,R10AFRICA,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,1,1.5718062679862652
Full,All ambitions pooled,R10AFRICA,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,224,3.5878733103710103
Full,All ambitions pooled,R10AFRICA,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,1,1.637652019563249
Full,All ambitions pooled,R10AFRICA,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,224,4.194902797704934
Full,All ambitions pooled,R10AFRICA,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,1,0.013617448053206154
Full,All ambitions pooled,R10AFRICA,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,224,0.012539766596020957
Full,All ambitions pooled,R10AFRICA,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,1,4005.8443237700017
Full,All ambitions pooled,R10AFRICA,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,224,10348.695405
