database,ambition_view,Region,model_family,metric,label,unit,Pathway,n,median
Full,1.5C,R10EUROPE,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,1,225.25261775396734
Full,1.5C,R10EUROPE,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,0,NA
Full,1.5C,R10EUROPE,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,1,231.27572823916267
Full,1.5C,R10EUROPE,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,21,4.516442556265884
Full,1.5C,R10EUROPE,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,0,NA
Full,1.5C,R10EUROPE,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,21,2.0659079842544843
Full,1.5C,R10EUROPE,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,0,NA
Full,1.5C,R10EUROPE,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,21,0.8697748115475775
Full,1.5C,R10EUROPE,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,0,NA
Full,1.5C,R10EUROPE,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,21,5658.225268178685
Full,1.5C,R10EUROPE,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,0,NA
Full,1.5C,R10EUROPE,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,21,35.84067390052088
Full,1.5C,R10EUROPE,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,0,NA
Full,1.5C,R10EUROPE,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,21,156.5471470723932
Full,1.5C,R10EUROPE,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,0,NA
Full,1.5C,R10EUROPE,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,21,160.38172015346598
Full,1.5C,R10EUROPE,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,0,NA
Full,1.5C,R10EUROPE,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,25,0.7727968415884963
Full,1.5C,R10EUROPE,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,3,4.7269035155612125
Full,1.5C,R10EUROPE,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,25,0.3057876202705853
Full,1.5C,R10EUROPE,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,3,3.004092119360352
Full,1.5C,R10EUROPE,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,25,0.27432523265710756
Full,1.5C,R10EUROPE,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,3,0.2204068389094339
Full,1.5C,R10EUROPE,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,25,696.4035902996854
Full,1.5C,R10EUROPE,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,3,10654.971258938798
Full,1.5C,R10EUROPE,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,25,73.40644293940915
Full,1.5C,R10EUROPE,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,3,228.23525189135168
Full,1.5C,R10EUROPE,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,25,150.30472430058052
Full,1.5C,R10EUROPE,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,3,269.3581483335675
Full,1.5C,R10EUROPE,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,25,150.7845068737266
Full,1.5C,R10EUROPE,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,3,274.0937537405218
Full,1.5C,R10EUROPE,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,4,5.184068302125988
Full,1.5C,R10EUROPE,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,1,0.9814102512441384
Full,1.5C,R10EUROPE,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,4,3.783561269125718
Full,1.5C,R10EUROPE,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,1,0.4343448755524079
Full,1.5C,R10EUROPE,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,4,0.47251972290637484
Full,1.5C,R10EUROPE,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,1,0.26552186662775074
Full,1.5C,R10EUROPE,POLES,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,4,8655.161005923152
Full,1.5C,R10EUROPE,POLES,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,1,1043.705822944642
Full,1.5C,R10EUROPE,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,4,93.63832059884716
Full,1.5C,R10EUROPE,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,1,87.89183596777278
Full,1.5C,R10EUROPE,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,4,259.0059245856952
Full,1.5C,R10EUROPE,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,1,240.23725961719538
Full,1.5C,R10EUROPE,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,4,264.1899928878212
Full,1.5C,R10EUROPE,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,1,241.2186698684395
Full,1.5C,R10EUROPE,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,1,2.456190263190114
Full,1.5C,R10EUROPE,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,59,3.731548378905512
Full,1.5C,R10EUROPE,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,1,1.397057013140916
Full,1.5C,R10EUROPE,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,59,2.4955636120886715
Full,1.5C,R10EUROPE,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,1,0.2696049272962985
Full,1.5C,R10EUROPE,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,59,0.2177590185279222
Full,1.5C,R10EUROPE,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,1,4511.40740189
Full,1.5C,R10EUROPE,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,59,9358.97373
Full,1.5C,R10EUROPE,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,1,70.4582762601122
Full,1.5C,R10EUROPE,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,59,171.1023029757663
Full,1.5C,R10EUROPE,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,1,86.1937669890837
Full,1.5C,R10EUROPE,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,59,188.9305236856251
Full,1.5C,R10EUROPE,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,1,88.64995725227382
Full,1.5C,R10EUROPE,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,59,192.62432270638394
Full,1.5C,R10EUROPE,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,6,4.545517543861644
Full,1.5C,R10EUROPE,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,0,NA
Full,1.5C,R10EUROPE,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,6,3.3182333019346633
Full,1.5C,R10EUROPE,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,0,NA
Full,1.5C,R10EUROPE,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,6,0.30820037604877315
Full,1.5C,R10EUROPE,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,0,NA
Full,1.5C,R10EUROPE,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,6,9200.559223192713
Full,1.5C,R10EUROPE,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,0,NA
Full,1.5C,R10EUROPE,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,6,138.0535024935425
Full,1.5C,R10EUROPE,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,0,NA
Full,1.5C,R10EUROPE,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,6,203.9668967260581
Full,1.5C,R10EUROPE,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,0,NA
Full,1.5C,R10EUROPE,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,6,208.51241426991976
Full,1.5C,R10EUROPE,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,0,NA
Full,1.5C,R10INDIA+,AIM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,1,4.12055071161487
Full,1.5C,R10INDIA+,AIM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,3,0.4984437913031554
Full,1.5C,R10INDIA+,AIM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,1,5.088985230222028
Full,1.5C,R10INDIA+,AIM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,3,0.1933773728614069
Full,1.5C,R10INDIA+,AIM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,1,0.23253304537361358
Full,1.5C,R10INDIA+,AIM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,3,0.1441097499694417
Full,1.5C,R10INDIA+,AIM,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,1,11182.308860000001
Full,1.5C,R10INDIA+,AIM,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,3,410.8844000000001
Full,1.5C,R10INDIA+,AIM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,1,384.7858415083161
Full,1.5C,R10INDIA+,AIM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,3,431.27530206922137
Full,1.5C,R10INDIA+,AIM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,1,469.8674824297922
Full,1.5C,R10INDIA+,AIM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,3,476.7986066678551
Full,1.5C,R10INDIA+,AIM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,1,473.98803314140696
Full,1.5C,R10INDIA+,AIM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,3,477.21848215916293
Full,1.5C,R10INDIA+,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,0,NA
Full,1.5C,R10INDIA+,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,1,6.307259398748574
Full,1.5C,R10INDIA+,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
Full,1.5C,R10INDIA+,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,1,7.6432446503928295
Full,1.5C,R10INDIA+,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,0,NA
Full,1.5C,R10INDIA+,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,1,0.180285731273399
Full,1.5C,R10INDIA+,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,0,NA
Full,1.5C,R10INDIA+,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,1,17194.67194812465
Full,1.5C,R10INDIA+,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,0,NA
Full,1.5C,R10INDIA+,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,1,706.1113959808648
Full,1.5C,R10INDIA+,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,0,NA
Full,1.5C,R10INDIA+,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,1,734.2217932962249
Full,1.5C,R10INDIA+,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,0,NA
Full,1.5C,R10INDIA+,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,1,740.5290526949734
Full,1.5C,R10INDIA+,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,21,3.6445120666602153
Full,1.5C,R10INDIA+,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,0,NA
Full,1.5C,R10INDIA+,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,21,3.6819293499067727
Full,1.5C,R10INDIA+,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,0,NA
Full,1.5C,R10INDIA+,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,21,0.2351993919025854
Full,1.5C,R10INDIA+,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,0,NA
Full,1.5C,R10INDIA+,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,21,8743.337058916031
Full,1.5C,R10INDIA+,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,0,NA
Full,1.5C,R10INDIA+,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,21,281.1955708584935
Full,1.5C,R10INDIA+,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,0,NA
Full,1.5C,R10INDIA+,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,21,384.4679018880239
Full,1.5C,R10INDIA+,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,0,NA
Full,1.5C,R10INDIA+,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,21,388.1195251852032
Full,1.5C,R10INDIA+,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,0,NA
Full,1.5C,R10INDIA+,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,25,0.5954260550630328
Full,1.5C,R10INDIA+,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,3,2.8286680581302552
Full,1.5C,R10INDIA+,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,25,0.2931715114155735
Full,1.5C,R10INDIA+,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,3,3.086821101159604
Full,1.5C,R10INDIA+,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,25,0.1168170894517633
Full,1.5C,R10INDIA+,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,3,0.11521970770307194
Full,1.5C,R10INDIA+,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,25,668.4354376726124
Full,1.5C,R10INDIA+,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,3,7210.720199921355
Full,1.5C,R10INDIA+,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,25,258.98967542793696
Full,1.5C,R10INDIA+,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,3,595.194324734602
Full,1.5C,R10INDIA+,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,25,338.47894304460954
Full,1.5C,R10INDIA+,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,3,677.6052164121195
Full,1.5C,R10INDIA+,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,25,339.0312339618879
Full,1.5C,R10INDIA+,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,3,680.3840631841778
Full,1.5C,R10INDIA+,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,4,4.4322337476986675
Full,1.5C,R10INDIA+,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,1,0.3806999730814272
Full,1.5C,R10INDIA+,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,4,5.609008318120056
Full,1.5C,R10INDIA+,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,1,0.19581083521594891
Full,1.5C,R10INDIA+,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,4,0.24672428337766728
Full,1.5C,R10INDIA+,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,1,0.071389166141315
Full,1.5C,R10INDIA+,POLES,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,4,12891.861060460575
Full,1.5C,R10INDIA+,POLES,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,1,444.034116744995
Full,1.5C,R10INDIA+,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,4,438.5082381687354
Full,1.5C,R10INDIA+,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,1,452.55360096507803
Full,1.5C,R10INDIA+,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,4,632.6677241989468
Full,1.5C,R10INDIA+,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,1,638.7091275346376
Full,1.5C,R10INDIA+,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,4,637.2770561048793
Full,1.5C,R10INDIA+,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,1,639.089827507719
Full,1.5C,R10INDIA+,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,1,2.79943105524194
Full,1.5C,R10INDIA+,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,59,6.371465535003451
Full,1.5C,R10INDIA+,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,1,3.209671563919955
Full,1.5C,R10INDIA+,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,59,8.570931476832893
Full,1.5C,R10INDIA+,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,1,0.14787249648186032
Full,1.5C,R10INDIA+,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,59,0.15251115867797
Full,1.5C,R10INDIA+,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,1,7454.886804079998
Full,1.5C,R10INDIA+,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,59,20463.67871
Full,1.5C,R10INDIA+,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,1,408.35692194562836
Full,1.5C,R10INDIA+,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,59,1009.5539319150108
Full,1.5C,R10INDIA+,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,1,432.7124874677153
Full,1.5C,R10INDIA+,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,59,1070.9906795108789
Full,1.5C,R10INDIA+,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,1,435.5119185229572
Full,1.5C,R10INDIA+,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,59,1077.691243649376
Full,1.5C,R10INDIA+,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,6,2.0351644223566128
Full,1.5C,R10INDIA+,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,0,NA
Full,1.5C,R10INDIA+,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,6,3.230647774550989
Full,1.5C,R10INDIA+,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,0,NA
Full,1.5C,R10INDIA+,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,6,0.11583960858382171
Full,1.5C,R10INDIA+,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,0,NA
Full,1.5C,R10INDIA+,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,6,7777.661863537387
Full,1.5C,R10INDIA+,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,0,NA
Full,1.5C,R10INDIA+,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,6,259.5836121528081
Full,1.5C,R10INDIA+,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,0,NA
Full,1.5C,R10INDIA+,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,6,278.36750385916315
Full,1.5C,R10INDIA+,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-RE,0,NA
Full,1.5C,R10INDIA+,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-CMT,6,280.40266828151977
Full,1.5C,R10INDIA+,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",High-RE,0,NA
Full,1.5C,R10LATIN_AM,AIM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-CMT,1,8.488359568468704
Full,1.5C,R10LATIN_AM,AIM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",High-RE,3,0.7238903271923637
Full,1.5C,R10LATIN_AM,AIM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-CMT,1,6.589248110170181
Full,1.5C,R10LATIN_AM,AIM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",High-RE,3,0.18631985095208864
Full,1.5C,R10LATIN_AM,AIM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-CMT,1,0.10567777437787855
Full,1.5C,R10LATIN_AM,AIM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",High-RE,3,0.062475375348095726
Full,1.5C,R10LATIN_AM,AIM,inferred_retirements_GW,Inferred retired capacity,GW,High-CMT,1,4617.810260000001
Full,1.5C,R10LATIN_AM,AIM,inferred_retirements_GW,Inferred retired capacity,GW,High-RE,3,210.25739999999996
Full,1.5C,R10LATIN_AM,AIM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-CMT,1,285.77114543506946
Full,1.5C,R10LATIN_AM,AIM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",High-RE,3,121.17049093385947
Full,1.5C,R10LATIN_AM,AIM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",High-CMT,1,484.1740614282786
