database,ambition_view,Region,metric,label,unit,n_High-CMT,n_High-RE,median_High-CMT,median_High-RE,raw_difference_high_re_minus_high_cmt,favours_more_employment
Full,1.5C,R10PAC_OECD,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",58,67,1.4098918281950312,1.6689841355660153,0.2590923073709841,High-RE
Full,1.5C,R10PAC_OECD,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",58,67,0.29208824638668934,0.2211778553791245,-0.07091039100756485,High-CMT
Full,1.5C,R10PAC_OECD,inferred_retirements_GW,Inferred retired capacity,GW,58,67,1212.9647711928494,1501.94291,288.9781388071506,High-RE
Full,1.5C,R10PAC_OECD,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",58,67,81.65698775964427,119.33291402580299,37.675926266158726,High-RE
Full,1.5C,R10PAC_OECD,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",58,67,174.69290930860404,167.57706481850832,-7.115844490095725,High-CMT
Full,1.5C,R10PAC_OECD,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",58,67,177.96008241876066,171.03858647509136,-6.921495943669299,High-CMT
Full,1.5C,R10REF_ECON,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",58,67,21.172683521367198,17.644058293566506,-3.528625227800692,High-CMT
Full,1.5C,R10REF_ECON,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",58,67,9.219981699846588,9.983192042587465,0.7632103427408765,High-RE
Full,1.5C,R10REF_ECON,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",58,67,1.3821308602223434,1.033806312539176,-0.34832454768316734,High-CMT
Full,1.5C,R10REF_ECON,inferred_retirements_GW,Inferred retired capacity,GW,58,67,2305.227065579255,2767.16178,461.93471442074497,High-RE
Full,1.5C,R10REF_ECON,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",58,67,503.3942695057043,764.2607990895028,260.8665295837985,High-RE
Full,1.5C,R10REF_ECON,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",58,67,842.0841301384689,987.8228022767464,145.73867213827748,High-RE
Full,1.5C,R10REF_ECON,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",58,67,848.9438914216829,1009.1159356648618,160.1720442431789,High-RE
Full,1.5C,R10REST_ASIA,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",58,67,3.4740151686688394,8.90266705234789,5.428651883679051,High-RE
Full,1.5C,R10REST_ASIA,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",58,67,2.632774859989126,9.503202748052603,6.870427888063476,High-RE
Full,1.5C,R10REST_ASIA,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",58,67,0.15545361076698605,0.18901773156491986,0.033564120797933805,High-RE
Full,1.5C,R10REST_ASIA,inferred_retirements_GW,Inferred retired capacity,GW,58,67,4451.771927412443,14916.911549999999,10465.139622587556,High-RE
Full,1.5C,R10REST_ASIA,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",58,67,155.21721035409024,874.2377857624202,719.0205754083299,High-RE
Full,1.5C,R10REST_ASIA,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",58,67,220.49094796635387,908.2697784591282,687.7788304927744,High-RE
Full,1.5C,R10REST_ASIA,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",58,67,222.68744914584744,917.1961572332673,694.5087080874198,High-RE
Full,2C,Aggregated R10 regions,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",212,234,3.3501918221265563,5.752826129196159,2.402634307069603,High-RE
Full,2C,Aggregated R10 regions,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",212,234,2.4557328688364923,4.675107940934567,2.219375072098075,High-RE
Full,2C,Aggregated R10 regions,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",212,234,0.37222337955824175,0.25679748695388904,-0.11542589260435271,High-CMT
Full,2C,Aggregated R10 regions,inferred_retirements_GW,Inferred retired capacity,GW,212,234,32313.45095501085,80165.33554500001,47851.88458998916,High-RE
Full,2C,Aggregated R10 regions,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",212,234,186.4954992507894,471.15794255985145,284.66244330906204,High-RE
Full,2C,Aggregated R10 regions,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",212,234,292.73691016942,536.0601226521406,243.32321248272063,High-RE
Full,2C,Aggregated R10 regions,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",212,234,294.40860114420377,542.5116411267561,248.10303998255233,High-RE
Full,2C,R10AFRICA,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",212,238,1.4304905588668213,3.0152060714507827,1.5847155125839614,High-RE
Full,2C,R10AFRICA,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",212,238,1.1293153035117816,3.489119245863318,2.3598039423515362,High-RE
Full,2C,R10AFRICA,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",212,238,0.0590375980586135,0.013087716206241603,-0.04594988185237189,High-CMT
Full,2C,R10AFRICA,inferred_retirements_GW,Inferred retired capacity,GW,212,238,2504.9578633004903,8209.971869999998,5705.014006699507,High-RE
Full,2C,R10AFRICA,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",212,238,229.1815855608097,724.1220547389034,494.94046917809374,High-RE
Full,2C,R10AFRICA,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",212,238,277.4517212045501,751.2034317854301,473.75171058088,High-RE
Full,2C,R10AFRICA,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",212,238,278.3390997443338,754.92722354545,476.58812380111624,High-RE
Full,2C,R10CHINA+,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",215,238,3.2649152789142786,5.22254113972661,1.9576258608123318,High-RE
Full,2C,R10CHINA+,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",215,238,2.886564966262705,4.6534128537261825,1.7668478874634777,High-RE
Full,2C,R10CHINA+,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",215,238,0.7117258223204749,0.6694970594814398,-0.042228762839035094,High-CMT
Full,2C,R10CHINA+,inferred_retirements_GW,Inferred retired capacity,GW,215,238,6431.175927017842,15044.13337,8612.957442982159,High-RE
Full,2C,R10CHINA+,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",215,238,129.51450429911162,266.25479233945316,136.74028804034154,High-RE
Full,2C,R10CHINA+,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",215,238,248.82095227129096,377.0099705202979,128.18901824900692,High-RE
Full,2C,R10CHINA+,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",215,238,251.65311943858796,382.8479082471947,131.19478880860675,High-RE
Full,2C,R10EUROPE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",215,238,2.860370680216944,3.18810754871531,0.3277368684983659,High-RE
Full,2C,R10EUROPE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",215,238,1.690520224916723,2.025670677774629,0.3351504528579061,High-RE
Full,2C,R10EUROPE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",215,238,0.3403363684894423,0.24907037765428658,-0.09126599083515574,High-CMT
Full,2C,R10EUROPE,inferred_retirements_GW,Inferred retired capacity,GW,215,238,3439.753402005463,7105.392369999999,3665.6389679945355,High-RE
Full,2C,R10EUROPE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",215,238,60.07951976247559,116.43290583136233,56.35338606888674,High-RE
Full,2C,R10EUROPE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",215,238,151.1689994480506,155.28654461579816,4.117545167747551,High-RE
Full,2C,R10EUROPE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",215,238,153.56532766569075,157.33641960260053,3.7710919369097837,High-RE
Full,2C,R10INDIA+,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",212,238,2.323629115441059,4.802911320093736,2.4792822046526775,High-RE
Full,2C,R10INDIA+,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",212,238,2.266401397146706,5.385017927808711,3.1186165306620053,High-RE
Full,2C,R10INDIA+,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",212,238,0.2054804939090642,0.15687621236168628,-0.04860428154737792,High-CMT
Full,2C,R10INDIA+,inferred_retirements_GW,Inferred retired capacity,GW,212,238,4894.157526732233,13019.873474999997,8125.715948267763,High-RE
Full,2C,R10INDIA+,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",212,238,242.52132824711873,668.1790103189942,425.65768207187546,High-RE
Full,2C,R10INDIA+,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",212,238,346.6631740119045,771.1663094288726,424.5031354169681,High-RE
Full,2C,R10INDIA+,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",212,238,347.1923421875433,775.3671643585315,428.17482217098814,High-RE
Full,2C,R10LATIN_AM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",215,238,4.074766614873389,7.416548505142691,3.341781890269302,High-RE
Full,2C,R10LATIN_AM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",215,238,2.534787201001409,3.5908322374651287,1.0560450364637197,High-RE
Full,2C,R10LATIN_AM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",215,238,0.1289387131098454,0.06146394101208208,-0.06747477209776331,High-CMT
Full,2C,R10LATIN_AM,inferred_retirements_GW,Inferred retired capacity,GW,215,238,1939.359056193646,5121.517539999999,3182.1584838063527,High-RE
Full,2C,R10LATIN_AM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",215,238,178.7178759989487,374.9586890476246,196.2408130486759,High-RE
Full,2C,R10LATIN_AM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",215,238,280.3000063804194,435.39297492087246,155.09296854045306,High-RE
Full,2C,R10LATIN_AM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",215,238,283.6772886539848,442.42133461814115,158.74404596415633,High-RE
Full,2C,R10MIDDLE_EAST,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",212,238,2.1083404325992303,5.505673422072343,3.397332989473113,High-RE
Full,2C,R10MIDDLE_EAST,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",212,238,1.6432145697318328,3.98525093152805,2.342036361796217,High-RE
Full,2C,R10MIDDLE_EAST,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",212,238,0.021533275871864484,0.01777868045681287,-0.003754595415051614,High-CMT
Full,2C,R10MIDDLE_EAST,inferred_retirements_GW,Inferred retired capacity,GW,212,238,1520.198283381781,5923.039630000001,4402.84134661822,High-RE
Full,2C,R10MIDDLE_EAST,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",212,238,153.832701847387,549.9700826176957,396.13738077030865,High-RE
Full,2C,R10MIDDLE_EAST,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",212,238,285.3771023312936,647.7306131870099,362.3535108557163,High-RE
Full,2C,R10MIDDLE_EAST,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",212,238,287.66312017713074,653.3399128438057,365.67679266667494,High-RE
Full,2C,R10NORTH_AM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",215,238,5.294979950351087,6.773240788773453,1.4782608384223659,High-RE
Full,2C,R10NORTH_AM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",215,238,2.479344444873606,3.7109985796330314,1.2316541347594252,High-RE
Full,2C,R10NORTH_AM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",215,238,0.06470396304412694,0.05143380414275265,-0.013270158901374292,High-CMT
Full,2C,R10NORTH_AM,inferred_retirements_GW,Inferred retired capacity,GW,215,238,4727.317129202839,8583.745448240003,3856.4283190371634,High-RE
Full,2C,R10NORTH_AM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",215,238,101.32495168388063,219.5432684574684,118.21831677358777,High-RE
Full,2C,R10NORTH_AM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",215,238,222.46374124944126,288.5910688432001,66.12732759375885,High-RE
Full,2C,R10NORTH_AM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",215,238,226.98813779445564,295.8364173268369,68.84827953238127,High-RE
Full,2C,R10PAC_OECD,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",212,234,3.5886178776740447,2.7544984481438273,-0.8341194295302174,High-CMT
Full,2C,R10PAC_OECD,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",212,234,1.471099791381965,1.3665949092386085,-0.10450488214335651,High-CMT
Full,2C,R10PAC_OECD,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",212,234,0.4105660846888416,0.2199304365314193,-0.1906356481574223,High-CMT
