database,ambition_view,Region,model_family,metric,label,unit,n_High-CMT,n_High-RE,median_High-CMT,median_High-RE,comparable,robust_3_per_arm,raw_difference_high_re_minus_high_cmt,favours_more_employment
SCI-vetted,2C,R10LATIN_AM,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,3,NA,0.07610832405427453,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,0,3,NA,4002.416795403477,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,3,NA,323.84062668072215,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,3,NA,349.85747740372574,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,3,NA,356.0582987497068,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",41,0,6.394007945013936,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",41,0,3.235254922372159,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",41,0,0.169935977416464,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,POLES,inferred_retirements_GW,Inferred retired capacity,GW,41,0,3376.1674347862604,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",41,0,185.26269845692627,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",41,0,335.4174458458962,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",41,0,341.8114537909102,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,25,NA,7.664109268135249,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,25,NA,3.084156909852071,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,25,NA,0.0659394943734567,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,0,25,NA,4637.08157,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,25,NA,339.51167954032456,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,25,NA,394.1205030094111,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,25,NA,399.8094521912434,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,28,NA,8.853108708829023,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,28,NA,11.423959034021347,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,28,NA,0.15441495294068858,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,0,28,NA,4838.2566773522485,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,28,NA,268.9029098778815,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,28,NA,544.9009081992201,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10LATIN_AM,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,28,NA,553.4921493155337,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,5,NA,7.242150752097779,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,5,NA,3.3695403466715743,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,5,NA,0.015658128537986774,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,0,5,NA,5384.225165081364,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,5,NA,336.3729993847924,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,5,NA,387.32359975458047,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,5,NA,394.5657505066783,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",22,3,1.8486126983332303,15.106463889610959,TRUE,TRUE,13.257851191277728,High-RE
SCI-vetted,2C,R10MIDDLE_EAST,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",22,3,1.4242169872157877,8.434132477001793,TRUE,TRUE,7.009915489786005,High-RE
SCI-vetted,2C,R10MIDDLE_EAST,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",22,3,0.04570983107299618,0.021768216493958242,TRUE,TRUE,-0.023941614579037936,High-CMT
SCI-vetted,2C,R10MIDDLE_EAST,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,22,3,1273.0422962920186,12873.183551745151,TRUE,TRUE,11600.141255453133,High-RE
SCI-vetted,2C,R10MIDDLE_EAST,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",22,3,50.2958787790826,1092.887212148397,TRUE,TRUE,1042.5913333693145,High-RE
SCI-vetted,2C,R10MIDDLE_EAST,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",22,3,165.46186164629898,1306.439901427493,TRUE,TRUE,1140.978039781194,High-RE
SCI-vetted,2C,R10MIDDLE_EAST,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",22,3,167.25214513223477,1322.2691099359313,TRUE,TRUE,1155.0169648036965,High-RE
SCI-vetted,2C,R10MIDDLE_EAST,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,3,NA,4.388867745802352,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,3,NA,2.716724168980526,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,3,NA,0.022633013503819098,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,0,3,NA,4412.489674728802,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,3,NA,518.0041288499245,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,3,NA,563.6126724977623,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,3,NA,568.0015402435647,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",41,0,2.858969626892299,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",41,0,1.7997655555019991,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",41,0,0.06040749261635056,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,POLES,inferred_retirements_GW,Inferred retired capacity,GW,41,0,2273.9496348407765,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",41,0,136.72946235317056,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",41,0,248.70399862133618,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",41,0,251.59928338878166,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,25,NA,5.458831177599403,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,25,NA,3.7443828361316784,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,25,NA,0.016196312313370813,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,0,25,NA,5081.948889999999,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,25,NA,553.7936343905125,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,25,NA,664.8274059790805,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,25,NA,670.3821707242665,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,28,NA,6.957686438768812,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,28,NA,4.353002520246325,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,28,NA,0.0659888439233277,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,0,28,NA,7747.9711064647145,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,28,NA,491.2646512918067,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,28,NA,539.1526420852224,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10MIDDLE_EAST,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,28,NA,546.1103285239913,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,5,NA,10.343744783832733,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,5,NA,6.122974789912473,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,5,NA,0.06011672291632878,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,0,5,NA,11386.242349957634,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,5,NA,255.45214142615507,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,5,NA,426.11658552271956,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,5,NA,436.4603303065523,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",22,3,5.434468960575632,11.383951598471496,TRUE,TRUE,5.949482637895864,High-RE
SCI-vetted,2C,R10NORTH_AM,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",22,3,4.525916496516017,5.159572411187146,TRUE,TRUE,0.6336559146711291,High-RE
SCI-vetted,2C,R10NORTH_AM,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",22,3,0.08728535184841218,0.09824150963359958,TRUE,TRUE,0.010956157785187395,High-RE
SCI-vetted,2C,R10NORTH_AM,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,22,3,5088.394933339756,11488.488514535577,TRUE,TRUE,6400.093581195821,High-RE
SCI-vetted,2C,R10NORTH_AM,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",22,3,61.09515770524539,218.05367761322285,TRUE,TRUE,156.95851990797746,High-RE
SCI-vetted,2C,R10NORTH_AM,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",22,3,275.5593543816745,361.19753955364985,TRUE,TRUE,85.63818517197535,High-RE
SCI-vetted,2C,R10NORTH_AM,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",22,3,281.42859877323576,372.5814911521214,TRUE,TRUE,91.15289237888561,High-RE
SCI-vetted,2C,R10NORTH_AM,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,3,NA,5.428672650298411,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,3,NA,2.5678033385160983,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,3,NA,0.05915057925194867,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,0,3,NA,5489.794913478709,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,3,NA,172.796102966218,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,3,NA,209.58143782270076,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,3,NA,215.01011047299917,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",41,0,5.625373425723136,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",41,0,2.735182987839836,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",41,0,0.06705132513054131,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,POLES,inferred_retirements_GW,Inferred retired capacity,GW,41,0,5055.868317300919,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",41,0,105.3861235960433,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",41,0,213.15925943966826,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,POLES,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",41,0,218.84750191534593,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,REMIND,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,25,NA,5.9727164579013525,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,REMIND,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,25,NA,2.8643963582916627,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,REMIND,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,25,NA,0.05504838384233393,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,REMIND,inferred_retirements_GW,Inferred retired capacity,GW,0,25,NA,6804.7544,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,REMIND,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,25,NA,182.22790756890825,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,REMIND,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,25,NA,221.93735260767673,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,REMIND,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,25,NA,228.01528638516635,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,WITCH,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,28,NA,9.684170639280463,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,WITCH,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,28,NA,7.599460787615762,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,WITCH,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,28,NA,0.07670216638800709,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,WITCH,inferred_retirements_GW,Inferred retired capacity,GW,0,28,NA,12876.293009911737,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,WITCH,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,28,NA,347.69218542794,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,WITCH,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,28,NA,452.6738513153257,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10NORTH_AM,WITCH,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,28,NA,462.3580219546062,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,GCAM,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,5,NA,6.7462055616747065,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,GCAM,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,5,NA,2.661254849364384,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,GCAM,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,5,NA,0.48947215742923333,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,GCAM,inferred_retirements_GW,Inferred retired capacity,GW,0,5,NA,2513.6044936289077,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,GCAM,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,5,NA,199.35528333741524,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,GCAM,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,5,NA,266.51818329929995,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,GCAM,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,5,NA,273.2643888609747,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,IMAGE,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",22,3,3.526856194374193,5.501087187614892,TRUE,TRUE,1.9742309932406985,High-RE
SCI-vetted,2C,R10PAC_OECD,IMAGE,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",22,3,1.510448242030261,1.9242006248774834,TRUE,TRUE,0.4137523828472225,High-RE
SCI-vetted,2C,R10PAC_OECD,IMAGE,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",22,3,0.4417171984580048,0.7069777128384687,TRUE,TRUE,0.2652605143804639,High-RE
SCI-vetted,2C,R10PAC_OECD,IMAGE,inferred_retirements_GW,Inferred retired capacity,GW,22,3,1062.486624367659,1790.9075491470724,TRUE,TRUE,728.4209247794133,High-RE
SCI-vetted,2C,R10PAC_OECD,IMAGE,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",22,3,34.29033436619618,98.02967788443155,TRUE,TRUE,63.73934351823537,High-RE
SCI-vetted,2C,R10PAC_OECD,IMAGE,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",22,3,114.85100806140139,224.18217007785623,TRUE,TRUE,109.33116201645484,High-RE
SCI-vetted,2C,R10PAC_OECD,IMAGE,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",22,3,118.37786425577556,229.7027311017322,TRUE,TRUE,111.32486684595665,High-RE
SCI-vetted,2C,R10PAC_OECD,MESSAGEix,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",0,3,NA,3.0409326422235057,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,MESSAGEix,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",0,3,NA,1.1775481675719508,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,MESSAGEix,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",0,3,NA,0.30499273490410467,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,MESSAGEix,inferred_retirements_GW,Inferred retired capacity,GW,0,3,NA,985.2380121590558,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,MESSAGEix,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",0,3,NA,94.87666369788022,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,MESSAGEix,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",0,3,NA,115.09678591203445,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,MESSAGEix,total_energy_jobyears_per_1k,"Total energy job-years, including decommissioning","job-years per 1,000",0,3,NA,118.13522524044373,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,POLES,decommission_jobyears_per_1k,Decommissioning job-years,"job-years per 1,000",41,0,6.4879327175467445,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,POLES,gross_plant_jobs_displaced_per_1k,Gross plant jobs displaced at retirement,"positions per 1,000",41,0,2.7483086506973233,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,POLES,gross_upstream_jobs_displaced_per_1k,Gross upstream jobs displaced at retirement,"positions per 1,000",41,0,0.6532148518985794,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,POLES,inferred_retirements_GW,Inferred retired capacity,GW,41,0,2534.775566776842,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,POLES,jobs_RE_minus_fossil_per_1k,Renewable minus fossil job-years (diagnostic),"job-years per 1,000",41,0,169.75328249287782,NA,FALSE,FALSE,NA,NA
SCI-vetted,2C,R10PAC_OECD,POLES,total_energy_jobyears_no_decommission_per_1k,"Total energy job-years, excluding decommissioning","job-years per 1,000",41,0,297.447807252783,NA,FALSE,FALSE,NA,NA
