Model,Scenario,Region,Category,fuel,tech_group,inferred_retirements_GW,gross_additions_GW,plant_jobs_displaced_thousands,upstream_jobs_displaced_thousands,decommission_jobyears_thousands,absolute_balance_residual_GW,unexplained_additions_GW
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10EUROPE,C3,wind_on,Renewables,199.11400000000003,1039.527,41.81394000000001,0,12.15260366727273,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10INDIA+,C3,biomass,Bioenergy,2.514700000000005,117.5376,6.286750000000011,0.518807757000001,3.500839942620906,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10INDIA+,C3,coal,Fossil,285.0374,61.90690000000001,146.0168861949898,206.7613176735758,559.0336474165803,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10INDIA+,C3,gas,Fossil,55.93229999999999,71.8133,17.339012999999998,0.026232248699999995,28.819809414424636,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10INDIA+,C3,hydro,Renewables,0,107.19030000000001,0,0,0,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10INDIA+,C3,nuclear,Nuclear,35.763799999999996,46.0788,49.711681999999996,0,95.37193774406008,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10INDIA+,C3,oil,Fossil,4.6798,0,1.4507379999999999,0.042157393324999994,9.178324188966473,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10INDIA+,C3,solar_pv,Renewables,119.58280000000013,6326.006899999999,74.26091880000008,0,62.510465825869474,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10INDIA+,C3,wind_on,Renewables,5.850500000000011,261.4281,2.9252500000000055,0,0.4933249046063981,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10LATIN_AM,C3,biomass,Bioenergy,0,97.89339999999999,0,0,0,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10LATIN_AM,C3,coal,Fossil,19.007199999999997,3.3858999999999995,13.732701999999998,42.45478669094839,88.29620003295138,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10LATIN_AM,C3,gas,Fossil,109.24349999999998,0,56.00460187501469,0.01529409,133.325063908384,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10LATIN_AM,C3,geothermal,Renewables,0,5.704400000000001,0,0,0,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10LATIN_AM,C3,hydro,Renewables,18.141500000000008,184.31810000000002,13.093215332200257,0,26.612133392117688,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10LATIN_AM,C3,nuclear,Nuclear,2.1888000000000005,0.7431000000000005,6.831329679037441,0.09665193600000002,13.825180104651858,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10LATIN_AM,C3,oil,Fossil,38.39920000000001,0,19.685673823331044,0.9894410066962402,178.37995308647814,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10LATIN_AM,C3,solar_pv,Renewables,14.529899999999998,772.9186,4.4461493999999995,0,17.990134532957974,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10LATIN_AM,C3,wind_on,Renewables,0,290.7288,0,0,0,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10MIDDLE_EAST,C3,biomass,Bioenergy,2.6737,62.9167,10.078512150000002,0.111921082,4.213674538696079,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10MIDDLE_EAST,C3,coal,Fossil,20.5767,21.0535,6.12156825,18.92488996468665,45.685045776120944,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10MIDDLE_EAST,C3,gas,Fossil,326.21290000000005,129.75940000000003,217.47526666666678,0.012657060520000001,190.27940972876698,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10MIDDLE_EAST,C3,hydro,Renewables,0.5545999999999935,27.37849999999999,0.1648170365400981,0,0.38883095633746473,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10MIDDLE_EAST,C3,nuclear,Nuclear,0.8495,0,1.0917210057726001,0.015446033750000001,2.564499215711121,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10MIDDLE_EAST,C3,oil,Fossil,89.3523,0,18.86179251306546,0.3707204016153847,198.3828269694213,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10MIDDLE_EAST,C3,solar_pv,Renewables,0,3682.7727999999997,0,0,0,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10MIDDLE_EAST,C3,wind_on,Renewables,0,300.7952,0,0,0,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10NORTH_AM,C3,biomass,Bioenergy,11.557000000000016,299.4868,39.293800000000054,0.3455543000000005,10.788372283555212,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10NORTH_AM,C3,coal,Fossil,268.89489999999995,0,37.645286,19.7547607173724,353.62536057464274,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10NORTH_AM,C3,gas,Fossil,529.6106,144.50449999999998,85.56589364173159,0.12445849099999998,182.98261619506027,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10NORTH_AM,C3,geothermal,Renewables,0.8561999999999994,3.7004,0.5071593175348651,0,0.6468223362538275,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10NORTH_AM,C3,hydro,Renewables,0,112.19839999999996,0,0,0,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10NORTH_AM,C3,nuclear,Nuclear,35.9778,227.45310000000006,27.4470783337398,0.108113289,64.33336825440837,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10NORTH_AM,C3,oil,Fossil,10.2605,3.309100000000001,1.657725226253,0.1026546710805,13.49364756332724,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10NORTH_AM,C3,solar_pv,Renewables,0,3343.1443999999997,0,0,0,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10NORTH_AM,C3,wind_on,Renewables,15.352100000000291,1153.0047000000002,3.2239410000000612,0,0.8680257030821643,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10PAC_OECD,C3,biomass,Bioenergy,1.8717000000000112,48.509600000000006,1.8717000000000112,0.05596383000000034,1.6972080129871159,0,0
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,R10PAC_OECD,C3,coal,Fossil,85.5754,2.1410000000000053,17.11508,56.2184075290445,109.31954053377385,0,0
