Model,Scenario,Region,Category,jobs_Bioenergy,jobs_Fossil,jobs_Nuclear,jobs_Renewables,jobs_Decommission,gross_plant_jobs_displaced,gross_upstream_jobs_displaced,inferred_retirements_GW,absolute_balance_residual_GW,unexplained_additions_GW,jobs_EnergyTotal_no_decommission,jobs_EnergyTotal,jobs_RE_minus_fossil
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Institutional [Pessimistic],R10INDIA+,C4,0,0,3402.348947207483,0,1.5059591124079048,0.7849663357153153,0,0.5647239825290038,0,0,3402.348947207483,3403.8549063198907,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Institutional [Pessimistic],R10LATIN_AM,C4,0,0,2054.843282873902,0,14.032941162591165,6.933989049150923,0.09810439508720464,2.2216926929107093,0,0,2054.843282873902,2068.876224036493,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Institutional [Pessimistic],R10MIDDLE_EAST,C4,0,0,298.2056063892894,0,3.0792103590645596,1.310836287096,0.01854615,1.02,1.235990476633475e-17,0,298.2056063892894,301.284816748354,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Institutional [Pessimistic],R10NORTH_AM,C4,0,0,8890.682818472615,0,33.82998736333883,14.433168018174795,0.05685185308836018,18.919085886309546,0,0,8890.682818472615,8924.512805835953,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Institutional [Pessimistic],R10PAC_OECD,C4,0,0,2370.3994635222434,0,13.149327189088488,6.949188159138706,0.04148531401165568,7.570312775849576,0,0,2370.3994635222434,2383.548790711332,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Institutional [Pessimistic],R10REF_ECON,C4,0,0,7487.703639171656,0,0,0,0,0,0,0,7487.703639171656,7487.703639171656,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Institutional [Pessimistic],R10REST_ASIA,C4,0,0,2710.2142133697357,0,128.84402831200515,62.76980185528593,0.8880881404781822,28.491759399364202,0,0,2710.2142133697357,2839.058241681741,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology,R10AFRICA,C1,0,0,375.85206273570003,0,1.6506389311683113e-7,6.438000103825558e-8,0,6.000000096761937e-8,0,0,375.85206273570003,375.85206290076394,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology,R10CHINA+,C1,0,0,6941.08063675978,0,127.64849812415072,21.83009139202155,1.6534167921853204,45.36122886653828,0,0,6941.08063675978,7068.729134883931,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology,R10EUROPE,C1,0,0,10677.16506322179,0,63.468529544828655,35.28256525047023,0.7552922041473855,32.881680633321096,0,0,10677.16506322179,10740.633592766619,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology,R10INDIA+,C1,0,0,5826.864502199672,0,18.218396048461546,9.496159272150086,0,6.83176926053963,0,0,5826.864502199672,5845.0828982481335,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology,R10LATIN_AM,C1,0,0,4478.662660346287,0,82.9429892786899,40.983979958202994,0.579855049317963,13.13151897906274,0,0,4478.662660346287,4561.605649624978,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology,R10MIDDLE_EAST,C1,0,0,3754.8907589406417,0,4.399278363586005,1.872796283322694,0.026496947888810983,1.4572774859788797,0,0,3754.8907589406417,3759.2900373042276,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology,R10NORTH_AM,C1,0,0,8010.030335392702,0,24.628187129562537,10.50732768553254,0.04138807565857584,13.77307010268747,0,0,8010.030335392702,8034.658522522264,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology,R10PAC_OECD,C1,0,0,4255.361401370372,0,9.983893260182311,5.276311998939094,0.03149856574420119,5.74791345697102,0,0,4255.361401370372,4265.345294630554,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology,R10REF_ECON,C1,0,0,13608.287582708217,0,221.0343868759794,40.259004708117494,0.2630925957675478,20.129502354058744,0,0,13608.287582708217,13829.321969584196,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology,R10REST_ASIA,C1,0,0,5628.830934369246,0,174.51485368924892,85.01956148368653,1.2028851777546161,38.59111895266654,0,0,5628.830934369246,5803.345788058496,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Enablers & Institutional,R10AFRICA,C3,0,0,365.6313776709328,0,1.375532424314486e-7,5.36500001504514e-8,0,5.000000014021566e-8,0,0,365.6313776709328,365.63137780848604,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Enablers & Institutional,R10CHINA+,C3,0,0,6556.5508188821705,0,102.61263510651571,17.548527677722728,1.3291300443698566,36.46447309656671,0,0,6556.5508188821705,6659.163453988686,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Enablers & Institutional,R10EUROPE,C3,0,0,10484.3487784462,0,96.85772339377507,53.84383363158145,1.1526323977477877,50.17990412484927,0,0,10484.3487784462,10581.206501839975,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Enablers & Institutional,R10INDIA+,C3,0,0,5422.683383826772,0,20.712340302091924,10.79610311931096,0,7.766980661374791,0,0,5422.683383826772,5443.3957241288645,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Enablers & Institutional,R10LATIN_AM,C3,0,0,2213.588407033045,0,8.861021480343252,4.378428242311961,0.06194746647275796,1.4028753093530648,0,0,2213.588407033045,2222.4494285133883,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Enablers & Institutional,R10MIDDLE_EAST,C3,0,0,1208.6175956742363,0,3.0791443894784765,1.3108082034910498,0.01854575266376887,1.0199781473267628,1.235990476633475e-17,0,1208.6175956742363,1211.6967400637147,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Enablers & Institutional,R10NORTH_AM,C3,0,0,8792.962016956351,0,37.30843548970081,15.91720718470119,0.06269744267524012,20.86437360240936,0,0,8792.962016956351,8830.270452446051,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Enablers & Institutional,R10PAC_OECD,C3,0,0,3385.6778980972913,0,14.447071617544552,7.635023265842767,0.04557961741951761,8.31744843421854,0,0,3385.6778980972913,3400.124969714836,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Enablers & Institutional,R10REF_ECON,C3,0,0,9936.732227049984,0,0,0,0,0,0,0,9936.732227049984,9936.732227049984,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Enablers & Institutional,R10REST_ASIA,C3,0,0,4085.0005436639394,0,151.5978589546899,73.85493680179222,1.0449243354416282,33.52339863463677,0,0,4085.0005436639394,4236.59840261863,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Enablers & Institutional [Pessimistic],R10AFRICA,C4,0,0,348.4414284793552,0,0.060078868432679046,0.02343260866466684,0,0.02183840509288615,0,0,348.4414284793552,348.5015073477879,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Enablers & Institutional [Pessimistic],R10CHINA+,C4,0,0,4857.1321645316975,0,23.760702378844993,4.063489285744082,0.30776973395401935,8.443614100247444,0,0,4857.1321645316975,4880.892866910543,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Enablers & Institutional [Pessimistic],R10EUROPE,C4,0,0,11626.984810226359,0,60.735122622793575,33.76304669892301,0.7227639424438054,31.465561273130405,0,0,11626.984810226359,11687.719932849152,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Enablers & Institutional [Pessimistic],R10INDIA+,C4,0,0,4596.294984757486,0,10.309249557617575,5.373594663057418,0,3.865895441048502,0,0,4596.294984757486,4606.604234315104,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Enablers & Institutional [Pessimistic],R10LATIN_AM,C4,0,0,2072.8280406787444,0,11.573509715155732,5.7187291456093785,0.08091049171274275,1.8323159534109212,0,0,2072.8280406787444,2084.4015503939,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Enablers & Institutional [Pessimistic],R10MIDDLE_EAST,C4,0,0,642.2571887069857,0,3.0792103590645596,1.310836287096,0.01854615,1.02,1.235990476633475e-17,0,642.2571887069857,645.3363990660503,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Enablers & Institutional [Pessimistic],R10NORTH_AM,C4,0,0,8896.282987977711,0,33.5780842720288,14.325696513615048,0.05642852577860242,18.778211573578176,0,0,8896.282987977711,8929.86107224974,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Enablers & Institutional [Pessimistic],R10PAC_OECD,C4,0,0,4670.750356142357,0,10.024887508680832,5.2979767382951195,0.03162790006276953,5.7715146099944405,0,0,4670.750356142357,4680.775243651038,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Enablers & Institutional [Pessimistic],R10REF_ECON,C4,0,0,7738.043026201223,0,1.0980619454801326e-7,2.000000165480742e-8,1.307000108141665e-10,1.000000082740371e-8,0,0,7738.043026201223,7738.043026311029,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Enablers & Institutional [Pessimistic],R10REST_ASIA,C4,0,0,2743.316073444972,0,129.35073512311072,63.016657581146966,0.8915807378110805,28.603809361921094,0,0,2743.316073444972,2872.6668085680826,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,R10AFRICA,C3,0,0,365.6313776709328,0,1.375532424314486e-7,5.36500001504514e-8,0,5.000000014021566e-8,0,0,365.6313776709328,365.63137780848604,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,R10CHINA+,C3,0,0,6742.830123711809,0,116.01021188383156,19.839744024004958,1.5026673655584015,41.22544212780251,0,0,6742.830123711809,6858.840335595641,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,R10EUROPE,C3,0,0,11009.546613272758,0,70.99844095998525,39.46849161020846,0.8449001315812671,36.78276585029461,0,0,11009.546613272758,11080.545054232743,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,R10INDIA+,C3,0,0,5408.775493542719,0,19.91025512586867,10.378024131293254,0,7.46620441100234,0,0,5408.775493542719,5428.685748668588,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,R10LATIN_AM,C3,0,0,2302.52607583409,0,14.020456494324762,6.927820096253701,0.09801711467934511,2.219716122501163,0,0,2302.52607583409,2316.5465323284147,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,R10MIDDLE_EAST,C3,0,0,1486.1256952608644,0,3.079144389478479,1.3108082034910509,0.018545752663768882,1.0199781473267637,1.235990476633475e-17,0,1486.1256952608644,1489.2048396503428,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,R10NORTH_AM,C3,0,0,8811.591250034497,0,38.09094643045371,16.251056315729418,0.06401246524873148,21.301985107730943,0,0,8811.591250034497,8849.68219646495,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,R10PAC_OECD,C3,0,0,3626.0342659876305,0,13.065432257483645,6.9048511632653415,0.041220630691242044,7.522012899861686,0,0,3626.0342659876305,3639.0996982451143,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,R10REF_ECON,C3,0,0,9953.029874913585,0,0,0,0,0,0,0,9953.029874913585,9953.029874913585,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,R10REST_ASIA,C3,0,0,3892.9540326147503,0,144.61026181911186,70.45074265021951,0.9967606585693181,31.978205279734293,0,0,3892.9540326147503,4037.564294433862,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Pessimistic],R10AFRICA,C4,0,0,348.4414284793552,0,0.060078868432679046,0.02343260866466684,0,0.02183840509288615,0,0,348.4414284793552,348.5015073477879,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Pessimistic],R10CHINA+,C4,0,0,4857.1321645316975,0,23.760702378844993,4.063489285744082,0.30776973395401935,8.443614100247444,0,0,4857.1321645316975,4880.892866910543,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Pessimistic],R10EUROPE,C4,0,0,11626.984810226359,0,60.735122622793575,33.76304669892301,0.7227639424438054,31.465561273130405,0,0,11626.984810226359,11687.719932849152,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Pessimistic],R10INDIA+,C4,0,0,4596.294984757486,0,10.309249557617575,5.373594663057418,0,3.865895441048502,0,0,4596.294984757486,4606.604234315104,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Pessimistic],R10LATIN_AM,C4,0,0,2072.8280406787444,0,11.573509715155732,5.7187291456093785,0.08091049171274275,1.8323159534109212,0,0,2072.8280406787444,2084.4015503939,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Pessimistic],R10MIDDLE_EAST,C4,0,0,642.2571887069857,0,3.0792103590645596,1.310836287096,0.01854615,1.02,1.235990476633475e-17,0,642.2571887069857,645.3363990660503,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Pessimistic],R10NORTH_AM,C4,0,0,8896.282987977711,0,33.5780842720288,14.325696513615048,0.05642852577860242,18.778211573578176,0,0,8896.282987977711,8929.86107224974,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Pessimistic],R10PAC_OECD,C4,0,0,4670.750356142357,0,10.024887508680832,5.2979767382951195,0.03162790006276953,5.7715146099944405,0,0,4670.750356142357,4680.775243651038,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Pessimistic],R10REF_ECON,C4,0,0,7738.043026201223,0,1.0980619454801326e-7,2.000000165480742e-8,1.307000108141665e-10,1.000000082740371e-8,0,0,7738.043026201223,7738.043026311029,0
GEM-E3 V2023,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Pessimistic],R10REST_ASIA,C4,0,0,2743.316073444972,0,129.35073512311072,63.016657581146966,0.8915807378110805,28.603809361921094,0,0,2743.316073444972,2872.6668085680826,0
IMAGE 3.0,COMMIT-2°C-2020,R10CHINA+,C3,58045.771762690165,73207.76821206148,5063.85079728432,136525.83985163734,4273.976220601791,3642.9524954407825,734.6605892239305,5338.6501135844155,485.0336327670184,485.03363276701833,272843.2306236733,277117.2068442751,63318.071639575865
IMAGE 3.0,COMMIT-2°C-2020,R10EUROPE,C3,1237.6717024863788,907.7687981385236,27.88903601249387,3622.126738981379,138.72726763945846,59.85051384833074,12.35349348052653,337.2628158924905,11.14805035934822,11.148050359348227,5795.456275618774,5934.183543258233,2714.357940842855
IMAGE 3.0,COMMIT-2°C-2020,R10LATIN_AM,C3,8886.017387298052,18037.81723449042,1378.6545888058163,40063.65832912552,1141.4796632370615,676.3476159309332,95.61672847957186,904.9450895079711,31.17734619896041,31.1773461989604,68366.14753971981,69507.62720295686,22025.841094635103
IMAGE 3.0,COMMIT-2°C-2020,R10NORTH_AM,C3,24587.45004665026,17300.341262571525,2112.8678154192166,42368.98011452838,1983.5820821641582,1318.3736805022872,31.80210543282311,5341.169662308451,205.35588383518132,205.35588383518115,86369.63923916938,88353.22132133353,25068.638851956854
IMAGE 3.0,COMMIT-2°C-2020,R10REF_ECON,C3,151295.13423940938,28262.84272324008,2997.616266125337,27254.31858738087,2794.5607301544187,2457.343584570803,289.8945869850522,844.5148322669581,34.44355061849519,34.44355061849521,209809.91181615568,212604.4725463101,-1008.5241358592102
IMAGE 3.0,COMMIT-2°C-2030,R10CHINA+,C3,38570.279728150315,88653.21360143728,9030.708438803873,147278.06135055903,4679.516033410928,3951.7816640016713,887.9655024142071,5727.940658207479,104.4446468671617,104.4446468671615,283532.26311895053,288211.77915236144,58624.84774912175
IMAGE 3.0,COMMIT-2°C-2030,R10EUROPE,C3,511.36000178774816,1198.5561417882845,43.18032245036042,3769.140703970511,148.66486409568526,57.75468385588152,13.76294349291233,366.07867593796135,12.561523617651924,12.56152361765194,5522.237169996904,5670.90203409259,2570.5845621822264
IMAGE 3.0,COMMIT-2°C-2030,R10LATIN_AM,C3,10489.316444488173,17236.620655843937,2578.779553867619,41587.84974025206,1222.2835353334278,733.3019868682342,83.90262394378641,971.8279380711506,31.791839677850753,31.791839677850742,71892.5663944518,73114.84992978522,24351.22908440812
IMAGE 3.0,COMMIT-2°C-2030,R10NORTH_AM,C3,37054.477341816106,16779.389151238956,2160.369826705273,47111.32298375724,2045.3739078675396,1555.7642379348508,29.935421887040796,5727.040464056798,176.59750668754455,176.59750668754447,103105.55930351757,105150.93321138511,30331.933832518287
IMAGE 3.0,COMMIT-2°C-2030,R10REF_ECON,C3,46948.483157659626,54520.20492540719,4285.540154370336,66944.7092113192,3359.9037348981296,2064.660727196526,403.1491822068362,1347.0283172331526,89.72834099164312,89.72834099164315,172698.93744875636,176058.8411836545,12424.504285912015
IMAGE 3.0,COMMIT-Baseline,R10CHINA+,C4,79.18025492905917,226522.1062445583,5151.356565730624,122543.34396909806,4977.966024505398,3973.4521622540115,1568.3978013928347,4725.513296883627,28.24208257171497,28.242082571714892,354295.98703431606,359273.95305882144,-103978.76227546023
IMAGE 3.0,COMMIT-Baseline,R10EUROPE,C4,9.916104549568878,7019.618980296169,226.98600909675386,2454.5611498579583,136.25083969021273,42.53623627388066,49.7655484345469,243.02085344563056,1.0198069328733483,1.019806932873351,9711.08224380045,9847.333083490663,-4565.057830438211
IMAGE 3.0,COMMIT-Baseline,R10LATIN_AM,C4,1307.235531687783,50398.198135327795,4341.217997436149,34594.47255105483,1311.2696615818234,537.4397123763633,219.19989025189523,767.7820875942117,5.182171161511266,5.182171161511275,90641.12421550656,91952.39387708838,-15803.725584272965
IMAGE 3.0,COMMIT-Baseline,R10NORTH_AM,C4,1775.1129341559083,37772.88179271321,2192.488095021039,24617.12943974279,2122.707383228429,763.6150613945579,52.61183980010018,3979.1697670924054,1.6388150799632726,1.6388150799632673,66357.61226163295,68480.31964486137,-13155.752352970423
IMAGE 3.0,COMMIT-Baseline,R10REF_ECON,C4,5799.906370112747,108341.89473010802,3086.2507280077652,28523.095628111667,3302.3915168309845,1058.2322337215305,731.5607523348895,892.4215813599943,6.33591079802514,6.335910798025146,145751.1474563402,149053.53897317118,-79818.79910199635
IMAGE 3.0,COMMIT-Bridge,R10CHINA+,C3,22056.524072065782,77371.03941769717,7403.554895741054,148571.70960703792,4209.464411090438,3448.0897359657524,713.5539300857781,5577.980258722998,306.5388308543107,306.5388308543107,255402.82799254192,259612.29240363237,71200.67018934074
IMAGE 3.0,COMMIT-Bridge,R10EUROPE,C3,1054.2815195617516,1289.2867370549188,123.3966011516006,3656.0035215169655,158.86477159946625,63.72046919973312,13.00640713054826,376.7341496685938,14.0253549644601,14.025354964460112,6122.968379285236,6281.833150884702,2366.7167844620467
IMAGE 3.0,COMMIT-Bridge,R10LATIN_AM,C3,7500.615540745802,17086.516773316525,2245.9322773947392,45165.121964115715,1420.0277643219426,721.1546864162272,83.64673317000828,1174.9543859901992,87.65295237289618,87.65295237289622,71998.18655557279,73418.21431989473,28078.60519079919
IMAGE 3.0,COMMIT-Bridge,R10NORTH_AM,C3,31714.784737081594,16890.24496011949,2134.044885006997,44655.0215370844,2115.593460806161,1476.6132468072096,29.66678188922056,5732.917793089353,187.7789377416968,187.77893774169652,95394.09611929249,97509.68958009865,27764.776576964912
IMAGE 3.0,COMMIT-Bridge,R10REF_ECON,C3,103479.6339362915,31838.21152163727,4374.580510094968,37007.735106047956,2964.1702423836414,2556.025387591962,297.39148797835384,988.5347096122525,55.465765978906724,55.465765978906724,176700.16107407172,179664.33131645535,5169.5235844106865
IMAGE 3.0,COMMIT-Current-Policies,R10CHINA+,C4,2808.4669122414066,188130.43922904372,1928.8694936279599,113288.44046350272,4172.4355994990765,3446.333284262756,1139.8849447072923,4409.010938194499,52.886642461776916,52.8866424617768,306156.2160984158,310328.6516979149,-74841.99876554101
IMAGE 3.0,COMMIT-Current-Policies,R10EUROPE,C4,38.60954112273423,5836.646326661034,5.256404658639598,2568.7238133010483,116.27967095382523,43.10375617907772,32.59975730168576,242.57598075166996,3.57026710895004,3.570267108950036,8449.236085743456,8565.515756697281,-3267.922513359986
IMAGE 3.0,COMMIT-Current-Policies,R10LATIN_AM,C4,2368.8065697164575,55466.330820677984,500.8043838449651,31694.011051840233,1256.3754087510092,560.3488066250992,226.0105222458918,743.8553185586694,20.73539084407523,20.73539084407525,90029.95282607965,91286.32823483065,-23772.31976883775
IMAGE 3.0,COMMIT-Current-Policies,R10NORTH_AM,C4,1972.287288717119,35869.90260483256,2092.2645801736794,22682.39727310911,1946.2238097803693,745.4213373702495,42.67224216913518,3809.3184534965653,4.241277986910964,4.241277986910974,62616.85174683247,64563.07555661284,-13187.505331723452
IMAGE 3.0,COMMIT-Current-Policies,R10REF_ECON,C4,4006.761960956411,111293.5255171337,2598.073115109072,30366.887925651507,3305.7673091468155,1063.1843318139681,732.4039129456228,908.5325717768519,5.201355326101191,5.201355326101199,148265.2485188507,151571.01582799753,-80926.6375914822
IMAGE 3.0,COMMIT-GPP,R10CHINA+,C3,6262.495230611893,92846.13188960774,3132.275059560986,127822.09348643405,3510.4467763828798,2920.6718610260878,729.5782986655369,4394.8262858501785,274.6262762759852,274.62627627598505,230062.99566621467,233573.44244259756,34975.96159682631
IMAGE 3.0,COMMIT-GPP,R10EUROPE,C3,1546.785800950865,1435.3183909075617,136.97361666916183,2644.6587578538665,102.31676305701745,50.463716958743724,15.264460560640877,218.92673347306737,9.622712271035496,9.6227122710355,5763.736566381454,5866.053329438472,1209.3403669463048
IMAGE 3.0,COMMIT-GPP,R10LATIN_AM,C3,7365.795420744683,17516.01440686125,905.9847364174018,36453.707006624245,1094.3467533754456,539.6063991244192,101.2172384517168,820.8677511739,79.55074903676861,79.5507490367686,62241.501570647575,63335.84832402302,18937.692599762995
IMAGE 3.0,COMMIT-GPP,R10NORTH_AM,C3,15127.042290677255,16795.41833974577,2098.769014023625,32889.54783514766,1750.724121223799,946.3045832538726,26.364785011998467,4258.675219446066,46.32532625447477,46.32532625447474,66910.77747959431,68661.50160081811,16094.129495401892
IMAGE 3.0,COMMIT-GPP,R10REF_ECON,C3,32309.86233106526,32427.531919835892,3019.333471958407,32760.922027512068,2441.5146488460796,1223.9183719100886,319.9055863315447,847.0214659692512,61.84018568458555,61.84018568458555,100517.64975037162,102959.1643992177,333.39010767617583
IMAGE 3.0,COMMIT-NDCplus,R10CHINA+,C4,2789.5813275775295,188825.9831956157,1913.8820373738877,113097.25835882306,4163.732686196676,3442.883390565719,1136.2750445264965,4406.381747939755,53.105404509544606,53.10540450954444,306626.70491939015,310790.43760558683,-75728.72483679264
IMAGE 3.0,COMMIT-NDCplus,R10EUROPE,C4,32.452315413375366,5937.442667634424,4.24066133040211,2518.4801098790167,114.8753125720762,42.67536254169799,32.61502474976511,238.79850166952858,3.57819528109098,3.5781952810909727,8492.615754257218,8607.491066829294,-3418.962557755407
IMAGE 3.0,COMMIT-NDCplus,R10LATIN_AM,C4,21881.233279475073,24141.847782089753,823.5007062247639,34399.51221302143,1099.5664719982037,650.9370307818527,122.07264317718607,738.9388003953159,22.487564186814666,22.48756418681469,81246.09398081101,82345.66045280921,10257.664430931676
IMAGE 3.0,COMMIT-NDCplus,R10NORTH_AM,C4,4311.357861988988,17505.568835839236,2098.487001000647,36042.68087736609,1775.472682838017,927.5358559073271,26.284226385745757,4539.531021275103,46.246737204554016,46.24673720455399,59958.09457619496,61733.56725903298,18537.112041526852
IMAGE 3.0,COMMIT-NDCplus,R10REF_ECON,C4,8107.694162415882,83545.07200937539,2742.7722058658364,32436.860635015986,3046.064508968825,1118.5899067208368,579.8928235889978,913.1096601771795,8.003852054286003,8.003852054286012,126832.3990126731,129878.46352164191,-51108.21137435941
IMAGE 3.0,ENGAGE-INDCi2030-1000,R10AFRICA,C4,12940.020188136412,46716.43716702229,9765.90854077441,146979.41188918386,1686.0343361744085,1254.7268884828427,89.7939861828248,2689.117116797752,97.53123393420584,97.53123393420593,216401.77778511695,218087.81212129135,100262.97472216157
IMAGE 3.0,ENGAGE-INDCi2030-1000,R10CHINA+,C4,83954.95497194785,78787.11774119583,6536.549540579725,128334.49747980325,4662.398257047457,4519.748104975327,921.4620066678598,5242.9372715261,136.396743384222,136.3967433842219,297613.11973352666,302275.5179905741,49547.379738607415
IMAGE 3.0,ENGAGE-INDCi2030-1000,R10EUROPE,C4,34282.07165481114,25440.456846960915,5942.951323197081,31550.997767468867,1843.8530488507354,1215.497844995742,415.9408899924779,3683.9757428499383,48.103876711474015,48.103876711473994,97216.477592438,99060.33064128873,6110.540920507952
IMAGE 3.0,ENGAGE-INDCi2030-1000,R10INDIA+,C4,27679.232353537653,96005.3663413636,30247.55217900607,263246.50249098614,3283.760389483193,3067.74962562601,368.9488652426384,4931.713449781837,297.09186303588785,297.091863035888,417178.6533648934,420462.4137543766,167241.13614962256
IMAGE 3.0,ENGAGE-INDCi2030-1000,R10LATIN_AM,C4,51093.116873506144,42086.00493364749,3732.871779877361,89284.88227721956,2757.5490511087655,1948.5029761021538,261.1689216571491,2155.079950431558,35.84482890090484,35.8448289009048,186196.87586425056,188954.42491535933,47198.877343572065
IMAGE 3.0,ENGAGE-INDCi2030-1000,R10MIDDLE_EAST,C4,8649.821341198998,23167.41462262603,728.3519769747346,48989.76514055014,1025.001938930715,754.9862428567975,24.773538843988273,1442.7228885576258,71.22058127647016,71.22058127647017,81535.35308134991,82560.35502028062,25822.350517924107
IMAGE 3.0,ENGAGE-INDCi2030-1000,R10NORTH_AM,C4,49338.79807889092,15931.602249426518,2129.0909744099336,39056.44676170438,2037.5017495866493,1781.0358224261006,33.041000668137976,5317.878113670515,137.5334463646876,137.53344636468753,106455.93806443176,108493.4398140184,23124.844512277858
IMAGE 3.0,ENGAGE-INDCi2030-1000,R10PAC_OECD,C4,3139.2071425354634,4540.947937040933,976.8305625753645,10032.288128089707,589.515714700834,262.80205351071464,70.81524571687812,1159.8074557501925,31.748794392179633,31.74879439217963,18689.273770241467,19278.789484942303,5491.340191048775
IMAGE 3.0,ENGAGE-INDCi2030-1000,R10REF_ECON,C4,174155.08240830255,76514.51563057258,6711.565917726556,53040.436445770276,4658.240622834793,3221.24811044893,626.8812360156202,1479.6503865072584,45.04876932466149,45.04876932466144,310421.60040237196,315079.8410252067,-23474.079184802307
IMAGE 3.0,ENGAGE-INDCi2030-1000,R10REST_ASIA,C4,20201.893676140444,43484.21573886645,32603.514456202767,85003.94968379932,3031.8376783137337,1763.5946714490055,417.93205881874286,2374.4656680744692,98.82836420604856,98.82836420604852,181293.57355500897,184325.4112333227,41519.73394493287
IMAGE 3.0,ENGAGE-INDCi2030-1000f,R10AFRICA,C4,17607.69274765737,28066.638245413018,16520.20550614601,192544.73874725623,1840.1039654801862,1543.689418354858,92.61962323873071,3038.6279586939363,182.77796788018557,182.7779678801857,254739.27524647262,256579.3792119528,164478.1005018432
