Model,Scenario,Region,Category,jobs_Bioenergy,jobs_Fossil,jobs_Nuclear,jobs_Renewables,jobs_Decommission,gross_plant_jobs_displaced,gross_upstream_jobs_displaced,inferred_retirements_GW,absolute_balance_residual_GW,unexplained_additions_GW,jobs_EnergyTotal_no_decommission,jobs_EnergyTotal,jobs_RE_minus_fossil
AIM/CGE V2.2,ENGAGE-Feasibility-Maximum-Effort/Institutional,R10EUROPE,C2,82279.61791443001,13564.042708025037,11896.559288416236,78552.21789600865,598.0526819383357,266.22387307819736,217.0353855718607,861.9302000000001,0,0,186292.43780687993,186890.49048881826,64988.17518798361
AIM/CGE V2.2,ENGAGE-Feasibility-Maximum-Effort/Institutional,R10INDIA+,C2,17746.151015093,23340.513913245934,4972.881867,652705.0249500806,692.9535545644474,268.83981751745034,200.34628824974632,410.8844000000001,0,0,698764.5717454195,699457.525299984,629364.5110368346
AIM/CGE V2.2,ENGAGE-Feasibility-Maximum-Effort/Institutional,R10LATIN_AM,C2,59637.073530552,5987.51429289578,1274.1774763858682,86091.65933179333,435.59504280706324,106.46089053679358,40.65379432717424,190.7795,0,0,152990.424631627,153426.01967443404,80104.14503889755
AIM/CGE V2.2,ENGAGE-Feasibility-Maximum-Effort/Institutional,R10MIDDLE_EAST,C2,8261.208515952001,15121.839809683106,44.510982284261075,243107.60235896427,441.3965890912798,252.65261951883818,20.970424167524435,433.5808,0,0,266535.1616668836,266976.5582559749,227985.76254928118
AIM/CGE V2.2,ENGAGE-Feasibility-Maximum-Effort/Institutional,R10NORTH_AM,C2,90021.34395597,7479.038337166229,26032.471072175344,84092.3228763736,589.4759213825056,162.56346521574915,20.294777116382797,891.0930999999997,0,0,207625.17624168514,208214.65216306766,76613.28453920737
AIM/CGE V2.2,ENGAGE-Feasibility-Maximum-Effort/Institutional,R10PAC_OECD,C2,4968.9439788400005,4443.460046670449,2472.334379809198,33610.33791398729,211.70739825587899,45.4397148125836,54.64649943827366,238.8248,0,0,45495.076319306936,45706.783717562816,29166.87786731684
AIM/CGE V2.2,ENGAGE-Feasibility-Maximum-Effort/Institutional,R10REF_ECON,C2,80705.15890656,70035.99637142068,57721.43144709879,324041.21712232754,2507.5872398911574,701.0423523877735,499.5477917477069,757.7248999999999,0,0,532503.803847407,535011.3910872982,254005.22075090685
AIM/CGE V2.2,ENGAGE-Feasibility-Maximum-Effort/Institutional,R10REST_ASIA,C2,46358.866541936004,23420.52931188986,39237.27186938238,308466.40729461296,891.4467739728427,123.63052474323543,297.4065338467689,394.71450000000004,0,0,417483.07501782116,418374.521791794,285045.8779827231
AIM/CGE V2.2,ENGAGE-Feasibility-Maximum-Effort/Technology,R10AFRICA,C3,472.91293011000005,2136.0768147410895,317.9500159,216274.09948410653,165.69143948042068,38.566749719965976,15.26224099432,152.99349999999993,0,0,219201.03924485762,219366.73068433805,214138.02266936543
AIM/CGE V2.2,ENGAGE-Feasibility-Maximum-Effort/Technology,R10CHINA+,C3,21191.851021806,232416.65995102705,9454.592130750001,471514.2883572,3202.784572797299,2276.8902496288993,1386.0262877913444,2068.0833999999995,0,0,734577.3914607831,737780.1760335803,239097.62840617294
AIM/CGE V2.2,ENGAGE-Feasibility-Maximum-Effort/Technology,R10EUROPE,C3,34413.61412757,14969.764198455276,9661.586134939016,77090.44453819354,431.5355401457784,137.9911684673044,192.2682433968089,424.76179999999994,0,0,136135.40899915784,136566.94453930363,62120.68033973826
