"model","scenario","Category","r10_region","year","deaths_pm25","deaths_o3","deaths_total"
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10PAC_OECD",2040,82317,0,82317
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10PAC_OECD",2050,78289,0,78289
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10PAC_OECD",2060,79304,0,79304
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10PAC_OECD",2070,81111,0,81111
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10PAC_OECD",2080,78507,0,78507
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10PAC_OECD",2090,74896,0,74896
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10PAC_OECD",2100,71865,0,71865
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10REF_ECON",2010,274986,0,274986
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10REF_ECON",2020,211245,0,211245
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10REF_ECON",2030,169424,0,169424
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10REF_ECON",2040,161020,0,161020
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10REF_ECON",2050,166471,0,166471
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10REF_ECON",2060,187589,0,187589
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10REF_ECON",2070,210093,0,210093
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10REF_ECON",2080,226451,0,226451
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10REF_ECON",2090,240980,0,240980
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10REF_ECON",2100,262123,0,262123
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10REST_ASIA",2010,607404,0,607404
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10REST_ASIA",2020,660829,0,660829
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10REST_ASIA",2030,618029,0,618029
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10REST_ASIA",2040,624095,0,624095
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10REST_ASIA",2050,666288,0,666288
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10REST_ASIA",2060,761312,0,761312
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10REST_ASIA",2070,830327,0,830327
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10REST_ASIA",2080,889441,0,889441
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10REST_ASIA",2090,946145,0,946145
"AIM/CGE V2.2","ENGAGE-NPi2020-1600",NA,"R10REST_ASIA",2100,995072,0,995072
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10AFRICA",2010,431975,0,431975
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10AFRICA",2020,469853,0,469853
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10AFRICA",2030,516986,0,516986
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10AFRICA",2040,591710,0,591710
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10AFRICA",2050,727830,0,727830
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10AFRICA",2060,904060,0,904060
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10AFRICA",2070,1106653,0,1106653
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10AFRICA",2080,1326483,0,1326483
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10AFRICA",2090,1568930,0,1568930
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10AFRICA",2100,1835222,0,1835222
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10CHINA+",2010,1588024,0,1588024
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10CHINA+",2020,1659627,0,1659627
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10CHINA+",2030,1366743,0,1366743
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10CHINA+",2040,1204396,0,1204396
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10CHINA+",2050,1044932,0,1044932
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10CHINA+",2060,991294,0,991294
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10CHINA+",2070,896398,0,896398
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10CHINA+",2080,826189,0,826189
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10CHINA+",2090,750379,0,750379
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10CHINA+",2100,703174,0,703174
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10EUROPE",2010,261163,0,261163
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10EUROPE",2020,234927,0,234927
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10EUROPE",2030,203384,0,203384
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10EUROPE",2040,195247,0,195247
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10EUROPE",2050,210136,0,210136
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10EUROPE",2060,225125,0,225125
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10EUROPE",2070,225132,0,225132
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10EUROPE",2080,219997,0,219997
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10EUROPE",2090,219726,0,219726
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10EUROPE",2100,228620,0,228620
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10INDIA+",2010,1214206,0,1214206
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10INDIA+",2020,1228980,0,1228980
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10INDIA+",2030,1088664,0,1088664
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10INDIA+",2040,1010640,0,1010640
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10INDIA+",2050,1000738,0,1000738
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10INDIA+",2060,1125071,0,1125071
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10INDIA+",2070,1218628,0,1218628
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10INDIA+",2080,1286246,0,1286246
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10INDIA+",2090,1345096,0,1345096
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10INDIA+",2100,1374816,0,1374816
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10LATIN_AM",2010,152861,0,152861
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10LATIN_AM",2020,170610,0,170610
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10LATIN_AM",2030,192320,0,192320
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10LATIN_AM",2040,202790,0,202790
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10LATIN_AM",2050,221255,0,221255
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10LATIN_AM",2060,247843,0,247843
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10LATIN_AM",2070,269525,0,269525
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10LATIN_AM",2080,286477,0,286477
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10LATIN_AM",2090,299944,0,299944
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10LATIN_AM",2100,311185,0,311185
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10MIDDLE_EAST",2010,209889,0,209889
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10MIDDLE_EAST",2020,258654,0,258654
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10MIDDLE_EAST",2030,274208,0,274208
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10MIDDLE_EAST",2040,323365,0,323365
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10MIDDLE_EAST",2050,410695,0,410695
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10MIDDLE_EAST",2060,529713,0,529713
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10MIDDLE_EAST",2070,646082,0,646082
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10MIDDLE_EAST",2080,746658,0,746658
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10MIDDLE_EAST",2090,838344,0,838344
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10MIDDLE_EAST",2100,947362,0,947362
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10NORTH_AM",2010,122246,0,122246
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10NORTH_AM",2020,119890,0,119890
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10NORTH_AM",2030,109330,0,109330
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10NORTH_AM",2040,112840,0,112840
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10NORTH_AM",2050,123717,0,123717
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10NORTH_AM",2060,135683,0,135683
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10NORTH_AM",2070,148817,0,148817
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10NORTH_AM",2080,163313,0,163313
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10NORTH_AM",2090,180539,0,180539
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10NORTH_AM",2100,198034,0,198034
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10PAC_OECD",2010,79700,0,79700
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10PAC_OECD",2020,83937,0,83937
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10PAC_OECD",2030,83903,0,83903
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10PAC_OECD",2040,82317,0,82317
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10PAC_OECD",2050,78289,0,78289
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10PAC_OECD",2060,79304,0,79304
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10PAC_OECD",2070,81111,0,81111
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10PAC_OECD",2080,78507,0,78507
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10PAC_OECD",2090,74896,0,74896
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10PAC_OECD",2100,71865,0,71865
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10REF_ECON",2010,274986,0,274986
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10REF_ECON",2020,211245,0,211245
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10REF_ECON",2030,169424,0,169424
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10REF_ECON",2040,161020,0,161020
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10REF_ECON",2050,166471,0,166471
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10REF_ECON",2060,187589,0,187589
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10REF_ECON",2070,210093,0,210093
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10REF_ECON",2080,226451,0,226451
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10REF_ECON",2090,239699,0,239699
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10REF_ECON",2100,261927,0,261927
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10REST_ASIA",2010,607404,0,607404
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10REST_ASIA",2020,660829,0,660829
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10REST_ASIA",2030,618029,0,618029
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10REST_ASIA",2040,624095,0,624095
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10REST_ASIA",2050,666288,0,666288
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10REST_ASIA",2060,761312,0,761312
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10REST_ASIA",2070,830327,0,830327
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10REST_ASIA",2080,889441,0,889441
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10REST_ASIA",2090,946145,0,946145
"AIM/CGE V2.2","ENGAGE-NPi2020-1600f",NA,"R10REST_ASIA",2100,994732,0,994732
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10AFRICA",2010,431975,0,431975
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10AFRICA",2020,469853,0,469853
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10AFRICA",2030,515302,0,515302
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10AFRICA",2040,591710,0,591710
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10AFRICA",2050,726643,0,726643
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10AFRICA",2060,903370,0,903370
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10AFRICA",2070,1103987,0,1103987
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10AFRICA",2080,1326483,0,1326483
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10AFRICA",2090,1568930,0,1568930
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10AFRICA",2100,1833447,0,1833447
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10CHINA+",2010,1588024,0,1588024
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10CHINA+",2020,1659627,0,1659627
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10CHINA+",2030,1386004,0,1386004
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10CHINA+",2040,1209429,0,1209429
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10CHINA+",2050,1056427,0,1056427
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10CHINA+",2060,1004146,0,1004146
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10CHINA+",2070,909262,0,909262
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10CHINA+",2080,839268,0,839268
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10CHINA+",2090,763081,0,763081
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10CHINA+",2100,709130,0,709130
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10EUROPE",2010,261163,0,261163
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10EUROPE",2020,234927,0,234927
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10EUROPE",2030,204867,0,204867
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10EUROPE",2040,196475,0,196475
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10EUROPE",2050,210567,0,210567
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10EUROPE",2060,227249,0,227249
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10EUROPE",2070,229101,0,229101
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10EUROPE",2080,225076,0,225076
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10EUROPE",2090,226712,0,226712
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10EUROPE",2100,235683,0,235683
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10INDIA+",2010,1214206,0,1214206
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10INDIA+",2020,1228980,0,1228980
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10INDIA+",2030,1122551,0,1122551
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10INDIA+",2040,1035512,0,1035512
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10INDIA+",2050,1013452,0,1013452
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10INDIA+",2060,1140118,0,1140118
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10INDIA+",2070,1235813,0,1235813
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10INDIA+",2080,1295668,0,1295668
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10INDIA+",2090,1355062,0,1355062
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10INDIA+",2100,1385110,0,1385110
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10LATIN_AM",2010,152861,0,152861
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10LATIN_AM",2020,170610,0,170610
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10LATIN_AM",2030,193853,0,193853
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10LATIN_AM",2040,202790,0,202790
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10LATIN_AM",2050,221255,0,221255
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10LATIN_AM",2060,247843,0,247843
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10LATIN_AM",2070,270256,0,270256
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10LATIN_AM",2080,286477,0,286477
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10LATIN_AM",2090,300781,0,300781
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10LATIN_AM",2100,312234,0,312234
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10MIDDLE_EAST",2010,209889,0,209889
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10MIDDLE_EAST",2020,258654,0,258654
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10MIDDLE_EAST",2030,275704,0,275704
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10MIDDLE_EAST",2040,324334,0,324334
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10MIDDLE_EAST",2050,411335,0,411335
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10MIDDLE_EAST",2060,532783,0,532783
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10MIDDLE_EAST",2070,649994,0,649994
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10MIDDLE_EAST",2080,747978,0,747978
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10MIDDLE_EAST",2090,840955,0,840955
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10MIDDLE_EAST",2100,950343,0,950343
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10NORTH_AM",2010,122246,0,122246
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10NORTH_AM",2020,119890,0,119890
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10NORTH_AM",2030,109330,0,109330
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10NORTH_AM",2040,112840,0,112840
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10NORTH_AM",2050,123717,0,123717
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10NORTH_AM",2060,135683,0,135683
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10NORTH_AM",2070,149077,0,149077
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10NORTH_AM",2080,166048,0,166048
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10NORTH_AM",2090,183626,0,183626
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10NORTH_AM",2100,201467,0,201467
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10PAC_OECD",2010,79700,0,79700
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10PAC_OECD",2020,83937,0,83937
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10PAC_OECD",2030,83903,0,83903
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10PAC_OECD",2040,82317,0,82317
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10PAC_OECD",2050,78289,0,78289
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10PAC_OECD",2060,79845,0,79845
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10PAC_OECD",2070,81111,0,81111
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10PAC_OECD",2080,79044,0,79044
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10PAC_OECD",2090,75408,0,75408
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10PAC_OECD",2100,72352,0,72352
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10REF_ECON",2010,274986,0,274986
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10REF_ECON",2020,211245,0,211245
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10REF_ECON",2030,170934,0,170934
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10REF_ECON",2040,162451,0,162451
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10REF_ECON",2050,168026,0,168026
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10REF_ECON",2060,187911,0,187911
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10REF_ECON",2070,211946,0,211946
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10REF_ECON",2080,227259,0,227259
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10REF_ECON",2090,242771,0,242771
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10REF_ECON",2100,263955,0,263955
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10REST_ASIA",2010,607404,0,607404
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10REST_ASIA",2020,660829,0,660829
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10REST_ASIA",2030,626957,0,626957
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10REST_ASIA",2040,630533,0,630533
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10REST_ASIA",2050,668632,0,668632
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10REST_ASIA",2060,767964,0,767964
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10REST_ASIA",2070,836355,0,836355
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10REST_ASIA",2080,895046,0,895046
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10REST_ASIA",2090,948240,0,948240
"AIM/CGE V2.2","ENGAGE-NPi2020-1800",NA,"R10REST_ASIA",2100,1000917,0,1000917
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10AFRICA",2010,431975,0,431975
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10AFRICA",2020,469853,0,469853
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10AFRICA",2030,515302,0,515302
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10AFRICA",2040,591710,0,591710
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10AFRICA",2050,726643,0,726643
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10AFRICA",2060,903370,0,903370
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10AFRICA",2070,1103987,0,1103987
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10AFRICA",2080,1326483,0,1326483
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10AFRICA",2090,1568930,0,1568930
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10AFRICA",2100,1833447,0,1833447
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10CHINA+",2010,1588024,0,1588024
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10CHINA+",2020,1659627,0,1659627
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10CHINA+",2030,1386004,0,1386004
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10CHINA+",2040,1209429,0,1209429
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10CHINA+",2050,1056427,0,1056427
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10CHINA+",2060,1004146,0,1004146
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10CHINA+",2070,909262,0,909262
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10CHINA+",2080,839268,0,839268
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10CHINA+",2090,763081,0,763081
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10CHINA+",2100,709130,0,709130
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10EUROPE",2010,261163,0,261163
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10EUROPE",2020,234927,0,234927
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10EUROPE",2030,204867,0,204867
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10EUROPE",2040,196475,0,196475
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10EUROPE",2050,210567,0,210567
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10EUROPE",2060,227249,0,227249
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10EUROPE",2070,229101,0,229101
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10EUROPE",2080,225076,0,225076
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10EUROPE",2090,226712,0,226712
"AIM/CGE V2.2","ENGAGE-NPi2020-1800f",NA,"R10EUROPE",2100,235683,0,235683
