"Model","Scenario","Category","total_cdr","total_re","Ambition","cdr_thresh","re_thresh","high_cdr","high_re","Pathway_overlap","high_cdr_only","high_re_only","Pathway_excl","threshold_label"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1000-NDCp","C4",875433.611296745,1711798.66091112,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1000f","C4",767326.426864152,1645804.43388468,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1000f-COV","C4",741140.5754442,1507963.03845808,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1000f-COV-NDCp","C4",748918.174330138,1503516.81086292,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1000f-NDCp","C4",868492.742474645,1687684.97955225,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1200","C4",784400.670328846,1628716.9704315,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1200f","C4",801003.461921161,1626578.32257241,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1400","C3",882887.997459238,1641524.6503275,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1400f","C3",875167.414740389,1639097.78211194,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1600","C3",863895.702504461,1610708.43307298,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1600f","C3",863895.702504461,1610708.43307298,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1800","C3",922137.754920458,1582234.70761698,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-1800f","C3",922137.754920458,1582234.70761698,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-2000","C3",932832.589064991,1556251.08778393,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-2000f","C3",932832.589064991,1556251.08778393,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-2500","C4",779760.659486955,1422854.92722278,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-2500f","C4",779760.659486955,1422854.92722278,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-3000","C4",472826.223228202,1287193.58371991,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-3000f","C4",472826.223228202,1287193.58371991,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-300f","C2",1560853.36464833,1909799.1487838,"1.5C (High-Ambition)",1233903.75225355,2635442.63858426,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-400f","C2",1401627.45364121,1853898.79823786,"1.5C (High-Ambition)",1233903.75225355,2635442.63858426,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-500f","C3",1226105.38006958,1785874.26344072,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,TRUE,"Both High",FALSE,FALSE,NA,"top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-600f","C3",1078418.14568481,1732832.34359252,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-600f-COV","C3",876790.289300927,1575517.31320896,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-600f-COV-NDCp","C3",849984.209916411,1578836.43946912,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-600f-NDCp","C3",1103166.25871548,1779232.30113087,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,TRUE,"Both High",FALSE,FALSE,NA,"top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-700f","C3",903774.134490473,1679942.61636102,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-800f","C4",779776.025204753,1656702.75883412,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-900","C3",1297869.67988539,1976495.03107655,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,TRUE,"Both High",FALSE,FALSE,NA,"top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2030-900f","C4",736226.273590272,1625939.68605929,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2100","C4",512594.424462455,1313036.37287302,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2100-COV","C4",506747.250256102,1209022.9944362,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2100-COV-NDCp","C4",600404.352383313,1259654.96383082,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-INDCi2100-NDCp","C4",590205.451950537,1370859.96461485,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-NPi2020-1000f","C4",860051.697422481,1656006.4899939,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-NPi2020-1000f-COV","C4",817345.436816958,1495435.99523031,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-NPi2020-1200f","C4",876677.628022661,1622616.78378066,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-NPi2020-1400","C3",947385.233691637,1634729.54681125,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-NPi2020-1400f","C3",948357.713603659,1630185.44754353,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-NPi2020-1600","C3",941534.358090782,1594541.51734605,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-NPi2020-1600f","C3",943685.777991617,1595940.80834922,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-NPi2020-1800","C3",973395.498099727,1566497.71804055,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-NPi2020-1800f","C3",973395.498099727,1566497.71804055,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-NPi2020-2000","C3",982076.722726187,1524402.67749902,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-NPi2020-2000f","C3",982076.722726187,1524402.67749902,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-NPi2020-2500","C4",813547.679643137,1398887.74451714,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-NPi2020-2500f","C4",813547.679643137,1398887.74451714,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-NPi2020-3000","C4",439455.212269675,1275331.66313931,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"POLES-JRC ENGAGE","ENGAGE-NPi2020-3000f","C4",439455.212269675,1275331.66313931,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"POLES-JRC ENGAGE","ENGAGE-NPi2020-900f","C4",829027.381193568,1678849.2088392,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"POLES-JRC ENGAGE","ENGAGE-NPi2100","C4",341824.195539118,1214793.68324136,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"POLES-JRC ENGAGE","ENGAGE-NPi2100-COV","C4",341406.18650294,1109686.97949646,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"REMIND 2.1","ECEMF-DIAG-NPi","C4",0,NA,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,NA,"Low (both)",FALSE,NA,NA,"top_33pct"
"REMIND 3.5","Rescuing-1.5°C-Highest-Possible-Ambition","C4",920235.1889679,6241631.4926337,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,TRUE,"Both High",FALSE,FALSE,NA,"top_33pct"
"REMIND-MAgPIE 1.7-3.0","CD-LINKS-No-Policy","C4",1783.4374,2773994.73045,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 1.7-3.0","COMMIT-Baseline","C4",1812.72515,2668248.0555,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 1.7-3.0","COMMIT-Current-Policies","C4",33726.54985,2713307.73595,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 1.7-3.0","EMF33-medium-2°C-cost100","C4",0,NA,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,NA,"Low (both)",FALSE,NA,NA,"top_33pct"
"REMIND-MAgPIE 1.7-3.0","EMF33-medium-2°C-full","C3",0,NA,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,NA,"Low (both)",FALSE,NA,NA,"top_33pct"
"REMIND-MAgPIE 1.7-3.0","EMF33-medium-2°C-limbio","C3",0,NA,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,NA,"Low (both)",FALSE,NA,NA,"top_33pct"
"REMIND-MAgPIE 1.7-3.0","EMF33-medium-2°C-nofuel","C4",0,NA,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,NA,"Low (both)",FALSE,NA,NA,"top_33pct"
"REMIND-MAgPIE 1.7-3.0","EMF33-tax-hi-full","C3",0,NA,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,NA,"Low (both)",FALSE,NA,NA,"top_33pct"
"REMIND-MAgPIE 1.7-3.0","EMF33-tax-hi-none","C4",0,NA,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,NA,"Low (both)",FALSE,NA,NA,"top_33pct"
"REMIND-MAgPIE 1.7-3.0","EMF33-tax-lo-full","C3",0,NA,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,NA,"Low (both)",FALSE,NA,NA,"top_33pct"
"REMIND-MAgPIE 1.7-3.0","EMF33-tax-lo-none","C3",0,NA,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,NA,"Low (both)",FALSE,NA,NA,"top_33pct"
"REMIND-MAgPIE 1.7-3.0","PEP-NPi","C4",33726.54985,2713307.73595,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 1.7-3.0","PEP-NoPolicy","C4",1812.72515,2668248.0555,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 1.7-3.0","SMP-Reference-Default","C4",0,NA,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,NA,"Low (both)",FALSE,NA,NA,"top_33pct"
"REMIND-MAgPIE 1.7-3.0","SMP-Reference-Sustainable","C4",0,NA,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,NA,"Low (both)",FALSE,NA,NA,"top_33pct"
"REMIND-MAgPIE 2.1-4.2","ENGAGE-NoPolicy","C4",5961.6242,2262176.39415,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 2.1-4.2","NGFS Phase 2-Current Policies","C4",6647.2754,1552100.76295,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"REMIND-MAgPIE 2.1-4.2","NGFS Phase 2-Delayed Transition","C3",182463.6916,2516049.7144,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 2.1-4.2","NGFS Phase 2-Nationally Determined Contributions (NDCs)","C3",131680.45455,1997293.80445,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 2.1-4.3","DeepElectrification-SSP2-Baseline","C4",34499.76215,1801779.85165,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 2.1-4.3","DeepElectrification-SSP2-NPi","C4",359253.23625,1846751.32765,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 3.2-4.6","SHAPE-SSP2-NPi","C4",303333.6215,3124627.49885,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 3.2-4.6","SHAPE-SSP2-NPi [with Climate Change Impacts]","C4",301668.876,3111006.47945,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 3.2.0-4.8.0","RESCUE-End-of-Century-Budget-1150","C4",144025.28798535,3984178.71776075,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 3.2.0-4.8.0","RESCUE-End-of-Century-Budget-1150-with-OAE","C4",119695.68348485,4156912.1036843,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 3.2.0-4.8.0","RESCUE-End-of-Century-Budget-500","C2",337407.7551985,3939775.9237146,"1.5C (High-Ambition)",1233903.75225355,2635442.63858426,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 3.2.0-4.8.0","RESCUE-End-of-Century-Budget-500-with-OAE","C2",285000.6597766,4250458.8591347,"1.5C (High-Ambition)",1233903.75225355,2635442.63858426,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 3.2.0-4.8.0","RESCUE-Peak-Budget-1150","C3",88711.5289226,4241488.12267855,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 3.2.0-4.8.0","RESCUE-Peak-Budget-1150-with-OAE","C3",90018.74695205,4239161.18393145,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 3.3-4.8","NGFS Phase 5-Below 2°C","C3",142386.8486208,3099997.84496065,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 3.3-4.8","NGFS Phase 5-Current Policies","C4",25518.9924592,2402907.75715255,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 3.3-4.8","NGFS Phase 5-Delayed Transition","C3",116874.69426265,3217436.56533475,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 3.3-4.8","NGFS Phase 5-Fragmented World","C3",66029.20389785,2626709.22237665,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 3.3-4.8","NGFS Phase 5-Low Demand","C2",96891.12694455,2075888.37284735,"1.5C (High-Ambition)",1233903.75225355,2635442.63858426,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"REMIND-MAgPIE 3.3-4.8","NGFS Phase 5-Nationally Determined Contributions (NDCs)","C3",115525.37677825,2848022.9568161,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"REMIND-MAgPIE 3.3-4.8","NGFS Phase 5-Net-Zero 2050","C2",143765.55833355,3378286.77547635,"1.5C (High-Ambition)",1233903.75225355,2635442.63858426,FALSE,TRUE,"High-RE only",FALSE,TRUE,"High-RE","top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2030-1000","C3",556416.895530341,690923.935989028,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2030-1000-COV","C3",581387.992322646,709203.891892007,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2030-1000-NDCp","C3",556807.769559643,693575.358128332,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2030-1000f","C3",557097.031004365,691609.277594632,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2030-1000f-COV","C3",552047.376414727,685263.487098521,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2030-1000f-NDCp","C3",556379.739566192,705941.26827766,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2030-1200","C3",522676.052688374,672007.439980189,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2030-1200f","C3",537206.882520424,682626.911987166,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2030-1400","C4",473222.736226781,647878.474377193,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2030-1400f","C4",481616.468136574,655266.675511948,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2030-1600","C4",447807.127877589,640939.919523664,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2030-1600f","C3",450073.574466195,644875.997478831,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2030-2000","C3",369543.887195233,604080.419454955,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2030-2000f","C3",369543.866662719,606133.147127771,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2030-2500","C3",207063.068663247,564175.723200626,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2030-2500f","C3",207009.750105672,563098.180483293,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2030-3000","C4",58399.9079295208,489057.258589408,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2030-3000f","C4",58440.3891219339,489483.385,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2030-900","C3",576708.142904848,701897.086874387,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2030-900f","C3",578639.448241704,701114.48292391,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2100","C4",15020.6086176742,329059.890662639,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2100-COV","C4",14662.6780259437,326270.305,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-INDCi2100-NDCp","C4",17701.3693693994,334146.447839702,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-NPi2020-1000","C3",540002.915823995,691112.592569936,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-NPi2020-1000-COV","C3",530058.15055634,680169.45956664,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"TIAM-ECN 1.1","ENGAGE-NPi2020-1000f","C3",547716.548595891,687261.909700951,"2C (Medium-Ambition)",578924.199252076,1742417.43999279,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
