Model_display,Scenario_display,Model,Scenario,Pathway,amb,family,project,pollutants_available,n_pollutants_available,n_pm_precursors_available,has_all_raw_pm_precursors,any_world_fallback,has_mortality,was_engineered_target,was_gap80_target,scenario_has_degree_sign,coverage_status
IMAGE 3.0,COMMIT-Bridge,IMAGE 3.0,COMMIT-Bridge,High-CDR,2C,IMAGE,COMMIT,BC;CH4;CO;NH3;NOx;OC;SO2;VOC,8,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Engineered target with raw coverage but no output
REMIND-MAgPIE 2.0-4.1,Diff-1300Gt-hybrid-def,REMIND-MAgPIE 2.0-4.1,Diff-1300Gt-hybrid-def,High-RE,2C,REMIND,Diff,BC;CH4;CO;NH3;NOx;OC;SO2;VOC,8,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Engineered target with raw coverage but no output
REMIND-MAgPIE 2.0-4.1,Diff-1300Gt-no-transfer-def,REMIND-MAgPIE 2.0-4.1,Diff-1300Gt-no-transfer-def,High-RE,2C,REMIND,Diff,BC;CH4;CO;NH3;NOx;OC;SO2;VOC,8,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Engineered target with raw coverage but no output
REMIND-MAgPIE 2.0-4.1,Diff-1300Gt-uniform-pricing-def,REMIND-MAgPIE 2.0-4.1,Diff-1300Gt-uniform-pricing-def,High-RE,2C,REMIND,Diff,BC;CH4;CO;NH3;NOx;OC;SO2;VOC,8,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Engineered target with raw coverage but no output
REMIND-MAgPIE 2.0-4.1,Diff-NoPolicy-Baseline,REMIND-MAgPIE 2.0-4.1,Diff-NoPolicy-Baseline,High-RE,2C,REMIND,Diff,BC;CH4;CO;NH3;NOx;OC;SO2;VOC,8,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Engineered target with raw coverage but no output
REMIND 2.1,CEMICS-HotellingConst-1.5°C,REMIND 2.1,CEMICS-HotellingConst-1.5<DEG>C,High-RE,1.5C,REMIND,CEMICS,BC;CH4;CO;NH3;NOx;OC;SO2;VOC,8,5,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Gap-80 target with raw coverage but no output
REMIND 3.0,NAVIGATE Demand-2.0°C-act_u,REMIND 3.0,NAVIGATE Demand-2.0<DEG>C-act_u,High-RE,2C,REMIND,NAVIGATE,BC;CH4;CO;NH3;NOx;OC;SO2;VOC,8,5,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Gap-80 target with raw coverage but no output
REMIND 3.0,NAVIGATE Demand-2.0°C-ele_u,REMIND 3.0,NAVIGATE Demand-2.0<DEG>C-ele_u,High-RE,2C,REMIND,NAVIGATE,BC;CH4;CO;NH3;NOx;OC;SO2;VOC,8,5,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Gap-80 target with raw coverage but no output
REMIND 3.0,NAVIGATE Demand-2.0°C-tec_u,REMIND 3.0,NAVIGATE Demand-2.0<DEG>C-tec_u,High-RE,2C,REMIND,NAVIGATE,BC;CH4;CO;NH3;NOx;OC;SO2;VOC,8,5,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Gap-80 target with raw coverage but no output
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Cost-Effective,AIM/CGE V2.2,ENGAGE-Feasibility-1000/Cost-Effective,High-RE,2C,AIM,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,AIM/CGE V2.2,ENGAGE-Feasibility-1000/Enablers & Institutional,High-RE,2C,AIM,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Institutional,AIM/CGE V2.2,ENGAGE-Feasibility-1000/Institutional,High-RE,2C,AIM,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Technology,AIM/CGE V2.2,ENGAGE-Feasibility-1000/Technology,High-RE,2C,AIM,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Technology & Enablers & Institutional,AIM/CGE V2.2,ENGAGE-Feasibility-1000/Technology & Enablers & Institutional,High-RE,1.5C,AIM,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
AIM/CGE V2.2,ENGAGE-Feasibility-1000/Technology & Institutional,AIM/CGE V2.2,ENGAGE-Feasibility-1000/Technology & Institutional,High-RE,2C,AIM,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
AIM/CGE V2.2,ENGAGE-Feasibility-Maximum-Effort/Cost-Effective,AIM/CGE V2.2,ENGAGE-Feasibility-Maximum-Effort/Cost-Effective,High-RE,1.5C,AIM,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
AIM/CGE V2.2,ENGAGE-Feasibility-Maximum-Effort/Enablers & Institutional,AIM/CGE V2.2,ENGAGE-Feasibility-Maximum-Effort/Enablers & Institutional,High-RE,2C,AIM,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
AIM/CGE V2.2,ENGAGE-Feasibility-Maximum-Effort/Institutional,AIM/CGE V2.2,ENGAGE-Feasibility-Maximum-Effort/Institutional,High-RE,1.5C,AIM,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
AIM/CGE V2.2,ENGAGE-Feasibility-Maximum-Effort/Technology,AIM/CGE V2.2,ENGAGE-Feasibility-Maximum-Effort/Technology,High-RE,2C,AIM,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
COFFEE 1.1,ENGAGE-INDCi2030-500,COFFEE 1.1,ENGAGE-INDCi2030-500,High-RE,2C,COFFEE,ENGAGE,CH4;SO2,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
COFFEE 1.1,ENGAGE-INDCi2030-600,COFFEE 1.1,ENGAGE-INDCi2030-600,High-RE,2C,COFFEE,ENGAGE,CH4;SO2,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
COFFEE 1.1,ENGAGE-INDCi2030-600-NDCp,COFFEE 1.1,ENGAGE-INDCi2030-600-NDCp,High-RE,2C,COFFEE,ENGAGE,CH4;SO2,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
COFFEE 1.1,ENGAGE-INDCi2030-700,COFFEE 1.1,ENGAGE-INDCi2030-700,High-RE,2C,COFFEE,ENGAGE,CH4;SO2,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
COFFEE 1.1,ENGAGE-NPi2020-400-lowBECCS,COFFEE 1.1,ENGAGE-NPi2020-400-lowBECCS,High-RE,2C,COFFEE,ENGAGE,CH4;SO2,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
COFFEE 1.1,ENGAGE-NPi2020-400f-lowBECCS,COFFEE 1.1,ENGAGE-NPi2020-400f-lowBECCS,High-RE,2C,COFFEE,ENGAGE,CH4;SO2,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
COFFEE 1.1,ENGAGE-NPi2020-500,COFFEE 1.1,ENGAGE-NPi2020-500,High-RE,2C,COFFEE,ENGAGE,CH4;SO2,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
COFFEE 1.1,ENGAGE-NPi2020-600,COFFEE 1.1,ENGAGE-NPi2020-600,High-RE,2C,COFFEE,ENGAGE,CH4;SO2,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_30_n0,GCAM 5.3,Deep-Mitigation-MAC_30_n0,High-CDR,1.5C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_35_n0,GCAM 5.3,Deep-Mitigation-MAC_35_n0,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_35_n8,GCAM 5.3,Deep-Mitigation-MAC_35_n8,High-CDR,1.5C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_40_n0,GCAM 5.3,Deep-Mitigation-MAC_40_n0,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_40_n8,GCAM 5.3,Deep-Mitigation-MAC_40_n8,High-CDR,1.5C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_45_n0,GCAM 5.3,Deep-Mitigation-MAC_45_n0,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_45_n8,GCAM 5.3,Deep-Mitigation-MAC_45_n8,High-CDR,1.5C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_50_n0,GCAM 5.3,Deep-Mitigation-MAC_50_n0,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_50_n8,GCAM 5.3,Deep-Mitigation-MAC_50_n8,High-CDR,1.5C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_55_n0,GCAM 5.3,Deep-Mitigation-MAC_55_n0,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_55_n8,GCAM 5.3,Deep-Mitigation-MAC_55_n8,High-CDR,1.5C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_60_n0,GCAM 5.3,Deep-Mitigation-MAC_60_n0,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_60_n8,GCAM 5.3,Deep-Mitigation-MAC_60_n8,High-CDR,1.5C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_65_n0,GCAM 5.3,Deep-Mitigation-MAC_65_n0,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_65_n8,GCAM 5.3,Deep-Mitigation-MAC_65_n8,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_70_n0,GCAM 5.3,Deep-Mitigation-MAC_70_n0,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_70_n8,GCAM 5.3,Deep-Mitigation-MAC_70_n8,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_75_n0,GCAM 5.3,Deep-Mitigation-MAC_75_n0,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_75_n8,GCAM 5.3,Deep-Mitigation-MAC_75_n8,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_80_n0,GCAM 5.3,Deep-Mitigation-MAC_80_n0,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_80_n8,GCAM 5.3,Deep-Mitigation-MAC_80_n8,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_85_n0,GCAM 5.3,Deep-Mitigation-MAC_85_n0,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_85_n8,GCAM 5.3,Deep-Mitigation-MAC_85_n8,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_90_n0,GCAM 5.3,Deep-Mitigation-MAC_90_n0,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_90_n8,GCAM 5.3,Deep-Mitigation-MAC_90_n8,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_95_n0,GCAM 5.3,Deep-Mitigation-MAC_95_n0,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_95_n8,GCAM 5.3,Deep-Mitigation-MAC_95_n8,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_99_n0,GCAM 5.3,Deep-Mitigation-MAC_99_n0,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-MAC_99_n8,GCAM 5.3,Deep-Mitigation-MAC_99_n8,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
GCAM 5.3,Deep-Mitigation-SSP5,GCAM 5.3,Deep-Mitigation-SSP5,High-CDR,2C,GCAM,Deep,CH4;CO;NH3;NOx;OC;SO2;VOC,7,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
IMAGE 3.2,ENGAGE-Feasibility-1000/Cost-Effective,IMAGE 3.2,ENGAGE-Feasibility-1000/Cost-Effective,High-CDR,2C,IMAGE,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
IMAGE 3.2,ENGAGE-Feasibility-1000/Institutional,IMAGE 3.2,ENGAGE-Feasibility-1000/Institutional,High-CDR,2C,IMAGE,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
IMAGE 3.2,ENGAGE-Feasibility-1000/Technology,IMAGE 3.2,ENGAGE-Feasibility-1000/Technology,High-CDR,2C,IMAGE,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Incomplete raw PM precursor reporting
IMAGE 3.2,ENGAGE-Feasibility-1000/Technology & Institutional,IMAGE 3.2,ENGAGE-Feasibility-1000/Technology & Institutional,High-CDR,2C,IMAGE,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Incomplete raw PM precursor reporting
IMAGE 3.2,ENGAGE-Feasibility-Maximum-Effort/Cost-Effective,IMAGE 3.2,ENGAGE-Feasibility-Maximum-Effort/Cost-Effective,High-CDR,2C,IMAGE,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
IMAGE 3.2,ENGAGE-Feasibility-Maximum-Effort/Enablers & Institutional,IMAGE 3.2,ENGAGE-Feasibility-Maximum-Effort/Enablers & Institutional,High-CDR,2C,IMAGE,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Incomplete raw PM precursor reporting
IMAGE 3.2,ENGAGE-Feasibility-Maximum-Effort/Institutional,IMAGE 3.2,ENGAGE-Feasibility-Maximum-Effort/Institutional,High-CDR,2C,IMAGE,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
IMAGE 3.2,ENGAGE-Feasibility-Maximum-Effort/Technology,IMAGE 3.2,ENGAGE-Feasibility-Maximum-Effort/Technology,High-CDR,2C,IMAGE,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Incomplete raw PM precursor reporting
IMAGE 3.2,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,IMAGE 3.2,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,High-CDR,2C,IMAGE,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Incomplete raw PM precursor reporting
MESSAGEix-GLOBIOM 1.1,ENGAGE-Feasibility-1000/Cost-Effective,MESSAGEix-GLOBIOM 1.1,ENGAGE-Feasibility-1000/Cost-Effective,High-CDR,2C,MESSAGEix,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Incomplete raw PM precursor reporting
MESSAGEix-GLOBIOM 1.1,ENGAGE-Feasibility-1000/Institutional,MESSAGEix-GLOBIOM 1.1,ENGAGE-Feasibility-1000/Institutional,High-RE,2C,MESSAGEix,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
MESSAGEix-GLOBIOM 1.1,ENGAGE-Feasibility-1000/Technology & Institutional,MESSAGEix-GLOBIOM 1.1,ENGAGE-Feasibility-1000/Technology & Institutional,High-RE,2C,MESSAGEix,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
MESSAGEix-GLOBIOM 1.1,ENGAGE-Feasibility-Maximum-Effort/Cost-Effective,MESSAGEix-GLOBIOM 1.1,ENGAGE-Feasibility-Maximum-Effort/Cost-Effective,High-CDR,1.5C,MESSAGEix,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Incomplete raw PM precursor reporting
MESSAGEix-GLOBIOM 1.1,ENGAGE-Feasibility-Maximum-Effort/Enablers & Institutional [Optimistic],MESSAGEix-GLOBIOM 1.1,ENGAGE-Feasibility-Maximum-Effort/Enablers & Institutional [Optimistic],High-CDR,1.5C,MESSAGEix,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Incomplete raw PM precursor reporting
MESSAGEix-GLOBIOM 1.1,ENGAGE-Feasibility-Maximum-Effort/Institutional [Pessimistic],MESSAGEix-GLOBIOM 1.1,ENGAGE-Feasibility-Maximum-Effort/Institutional [Pessimistic],High-CDR,2C,MESSAGEix,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Incomplete raw PM precursor reporting
MESSAGEix-GLOBIOM 1.1,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Optimistic],MESSAGEix-GLOBIOM 1.1,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Optimistic],High-RE,2C,MESSAGEix,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
POLES-JRC ENGAGE,ENGAGE-Feasibility-1000/Cost-Effective,POLES-JRC ENGAGE,ENGAGE-Feasibility-1000/Cost-Effective,High-RE,2C,POLES,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
POLES-JRC ENGAGE,ENGAGE-Feasibility-1000/Institutional,POLES-JRC ENGAGE,ENGAGE-Feasibility-1000/Institutional,High-RE,2C,POLES,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
POLES-JRC ENGAGE,ENGAGE-Feasibility-1000/Technology,POLES-JRC ENGAGE,ENGAGE-Feasibility-1000/Technology,High-RE,2C,POLES,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
POLES-JRC ENGAGE,ENGAGE-Feasibility-1000/Technology & Enablers & Institutional,POLES-JRC ENGAGE,ENGAGE-Feasibility-1000/Technology & Enablers & Institutional,High-RE,2C,POLES,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
POLES-JRC ENGAGE,ENGAGE-Feasibility-1000/Technology & Institutional,POLES-JRC ENGAGE,ENGAGE-Feasibility-1000/Technology & Institutional,High-RE,2C,POLES,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
POLES-JRC ENGAGE,ENGAGE-Feasibility-Maximum-Effort/Cost-Effective,POLES-JRC ENGAGE,ENGAGE-Feasibility-Maximum-Effort/Cost-Effective,High-RE,2C,POLES,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
POLES-JRC ENGAGE,ENGAGE-Feasibility-Maximum-Effort/Institutional,POLES-JRC ENGAGE,ENGAGE-Feasibility-Maximum-Effort/Institutional,High-RE,2C,POLES,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
POLES-JRC ENGAGE,ENGAGE-Feasibility-Maximum-Effort/Institutional [Optimistic],POLES-JRC ENGAGE,ENGAGE-Feasibility-Maximum-Effort/Institutional [Optimistic],High-RE,2C,POLES,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
POLES-JRC ENGAGE,ENGAGE-Feasibility-Maximum-Effort/Technology,POLES-JRC ENGAGE,ENGAGE-Feasibility-Maximum-Effort/Technology,High-RE,1.5C,POLES,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
REMIND 3.0,ENGAGE-Feasibility-1000/Cost-Effective,REMIND 3.0,ENGAGE-Feasibility-1000/Cost-Effective,High-RE,2C,REMIND,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
REMIND 3.0,ENGAGE-Feasibility-1000/Enablers & Institutional,REMIND 3.0,ENGAGE-Feasibility-1000/Enablers & Institutional,High-RE,2C,REMIND,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
REMIND 3.0,ENGAGE-Feasibility-1000/Institutional,REMIND 3.0,ENGAGE-Feasibility-1000/Institutional,High-RE,2C,REMIND,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
REMIND 3.0,ENGAGE-Feasibility-1000/Technology,REMIND 3.0,ENGAGE-Feasibility-1000/Technology,High-RE,2C,REMIND,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
REMIND 3.0,ENGAGE-Feasibility-1000/Technology & Enablers & Institutional,REMIND 3.0,ENGAGE-Feasibility-1000/Technology & Enablers & Institutional,High-RE,2C,REMIND,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
REMIND 3.0,ENGAGE-Feasibility-1000/Technology & Institutional,REMIND 3.0,ENGAGE-Feasibility-1000/Technology & Institutional,High-RE,2C,REMIND,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
REMIND 3.0,ENGAGE-Feasibility-Maximum-Effort/Cost-Effective,REMIND 3.0,ENGAGE-Feasibility-Maximum-Effort/Cost-Effective,High-RE,1.5C,REMIND,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
REMIND 3.0,ENGAGE-Feasibility-Maximum-Effort/Enablers & Institutional [Pessimistic],REMIND 3.0,ENGAGE-Feasibility-Maximum-Effort/Enablers & Institutional [Pessimistic],High-RE,2C,REMIND,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
REMIND 3.0,ENGAGE-Feasibility-Maximum-Effort/Institutional,REMIND 3.0,ENGAGE-Feasibility-Maximum-Effort/Institutional,High-RE,2C,REMIND,ENGAGE,CH4,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Incomplete raw PM precursor reporting
