"Model","Scenario","Category","total_cdr","total_re","Ambition","cdr_thresh","re_thresh","high_cdr","high_re","Pathway_overlap","high_cdr_only","high_re_only","Pathway_excl","threshold_label"
"AIM/CGE V2.2","ENGAGE-NPi2020-300f","C1",486762.6304,2183379.2478,"1.5C (High-Ambition)",511882.90914693,2771556.31926819,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"AIM/CGE V2.2","ENGAGE-NPi2020-400f","C2",483558.0288,2149040.9647,"1.5C (High-Ambition)",511882.90914693,2771556.31926819,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"AIM/CGE V2.2","ENGAGE-NPi2020-500f","C2",528827.4196,2081672.1921,"1.5C (High-Ambition)",511882.90914693,2771556.31926819,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"AIM/CGE V2.2","ENGAGE-NPi2020-600","C1",492906.5518,2069205.6401,"1.5C (High-Ambition)",511882.90914693,2771556.31926819,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"AIM/CGE V2.2","ENGAGE-NPi2020-600f","C2",582604.2678,2009006.2654,"1.5C (High-Ambition)",511882.90914693,2771556.31926819,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"AIM/CGE V2.2","ENGAGE-NPi2020-700","C3",488068.7663,2048387.646,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,TRUE,TRUE,"Both High",FALSE,FALSE,NA,"top_33pct"
"AIM/CGE V2.2","ENGAGE-NPi2020-700f","C3",637253.4841,1931847.5093,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"AIM/CGE V2.2","ENGAGE-NPi2020-800","C3",507823.3504,2005620.4287,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,TRUE,TRUE,"Both High",FALSE,FALSE,NA,"top_33pct"
"AIM/CGE V2.2","ENGAGE-NPi2020-800f","C3",705989.5249,1842360.7828,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"AIM/CGE V2.2","ENGAGE-NPi2020-900","C3",585453.6601,1913290.9329,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"AIM/CGE V2.2","ENGAGE-NPi2020-900f","C3",711060.1855,1799634.1672,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"AIM/Hub-Global 2.0","SDI-1.5°C","C1",0,NA,"1.5C (High-Ambition)",511882.90914693,2771556.31926819,FALSE,NA,"Low (both)",FALSE,NA,NA,"top_33pct"
"AIM/Hub-Global 2.0","SDI-2.5°C","C4",0,NA,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,NA,"Low (both)",FALSE,NA,NA,"top_33pct"
"AIM/Hub-Global 2.0","SDI-2°C","C3",0,NA,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,NA,"Low (both)",FALSE,NA,NA,"top_33pct"
"AIM/Hub-Global 2.0","SDI-well-below-2°C","C3",0,NA,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,NA,"Low (both)",FALSE,NA,NA,"top_33pct"
"C-ROADS-5.005","Ratchet-1.5°C-allCDR","C2",0,NA,"1.5C (High-Ambition)",511882.90914693,2771556.31926819,FALSE,NA,"Low (both)",FALSE,NA,NA,"top_33pct"
"C-ROADS-5.005","Ratchet-1.5°C-limCDR","C2",0,NA,"1.5C (High-Ambition)",511882.90914693,2771556.31926819,FALSE,NA,"Low (both)",FALSE,NA,NA,"top_33pct"
"C-ROADS-5.005","Ratchet-1.5°C-limCDR-noOvershoot","C1",0,NA,"1.5C (High-Ambition)",511882.90914693,2771556.31926819,FALSE,NA,"Low (both)",FALSE,NA,NA,"top_33pct"
"C-ROADS-5.005","Ratchet-1.5°C-noCDR","C1",0,NA,"1.5C (High-Ambition)",511882.90914693,2771556.31926819,FALSE,NA,"Low (both)",FALSE,NA,NA,"top_33pct"
"C-ROADS-5.005","Ratchet-1.5°C-noCDR-noOvershoot","C1",0,NA,"1.5C (High-Ambition)",511882.90914693,2771556.31926819,FALSE,NA,"Low (both)",FALSE,NA,NA,"top_33pct"
"CGEM-ESM 1.0","China-2060-SSP2-2°C","C3",219206.401045251,NA,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,NA,"Low (both)",FALSE,NA,NA,"top_33pct"
"COFFEE 1.1","COMMIT-2°C-2020","C4",487261.749689,1800608.63188949,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"COFFEE 1.1","COMMIT-2°C-2030","C4",477451.5573045,1777772.45173701,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"COFFEE 1.1","COMMIT-Baseline","C4",1327.0163475,1208863.18586111,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","COMMIT-Bridge","C3",481733.5516775,1748085.10314151,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,TRUE,FALSE,"High-CMT only",TRUE,FALSE,"High-CMT","top_33pct"
"COFFEE 1.1","COMMIT-Current-Policies","C4",1112.340015,692217.262327375,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","COMMIT-GPP","C3",150035.736049,1180724.7187111,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","COMMIT-NDCplus","C4",1215.1490325,803312.04720296,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-1000","C4",216224.401972417,1584284.63343031,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-1000-COV-NDCp","C4",330741.989459,1484115.27726395,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-1000-NDCp","C4",355786.079614,1672230.32563561,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-1000f","C3",297504.948015242,1525754.39945961,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-1000f-COV-NDCp","C4",387372.5552285,1437620.41514013,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-1000f-NDCp","C4",425000.3404735,1578102.68653606,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-1200","C4",326495.97232863,1436260.93044105,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-1200f","C3",254424.610220584,1415919.73866737,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
"COFFEE 1.1","ENGAGE-INDCi2030-1400","C3",183243.985435471,1292644.37657292,"2C (Medium-Ambition)",466027.253460691,1932960.06221475,FALSE,FALSE,"Low (both)",FALSE,FALSE,NA,"top_33pct"
