"Model_Group","Model","Scenario","ModelGroup_Scenario","Region","Category","Variable","Total_Value","proxy"
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB500","COMPASS_GEI-SSP2-openres-lc-CB500","R10MIDDLE_EAST","C2","Total CDR",45714.0934355608,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB500","COMPASS_GEI-SSP2-openres-lc-CB500","R10NORTH_AM","C2","Fossil CCS",61966.9365704402,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB500","COMPASS_GEI-SSP2-openres-lc-CB500","R10NORTH_AM","C2","Renewable Capacity",275220.934875896,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB500","COMPASS_GEI-SSP2-openres-lc-CB500","R10NORTH_AM","C2","Total CDR",61966.9365704402,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB500","COMPASS_GEI-SSP2-openres-lc-CB500","R10PAC_OECD","C2","Fossil CCS",14115.5634724703,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB500","COMPASS_GEI-SSP2-openres-lc-CB500","R10PAC_OECD","C2","Renewable Capacity",72307.2833434468,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB500","COMPASS_GEI-SSP2-openres-lc-CB500","R10PAC_OECD","C2","Total CDR",14115.5634724703,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB500","COMPASS_GEI-SSP2-openres-lc-CB500","R10REF_ECON","C2","Fossil CCS",27460.7384260059,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB500","COMPASS_GEI-SSP2-openres-lc-CB500","R10REF_ECON","C2","Renewable Capacity",73634.5677027943,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB500","COMPASS_GEI-SSP2-openres-lc-CB500","R10REF_ECON","C2","Total CDR",27460.7384260059,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB500","COMPASS_GEI-SSP2-openres-lc-CB500","R10REST_ASIA","C2","Fossil CCS",47374.3739215681,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB500","COMPASS_GEI-SSP2-openres-lc-CB500","R10REST_ASIA","C2","Renewable Capacity",121244.153030056,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB500","COMPASS_GEI-SSP2-openres-lc-CB500","R10REST_ASIA","C2","Total CDR",47374.3739215681,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10AFRICA","C2","Fossil CCS",31952.6033412543,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10AFRICA","C2","Renewable Capacity",236668.388568254,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10AFRICA","C2","Total CDR",31952.6033412543,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10CHINA+","C2","Fossil CCS",84224.484996611,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10CHINA+","C2","Renewable Capacity",640334.57509951,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10CHINA+","C2","Total CDR",84224.484996611,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10EUROPE","C2","Fossil CCS",33822.4158735509,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10EUROPE","C2","Renewable Capacity",452078.06919511,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10EUROPE","C2","Total CDR",33822.4158735509,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10INDIA+","C2","Fossil CCS",54920.5047224867,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10INDIA+","C2","Renewable Capacity",446394.900170938,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10INDIA+","C2","Total CDR",54920.5047224867,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10LATIN_AM","C2","Fossil CCS",17799.2242705651,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10LATIN_AM","C2","Renewable Capacity",183596.802758893,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10LATIN_AM","C2","Total CDR",17799.2242705651,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10MIDDLE_EAST","C2","Fossil CCS",52575.7099679863,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10MIDDLE_EAST","C2","Renewable Capacity",203457.834987687,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10MIDDLE_EAST","C2","Total CDR",52575.7099679863,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10NORTH_AM","C2","Fossil CCS",64217.6667498225,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10NORTH_AM","C2","Renewable Capacity",278349.031606897,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10NORTH_AM","C2","Total CDR",64217.6667498225,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10PAC_OECD","C2","Fossil CCS",15014.7859586238,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10PAC_OECD","C2","Renewable Capacity",70910.7590943953,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10PAC_OECD","C2","Total CDR",15014.7859586238,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10REF_ECON","C2","Fossil CCS",29537.7708137848,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10REF_ECON","C2","Renewable Capacity",73133.9794252737,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10REF_ECON","C2","Total CDR",29537.7708137848,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10REST_ASIA","C2","Fossil CCS",50416.863356761,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10REST_ASIA","C2","Renewable Capacity",122271.301031248,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB550","COMPASS_GEI-SSP2-openres-lc-CB550","R10REST_ASIA","C2","Total CDR",50416.863356761,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10AFRICA","C2","Fossil CCS",33400.2413705456,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10AFRICA","C2","Renewable Capacity",235388.293024634,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10AFRICA","C2","Total CDR",33400.2413705456,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10CHINA+","C2","Fossil CCS",85653.2054693678,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10CHINA+","C2","Renewable Capacity",641248.750120554,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10CHINA+","C2","Total CDR",85653.2054693678,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10EUROPE","C2","Fossil CCS",35750.8795776263,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10EUROPE","C2","Renewable Capacity",444547.256079849,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10EUROPE","C2","Total CDR",35750.8795776263,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10INDIA+","C2","Fossil CCS",58835.2806471658,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10INDIA+","C2","Renewable Capacity",443008.49175685,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10INDIA+","C2","Total CDR",58835.2806471658,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10LATIN_AM","C2","Fossil CCS",18169.5899261403,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10LATIN_AM","C2","Renewable Capacity",184358.001078001,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10LATIN_AM","C2","Total CDR",18169.5899261403,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10MIDDLE_EAST","C2","Fossil CCS",55773.0389708881,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10MIDDLE_EAST","C2","Renewable Capacity",201255.089075998,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10MIDDLE_EAST","C2","Total CDR",55773.0389708881,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10NORTH_AM","C2","Fossil CCS",62847.7042384494,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10NORTH_AM","C2","Renewable Capacity",277737.84958785,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10NORTH_AM","C2","Total CDR",62847.7042384494,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10PAC_OECD","C2","Fossil CCS",17016.2085544602,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10PAC_OECD","C2","Renewable Capacity",70255.064589464,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10PAC_OECD","C2","Total CDR",17016.2085544602,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10REF_ECON","C2","Fossil CCS",33461.2650717263,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10REF_ECON","C2","Renewable Capacity",72131.8827968548,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10REF_ECON","C2","Total CDR",33461.2650717263,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10REST_ASIA","C2","Fossil CCS",56239.0523514084,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10REST_ASIA","C2","Renewable Capacity",120699.302588337,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-lc-CB600","COMPASS_GEI-SSP2-openres-lc-CB600","R10REST_ASIA","C2","Total CDR",56239.0523514084,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10AFRICA","C3","Fossil CCS",71334.2808403339,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10AFRICA","C3","Renewable Capacity",142625.026111139,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10AFRICA","C3","Total CDR",71334.2808403339,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10CHINA+","C3","Fossil CCS",138644.859547325,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10CHINA+","C3","Renewable Capacity",214169.575180273,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10CHINA+","C3","Total CDR",138644.859547325,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10EUROPE","C3","Fossil CCS",86373.875694124,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10EUROPE","C3","Renewable Capacity",158032.432099498,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10EUROPE","C3","Total CDR",86373.875694124,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10INDIA+","C3","Fossil CCS",169994.127394209,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10INDIA+","C3","Renewable Capacity",206121.6851153,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10INDIA+","C3","Total CDR",169994.127394209,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10LATIN_AM","C3","Fossil CCS",37136.0340793989,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10LATIN_AM","C3","Renewable Capacity",124625.45111265,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10LATIN_AM","C3","Total CDR",37136.0340793989,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10MIDDLE_EAST","C3","Fossil CCS",102820.553468679,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10MIDDLE_EAST","C3","Renewable Capacity",119000.407622799,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10MIDDLE_EAST","C3","Total CDR",102820.553468679,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10NORTH_AM","C3","Fossil CCS",105526.905783303,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10NORTH_AM","C3","Renewable Capacity",139828.230243213,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10NORTH_AM","C3","Total CDR",105526.905783303,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10PAC_OECD","C3","Fossil CCS",27135.2562093014,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10PAC_OECD","C3","Renewable Capacity",29200.8603697838,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10PAC_OECD","C3","Total CDR",27135.2562093014,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10REF_ECON","C3","Fossil CCS",53832.8207724456,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10REF_ECON","C3","Renewable Capacity",60431.1273940876,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10REF_ECON","C3","Total CDR",53832.8207724456,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10REST_ASIA","C3","Fossil CCS",52429.7029503099,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10REST_ASIA","C3","Renewable Capacity",54922.5565094352,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-15","COMPASS_GEI-SSP2-openres-mc-15","R10REST_ASIA","C3","Total CDR",52429.7029503099,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10AFRICA","C2","Fossil CCS",47104.5159689399,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10AFRICA","C2","Renewable Capacity",200926.853501029,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10AFRICA","C2","Total CDR",47104.5159689399,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10CHINA+","C2","Fossil CCS",135370.555194118,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10CHINA+","C2","Renewable Capacity",316655.46999837,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10CHINA+","C2","Total CDR",135370.555194118,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10EUROPE","C2","Fossil CCS",93074.5316018701,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10EUROPE","C2","Renewable Capacity",266563.068052954,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10EUROPE","C2","Total CDR",93074.5316018701,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10INDIA+","C2","Fossil CCS",126883.642954151,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10INDIA+","C2","Renewable Capacity",263882.624000512,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10INDIA+","C2","Total CDR",126883.642954151,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10LATIN_AM","C2","Fossil CCS",25879.9004617949,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10LATIN_AM","C2","Renewable Capacity",162302.754646681,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10LATIN_AM","C2","Total CDR",25879.9004617949,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10MIDDLE_EAST","C2","Fossil CCS",93507.9734126288,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10MIDDLE_EAST","C2","Renewable Capacity",166681.824802235,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10MIDDLE_EAST","C2","Total CDR",93507.9734126288,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10NORTH_AM","C2","Fossil CCS",87356.9959782728,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10NORTH_AM","C2","Renewable Capacity",218340.584248669,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10NORTH_AM","C2","Total CDR",87356.9959782728,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10PAC_OECD","C2","Fossil CCS",24120.8884663516,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10PAC_OECD","C2","Renewable Capacity",48895.9173330488,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10PAC_OECD","C2","Total CDR",24120.8884663516,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10REF_ECON","C2","Fossil CCS",58239.6196171144,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10REF_ECON","C2","Renewable Capacity",82773.889312692,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10REF_ECON","C2","Total CDR",58239.6196171144,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10REST_ASIA","C2","Fossil CCS",67257.0789893501,FALSE
"COMPASS","MESSAGEix-GLOBIOM GEI 1.0","GEI-SSP2-openres-mc-50","COMPASS_GEI-SSP2-openres-mc-50","R10REST_ASIA","C2","Renewable Capacity",79986.4386517406,FALSE
