"Model_Group","Model","Scenario","ModelGroup_Scenario","Region","Category","Variable","Total_Value","proxy"
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10CHINA+","C4","Renewable Capacity",81918.1577875366,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10CHINA+","C4","Total CDR",28310.4880956418,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10EUROPE","C4","Fossil CCS",51947.0949357775,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10EUROPE","C4","Land-based CDR",39115.1099621254,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10EUROPE","C4","Renewable Capacity",70841.8364683541,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10EUROPE","C4","Total CDR",91062.2048979029,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10INDIA+","C4","Land-based CDR",8414.03851633704,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10INDIA+","C4","Renewable Capacity",89415.56866539,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10INDIA+","C4","Total CDR",8414.03851633704,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10LATIN_AM","C4","Fossil CCS",24068.1157225283,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10LATIN_AM","C4","Land-based CDR",41877.8697989418,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10LATIN_AM","C4","Renewable Capacity",53765.166558532,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10LATIN_AM","C4","Total CDR",65945.9855214701,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10MIDDLE_EAST","C4","Renewable Capacity",16837.6179096985,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10NORTH_AM","C4","Fossil CCS",47075.9202196783,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10NORTH_AM","C4","Land-based CDR",65674.9089140545,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10NORTH_AM","C4","Renewable Capacity",97691.6547235682,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10NORTH_AM","C4","Total CDR",112750.829133733,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10PAC_OECD","C4","Fossil CCS",14893.2858836771,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10PAC_OECD","C4","Land-based CDR",16460.8322247926,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10PAC_OECD","C4","Renewable Capacity",18470.4803714283,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10PAC_OECD","C4","Total CDR",31354.1181084697,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10REF_ECON","C4","Fossil CCS",3898.63738582753,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10REF_ECON","C4","Land-based CDR",19987.3592753555,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10REF_ECON","C4","Renewable Capacity",20102.8905512822,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10REF_ECON","C4","Total CDR",23885.996661183,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10REST_ASIA","C4","Fossil CCS",57771.6347547755,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10REST_ASIA","C4","Land-based CDR",23630.1391204342,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10REST_ASIA","C4","Renewable Capacity",36086.9039055549,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-INDCi2100","COMPASS_ENGAGE-INDCi2100","R10REST_ASIA","C4","Total CDR",81401.7738752097,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10AFRICA","C3","Fossil CCS",100504.496948507,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10AFRICA","C3","Land-based CDR",4109.72358813899,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10AFRICA","C3","Renewable Capacity",85826.9278127343,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10AFRICA","C3","Total CDR",104614.220536646,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10CHINA+","C3","Fossil CCS",112130.736185275,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10CHINA+","C3","Land-based CDR",18358.7053248585,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10CHINA+","C3","Renewable Capacity",99383.2153491211,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10CHINA+","C3","Total CDR",130489.441510133,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10EUROPE","C3","Fossil CCS",61035.3377197881,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10EUROPE","C3","Land-based CDR",30644.9269442156,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10EUROPE","C3","Renewable Capacity",75487.9904339461,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10EUROPE","C3","Total CDR",91680.2646640038,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10INDIA+","C3","Fossil CCS",144541.372488977,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10INDIA+","C3","Land-based CDR",6495.28739986385,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10INDIA+","C3","Renewable Capacity",132552.655703802,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10INDIA+","C3","Total CDR",151036.659888841,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10LATIN_AM","C3","Fossil CCS",49042.4623202813,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10LATIN_AM","C3","Land-based CDR",18632.3592928685,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10LATIN_AM","C3","Renewable Capacity",66416.1920874733,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10LATIN_AM","C3","Total CDR",67674.8216131498,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10MIDDLE_EAST","C3","Fossil CCS",44745.0319811655,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10MIDDLE_EAST","C3","Renewable Capacity",30273.4734376068,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10MIDDLE_EAST","C3","Total CDR",44732.1275307375,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10NORTH_AM","C3","Fossil CCS",38993.3697304782,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10NORTH_AM","C3","Land-based CDR",50301.8780439876,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10NORTH_AM","C3","Renewable Capacity",106389.474141132,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10NORTH_AM","C3","Total CDR",89295.2477744658,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10PAC_OECD","C3","Fossil CCS",24524.8197623396,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10PAC_OECD","C3","Land-based CDR",13948.2785744545,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10PAC_OECD","C3","Renewable Capacity",18846.4167795832,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10PAC_OECD","C3","Total CDR",38473.098336794,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10REF_ECON","C3","Fossil CCS",21570.6180240893,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10REF_ECON","C3","Land-based CDR",13028.7925978685,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10REF_ECON","C3","Renewable Capacity",16283.7341431551,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10REF_ECON","C3","Total CDR",34599.4106219578,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10REST_ASIA","C3","Fossil CCS",75072.2601613825,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10REST_ASIA","C3","Land-based CDR",15180.4919092659,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10REST_ASIA","C3","Renewable Capacity",52014.2212511483,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000","COMPASS_ENGAGE-NPi2020-1000","R10REST_ASIA","C3","Total CDR",90252.7520706485,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10AFRICA","C3","Fossil CCS",102096.05724063,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10AFRICA","C3","Land-based CDR",5313.09887316857,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10AFRICA","C3","Renewable Capacity",86997.5003704773,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10AFRICA","C3","Total CDR",107409.156113799,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10CHINA+","C3","Fossil CCS",113465.261136916,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10CHINA+","C3","Land-based CDR",18469.0770219417,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10CHINA+","C3","Renewable Capacity",102320.502671021,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10CHINA+","C3","Total CDR",131934.338158858,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10EUROPE","C3","Fossil CCS",64779.9777910676,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10EUROPE","C3","Land-based CDR",30903.4227408856,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10EUROPE","C3","Renewable Capacity",75608.3566481495,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10EUROPE","C3","Total CDR",95683.4005319532,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10INDIA+","C3","Fossil CCS",147228.434857851,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10INDIA+","C3","Land-based CDR",6824.37530205255,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10INDIA+","C3","Renewable Capacity",133162.671999758,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10INDIA+","C3","Total CDR",154052.810159904,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10LATIN_AM","C3","Fossil CCS",50709.8835987196,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10LATIN_AM","C3","Land-based CDR",20121.5731765508,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10LATIN_AM","C3","Renewable Capacity",67074.3941494886,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10LATIN_AM","C3","Total CDR",70831.4567752704,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10MIDDLE_EAST","C3","Fossil CCS",43590.2862512546,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10MIDDLE_EAST","C3","Renewable Capacity",30337.3849052725,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10MIDDLE_EAST","C3","Total CDR",43578.2144097641,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10NORTH_AM","C3","Fossil CCS",42027.4235960145,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10NORTH_AM","C3","Land-based CDR",51461.4211305572,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10NORTH_AM","C3","Renewable Capacity",103396.927248046,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10NORTH_AM","C3","Total CDR",93488.8447265717,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10PAC_OECD","C3","Fossil CCS",27364.5035904616,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10PAC_OECD","C3","Land-based CDR",13650.1931329249,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10PAC_OECD","C3","Renewable Capacity",19410.9516682284,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10PAC_OECD","C3","Total CDR",41014.6967233865,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10REF_ECON","C3","Fossil CCS",25954.8134313897,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10REF_ECON","C3","Land-based CDR",13400.5316018066,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10REF_ECON","C3","Renewable Capacity",17135.6397429679,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10REF_ECON","C3","Total CDR",39355.3450331963,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10REST_ASIA","C3","Fossil CCS",77866.176586001,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10REST_ASIA","C3","Land-based CDR",16506.7863742521,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10REST_ASIA","C3","Renewable Capacity",51552.9131308922,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1000f","COMPASS_ENGAGE-NPi2020-1000f","R10REST_ASIA","C3","Total CDR",94372.9629602531,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10AFRICA","C4","Fossil CCS",94323.8645195083,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10AFRICA","C4","Land-based CDR",7080.09064154948,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10AFRICA","C4","Renewable Capacity",84317.279255734,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10AFRICA","C4","Total CDR",101403.955161058,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10CHINA+","C4","Fossil CCS",108010.938493217,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10CHINA+","C4","Land-based CDR",18960.4806041818,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10CHINA+","C4","Renewable Capacity",101013.394429504,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10CHINA+","C4","Total CDR",126971.419097399,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10EUROPE","C4","Fossil CCS",57068.2575669485,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10EUROPE","C4","Land-based CDR",31674.2210431918,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10EUROPE","C4","Renewable Capacity",73037.2531085802,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10EUROPE","C4","Total CDR",88742.4786101403,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10INDIA+","C4","Fossil CCS",135226.341605279,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10INDIA+","C4","Land-based CDR",7012.22888327621,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10INDIA+","C4","Renewable Capacity",133070.347847875,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10INDIA+","C4","Total CDR",142238.570488555,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10LATIN_AM","C4","Fossil CCS",42958.8008404905,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10LATIN_AM","C4","Land-based CDR",21722.6466730602,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10LATIN_AM","C4","Renewable Capacity",65907.0880540947,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10LATIN_AM","C4","Total CDR",64681.4475135507,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10MIDDLE_EAST","C4","Fossil CCS",38250.3890002836,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10MIDDLE_EAST","C4","Renewable Capacity",28233.7685549011,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10MIDDLE_EAST","C4","Total CDR",38238.4829412246,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10NORTH_AM","C4","Fossil CCS",36401.900584924,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10NORTH_AM","C4","Land-based CDR",52199.3067628661,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10NORTH_AM","C4","Renewable Capacity",100096.663561061,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10NORTH_AM","C4","Total CDR",88601.2073477901,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10PAC_OECD","C4","Fossil CCS",24116.3041674618,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10PAC_OECD","C4","Land-based CDR",14670.2852080874,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10PAC_OECD","C4","Renewable Capacity",19268.759408706,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10PAC_OECD","C4","Total CDR",38786.5893755493,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10REF_ECON","C4","Fossil CCS",22099.7250024977,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10REF_ECON","C4","Land-based CDR",13750.5320701152,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10REF_ECON","C4","Renewable Capacity",15922.7796240793,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10REF_ECON","C4","Total CDR",35850.2570726129,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10REST_ASIA","C4","Fossil CCS",68380.3823537249,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10REST_ASIA","C4","Land-based CDR",16245.8152900701,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10REST_ASIA","C4","Renewable Capacity",48356.9938617183,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200","COMPASS_ENGAGE-NPi2020-1200","R10REST_ASIA","C4","Total CDR",84626.197643795,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200f","COMPASS_ENGAGE-NPi2020-1200f","R10AFRICA","C4","Fossil CCS",99930.3988538069,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200f","COMPASS_ENGAGE-NPi2020-1200f","R10AFRICA","C4","Land-based CDR",7109.56590196684,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200f","COMPASS_ENGAGE-NPi2020-1200f","R10AFRICA","C4","Renewable Capacity",87098.7320387198,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200f","COMPASS_ENGAGE-NPi2020-1200f","R10AFRICA","C4","Total CDR",107039.964755774,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200f","COMPASS_ENGAGE-NPi2020-1200f","R10CHINA+","C4","Fossil CCS",116611.655741302,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200f","COMPASS_ENGAGE-NPi2020-1200f","R10CHINA+","C4","Land-based CDR",19373.704432098,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200f","COMPASS_ENGAGE-NPi2020-1200f","R10CHINA+","C4","Renewable Capacity",98239.2152476196,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200f","COMPASS_ENGAGE-NPi2020-1200f","R10CHINA+","C4","Total CDR",135985.3601734,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200f","COMPASS_ENGAGE-NPi2020-1200f","R10EUROPE","C4","Fossil CCS",65865.3808338673,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200f","COMPASS_ENGAGE-NPi2020-1200f","R10EUROPE","C4","Land-based CDR",31735.5513904029,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200f","COMPASS_ENGAGE-NPi2020-1200f","R10EUROPE","C4","Renewable Capacity",75527.9189226644,FALSE
"COMPASS","IMAGE 3.0","ENGAGE-NPi2020-1200f","COMPASS_ENGAGE-NPi2020-1200f","R10EUROPE","C4","Total CDR",97600.9322242702,FALSE
