database,spec_id,is_baseline,threshold_scale,threshold_label,gini_shift,gini_label,efficiency_label,sef_rate,sef_floor,ambition,Region,outcome,High-CMT,High-RE,n_High-CMT,n_High-RE,raw_advantage_high_re,direction
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,2C,R10INDIA+,gap_GJ_pc,1.9282206497460754,0.6823300269541271,223,230,1.2458906227919484,High-RE
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,2C,R10INDIA+,headcount_pct,0.9435411875418717,0.46454746633797406,223,230,0.4789937212038976,High-RE
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,2C,R10LATIN_AM,gap_GJ_pc,43.58216212093669,31.238914970066716,226,230,12.34324715086997,High-RE
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,2C,R10LATIN_AM,headcount_pct,9.812367642570372,6.823896372449539,226,230,2.988471270120833,High-RE
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,2C,R10MIDDLE_EAST,gap_GJ_pc,0.4925516084340292,1.4565182144942868,223,230,-0.9639666060602576,High-CMT
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,2C,R10MIDDLE_EAST,headcount_pct,0.2996535393104289,0.4317658294910999,223,230,-0.132112290180671,High-CMT
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,2C,R10NORTH_AM,gap_GJ_pc,0.0030132250375231673,0.00397084990060485,226,230,-9.576248630816823e-4,High-CMT
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,2C,R10NORTH_AM,headcount_pct,0.0010982486910899234,0.0018175205142528768,226,230,-7.192718231629534e-4,High-CMT
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,2C,R10PAC_OECD,gap_GJ_pc,0.012881072495204522,0.03888039260048326,223,226,-0.025999320105278736,High-CMT
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,2C,R10PAC_OECD,headcount_pct,0.005637141097916064,0.02729599679608123,223,226,-0.02165885569816517,High-CMT
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,2C,R10REF_ECON,gap_GJ_pc,2.615179491269646,2.732075971888808,226,230,-0.11689648061916191,High-CMT
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,2C,R10REF_ECON,headcount_pct,0.7974747451107398,0.823058241062802,226,230,-0.02558349595206222,High-CMT
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,2C,R10REST_ASIA,gap_GJ_pc,3.9521555808447055,9.157419607627599,223,230,-5.205264026782894,High-CMT
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,2C,R10REST_ASIA,headcount_pct,2.347572081932049,2.6072170620650055,223,230,-0.25964498013295634,High-CMT
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,Aggregated R10 regions,gap_GJ_pc,13.761483366173803,9.419027814063448,293,297,4.342455552110355,High-RE
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,Aggregated R10 regions,headcount_pct,3.9683361563694195,2.6947371079784816,293,297,1.2735990483909378,High-RE
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,R10AFRICA,gap_GJ_pc,43.25430318221986,25.46984180915975,290,297,17.784461373060108,High-RE
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,R10AFRICA,headcount_pct,8.414504293412367,5.742870632312552,290,297,2.6716336610998157,High-RE
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,R10CHINA+,gap_GJ_pc,8.038946886616365,6.513561912521203,293,297,1.5253849740951626,High-RE
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,R10CHINA+,headcount_pct,2.7281787853696247,2.34486384916508,293,297,0.3833149362045445,High-RE
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,R10EUROPE,gap_GJ_pc,0.019001174081582188,0.006493099712813104,293,297,0.012508074368769084,High-RE
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,R10EUROPE,headcount_pct,0.01007033319009112,0.0045798452442203635,293,297,0.005490487945870757,High-RE
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,R10INDIA+,gap_GJ_pc,2.0089333886572316,0.6843380130652547,290,297,1.324595375591977,High-RE
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,R10INDIA+,headcount_pct,1.0471045056615942,0.47042696655822697,290,297,0.5766775391033672,High-RE
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,R10LATIN_AM,gap_GJ_pc,46.69906026995176,31.013830705614552,293,297,15.685229564337206,High-RE
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,R10LATIN_AM,headcount_pct,10.501447935629827,6.652857437070983,293,297,3.8485904985588437,High-RE
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,R10MIDDLE_EAST,gap_GJ_pc,0.5845041948597011,1.4693616828698646,290,297,-0.8848574880101635,High-CMT
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,R10MIDDLE_EAST,headcount_pct,0.32700105030527526,0.4407720973846151,290,297,-0.11377104707933983,High-CMT
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,R10NORTH_AM,gap_GJ_pc,0.00605861445789463,0.0041009831348668615,293,297,0.001957631323027768,High-RE
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,R10NORTH_AM,headcount_pct,0.002617268940268768,0.001903209882004956,293,297,7.140590582638121e-4,High-RE
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,R10PAC_OECD,gap_GJ_pc,0.014949368751490742,0.04056298373310398,290,293,-0.025613614981613235,High-CMT
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,R10PAC_OECD,headcount_pct,0.006426653353923855,0.028104458237752872,290,293,-0.02167780488382902,High-CMT
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,R10REF_ECON,gap_GJ_pc,2.777837158142381,2.881327555023631,293,297,-0.10349039688124995,High-CMT
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,R10REF_ECON,headcount_pct,0.8577235152590023,0.8546376395116028,293,297,0.0030858757473994913,High-RE
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,R10REST_ASIA,gap_GJ_pc,3.992861439739186,9.262048169123695,290,297,-5.269186729384509,High-CMT
Full,T1.00x_G-0.05_Ebase,FALSE,1,1.00x,-0.05,Gini -0.05,Baseline improvement,0.019,0.5,All ambitions,R10REST_ASIA,headcount_pct,2.413022572418675,2.6533451231493843,290,297,-0.2403225507307094,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,Aggregated R10 regions,gap_GJ_pc,12.003018438616472,7.942336646247691,67,67,4.060681792368781,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,Aggregated R10 regions,headcount_pct,3.4554720486888555,2.2443551753488613,67,67,1.2111168733399942,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,R10AFRICA,gap_GJ_pc,33.717314758293305,21.855443546472106,67,67,11.8618712118212,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,R10AFRICA,headcount_pct,6.8276120606255,4.807579548605726,67,67,2.0200325120197746,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,R10CHINA+,gap_GJ_pc,8.078331161190356,5.910639343486591,67,67,2.1676918177037647,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,R10CHINA+,headcount_pct,2.850744399338314,2.0477319775981657,67,67,0.8030124217401484,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,R10EUROPE,gap_GJ_pc,0.033080482662993196,0.004675362376030722,67,67,0.028405120286962474,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,R10EUROPE,headcount_pct,0.016431653808502682,0.0031316587053754467,67,67,0.013299995103127236,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,R10INDIA+,gap_GJ_pc,1.9483527180768487,0.6677869211650925,67,67,1.2805657969117563,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,R10INDIA+,headcount_pct,1.043441360600422,0.4523629975920036,67,67,0.5910783630084184,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,R10LATIN_AM,gap_GJ_pc,41.18365307365454,24.604851512845606,67,67,16.578801560808934,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,R10LATIN_AM,headcount_pct,9.526213480198974,5.1639985156011905,67,67,4.362214964597784,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,R10MIDDLE_EAST,gap_GJ_pc,0.5013709688586581,1.227943766452777,67,67,-0.726572797594119,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,R10MIDDLE_EAST,headcount_pct,0.3123151126106282,0.35374633282792795,67,67,-0.041431220217299725,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,R10NORTH_AM,gap_GJ_pc,0.006141181124150209,0.003573202230056892,67,67,0.002567978894093317,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,R10NORTH_AM,headcount_pct,0.002127695843978007,0.0013469471907914955,67,67,7.807486531865116e-4,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,R10PAC_OECD,gap_GJ_pc,0.020937678235434746,0.03442047759398293,67,67,-0.013482799358548184,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,R10PAC_OECD,headcount_pct,0.011576794654953163,0.02280818679503933,67,67,-0.011231392140086168,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,R10REF_ECON,gap_GJ_pc,2.6372987539517765,2.246309576401808,67,67,0.3909891775499683,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,R10REF_ECON,headcount_pct,0.8018159242663164,0.6663009901137809,67,67,0.13551493415253557,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,R10REST_ASIA,gap_GJ_pc,3.4020297212599413,8.382690630216503,67,67,-4.980660908956562,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,1.5C,R10REST_ASIA,headcount_pct,2.2503221124926744,2.476109215447361,67,67,-0.22578710295468651,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,Aggregated R10 regions,gap_GJ_pc,9.740341706122358,7.48507572572187,226,230,2.2552659804004875,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,Aggregated R10 regions,headcount_pct,2.9051010308575758,2.076346811603779,226,230,0.8287542192537969,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,R10AFRICA,gap_GJ_pc,33.34254302354843,20.044353337035375,223,230,13.298189686513055,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,R10AFRICA,headcount_pct,6.205014859940801,4.325514771788219,223,230,1.8795000881525814,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,R10CHINA+,gap_GJ_pc,6.091272145521839,5.006132317082027,226,230,1.0851398284398117,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,R10CHINA+,headcount_pct,2.0259383755625384,1.7737906484293395,226,230,0.2521477271331989,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,R10EUROPE,gap_GJ_pc,0.01300940656638674,0.004580893423513775,226,230,0.008428513142872966,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,R10EUROPE,headcount_pct,0.0066430466643494,0.00308640129169694,226,230,0.00355664537265246,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,R10INDIA+,gap_GJ_pc,1.6796822407417071,0.6294518560786213,223,230,1.0502303846630858,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,R10INDIA+,headcount_pct,0.8146952412989427,0.42888840726450583,223,230,0.38580683403443683,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,R10LATIN_AM,gap_GJ_pc,34.11842153794416,24.905465578481838,226,230,9.21295595946232,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,R10LATIN_AM,headcount_pct,7.548615228640038,5.338138354923912,226,230,2.210476873716126,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,R10MIDDLE_EAST,gap_GJ_pc,0.26384664443696737,1.1735000164249583,223,230,-0.9096533719879909,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,R10MIDDLE_EAST,headcount_pct,0.18230297129300427,0.3280259309865182,223,230,-0.14572295969351395,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,R10NORTH_AM,gap_GJ_pc,0.002059497374255822,0.0021639474164685795,226,230,-1.0445004221275745e-4,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,R10NORTH_AM,headcount_pct,6.776644250837051e-4,8.253642590960396e-4,226,230,-1.476998340123345e-4,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,R10PAC_OECD,gap_GJ_pc,0.010990876481736692,0.029745326195890622,223,226,-0.01875444971415393,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,R10PAC_OECD,headcount_pct,0.00482633963215555,0.0194873509952785,223,226,-0.01466101136312295,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,R10REF_ECON,gap_GJ_pc,1.7362426776537896,2.0344473987082687,226,230,-0.29820472105447915,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,R10REF_ECON,headcount_pct,0.5299147276493391,0.5761747692278711,226,230,-0.04626004157853203,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,R10REST_ASIA,gap_GJ_pc,3.1401488567341698,7.907465453909578,223,230,-4.767316597175408,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,2C,R10REST_ASIA,headcount_pct,1.7856480770924998,2.1970774136113578,223,230,-0.41142933651885794,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,Aggregated R10 regions,gap_GJ_pc,10.508674186837212,7.580623599185926,293,297,2.9280505876512857,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,Aggregated R10 regions,headcount_pct,3.0357669281079893,2.110089441350077,293,297,0.9256774867579125,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,R10AFRICA,gap_GJ_pc,33.715970528150855,20.28133194624746,290,297,13.434638581903396,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,R10AFRICA,headcount_pct,6.334315501405736,4.5040642266231705,290,297,1.8302512747825652,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,R10CHINA+,gap_GJ_pc,6.346123952665098,5.207334830292831,293,297,1.138789122372267,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,R10CHINA+,headcount_pct,2.133107581087277,1.814106945664842,293,297,0.31900063542243484,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,R10EUROPE,gap_GJ_pc,0.013993655773354477,0.004613957047413428,293,297,0.00937969872594105,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,R10EUROPE,headcount_pct,0.007063583769160612,0.003091489708094861,293,297,0.00397209406106575,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,R10INDIA+,gap_GJ_pc,1.7658670729313608,0.6311638585878017,290,297,1.1347032143435591,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,R10INDIA+,headcount_pct,0.8983385650592959,0.4342746145628564,290,297,0.4640639504964395,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,R10LATIN_AM,gap_GJ_pc,35.76102958957427,24.874445266134103,293,297,10.886584323440168,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,R10LATIN_AM,headcount_pct,7.994609946037539,5.29589666567105,293,297,2.698713280366489,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,R10MIDDLE_EAST,gap_GJ_pc,0.30346322464271447,1.1906810503159955,290,297,-0.887217825673281,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,R10MIDDLE_EAST,headcount_pct,0.21558481797863233,0.3358681708627241,290,297,-0.12028335288409175,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,R10NORTH_AM,gap_GJ_pc,0.0029270958782348496,0.002328152962705757,293,297,5.989429155290925e-4,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,R10NORTH_AM,headcount_pct,0.001052920581949061,8.929038271439283e-4,293,297,1.600167548051326e-4,High-RE
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,R10PAC_OECD,gap_GJ_pc,0.012222632015616044,0.030103462964930442,290,293,-0.017880830949314398,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,R10PAC_OECD,headcount_pct,0.005117037067641895,0.019779828778404136,290,293,-0.01466279171076224,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,R10REF_ECON,gap_GJ_pc,1.8922100511128084,2.0773034519564897,293,297,-0.1850934008436813,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,R10REF_ECON,headcount_pct,0.5686233006197626,0.6076493908244782,293,297,-0.03902609020471559,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,R10REST_ASIA,gap_GJ_pc,3.1446573460108054,7.927824471103473,290,297,-4.7831671250926675,High-CMT
Full,T1.00x_G-0.05_Efast,FALSE,1,1.00x,-0.05,Gini -0.05,Faster improvement,0.023,0.4,All ambitions,R10REST_ASIA,headcount_pct,1.826495797932647,2.2056966161201665,290,297,-0.3792008181875195,High-CMT
Full,T1.00x_G-0.05_Eslow,FALSE,1,1.00x,-0.05,Gini -0.05,Slower improvement,0.015,0.6,1.5C,Aggregated R10 regions,gap_GJ_pc,21.0848419169783,12.785246516621484,67,67,8.299595400356814,High-RE
Full,T1.00x_G-0.05_Eslow,FALSE,1,1.00x,-0.05,Gini -0.05,Slower improvement,0.015,0.6,1.5C,Aggregated R10 regions,headcount_pct,6.240332268459771,3.650434382898044,67,67,2.589897885561727,High-RE
Full,T1.00x_G-0.05_Eslow,FALSE,1,1.00x,-0.05,Gini -0.05,Slower improvement,0.015,0.6,1.5C,R10AFRICA,gap_GJ_pc,60.769933772703915,35.1614071919641,67,67,25.608526580739813,High-RE
Full,T1.00x_G-0.05_Eslow,FALSE,1,1.00x,-0.05,Gini -0.05,Slower improvement,0.015,0.6,1.5C,R10AFRICA,headcount_pct,12.538792978469848,8.24669125555502,67,67,4.292101722914829,High-RE
Full,T1.00x_G-0.05_Eslow,FALSE,1,1.00x,-0.05,Gini -0.05,Slower improvement,0.015,0.6,1.5C,R10CHINA+,gap_GJ_pc,15.204598358924486,9.825948449600626,67,67,5.37864990932386,High-RE
Full,T1.00x_G-0.05_Eslow,FALSE,1,1.00x,-0.05,Gini -0.05,Slower improvement,0.015,0.6,1.5C,R10CHINA+,headcount_pct,5.3701681387161475,3.4759878258083807,67,67,1.8941803129077668,High-RE
Full,T1.00x_G-0.05_Eslow,FALSE,1,1.00x,-0.05,Gini -0.05,Slower improvement,0.015,0.6,1.5C,R10EUROPE,gap_GJ_pc,0.12089002699620152,0.01347808034137993,67,67,0.1074119466548216,High-RE
Full,T1.00x_G-0.05_Eslow,FALSE,1,1.00x,-0.05,Gini -0.05,Slower improvement,0.015,0.6,1.5C,R10EUROPE,headcount_pct,0.06935798961161302,0.010350069684697653,67,67,0.05900791992691537,High-RE
Full,T1.00x_G-0.05_Eslow,FALSE,1,1.00x,-0.05,Gini -0.05,Slower improvement,0.015,0.6,1.5C,R10INDIA+,gap_GJ_pc,3.055079189592882,0.8307519893713122,67,67,2.2243272002215697,High-RE
Full,T1.00x_G-0.05_Eslow,FALSE,1,1.00x,-0.05,Gini -0.05,Slower improvement,0.015,0.6,1.5C,R10INDIA+,headcount_pct,1.5168679948361279,0.5521208698934321,67,67,0.9647471249426958,High-RE
Full,T1.00x_G-0.05_Eslow,FALSE,1,1.00x,-0.05,Gini -0.05,Slower improvement,0.015,0.6,1.5C,R10LATIN_AM,gap_GJ_pc,73.57960407534783,38.49283356502609,67,67,35.08677051032174,High-RE
Full,T1.00x_G-0.05_Eslow,FALSE,1,1.00x,-0.05,Gini -0.05,Slower improvement,0.015,0.6,1.5C,R10LATIN_AM,headcount_pct,15.97940039236964,8.063611212029684,67,67,7.9157891803399565,High-RE
Full,T1.00x_G-0.05_Eslow,FALSE,1,1.00x,-0.05,Gini -0.05,Slower improvement,0.015,0.6,1.5C,R10MIDDLE_EAST,gap_GJ_pc,1.7099144956116308,2.285771902360371,67,67,-0.5758574067487401,High-CMT
Full,T1.00x_G-0.05_Eslow,FALSE,1,1.00x,-0.05,Gini -0.05,Slower improvement,0.015,0.6,1.5C,R10MIDDLE_EAST,headcount_pct,0.9397748756786198,0.7043869452038266,67,67,0.23538793047479323,High-RE
Full,T1.00x_G-0.05_Eslow,FALSE,1,1.00x,-0.05,Gini -0.05,Slower improvement,0.015,0.6,1.5C,R10NORTH_AM,gap_GJ_pc,0.02866338822323128,0.0123215748265681,67,67,0.016341813396663178,High-RE
