database,Model,Scenario,Pathway,ambition,Region,spec_id,is_baseline,threshold_scale,threshold_label,gini_shift,gini_label,efficiency_label,sef_rate,sef_floor,n_years,gap_GJ_pc,headcount_pct
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV,High-CMT,2C,R10AFRICA,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,40.96647870767206,8.910792618791117
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV,High-CMT,2C,R10CHINA+,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,16.802785451135474,4.8915921277086705
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV,High-CMT,2C,R10EUROPE,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.233326130979483,0.08053071406198857
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV,High-CMT,2C,R10INDIA+,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,3.564867441968538,1.233741881249991
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV,High-CMT,2C,R10LATIN_AM,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,65.7836444658771,12.973138852938792
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV,High-CMT,2C,R10MIDDLE_EAST,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,6.997964540572273,1.5468311574638618
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV,High-CMT,2C,R10NORTH_AM,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.09797333059295144,0.02809046599994558
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV,High-CMT,2C,R10PAC_OECD,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.20147534229125147,0.07230667086243403
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV,High-CMT,2C,R10REF_ECON,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,9.071787725885153,2.3543770633864467
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV,High-CMT,2C,R10REST_ASIA,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,2.508875403908436,1.4766202473698007
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV-NDCp,High-CMT,2C,R10AFRICA,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,40.95191958956189,8.90075013195492
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV-NDCp,High-CMT,2C,R10CHINA+,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,16.79451260801487,4.883329754979465
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV-NDCp,High-CMT,2C,R10EUROPE,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.3096090880084435,0.10775958915228594
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV-NDCp,High-CMT,2C,R10INDIA+,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,3.555289780107698,1.230365701275207
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV-NDCp,High-CMT,2C,R10LATIN_AM,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,63.858105400331056,12.64654976298272
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV-NDCp,High-CMT,2C,R10MIDDLE_EAST,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,6.995751352826025,1.5457369867099966
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV-NDCp,High-CMT,2C,R10NORTH_AM,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.09721697547235965,0.02779596473415972
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV-NDCp,High-CMT,2C,R10PAC_OECD,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.20092427558207016,0.07201576578123774
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV-NDCp,High-CMT,2C,R10REF_ECON,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,9.042581333190101,2.3473627332947307
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-COV-NDCp,High-CMT,2C,R10REST_ASIA,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,2.508887206699007,1.4753559519741994
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-NDCp,High-CMT,2C,R10AFRICA,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,28.64437493856249,6.390851685116125
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-NDCp,High-CMT,2C,R10CHINA+,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,14.958986065210182,4.462122059146673
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-NDCp,High-CMT,2C,R10EUROPE,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.38329113910163604,0.1327614928827356
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-NDCp,High-CMT,2C,R10INDIA+,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,3.8883838232982955,1.3509903059788433
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-NDCp,High-CMT,2C,R10LATIN_AM,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,49.31726005718022,10.008842052623995
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-NDCp,High-CMT,2C,R10MIDDLE_EAST,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,3.8906067872312393,0.8891042783639055
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-NDCp,High-CMT,2C,R10NORTH_AM,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.09271149090269666,0.02775521229976376
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-NDCp,High-CMT,2C,R10PAC_OECD,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.2112865162065791,0.07686777543399931
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-NDCp,High-CMT,2C,R10REF_ECON,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,5.243568444779491,1.4274667709734237
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600-NDCp,High-CMT,2C,R10REST_ASIA,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,1.793792037298565,1.0859692081303571
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f,High-CMT,2C,R10AFRICA,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,28.271985753009464,6.284830359482177
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f,High-CMT,2C,R10CHINA+,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,14.856644231478832,4.422821432076461
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f,High-CMT,2C,R10EUROPE,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.28687004180362763,0.09779448334495185
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f,High-CMT,2C,R10INDIA+,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,3.8867021333292358,1.3479666410559858
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f,High-CMT,2C,R10LATIN_AM,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,49.079180864521376,9.963240198070244
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f,High-CMT,2C,R10MIDDLE_EAST,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,3.8245727136020053,0.8732715338751998
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f,High-CMT,2C,R10NORTH_AM,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.09362434169040032,0.028155009739961538
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f,High-CMT,2C,R10PAC_OECD,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.210830627536861,0.0765748659539933
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f,High-CMT,2C,R10REF_ECON,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,5.162829352897153,1.3985471952307138
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f,High-CMT,2C,R10REST_ASIA,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,1.7898117166168914,1.0811008550897705
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV,High-CMT,2C,R10AFRICA,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,40.624147851756035,8.815819594396848
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV,High-CMT,2C,R10CHINA+,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,16.626805124470195,4.829846197336797
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV,High-CMT,2C,R10EUROPE,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.2325624199484373,0.08004969286672499
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV,High-CMT,2C,R10INDIA+,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,3.5584651023595515,1.2295630351521865
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV,High-CMT,2C,R10LATIN_AM,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,65.59320813555763,12.942017963038364
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV,High-CMT,2C,R10MIDDLE_EAST,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,6.954071795024913,1.531687587882519
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV,High-CMT,2C,R10NORTH_AM,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.09800589583462739,0.028126072112722937
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV,High-CMT,2C,R10PAC_OECD,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.20060316774196232,0.07174181014923958
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV,High-CMT,2C,R10REF_ECON,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,8.94864633861427,2.3138608080584797
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV,High-CMT,2C,R10REST_ASIA,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,2.5001454366428266,1.4674129728492638
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV-NDCp,High-CMT,2C,R10AFRICA,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,40.60933888160719,8.806950410864074
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV-NDCp,High-CMT,2C,R10CHINA+,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,16.66453402171192,4.837901732375335
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV-NDCp,High-CMT,2C,R10EUROPE,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.3072354055158731,0.10646312210201368
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV-NDCp,High-CMT,2C,R10INDIA+,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,3.548896453735091,1.2261862050607466
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV-NDCp,High-CMT,2C,R10LATIN_AM,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,63.61644011072181,12.598915246309716
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV-NDCp,High-CMT,2C,R10MIDDLE_EAST,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,6.9564847465078845,1.532029053353314
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV-NDCp,High-CMT,2C,R10NORTH_AM,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.09787582592735836,0.02810065566713441
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV-NDCp,High-CMT,2C,R10PAC_OECD,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.2002752424245818,0.07160750911197418
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV-NDCp,High-CMT,2C,R10REF_ECON,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,8.955614669481767,2.3176512414457116
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-COV-NDCp,High-CMT,2C,R10REST_ASIA,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,2.5018270135241134,1.4675727081133798
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-NDCp,High-CMT,2C,R10AFRICA,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,28.301649939284076,6.287994538992028
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-NDCp,High-CMT,2C,R10CHINA+,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,14.878651379343202,4.429218825088167
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-NDCp,High-CMT,2C,R10EUROPE,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.3778358265494591,0.13006493158844634
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-NDCp,High-CMT,2C,R10INDIA+,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,3.8812970604170487,1.3463075036781202
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-NDCp,High-CMT,2C,R10LATIN_AM,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,49.021199017196295,9.942848951849713
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-NDCp,High-CMT,2C,R10MIDDLE_EAST,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,3.8683941127840473,0.8810428920829471
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-NDCp,High-CMT,2C,R10NORTH_AM,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.09344554514326793,0.02808910748722132
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-NDCp,High-CMT,2C,R10PAC_OECD,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.21057710768505047,0.07645885930841503
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-NDCp,High-CMT,2C,R10REF_ECON,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,5.145661664052621,1.3941276289789215
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1600f-NDCp,High-CMT,2C,R10REST_ASIA,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,1.7885639325873282,1.0804235003760467
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800,High-CMT,2C,R10AFRICA,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,27.86705664010327,6.147722000340645
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800,High-CMT,2C,R10CHINA+,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,14.542210651958218,4.290293269195764
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800,High-CMT,2C,R10EUROPE,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.2854141860961491,0.09685331201498813
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800,High-CMT,2C,R10INDIA+,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,3.8739586131580834,1.3398135616741418
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800,High-CMT,2C,R10LATIN_AM,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,48.5643579804253,9.805215815537485
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800,High-CMT,2C,R10MIDDLE_EAST,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,3.7872868015580203,0.8577174819952753
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800,High-CMT,2C,R10NORTH_AM,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.08783769625010968,0.025690765803328644
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800,High-CMT,2C,R10PAC_OECD,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.20882961206320774,0.07514585256077357
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800,High-CMT,2C,R10REF_ECON,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,5.044244596752511,1.3512274561277615
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800,High-CMT,2C,R10REST_ASIA,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,1.7803032911880257,1.0705353923533576
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV,High-CMT,2C,R10AFRICA,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,40.051173674177065,8.625559232063695
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV,High-CMT,2C,R10CHINA+,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,16.244386459984067,4.6705035630792135
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV,High-CMT,2C,R10EUROPE,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.2315335226608066,0.07941182338103091
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV,High-CMT,2C,R10INDIA+,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,3.5520230975453058,1.2254216924016275
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV,High-CMT,2C,R10LATIN_AM,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,64.98976635458315,12.77220927835242
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV,High-CMT,2C,R10MIDDLE_EAST,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,6.877752047530868,1.5023578697310105
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV,High-CMT,2C,R10NORTH_AM,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.09411384425889287,0.02646978860583065
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV,High-CMT,2C,R10PAC_OECD,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.1984185735984018,0.07036018539517766
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV,High-CMT,2C,R10REF_ECON,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,8.644848199009777,2.200342621420519
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV,High-CMT,2C,R10REST_ASIA,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,2.489266869902767,1.4559114940438866
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV-NDCp,High-CMT,2C,R10AFRICA,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,40.07298048127829,8.629460131805262
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV-NDCp,High-CMT,2C,R10CHINA+,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,16.25225754886764,4.670668481627664
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV-NDCp,High-CMT,2C,R10EUROPE,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.30463885757918113,0.10500494723153754
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV-NDCp,High-CMT,2C,R10INDIA+,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,3.542844495070075,1.2221720847775805
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV-NDCp,High-CMT,2C,R10LATIN_AM,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,62.993820095345065,12.423923353633642
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV-NDCp,High-CMT,2C,R10MIDDLE_EAST,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,6.8818159152680165,1.5028992732634578
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV-NDCp,High-CMT,2C,R10NORTH_AM,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.09389692363225645,0.026404663056852247
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV-NDCp,High-CMT,2C,R10PAC_OECD,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,0.19814249681789323,0.07025314307657886
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV-NDCp,High-CMT,2C,R10REF_ECON,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,8.626256163400555,2.195884274885678
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-COV-NDCp,High-CMT,2C,R10REST_ASIA,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,2.4899161821051385,1.4552301054116523
Full,MESSAGEix-GLOBIOM 1.1,ENGAGE-INDCi2030-1800-NDCp,High-CMT,2C,R10AFRICA,T1.00x_G+0.00_Ebase,TRUE,1,1.00x,0,Baseline Gini,Baseline improvement,0.019,0.5,81,27.892466979551866,6.149802785325106
