database,spec_id,is_baseline,threshold_scale,threshold_label,gini_shift,gini_label,efficiency_label,sef_rate,sef_floor,ambition,Region,outcome,Pathway,n_scenarios,median
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10AFRICA,headcount_pct,High-RE,67,6.249986420984966
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10CHINA+,gap_GJ_pc,High-CMT,67,15.670201117927704
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10CHINA+,gap_GJ_pc,High-RE,67,11.294800216324305
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10CHINA+,headcount_pct,High-CMT,67,6.2435115190761055
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10CHINA+,headcount_pct,High-RE,67,4.571945498422949
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10EUROPE,gap_GJ_pc,High-CMT,67,0.704651794974414
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10EUROPE,gap_GJ_pc,High-RE,67,0.2048425277043819
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10EUROPE,headcount_pct,High-CMT,67,0.3187700599057428
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10EUROPE,headcount_pct,High-RE,67,0.12591096074151592
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10INDIA+,gap_GJ_pc,High-CMT,67,3.538638469062053
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10INDIA+,gap_GJ_pc,High-RE,67,1.2691736734585437
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10INDIA+,headcount_pct,High-CMT,67,1.6161155742963722
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10INDIA+,headcount_pct,High-RE,67,0.7967791326239374
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10LATIN_AM,gap_GJ_pc,High-CMT,67,55.22042967832315
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10LATIN_AM,gap_GJ_pc,High-RE,67,33.69437145688754
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10LATIN_AM,headcount_pct,High-CMT,67,14.922424073153243
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10LATIN_AM,headcount_pct,High-RE,67,8.565910735976784
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10MIDDLE_EAST,gap_GJ_pc,High-CMT,67,3.0330438229597934
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10MIDDLE_EAST,gap_GJ_pc,High-RE,67,3.870531375446989
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10MIDDLE_EAST,headcount_pct,High-CMT,67,1.4924384487057516
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10MIDDLE_EAST,headcount_pct,High-RE,67,1.2452596910377003
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10NORTH_AM,gap_GJ_pc,High-CMT,67,0.2936456198406889
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10NORTH_AM,gap_GJ_pc,High-RE,67,0.19331096270794482
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10NORTH_AM,headcount_pct,High-CMT,67,0.09377509822116784
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10NORTH_AM,headcount_pct,High-RE,67,0.06799804139130372
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10PAC_OECD,gap_GJ_pc,High-CMT,67,0.449903591808406
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10PAC_OECD,gap_GJ_pc,High-RE,67,0.5471713574176071
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10PAC_OECD,headcount_pct,High-CMT,67,0.22157976378389707
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10PAC_OECD,headcount_pct,High-RE,67,0.3517937533671887
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10REF_ECON,gap_GJ_pc,High-CMT,67,8.627971192168713
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10REF_ECON,gap_GJ_pc,High-RE,67,6.709141812045438
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10REF_ECON,headcount_pct,High-CMT,67,2.871455081248346
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10REF_ECON,headcount_pct,High-RE,67,1.9850184425883277
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10REST_ASIA,gap_GJ_pc,High-CMT,67,6.585461299373921
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10REST_ASIA,gap_GJ_pc,High-RE,67,12.137955419406184
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10REST_ASIA,headcount_pct,High-CMT,67,4.532414599876393
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,1.5C,R10REST_ASIA,headcount_pct,High-RE,67,3.923724655290158
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,Aggregated R10 regions,gap_GJ_pc,High-CMT,226,13.272835396506427
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,Aggregated R10 regions,gap_GJ_pc,High-RE,230,10.479175908688502
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,Aggregated R10 regions,headcount_pct,High-CMT,226,4.419125466828387
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,Aggregated R10 regions,headcount_pct,High-RE,230,3.4608341163268577
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10AFRICA,gap_GJ_pc,High-CMT,223,35.88968909869332
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10AFRICA,gap_GJ_pc,High-RE,230,21.835739696904298
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10AFRICA,headcount_pct,High-CMT,223,7.989793871158677
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10AFRICA,headcount_pct,High-RE,230,5.762688054104325
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10CHINA+,gap_GJ_pc,High-CMT,226,11.72928002724369
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10CHINA+,gap_GJ_pc,High-RE,230,10.274721297007238
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10CHINA+,headcount_pct,High-CMT,226,4.455715538861513
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10CHINA+,headcount_pct,High-RE,230,4.158144740756064
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10EUROPE,gap_GJ_pc,High-CMT,226,0.3165707754243355
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10EUROPE,gap_GJ_pc,High-RE,230,0.2035339261070675
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10EUROPE,headcount_pct,High-CMT,226,0.1413541027355809
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10EUROPE,headcount_pct,High-RE,230,0.12173115639191195
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10INDIA+,gap_GJ_pc,High-CMT,223,2.855694065164201
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10INDIA+,gap_GJ_pc,High-RE,230,1.199197698037755
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10INDIA+,headcount_pct,High-CMT,223,1.3678754465560843
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10INDIA+,headcount_pct,High-RE,230,0.7271232743687664
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10LATIN_AM,gap_GJ_pc,High-CMT,226,45.77226905864937
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10LATIN_AM,gap_GJ_pc,High-RE,230,35.09707878814244
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10LATIN_AM,headcount_pct,High-CMT,226,12.25167084674553
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10LATIN_AM,headcount_pct,High-RE,230,9.148740321629651
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10MIDDLE_EAST,gap_GJ_pc,High-CMT,223,1.8370586766090247
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10MIDDLE_EAST,gap_GJ_pc,High-RE,230,3.643306357246353
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10MIDDLE_EAST,headcount_pct,High-CMT,223,0.9652590349604665
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10MIDDLE_EAST,headcount_pct,High-RE,230,1.1763868963630792
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10NORTH_AM,gap_GJ_pc,High-CMT,226,0.14386622306215385
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10NORTH_AM,gap_GJ_pc,High-RE,230,0.1796887568807124
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10NORTH_AM,headcount_pct,High-CMT,226,0.051629575425406665
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10NORTH_AM,headcount_pct,High-RE,230,0.07434046198032881
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10PAC_OECD,gap_GJ_pc,High-CMT,223,0.25828666297686725
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10PAC_OECD,gap_GJ_pc,High-RE,226,0.4556665303064047
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10PAC_OECD,headcount_pct,High-CMT,223,0.09852412924176727
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10PAC_OECD,headcount_pct,High-RE,226,0.2930404967147485
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10REF_ECON,gap_GJ_pc,High-CMT,226,6.429987825244192
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10REF_ECON,gap_GJ_pc,High-RE,230,6.548194873460316
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10REF_ECON,headcount_pct,High-CMT,226,1.988419803329073
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10REF_ECON,headcount_pct,High-RE,230,2.08960370102459
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10REST_ASIA,gap_GJ_pc,High-CMT,223,5.609839164167707
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10REST_ASIA,gap_GJ_pc,High-RE,230,10.646216834792458
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10REST_ASIA,headcount_pct,High-CMT,223,3.6994156360263313
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,2C,R10REST_ASIA,headcount_pct,High-RE,230,3.465012694800375
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,Aggregated R10 regions,gap_GJ_pc,High-CMT,293,14.0409653155456
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,Aggregated R10 regions,gap_GJ_pc,High-RE,297,10.65154850245757
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,Aggregated R10 regions,headcount_pct,High-CMT,293,4.620811782747472
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,Aggregated R10 regions,headcount_pct,High-RE,297,3.49903861365731
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10AFRICA,gap_GJ_pc,High-CMT,290,36.60538135822905
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10AFRICA,gap_GJ_pc,High-RE,297,22.269725014092554
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10AFRICA,headcount_pct,High-CMT,290,8.435703622039927
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10AFRICA,headcount_pct,High-RE,297,5.994773570329085
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10CHINA+,gap_GJ_pc,High-CMT,293,12.210875842944239
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10CHINA+,gap_GJ_pc,High-RE,297,10.402406927603588
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10CHINA+,headcount_pct,High-CMT,293,4.714075156801776
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10CHINA+,headcount_pct,High-RE,297,4.204449167065131
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10EUROPE,gap_GJ_pc,High-CMT,293,0.35053131324074954
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10EUROPE,gap_GJ_pc,High-RE,297,0.20436802330193152
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10EUROPE,headcount_pct,High-CMT,293,0.16815947737154546
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10EUROPE,headcount_pct,High-RE,297,0.12188536284771692
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10INDIA+,gap_GJ_pc,High-CMT,290,2.905254489571778
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10INDIA+,gap_GJ_pc,High-RE,297,1.2032577542560459
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10INDIA+,headcount_pct,High-CMT,290,1.430340483009619
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10INDIA+,headcount_pct,High-RE,297,0.7354206370352844
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10LATIN_AM,gap_GJ_pc,High-CMT,293,49.01740729551006
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10LATIN_AM,gap_GJ_pc,High-RE,297,34.80437436785367
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10LATIN_AM,headcount_pct,High-CMT,293,12.83989859146773
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10LATIN_AM,headcount_pct,High-RE,297,8.947124532571735
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10MIDDLE_EAST,gap_GJ_pc,High-CMT,290,2.0616526608643233
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10MIDDLE_EAST,gap_GJ_pc,High-RE,297,3.6723245809925618
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10MIDDLE_EAST,headcount_pct,High-CMT,290,1.0200249714973837
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10MIDDLE_EAST,headcount_pct,High-RE,297,1.184669071689473
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10NORTH_AM,gap_GJ_pc,High-CMT,293,0.22048956867535854
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10NORTH_AM,gap_GJ_pc,High-RE,297,0.18110342671685764
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10NORTH_AM,headcount_pct,High-CMT,293,0.07441316228595737
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10NORTH_AM,headcount_pct,High-RE,297,0.07395080955509298
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10PAC_OECD,gap_GJ_pc,High-CMT,290,0.27054314891204245
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10PAC_OECD,gap_GJ_pc,High-RE,293,0.47990833731511084
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10PAC_OECD,headcount_pct,High-CMT,290,0.11140277537779915
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10PAC_OECD,headcount_pct,High-RE,293,0.31448506854662867
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10REF_ECON,gap_GJ_pc,High-CMT,293,6.800538792129303
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10REF_ECON,gap_GJ_pc,High-RE,297,6.649688175986221
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10REF_ECON,headcount_pct,High-CMT,293,2.179184032371218
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10REF_ECON,headcount_pct,High-RE,297,2.06006144816195
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10REST_ASIA,gap_GJ_pc,High-CMT,290,5.621501135895701
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10REST_ASIA,gap_GJ_pc,High-RE,297,10.810795641350301
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10REST_ASIA,headcount_pct,High-CMT,290,3.772678970450179
Full,T0.75x_G+0.05_Ebase,FALSE,0.75,0.75x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10REST_ASIA,headcount_pct,High-RE,297,3.531699429413504
Full,T0.75x_G+0.05_Efast,FALSE,0.75,0.75x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,Aggregated R10 regions,gap_GJ_pc,High-CMT,67,11.936996325040807
Full,T0.75x_G+0.05_Efast,FALSE,0.75,0.75x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,Aggregated R10 regions,gap_GJ_pc,High-RE,67,8.741598971402643
Full,T0.75x_G+0.05_Efast,FALSE,0.75,0.75x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,Aggregated R10 regions,headcount_pct,High-CMT,67,4.101190697132518
Full,T0.75x_G+0.05_Efast,FALSE,0.75,0.75x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,Aggregated R10 regions,headcount_pct,High-RE,67,2.819891869115794
Full,T0.75x_G+0.05_Efast,FALSE,0.75,0.75x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10AFRICA,gap_GJ_pc,High-CMT,67,27.943239267288423
Full,T0.75x_G+0.05_Efast,FALSE,0.75,0.75x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10AFRICA,gap_GJ_pc,High-RE,67,18.17679799434986
Full,T0.75x_G+0.05_Efast,FALSE,0.75,0.75x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10AFRICA,headcount_pct,High-CMT,67,6.589651567042656
Full,T0.75x_G+0.05_Efast,FALSE,0.75,0.75x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10AFRICA,headcount_pct,High-RE,67,4.800275714355849
Full,T0.75x_G+0.05_Efast,FALSE,0.75,0.75x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10CHINA+,gap_GJ_pc,High-CMT,67,11.645628388732309
Full,T0.75x_G+0.05_Efast,FALSE,0.75,0.75x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10CHINA+,gap_GJ_pc,High-RE,67,8.854553827712456
Full,T0.75x_G+0.05_Efast,FALSE,0.75,0.75x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10CHINA+,headcount_pct,High-CMT,67,4.8257589154023135
Full,T0.75x_G+0.05_Efast,FALSE,0.75,0.75x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10CHINA+,headcount_pct,High-RE,67,3.5612433228858245
Full,T0.75x_G+0.05_Efast,FALSE,0.75,0.75x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10EUROPE,gap_GJ_pc,High-CMT,67,0.4130748162144809
