database,spec_id,is_baseline,threshold_scale,threshold_label,gini_shift,gini_label,efficiency_label,sef_rate,sef_floor,ambition,Region,outcome,Pathway,n_scenarios,median
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10CHINA+,headcount_pct,High-CMT,293,12.96242086553703
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10CHINA+,headcount_pct,High-RE,297,11.909774551917982
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10EUROPE,gap_GJ_pc,High-CMT,293,9.611504368326726
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10EUROPE,gap_GJ_pc,High-RE,297,6.373441101512774
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10EUROPE,headcount_pct,High-CMT,293,2.3045997088145893
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10EUROPE,headcount_pct,High-RE,297,1.921613636659737
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10INDIA+,gap_GJ_pc,High-CMT,290,34.55558013922804
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10INDIA+,gap_GJ_pc,High-RE,297,15.386899938327968
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10INDIA+,headcount_pct,High-CMT,290,7.853902269232844
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10INDIA+,headcount_pct,High-RE,297,4.592882908109363
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10LATIN_AM,gap_GJ_pc,High-CMT,293,184.65461567232796
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10LATIN_AM,gap_GJ_pc,High-RE,297,139.3243667007517
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10LATIN_AM,headcount_pct,High-CMT,293,26.506592404846092
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10LATIN_AM,headcount_pct,High-RE,297,19.904283159372525
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10MIDDLE_EAST,gap_GJ_pc,High-CMT,290,19.695043963096236
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10MIDDLE_EAST,gap_GJ_pc,High-RE,297,32.24832939369154
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10MIDDLE_EAST,headcount_pct,High-CMT,290,5.241725720890967
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10MIDDLE_EAST,headcount_pct,High-RE,297,5.588959865457797
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10NORTH_AM,gap_GJ_pc,High-CMT,293,5.397086531824362
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10NORTH_AM,gap_GJ_pc,High-RE,297,4.676683546967735
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10NORTH_AM,headcount_pct,High-CMT,293,0.9036582081544996
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10NORTH_AM,headcount_pct,High-RE,297,0.9828877718790395
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10PAC_OECD,gap_GJ_pc,High-CMT,290,6.642644877679489
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10PAC_OECD,gap_GJ_pc,High-RE,293,9.902714915052872
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10PAC_OECD,headcount_pct,High-CMT,290,1.4092122119242745
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10PAC_OECD,headcount_pct,High-RE,293,3.3303265455483233
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10REF_ECON,gap_GJ_pc,High-CMT,293,53.84908915213561
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10REF_ECON,gap_GJ_pc,High-RE,297,51.692659069657836
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10REF_ECON,headcount_pct,High-CMT,293,9.08361270394557
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10REF_ECON,headcount_pct,High-RE,297,8.364269438594752
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10REST_ASIA,gap_GJ_pc,High-CMT,290,41.90358294911791
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10REST_ASIA,gap_GJ_pc,High-RE,297,71.36980341883763
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10REST_ASIA,headcount_pct,High-CMT,290,13.330751342687787
Full,T1.25x_G+0.05_Ebase,FALSE,1.25,1.25x,0.05,Gini +0.05,Baseline improvement,0.019,0.5,All ambitions,R10REST_ASIA,headcount_pct,High-RE,297,12.434022554306019
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,Aggregated R10 regions,gap_GJ_pc,High-CMT,67,61.79991543529592
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,Aggregated R10 regions,gap_GJ_pc,High-RE,67,47.68712587007959
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,Aggregated R10 regions,headcount_pct,High-CMT,67,11.702682685155672
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,Aggregated R10 regions,headcount_pct,High-RE,67,8.643038383399531
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10AFRICA,gap_GJ_pc,High-CMT,67,146.32320799117554
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10AFRICA,gap_GJ_pc,High-RE,67,97.06912188692375
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10AFRICA,headcount_pct,High-CMT,67,18.69325166831908
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10AFRICA,headcount_pct,High-RE,67,13.845597009984367
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10CHINA+,gap_GJ_pc,High-CMT,67,57.86612659531445
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10CHINA+,gap_GJ_pc,High-RE,67,44.85256225971544
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10CHINA+,headcount_pct,High-CMT,67,12.914054813288429
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10CHINA+,headcount_pct,High-RE,67,9.99780086117399
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10EUROPE,gap_GJ_pc,High-CMT,67,10.326544993237452
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10EUROPE,gap_GJ_pc,High-RE,67,4.1589421947095015
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10EUROPE,headcount_pct,High-CMT,67,2.3683166692873683
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10EUROPE,headcount_pct,High-RE,67,1.1825587913380364
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10INDIA+,gap_GJ_pc,High-CMT,67,32.935751513591605
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10INDIA+,gap_GJ_pc,High-RE,67,14.16925374865665
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10INDIA+,headcount_pct,High-CMT,67,6.923100133697337
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10INDIA+,headcount_pct,High-RE,67,4.258295116449808
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10LATIN_AM,gap_GJ_pc,High-CMT,67,156.13969213730854
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10LATIN_AM,gap_GJ_pc,High-RE,67,106.02487512194307
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10LATIN_AM,headcount_pct,High-CMT,67,24.625500581669517
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10LATIN_AM,headcount_pct,High-RE,67,15.444994125053837
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10MIDDLE_EAST,gap_GJ_pc,High-CMT,67,15.474723578148009
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10MIDDLE_EAST,gap_GJ_pc,High-RE,67,24.09135280534091
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10MIDDLE_EAST,headcount_pct,High-CMT,67,4.685232592074077
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10MIDDLE_EAST,headcount_pct,High-RE,67,4.079314925203562
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10NORTH_AM,gap_GJ_pc,High-CMT,67,4.225161035346496
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10NORTH_AM,gap_GJ_pc,High-RE,67,2.849393717827238
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10NORTH_AM,headcount_pct,High-CMT,67,0.6641706059608287
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10NORTH_AM,headcount_pct,High-RE,67,0.5219021093939418
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10PAC_OECD,gap_GJ_pc,High-CMT,67,6.790092340749498
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10PAC_OECD,gap_GJ_pc,High-RE,67,7.412034056433727
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10PAC_OECD,headcount_pct,High-CMT,67,1.6010753789940622
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10PAC_OECD,headcount_pct,High-RE,67,2.2667987953624325
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10REF_ECON,gap_GJ_pc,High-CMT,67,44.143566975388154
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10REF_ECON,gap_GJ_pc,High-RE,67,38.270521588876385
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10REF_ECON,headcount_pct,High-CMT,67,7.911313123294539
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10REF_ECON,headcount_pct,High-RE,67,5.936139271208814
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10REST_ASIA,gap_GJ_pc,High-CMT,67,33.521760272493374
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10REST_ASIA,gap_GJ_pc,High-RE,67,61.793508585468885
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10REST_ASIA,headcount_pct,High-CMT,67,11.511653418204054
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,1.5C,R10REST_ASIA,headcount_pct,High-RE,67,10.325935165781676
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,Aggregated R10 regions,gap_GJ_pc,High-CMT,226,53.521551036541005
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,Aggregated R10 regions,gap_GJ_pc,High-RE,230,45.13126827396361
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,Aggregated R10 regions,headcount_pct,High-CMT,226,10.116096008755884
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,Aggregated R10 regions,headcount_pct,High-RE,230,8.302192636999035
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10AFRICA,gap_GJ_pc,High-CMT,223,141.9437828614623
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10AFRICA,gap_GJ_pc,High-RE,230,93.93376227273714
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10AFRICA,headcount_pct,High-CMT,223,17.133523709367825
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10AFRICA,headcount_pct,High-RE,230,13.24082719516941
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10CHINA+,gap_GJ_pc,High-CMT,226,46.56946032659174
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10CHINA+,gap_GJ_pc,High-RE,230,41.361457907044596
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10CHINA+,headcount_pct,High-CMT,226,9.821961053543836
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10CHINA+,headcount_pct,High-RE,230,9.284029521685316
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10EUROPE,gap_GJ_pc,High-CMT,226,6.158032741885027
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10EUROPE,gap_GJ_pc,High-RE,230,4.029447641477841
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10EUROPE,headcount_pct,High-CMT,226,1.3138749973882922
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10EUROPE,headcount_pct,High-RE,230,1.1551926849592415
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10INDIA+,gap_GJ_pc,High-CMT,223,27.88040772226351
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10INDIA+,gap_GJ_pc,High-RE,230,13.458781124188736
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10INDIA+,headcount_pct,High-CMT,223,6.200518214997709
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10INDIA+,headcount_pct,High-RE,230,3.823093193796635
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10LATIN_AM,gap_GJ_pc,High-CMT,226,134.60345559878783
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10LATIN_AM,gap_GJ_pc,High-RE,230,109.4814982722834
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10LATIN_AM,headcount_pct,High-CMT,226,20.789095880608635
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10LATIN_AM,headcount_pct,High-RE,230,16.396691817197848
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10MIDDLE_EAST,gap_GJ_pc,High-CMT,223,10.749672462066377
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10MIDDLE_EAST,gap_GJ_pc,High-RE,230,23.129290294748294
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10MIDDLE_EAST,headcount_pct,High-CMT,223,3.3433542428340006
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10MIDDLE_EAST,headcount_pct,High-RE,230,3.930605040132532
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10NORTH_AM,gap_GJ_pc,High-CMT,226,2.2492537217504243
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10NORTH_AM,gap_GJ_pc,High-RE,230,2.4594233779569996
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10NORTH_AM,headcount_pct,High-CMT,226,0.38741596266150824
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10NORTH_AM,headcount_pct,High-RE,230,0.5008166988914852
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10PAC_OECD,gap_GJ_pc,High-CMT,223,4.529673954120312
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10PAC_OECD,gap_GJ_pc,High-RE,226,6.430108722661567
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10PAC_OECD,headcount_pct,High-CMT,223,0.8614375933445569
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10PAC_OECD,headcount_pct,High-RE,226,1.9957136744977395
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10REF_ECON,gap_GJ_pc,High-CMT,226,35.32580075449974
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10REF_ECON,gap_GJ_pc,High-RE,230,36.455535440474804
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10REF_ECON,headcount_pct,High-CMT,226,5.943931185397348
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10REF_ECON,headcount_pct,High-RE,230,6.196465759576494
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10REST_ASIA,gap_GJ_pc,High-CMT,223,30.32491589567534
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10REST_ASIA,gap_GJ_pc,High-RE,230,55.89533041846299
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10REST_ASIA,headcount_pct,High-CMT,223,10.25810266108249
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,2C,R10REST_ASIA,headcount_pct,High-RE,230,9.425849967868352
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,All ambitions,Aggregated R10 regions,gap_GJ_pc,High-CMT,293,55.23996240733496
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,All ambitions,Aggregated R10 regions,gap_GJ_pc,High-RE,297,45.465031872627
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,All ambitions,Aggregated R10 regions,headcount_pct,High-CMT,293,10.376927724552239
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,All ambitions,Aggregated R10 regions,headcount_pct,High-RE,297,8.419234669017353
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,All ambitions,R10AFRICA,gap_GJ_pc,High-CMT,290,143.98662485002225
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,All ambitions,R10AFRICA,gap_GJ_pc,High-RE,297,95.16023472980119
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,All ambitions,R10AFRICA,headcount_pct,High-CMT,290,17.60622967100518
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,All ambitions,R10AFRICA,headcount_pct,High-RE,297,13.539507371341303
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,All ambitions,R10CHINA+,gap_GJ_pc,High-CMT,293,48.22403468837777
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,All ambitions,R10CHINA+,gap_GJ_pc,High-RE,297,41.70591887154735
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,All ambitions,R10CHINA+,headcount_pct,High-CMT,293,10.269507799434981
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,All ambitions,R10CHINA+,headcount_pct,High-RE,297,9.394371995326606
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,All ambitions,R10EUROPE,gap_GJ_pc,High-CMT,293,6.473071694561632
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,All ambitions,R10EUROPE,gap_GJ_pc,High-RE,297,4.072054205445299
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,All ambitions,R10EUROPE,headcount_pct,High-CMT,293,1.5014765171841244
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,All ambitions,R10EUROPE,headcount_pct,High-RE,297,1.1634617840847028
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,All ambitions,R10INDIA+,gap_GJ_pc,High-CMT,290,28.544165325017886
Full,T1.25x_G+0.05_Efast,FALSE,1.25,1.25x,0.05,Gini +0.05,Faster improvement,0.023,0.4,All ambitions,R10INDIA+,gap_GJ_pc,High-RE,297,13.553886453342978
