database,ambition_view,Region,new_n_cdr,new_n_re,new_median_cdr,new_median_re,new_effect_million_deaths,new_relative_effect_pct,new_favours,old_n_cdr,old_n_re,old_median_cdr,old_median_re,old_effect_million_deaths,old_relative_effect_pct,old_favours,added_cdr,added_re,effect_shift_pct_points,direction_changed
SCI-vetted,1.5C,R10CHINA+,6,6,89.5881775,86.4642075,3.12397,3.48703376625783,High-RE,6,6,89.5881775,86.4642075,3.12397,3.48703376625783,High-RE,0,0,0,FALSE
SCI-vetted,1.5C,R10EUROPE,6,6,16.675512500000004,17.056355,-0.3808424999999964,-2.2838428504071246,High-CDR,6,6,16.675512500000004,17.056355,-0.3808424999999964,-2.2838428504071246,High-CDR,0,0,0,FALSE
SCI-vetted,1.5C,R10INDIA+,6,6,136.3275325,100.12599,36.20154249999999,26.554828533994034,High-RE,6,6,136.3275325,100.12599,36.20154249999999,26.554828533994034,High-RE,0,0,0,FALSE
SCI-vetted,1.5C,R10LATIN_AM,6,6,22.340055,15.87274,6.467314999999999,28.949413956232423,High-RE,6,6,22.340055,15.87274,6.467314999999999,28.949413956232423,High-RE,0,0,0,FALSE
SCI-vetted,1.5C,R10MIDDLE_EAST,6,6,43.195584999999994,45.753834999999995,-2.558250000000001,-5.922480272000024,High-CDR,6,6,43.195584999999994,45.753834999999995,-2.558250000000001,-5.922480272000024,High-CDR,0,0,0,FALSE
SCI-vetted,1.5C,R10NORTH_AM,6,6,7.81337,9.9319875,-2.1186175,-27.115284441924548,High-CDR,6,6,7.81337,9.9319875,-2.1186175,-27.115284441924548,High-CDR,0,0,0,FALSE
SCI-vetted,1.5C,R10PAC_OECD,6,6,5.8691075,4.785665,1.0834425000000003,18.460089545131016,High-RE,6,6,5.8691075,4.785665,1.0834425000000003,18.460089545131016,High-RE,0,0,0,FALSE
SCI-vetted,1.5C,R10REF_ECON,6,6,13.541284999999998,13.8316125,-0.29032750000000185,-2.1440173513813634,High-CDR,6,6,13.541284999999998,13.8316125,-0.29032750000000185,-2.1440173513813634,High-CDR,0,0,0,FALSE
SCI-vetted,1.5C,R10REST_ASIA,6,6,68.082905,56.4121875,11.670717499999995,17.141920574628823,High-RE,6,6,68.082905,56.4121875,11.670717499999997,17.141920574628823,High-RE,0,0,0,FALSE
SCI-vetted,2C,Aggregated R10 regions,63,63,419.717675,442.17121,-22.453534999999988,-5.349675826732812,High-CDR,62,60,419.717675,442.17121,-22.453534999999988,-5.349675826732812,High-CDR,1,3,0,FALSE
SCI-vetted,2C,R10AFRICA,63,63,73.7414,78.200205,-4.458804999999998,-6.046542376466948,High-CDR,62,60,73.707605,76.832695,-3.12509,-4.239847435010268,High-CDR,1,3,-1.80669494145668,FALSE
SCI-vetted,2C,R10CHINA+,63,63,81.144235,92.840965,-11.696730000000002,-14.414739383518747,High-CDR,62,60,81.144235,92.7090475,-11.564812500000002,-14.25216776028513,High-CDR,1,3,-0.16257162323361563,FALSE
SCI-vetted,2C,R10EUROPE,63,63,12.21634,17.823535,-5.607194999999999,-45.89914000428933,High-CDR,62,60,12.21634,17.8237375,-5.607397499999999,-45.900797620236496,High-CDR,1,3,0.0016576159471668461,FALSE
SCI-vetted,2C,R10INDIA+,63,63,114.354115,96.08855,18.265564999999995,15.972809548655066,High-RE,62,60,114.354115,96.0811575,18.272957500000004,15.979274117070474,High-RE,1,3,-0.006464568415408323,FALSE
SCI-vetted,2C,R10LATIN_AM,63,63,13.419615,15.402855,-1.9832400000000003,-14.77866540880644,High-CDR,62,60,13.419615,15.402305,-1.98269,-14.774566930571407,High-CDR,1,3,-0.004098478235032843,FALSE
SCI-vetted,2C,R10MIDDLE_EAST,63,63,43.636585,52.054875,-8.418290000000006,-19.29181671755479,High-CDR,62,60,43.62098,55.186975,-11.565995,-26.514752763463814,High-CDR,1,3,7.222936045909023,FALSE
SCI-vetted,2C,R10NORTH_AM,63,63,6.70137,10.559875,-3.858505,-57.57785348369065,High-CDR,62,60,6.69969,10.5602125,-3.8605224999999983,-57.62240491724241,High-CDR,1,3,0.044551433551760056,FALSE
SCI-vetted,2C,R10PAC_OECD,63,63,4.47825,5.272255,-0.7940050000000003,-17.730251772455762,High-CDR,62,60,4.47825,5.2721325,-0.7938824999999996,-17.72751632892312,High-CDR,1,3,-0.0027354435326429893,FALSE
SCI-vetted,2C,R10REF_ECON,63,63,13.29234,15.63072,-2.338380000000001,-17.591936408487904,High-CDR,62,60,13.29234,15.9542525,-2.6619124999999997,-20.025913420812287,High-CDR,1,3,2.433977012324384,FALSE
SCI-vetted,2C,R10REST_ASIA,63,63,55.98183,55.08901,0.8928200000000004,1.59483889683492,High-RE,62,60,55.98183,55.049512500000006,0.9323174999999964,1.6653930391342981,High-RE,1,3,-0.07055414229937806,FALSE
