model,scenario,Category,r10_region,year,deaths_pm25,deaths_o3,deaths_total,source
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10AFRICA,2010,431975,0,431975,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10AFRICA,2020,469853,0,469853,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10AFRICA,2030,507767,0,507767,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10AFRICA,2040,589938,0,589938,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10AFRICA,2050,739251,0,739251,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10AFRICA,2060,915653,0,915653,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10AFRICA,2070,1121374,0,1121374,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10AFRICA,2080,1348234,0,1348234,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10AFRICA,2090,1594905,0,1594905,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10AFRICA,2100,1864879,0,1864879,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10CHINA+,2010,1588024,0,1588024,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10CHINA+,2020,1659627,0,1659627,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10CHINA+,2030,1567662,0,1567662,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10CHINA+,2040,1063148,0,1063148,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10CHINA+,2050,960452,0,960452,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10CHINA+,2060,895780,0,895780,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10CHINA+,2070,830462,0,830462,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10CHINA+,2080,786240,0,786240,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10CHINA+,2090,743398,0,743398,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10CHINA+,2100,690512,0,690512,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10EUROPE,2010,261163,0,261163,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10EUROPE,2020,234927,0,234927,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10EUROPE,2030,202831,0,202831,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10EUROPE,2040,182453,0,182453,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10EUROPE,2050,195701,0,195701,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10EUROPE,2060,199386,0,199386,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10EUROPE,2070,195720,0,195720,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10EUROPE,2080,202856,0,202856,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10EUROPE,2090,210977,0,210977,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10EUROPE,2100,219428,0,219428,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10INDIA+,2010,1214206,0,1214206,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10INDIA+,2020,1228980,0,1228980,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10INDIA+,2030,1437566,0,1437566,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10INDIA+,2040,944920,0,944920,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10INDIA+,2050,943049,0,943049,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10INDIA+,2060,1049166,0,1049166,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10INDIA+,2070,1166779,0,1166779,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10INDIA+,2080,1257906,0,1257906,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10INDIA+,2090,1325132,0,1325132,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10INDIA+,2100,1364507,0,1364507,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10LATIN_AM,2010,152861,0,152861,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10LATIN_AM,2020,170610,0,170610,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10LATIN_AM,2030,194168,0,194168,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10LATIN_AM,2040,198869,0,198869,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10LATIN_AM,2050,220794,0,220794,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10LATIN_AM,2060,244116,0,244116,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10LATIN_AM,2070,265037,0,265037,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10LATIN_AM,2080,283708,0,283708,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10LATIN_AM,2090,298999,0,298999,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10LATIN_AM,2100,310023,0,310023,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10MIDDLE_EAST,2010,209889,0,209889,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10MIDDLE_EAST,2020,258654,0,258654,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10MIDDLE_EAST,2030,282402,0,282402,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10MIDDLE_EAST,2040,312251,0,312251,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10MIDDLE_EAST,2050,402807,0,402807,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10MIDDLE_EAST,2060,514923,0,514923,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10MIDDLE_EAST,2070,635975,0,635975,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10MIDDLE_EAST,2080,740683,0,740683,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10MIDDLE_EAST,2090,836257,0,836257,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10MIDDLE_EAST,2100,944990,0,944990,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10NORTH_AM,2010,122246,0,122246,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10NORTH_AM,2020,119890,0,119890,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10NORTH_AM,2030,106475,0,106475,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10NORTH_AM,2040,106677,0,106677,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10NORTH_AM,2050,119980,0,119980,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10NORTH_AM,2060,127336,0,127336,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10NORTH_AM,2070,137216,0,137216,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10NORTH_AM,2080,155399,0,155399,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10NORTH_AM,2090,174708,0,174708,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10NORTH_AM,2100,194595,0,194595,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10PAC_OECD,2010,79700,0,79700,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10PAC_OECD,2020,83937,0,83937,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10PAC_OECD,2030,86886,0,86886,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10PAC_OECD,2040,81377,0,81377,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10PAC_OECD,2050,79068,0,79068,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10PAC_OECD,2060,78912,0,78912,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10PAC_OECD,2070,79452,0,79452,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10PAC_OECD,2080,77392,0,77392,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10PAC_OECD,2090,74896,0,74896,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10PAC_OECD,2100,71376,0,71376,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10REF_ECON,2010,274986,0,274986,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10REF_ECON,2020,211245,0,211245,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10REF_ECON,2030,193203,0,193203,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10REF_ECON,2040,156462,0,156462,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10REF_ECON,2050,166995,0,166995,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10REF_ECON,2060,182390,0,182390,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10REF_ECON,2070,202434,0,202434,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10REF_ECON,2080,220880,0,220880,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10REF_ECON,2090,238143,0,238143,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10REF_ECON,2100,259258,0,259258,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10REST_ASIA,2010,607404,0,607404,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10REST_ASIA,2020,660829,0,660829,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10REST_ASIA,2030,692687,0,692687,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10REST_ASIA,2040,600000,0,600000,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10REST_ASIA,2050,645782,0,645782,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10REST_ASIA,2060,728469,0,728469,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10REST_ASIA,2070,803705,0,803705,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10REST_ASIA,2080,882021,0,882021,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10REST_ASIA,2090,940824,0,940824,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1000f,C3,R10REST_ASIA,2100,993657,0,993657,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10AFRICA,2010,431975,0,431975,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10AFRICA,2020,469853,0,469853,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10AFRICA,2030,507767,0,507767,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10AFRICA,2040,590274,0,590274,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10AFRICA,2050,739251,0,739251,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10AFRICA,2060,915370,0,915370,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10AFRICA,2070,1121374,0,1121374,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10AFRICA,2080,1348234,0,1348234,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10AFRICA,2090,1594905,0,1594905,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10AFRICA,2100,1864879,0,1864879,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10CHINA+,2010,1588024,0,1588024,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10CHINA+,2020,1659627,0,1659627,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10CHINA+,2030,1567662,0,1567662,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10CHINA+,2040,1068618,0,1068618,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10CHINA+,2050,966665,0,966665,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10CHINA+,2060,902061,0,902061,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10CHINA+,2070,843644,0,843644,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10CHINA+,2080,812892,0,812892,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10CHINA+,2090,750379,0,750379,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10CHINA+,2100,703174,0,703174,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10EUROPE,2010,261163,0,261163,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10EUROPE,2020,234927,0,234927,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10EUROPE,2030,202831,0,202831,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10EUROPE,2040,182536,0,182536,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10EUROPE,2050,197140,0,197140,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10EUROPE,2060,200336,0,200336,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10EUROPE,2070,202983,0,202983,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10EUROPE,2080,213858,0,213858,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10EUROPE,2090,220927,0,220927,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10EUROPE,2100,230348,0,230348,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10INDIA+,2010,1214206,0,1214206,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10INDIA+,2020,1228980,0,1228980,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10INDIA+,2030,1437566,0,1437566,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10INDIA+,2040,950034,0,950034,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10INDIA+,2050,949491,0,949491,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10INDIA+,2060,1049166,0,1049166,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10INDIA+,2070,1166779,0,1166779,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10INDIA+,2080,1276815,0,1276815,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10INDIA+,2090,1335124,0,1335124,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10INDIA+,2100,1374816,0,1374816,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10LATIN_AM,2010,152861,0,152861,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10LATIN_AM,2020,170610,0,170610,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10LATIN_AM,2030,194168,0,194168,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10LATIN_AM,2040,199243,0,199243,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10LATIN_AM,2050,220794,0,220794,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10LATIN_AM,2060,244116,0,244116,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10LATIN_AM,2070,266656,0,266656,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10LATIN_AM,2080,285645,0,285645,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10LATIN_AM,2090,300264,0,300264,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10LATIN_AM,2100,312234,0,312234,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10MIDDLE_EAST,2010,209889,0,209889,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10MIDDLE_EAST,2020,258654,0,258654,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10MIDDLE_EAST,2030,282402,0,282402,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10MIDDLE_EAST,2040,312809,0,312809,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10MIDDLE_EAST,2050,403562,0,403562,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10MIDDLE_EAST,2060,516145,0,516145,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10MIDDLE_EAST,2070,637931,0,637931,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10MIDDLE_EAST,2080,743855,0,743855,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10MIDDLE_EAST,2090,839832,0,839832,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10MIDDLE_EAST,2100,947362,0,947362,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10NORTH_AM,2010,122246,0,122246,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10NORTH_AM,2020,119890,0,119890,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10NORTH_AM,2030,106475,0,106475,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10NORTH_AM,2040,108137,0,108137,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10NORTH_AM,2050,119980,0,119980,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10NORTH_AM,2060,127566,0,127566,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10NORTH_AM,2070,139594,0,139594,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10NORTH_AM,2080,160572,0,160572,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10NORTH_AM,2090,180539,0,180539,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10NORTH_AM,2100,198034,0,198034,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10PAC_OECD,2010,79700,0,79700,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10PAC_OECD,2020,83937,0,83937,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10PAC_OECD,2030,86886,0,86886,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10PAC_OECD,2040,81377,0,81377,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10PAC_OECD,2050,79068,0,79068,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10PAC_OECD,2060,78912,0,78912,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10PAC_OECD,2070,80003,0,80003,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10PAC_OECD,2080,78507,0,78507,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10PAC_OECD,2090,75408,0,75408,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10PAC_OECD,2100,72352,0,72352,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10REF_ECON,2010,274986,0,274986,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10REF_ECON,2020,211245,0,211245,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10REF_ECON,2030,193203,0,193203,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10REF_ECON,2040,157305,0,157305,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10REF_ECON,2050,166995,0,166995,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10REF_ECON,2060,182390,0,182390,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10REF_ECON,2070,204431,0,204431,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10REF_ECON,2080,223949,0,223949,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10REF_ECON,2090,239699,0,239699,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10REF_ECON,2100,262123,0,262123,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10REST_ASIA,2010,607404,0,607404,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10REST_ASIA,2020,660829,0,660829,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10REST_ASIA,2030,692687,0,692687,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10REST_ASIA,2040,600750,0,600750,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10REST_ASIA,2050,650045,0,650045,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10REST_ASIA,2060,730378,0,730378,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10REST_ASIA,2070,808037,0,808037,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10REST_ASIA,2080,886259,0,886259,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10REST_ASIA,2090,944095,0,944095,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200,C4,R10REST_ASIA,2100,994732,0,994732,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10AFRICA,2010,431975,0,431975,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10AFRICA,2020,469853,0,469853,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10AFRICA,2030,507767,0,507767,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10AFRICA,2040,591374,0,591374,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10AFRICA,2050,736186,0,736186,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10AFRICA,2060,914965,0,914965,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10AFRICA,2070,1118045,0,1118045,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10AFRICA,2080,1341830,0,1341830,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10AFRICA,2090,1590326,0,1590326,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10AFRICA,2100,1859476,0,1859476,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10CHINA+,2010,1588024,0,1588024,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10CHINA+,2020,1659627,0,1659627,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10CHINA+,2030,1567662,0,1567662,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10CHINA+,2040,1100342,0,1100342,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10CHINA+,2050,1002795,0,1002795,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10CHINA+,2060,921230,0,921230,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10CHINA+,2070,850208,0,850208,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10CHINA+,2080,786064,0,786064,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10CHINA+,2090,743398,0,743398,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10CHINA+,2100,690512,0,690512,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10EUROPE,2010,261163,0,261163,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10EUROPE,2020,234927,0,234927,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10EUROPE,2030,202831,0,202831,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10EUROPE,2040,185120,0,185120,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10EUROPE,2050,203075,0,203075,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10EUROPE,2060,208647,0,208647,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10EUROPE,2070,203997,0,203997,original engineered-target run
AIM/CGE V2.2,ENGAGE-INDCi2030-1200f,C4,R10EUROPE,2080,202856,0,202856,original engineered-target run
