model,scenario,Category,r10_region,year,deaths_pm25,deaths_o3,deaths_total,source
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10EUROPE,2020,215295,0,215295,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10EUROPE,2030,171263,0,171263,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10EUROPE,2040,132793,0,132793,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10EUROPE,2050,127827,0,127827,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10EUROPE,2060,137320,0,137320,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10EUROPE,2070,146429,0,146429,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10EUROPE,2080,153657,0,153657,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10EUROPE,2090,158812,0,158812,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10EUROPE,2100,165303,0,165303,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10INDIA+,2010,1243812,0,1243812,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10INDIA+,2020,1393176,0,1393176,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10INDIA+,2030,1581658,0,1581658,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10INDIA+,2040,1334152,0,1334152,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10INDIA+,2050,1193211,0,1193211,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10INDIA+,2060,1302697,0,1302697,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10INDIA+,2070,1430032,0,1430032,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10INDIA+,2080,1517994,0,1517994,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10INDIA+,2090,1561304,0,1561304,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10INDIA+,2100,1568212,0,1568212,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10LATIN_AM,2010,97005,0,97005,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10LATIN_AM,2020,103931,0,103931,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10LATIN_AM,2030,126807,0,126807,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10LATIN_AM,2040,131238,0,131238,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10LATIN_AM,2050,144641,0,144641,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10LATIN_AM,2060,165407,0,165407,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10LATIN_AM,2070,184973,0,184973,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10LATIN_AM,2080,201489,0,201489,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10LATIN_AM,2090,217435,0,217435,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10LATIN_AM,2100,229746,0,229746,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10MIDDLE_EAST,2010,207941,0,207941,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10MIDDLE_EAST,2020,252776,0,252776,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10MIDDLE_EAST,2030,273332,0,273332,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10MIDDLE_EAST,2040,311544,0,311544,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10MIDDLE_EAST,2050,398945,0,398945,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10MIDDLE_EAST,2060,519578,0,519578,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10MIDDLE_EAST,2070,644534,0,644534,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10MIDDLE_EAST,2080,753927,0,753927,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10MIDDLE_EAST,2090,851255,0,851255,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10MIDDLE_EAST,2100,962069,0,962069,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10NORTH_AM,2010,95020,0,95020,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10NORTH_AM,2020,90870,0,90870,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10NORTH_AM,2030,81110,0,81110,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10NORTH_AM,2040,69332,0,69332,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10NORTH_AM,2050,64346,0,64346,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10NORTH_AM,2060,71607,0,71607,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10NORTH_AM,2070,80716,0,80716,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10NORTH_AM,2080,92772,0,92772,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10NORTH_AM,2090,104258,0,104258,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10NORTH_AM,2100,116112,0,116112,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10PAC_OECD,2010,65417,0,65417,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10PAC_OECD,2020,67370,0,67370,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10PAC_OECD,2030,67732,0,67732,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10PAC_OECD,2040,58930,0,58930,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10PAC_OECD,2050,52580,0,52580,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10PAC_OECD,2060,51953,0,51953,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10PAC_OECD,2070,52728,0,52728,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10PAC_OECD,2080,52695,0,52695,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10PAC_OECD,2090,50920,0,50920,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10PAC_OECD,2100,49800,0,49800,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10REF_ECON,2010,163900,0,163900,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10REF_ECON,2020,134766,0,134766,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10REF_ECON,2030,129792,0,129792,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10REF_ECON,2040,121308,0,121308,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10REF_ECON,2050,134108,0,134108,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10REF_ECON,2060,155324,0,155324,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10REF_ECON,2070,180545,0,180545,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10REF_ECON,2080,201678,0,201678,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10REF_ECON,2090,219890,0,219890,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10REF_ECON,2100,238412,0,238412,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10REST_ASIA,2010,446418,0,446418,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10REST_ASIA,2020,511285,0,511285,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10REST_ASIA,2030,575208,0,575208,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10REST_ASIA,2040,553377,0,553377,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10REST_ASIA,2050,593819,0,593819,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10REST_ASIA,2060,680435,0,680435,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10REST_ASIA,2070,755726,0,755726,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10REST_ASIA,2080,829462,0,829462,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10REST_ASIA,2090,879694,0,879694,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800,NA,R10REST_ASIA,2100,928118,0,928118,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10AFRICA,2010,378928,0,378928,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10AFRICA,2020,418357,0,418357,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10AFRICA,2030,464854,0,464854,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10AFRICA,2040,542386,0,542386,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10AFRICA,2050,686308,0,686308,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10AFRICA,2060,854935,0,854935,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10AFRICA,2070,1047495,0,1047495,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10AFRICA,2080,1252237,0,1252237,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10AFRICA,2090,1462542,0,1462542,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10AFRICA,2100,1694891,0,1694891,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10CHINA+,2010,1478431,0,1478431,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10CHINA+,2020,1561438,0,1561438,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10CHINA+,2030,1493158,0,1493158,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10CHINA+,2040,1158278,0,1158278,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10CHINA+,2050,935233,0,935233,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10CHINA+,2060,894630,0,894630,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10CHINA+,2070,849347,0,849347,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10CHINA+,2080,812538,0,812538,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10CHINA+,2090,756835,0,756835,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10CHINA+,2100,708969,0,708969,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10EUROPE,2010,245138,0,245138,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10EUROPE,2020,215295,0,215295,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10EUROPE,2030,171263,0,171263,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10EUROPE,2040,132793,0,132793,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10EUROPE,2050,127827,0,127827,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10EUROPE,2060,137320,0,137320,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10EUROPE,2070,146429,0,146429,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10EUROPE,2080,153657,0,153657,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10EUROPE,2090,158812,0,158812,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10EUROPE,2100,165303,0,165303,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10INDIA+,2010,1243812,0,1243812,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10INDIA+,2020,1393176,0,1393176,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10INDIA+,2030,1581658,0,1581658,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10INDIA+,2040,1334152,0,1334152,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10INDIA+,2050,1193211,0,1193211,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10INDIA+,2060,1302697,0,1302697,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10INDIA+,2070,1430032,0,1430032,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10INDIA+,2080,1517994,0,1517994,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10INDIA+,2090,1561304,0,1561304,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10INDIA+,2100,1568212,0,1568212,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10LATIN_AM,2010,97005,0,97005,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10LATIN_AM,2020,103931,0,103931,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10LATIN_AM,2030,126807,0,126807,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10LATIN_AM,2040,131238,0,131238,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10LATIN_AM,2050,144641,0,144641,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10LATIN_AM,2060,165407,0,165407,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10LATIN_AM,2070,184973,0,184973,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10LATIN_AM,2080,201489,0,201489,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10LATIN_AM,2090,217435,0,217435,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10LATIN_AM,2100,229746,0,229746,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10MIDDLE_EAST,2010,207941,0,207941,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10MIDDLE_EAST,2020,252776,0,252776,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10MIDDLE_EAST,2030,273332,0,273332,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10MIDDLE_EAST,2040,311544,0,311544,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10MIDDLE_EAST,2050,398945,0,398945,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10MIDDLE_EAST,2060,519578,0,519578,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10MIDDLE_EAST,2070,644534,0,644534,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10MIDDLE_EAST,2080,753927,0,753927,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10MIDDLE_EAST,2090,851255,0,851255,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10MIDDLE_EAST,2100,962069,0,962069,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10NORTH_AM,2010,95020,0,95020,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10NORTH_AM,2020,90870,0,90870,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10NORTH_AM,2030,81110,0,81110,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10NORTH_AM,2040,69332,0,69332,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10NORTH_AM,2050,64346,0,64346,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10NORTH_AM,2060,71607,0,71607,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10NORTH_AM,2070,80716,0,80716,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10NORTH_AM,2080,92772,0,92772,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10NORTH_AM,2090,104258,0,104258,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10NORTH_AM,2100,116112,0,116112,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10PAC_OECD,2010,65417,0,65417,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10PAC_OECD,2020,67370,0,67370,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10PAC_OECD,2030,67732,0,67732,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10PAC_OECD,2040,58930,0,58930,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10PAC_OECD,2050,52580,0,52580,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10PAC_OECD,2060,51953,0,51953,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10PAC_OECD,2070,52728,0,52728,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10PAC_OECD,2080,52695,0,52695,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10PAC_OECD,2090,50920,0,50920,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10PAC_OECD,2100,49800,0,49800,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10REF_ECON,2010,163900,0,163900,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10REF_ECON,2020,134766,0,134766,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10REF_ECON,2030,129792,0,129792,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10REF_ECON,2040,121308,0,121308,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10REF_ECON,2050,134108,0,134108,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10REF_ECON,2060,155324,0,155324,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10REF_ECON,2070,180545,0,180545,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10REF_ECON,2080,201678,0,201678,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10REF_ECON,2090,219890,0,219890,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10REF_ECON,2100,238412,0,238412,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10REST_ASIA,2010,446418,0,446418,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10REST_ASIA,2020,511285,0,511285,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10REST_ASIA,2030,575208,0,575208,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10REST_ASIA,2040,553377,0,553377,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10REST_ASIA,2050,593819,0,593819,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10REST_ASIA,2060,680435,0,680435,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10REST_ASIA,2070,755726,0,755726,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10REST_ASIA,2080,829462,0,829462,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10REST_ASIA,2090,879694,0,879694,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1800f,NA,R10REST_ASIA,2100,928118,0,928118,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10AFRICA,2010,378928,0,378928,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10AFRICA,2020,418357,0,418357,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10AFRICA,2030,464854,0,464854,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10AFRICA,2040,543782,0,543782,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10AFRICA,2050,688062,0,688062,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10AFRICA,2060,855908,0,855908,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10AFRICA,2070,1050501,0,1050501,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10AFRICA,2080,1253325,0,1253325,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10AFRICA,2090,1469993,0,1469993,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10AFRICA,2100,1698066,0,1698066,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10CHINA+,2010,1478431,0,1478431,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10CHINA+,2020,1561438,0,1561438,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10CHINA+,2030,1493158,0,1493158,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10CHINA+,2040,1173836,0,1173836,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10CHINA+,2050,953211,0,953211,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10CHINA+,2060,907517,0,907517,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10CHINA+,2070,856085,0,856085,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10CHINA+,2080,819190,0,819190,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10CHINA+,2090,757009,0,757009,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10CHINA+,2100,708969,0,708969,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10EUROPE,2010,245138,0,245138,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10EUROPE,2020,215295,0,215295,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10EUROPE,2030,171263,0,171263,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10EUROPE,2040,134525,0,134525,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10EUROPE,2050,129949,0,129949,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10EUROPE,2060,138409,0,138409,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10EUROPE,2070,147198,0,147198,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10EUROPE,2080,154104,0,154104,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10EUROPE,2090,159151,0,159151,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10EUROPE,2100,165443,0,165443,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10INDIA+,2010,1243812,0,1243812,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10INDIA+,2020,1393176,0,1393176,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10INDIA+,2030,1581658,0,1581658,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10INDIA+,2040,1351654,0,1351654,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10INDIA+,2050,1205280,0,1205280,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10INDIA+,2060,1324437,0,1324437,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10INDIA+,2070,1446614,0,1446614,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10INDIA+,2080,1545262,0,1545262,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10INDIA+,2090,1580646,0,1580646,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10INDIA+,2100,1578265,0,1578265,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10LATIN_AM,2010,97005,0,97005,original engineered-target run
POLES-JRC ENGAGE,ENGAGE-INDCi2030-2000,NA,R10LATIN_AM,2020,103931,0,103931,original engineered-target run
