database,ambition_view,Region,excluded_family,n_cdr,n_re,median_cdr_million_deaths,median_re_million_deaths,direction_coded_difference_million_deaths,loo_effect_pct,favours,pooled_effect_pct,pooled_favours,direction_flip
SCI-vetted,1.5C,R10CHINA+,IMAGE,2,5,74.97582,83.97431,-8.998490000000004,-12.001856065062048,High-CDR,3.48703376625783,High-RE,TRUE
SCI-vetted,1.5C,R10CHINA+,POLES,4,6,94.0979925,86.4642075,7.633785000000003,8.112590712283264,High-RE,3.48703376625783,High-RE,FALSE
SCI-vetted,1.5C,R10CHINA+,REMIND,6,3,89.5881775,89.119805,0.46837250000000097,0.5228061481661472,High-RE,3.48703376625783,High-RE,FALSE
SCI-vetted,1.5C,R10EUROPE,GCAM,6,4,16.675512500000004,13.814824999999999,2.8606875000000045,17.155019973149276,High-RE,-2.2838428504071246,High-CDR,TRUE
SCI-vetted,1.5C,R10EUROPE,IMAGE,2,5,11.84294,15.693855,-3.8509149999999988,-32.516545722599275,High-CDR,-2.2838428504071246,High-CDR,FALSE
SCI-vetted,1.5C,R10EUROPE,POLES,4,6,20.630945,17.056355,3.5745900000000006,17.326351265053543,High-RE,-2.2838428504071246,High-CDR,TRUE
SCI-vetted,1.5C,R10EUROPE,REMIND,6,3,16.675512500000004,18.6016,-1.9260874999999977,-11.550394628051144,High-CDR,-2.2838428504071246,High-CDR,FALSE
SCI-vetted,1.5C,R10INDIA+,GCAM,6,4,136.3275325,95.86377999999999,40.4637525,29.68127696435788,High-RE,26.554828533994034,High-RE,FALSE
SCI-vetted,1.5C,R10INDIA+,IMAGE,2,5,103.17561,95.959835,7.215775000000008,6.993682906260508,High-RE,26.554828533994034,High-RE,FALSE
SCI-vetted,1.5C,R10INDIA+,POLES,4,6,149.97499499999998,100.12599,49.84900499999998,33.23821080974197,High-RE,26.554828533994034,High-RE,FALSE
SCI-vetted,1.5C,R10INDIA+,REMIND,6,3,136.3275325,108.78237,27.54516249999999,20.205135378651402,High-RE,26.554828533994034,High-RE,FALSE
SCI-vetted,1.5C,R10LATIN_AM,GCAM,6,4,22.340055,16.07341,6.2666450000000005,28.05116191522358,High-RE,28.949413956232423,High-RE,FALSE
SCI-vetted,1.5C,R10LATIN_AM,IMAGE,2,5,13.18129,15.869445,-2.688155,-20.393717155149456,High-CDR,28.949413956232423,High-RE,TRUE
SCI-vetted,1.5C,R10LATIN_AM,POLES,4,6,23.1917275,15.87274,7.318987499999999,31.558612871766446,High-RE,28.949413956232423,High-RE,FALSE
SCI-vetted,1.5C,R10LATIN_AM,REMIND,6,3,22.340055,15.4533,6.886754999999999,30.826938429650237,High-RE,28.949413956232423,High-RE,FALSE
SCI-vetted,1.5C,R10MIDDLE_EAST,GCAM,6,4,43.195584999999994,46.572779999999995,-3.3771950000000004,-7.8183800497203615,High-CDR,-5.922480272000024,High-CDR,FALSE
SCI-vetted,1.5C,R10MIDDLE_EAST,IMAGE,2,5,42.87555,46.55683,-3.681280000000001,-8.585965661081902,High-CDR,-5.922480272000024,High-CDR,FALSE
SCI-vetted,1.5C,R10MIDDLE_EAST,POLES,4,6,44.66684,45.753834999999995,-1.0869949999999946,-2.4335614518510704,High-CDR,-5.922480272000024,High-CDR,FALSE
SCI-vetted,1.5C,R10MIDDLE_EAST,REMIND,6,3,43.195584999999994,44.78591,-1.590325000000007,-3.6816841350800256,High-CDR,-5.922480272000024,High-CDR,FALSE
SCI-vetted,1.5C,R10NORTH_AM,GCAM,6,4,7.81337,9.43355,-1.6201800000000004,-20.735994839614666,High-CDR,-27.115284441924548,High-CDR,FALSE
SCI-vetted,1.5C,R10NORTH_AM,IMAGE,2,5,6.46388,9.93086,-3.4669799999999995,-53.63620611768783,High-CDR,-27.115284441924548,High-CDR,FALSE
SCI-vetted,1.5C,R10NORTH_AM,POLES,4,6,10.097985,9.9319875,0.16599749999999958,1.6438675636773037,High-RE,-27.115284441924548,High-CDR,TRUE
SCI-vetted,1.5C,R10NORTH_AM,REMIND,6,3,7.81337,11.61245,-3.799080000000001,-48.62280936394924,High-CDR,-27.115284441924548,High-CDR,FALSE
SCI-vetted,1.5C,R10PAC_OECD,GCAM,6,4,5.8691075,3.6866075,2.1825,37.186233170886716,High-RE,18.460089545131016,High-RE,FALSE
SCI-vetted,1.5C,R10PAC_OECD,IMAGE,2,5,4.32122,3.74688,0.5743400000000003,13.291153887096705,High-RE,18.460089545131016,High-RE,FALSE
SCI-vetted,1.5C,R10PAC_OECD,POLES,4,6,6.0128725,4.785665,1.2272075000000005,20.409671084826766,High-RE,18.460089545131016,High-RE,FALSE
SCI-vetted,1.5C,R10PAC_OECD,REMIND,6,3,5.8691075,5.88055,-0.011442500000000244,-0.19496149968287757,High-CDR,18.460089545131016,High-RE,TRUE
SCI-vetted,1.5C,R10REF_ECON,GCAM,6,4,13.541284999999998,13.587115,-0.04583000000000226,-0.33844646206030127,High-CDR,-2.1440173513813634,High-CDR,FALSE
SCI-vetted,1.5C,R10REF_ECON,IMAGE,2,5,13.00148,13.722405,-0.7209249999999994,-5.544945652341114,High-CDR,-2.1440173513813634,High-CDR,FALSE
SCI-vetted,1.5C,R10REF_ECON,POLES,4,6,14.10518,13.8316125,0.2735675000000004,1.9394825163521514,High-RE,-2.1440173513813634,High-CDR,TRUE
SCI-vetted,1.5C,R10REF_ECON,REMIND,6,3,13.541284999999998,15.03955,-1.4982650000000017,-11.064422615726661,High-CDR,-2.1440173513813634,High-CDR,FALSE
SCI-vetted,1.5C,R10REST_ASIA,GCAM,6,4,68.082905,55.097485,12.985419999999998,19.072952307190768,High-RE,17.141920574628823,High-RE,FALSE
SCI-vetted,1.5C,R10REST_ASIA,IMAGE,2,5,52.574192499999995,55.137975,-2.563782500000002,-4.876503809354756,High-CDR,17.141920574628823,High-RE,TRUE
SCI-vetted,1.5C,R10REST_ASIA,POLES,4,6,73.32125500000001,56.4121875,16.909067500000006,23.061617671437844,High-RE,17.141920574628823,High-RE,FALSE
SCI-vetted,1.5C,R10REST_ASIA,REMIND,6,3,68.082905,59.82404,8.258865,12.130600185171302,High-RE,17.141920574628823,High-RE,FALSE
SCI-vetted,2C,Aggregated R10 regions,GCAM,63,58,419.717675,441.4710625,-21.75338750000003,-5.182861908305394,High-CDR,-5.349675826732812,High-CDR,FALSE
SCI-vetted,2C,Aggregated R10 regions,IMAGE,41,60,410.06586,442.093405,-32.02754500000003,-7.810341733886364,High-CDR,-5.349675826732812,High-CDR,FALSE
SCI-vetted,2C,Aggregated R10 regions,MESSAGEix,63,60,419.717675,442.1323075,-22.41463250000004,-5.340407096270139,High-CDR,-5.349675826732812,High-CDR,FALSE
SCI-vetted,2C,Aggregated R10 regions,POLES,22,63,520.9916250000001,442.17121,78.82041500000014,15.128921698117532,High-RE,-5.349675826732812,High-CDR,TRUE
SCI-vetted,2C,Aggregated R10 regions,REMIND,63,39,419.717675,442.17121,-22.453534999999988,-5.349675826732812,High-CDR,-5.349675826732812,High-CDR,FALSE
SCI-vetted,2C,Aggregated R10 regions,WITCH,63,35,419.717675,456.750175,-37.03250000000003,-8.823192876020775,High-CDR,-5.349675826732812,High-CDR,FALSE
SCI-vetted,2C,R10AFRICA,GCAM,63,58,73.7414,74.74360999999999,-1.002209999999991,-1.359087296959362,High-CDR,-6.046542376466948,High-CDR,FALSE
SCI-vetted,2C,R10AFRICA,IMAGE,41,60,72.94773,75.12715750000001,-2.1794275000000027,-2.9876563671001173,High-CDR,-6.046542376466948,High-CDR,FALSE
SCI-vetted,2C,R10AFRICA,MESSAGEix,63,60,73.7414,78.4568075,-4.715407499999998,-6.39451854724754,High-CDR,-6.046542376466948,High-CDR,FALSE
SCI-vetted,2C,R10AFRICA,POLES,22,63,76.885445,78.200205,-1.3147599999999926,-1.7100245696698413,High-CDR,-6.046542376466948,High-CDR,FALSE
SCI-vetted,2C,R10AFRICA,REMIND,63,39,73.7414,67.4155,6.325900000000004,8.578491864814072,High-RE,-6.046542376466948,High-CDR,TRUE
SCI-vetted,2C,R10AFRICA,WITCH,63,35,73.7414,78.917735,-5.176334999999995,-7.019577876199794,High-CDR,-6.046542376466948,High-CDR,FALSE
SCI-vetted,2C,R10CHINA+,GCAM,63,58,81.144235,92.4616675,-11.31743250000001,-13.947303218768418,High-CDR,-14.414739383518747,High-CDR,FALSE
SCI-vetted,2C,R10CHINA+,IMAGE,41,60,78.76173,92.91892,-14.15719,-17.974706751616555,High-CDR,-14.414739383518747,High-CDR,FALSE
SCI-vetted,2C,R10CHINA+,MESSAGEix,63,60,81.144235,92.56620749999999,-11.421972499999995,-14.076135538156217,High-CDR,-14.414739383518747,High-CDR,FALSE
SCI-vetted,2C,R10CHINA+,POLES,22,63,99.84684250000001,92.840965,7.005877500000011,7.016623985881186,High-RE,-14.414739383518747,High-CDR,TRUE
SCI-vetted,2C,R10CHINA+,REMIND,63,39,81.144235,94.543625,-13.399390000000011,-16.51305234438406,High-CDR,-14.414739383518747,High-CDR,FALSE
SCI-vetted,2C,R10CHINA+,WITCH,63,35,81.144235,88.20026,-7.056025000000005,-8.69565779996571,High-CDR,-14.414739383518747,High-CDR,FALSE
SCI-vetted,2C,R10EUROPE,GCAM,63,58,12.21634,17.804145,-5.587804999999998,-45.74041816124958,High-CDR,-45.89914000428933,High-CDR,FALSE
SCI-vetted,2C,R10EUROPE,IMAGE,41,60,12.066905,17.82121,-5.7543050000000004,-47.68666861966677,High-CDR,-45.89914000428933,High-CDR,FALSE
SCI-vetted,2C,R10EUROPE,MESSAGEix,63,60,12.21634,17.8272925,-5.610952499999998,-45.92989798908673,High-CDR,-45.89914000428933,High-CDR,FALSE
SCI-vetted,2C,R10EUROPE,POLES,22,63,21.986829999999998,17.823535,4.163294999999998,18.935403602975047,High-RE,-45.89914000428933,High-CDR,TRUE
SCI-vetted,2C,R10EUROPE,REMIND,63,39,12.21634,17.971865,-5.7555250000000004,-47.113333453391114,High-CDR,-45.89914000428933,High-CDR,FALSE
SCI-vetted,2C,R10EUROPE,WITCH,63,35,12.21634,12.651685,-0.43534499999999987,-3.563628713673652,High-CDR,-45.89914000428933,High-CDR,FALSE
SCI-vetted,2C,R10INDIA+,GCAM,63,58,114.354115,96.02537749999999,18.328737500000003,16.02805242294954,High-RE,15.972809548655066,High-RE,FALSE
SCI-vetted,2C,R10INDIA+,IMAGE,41,60,110.227135,96.073765,14.15337000000001,12.840186765264296,High-RE,15.972809548655066,High-RE,FALSE
SCI-vetted,2C,R10INDIA+,MESSAGEix,63,60,114.354115,96.073765,18.28035,15.98573868548587,High-RE,15.972809548655066,High-RE,FALSE
SCI-vetted,2C,R10INDIA+,POLES,22,63,155.23187000000001,96.08855,59.14332000000002,38.09998552487966,High-RE,15.972809548655066,High-RE,FALSE
SCI-vetted,2C,R10INDIA+,REMIND,63,39,114.354115,93.17033,21.183784999999986,18.524724711480637,High-RE,15.972809548655066,High-RE,FALSE
SCI-vetted,2C,R10INDIA+,WITCH,63,35,114.354115,111.833015,2.52109999999999,2.204643007381055,High-RE,15.972809548655066,High-RE,FALSE
SCI-vetted,2C,R10LATIN_AM,GCAM,63,58,13.419615,15.39014,-1.9705250000000003,-14.683916043791125,High-CDR,-14.77866540880644,High-CDR,FALSE
SCI-vetted,2C,R10LATIN_AM,IMAGE,41,60,13.312265,15.3959475,-2.0836825,-15.652351421790359,High-CDR,-14.77866540880644,High-CDR,FALSE
SCI-vetted,2C,R10LATIN_AM,MESSAGEix,63,60,13.419615,15.4067875,-1.9871724999999998,-14.80796952818691,High-CDR,-14.77866540880644,High-CDR,FALSE
SCI-vetted,2C,R10LATIN_AM,POLES,22,63,22.2724275,15.402855,6.8695724999999985,30.843393698329464,High-RE,-14.77866540880644,High-CDR,TRUE
SCI-vetted,2C,R10LATIN_AM,REMIND,63,39,13.419615,15.401755,-1.9821399999999993,-14.77046845233637,High-CDR,-14.77866540880644,High-CDR,FALSE
SCI-vetted,2C,R10LATIN_AM,WITCH,63,35,13.419615,15.593695,-2.17408,-16.20076283857622,High-CDR,-14.77866540880644,High-CDR,FALSE
SCI-vetted,2C,R10MIDDLE_EAST,GCAM,63,58,43.636585,58.39774,-14.761155000000002,-33.82747527103692,High-CDR,-19.29181671755479,High-CDR,FALSE
SCI-vetted,2C,R10MIDDLE_EAST,IMAGE,41,60,43.35673,58.284255,-14.927525000000003,-34.42954530934414,High-CDR,-19.29181671755479,High-CDR,FALSE
SCI-vetted,2C,R10MIDDLE_EAST,MESSAGEix,63,60,43.636585,51.452345,-7.8157600000000045,-17.91102580552535,High-CDR,-19.29181671755479,High-CDR,FALSE
SCI-vetted,2C,R10MIDDLE_EAST,POLES,22,63,47.21089,52.054875,-4.8439850000000035,-10.26031282189343,High-CDR,-19.29181671755479,High-CDR,FALSE
SCI-vetted,2C,R10MIDDLE_EAST,REMIND,63,39,43.636585,68.07422,-24.437635,-56.00262944499438,High-CDR,-19.29181671755479,High-CDR,FALSE
SCI-vetted,2C,R10MIDDLE_EAST,WITCH,63,35,43.636585,46.83738,-3.2007950000000065,-7.335117997891005,High-CDR,-19.29181671755479,High-CDR,FALSE
SCI-vetted,2C,R10NORTH_AM,GCAM,63,58,6.70137,10.5506025,-3.8492325000000003,-57.43948625430323,High-CDR,-57.57785348369065,High-CDR,FALSE
SCI-vetted,2C,R10NORTH_AM,IMAGE,41,60,6.56489,10.560212499999999,-3.9953224999999986,-60.858940515377995,High-CDR,-57.57785348369065,High-CDR,FALSE
SCI-vetted,2C,R10NORTH_AM,MESSAGEix,63,60,6.70137,10.57101,-3.8696399999999995,-57.74401353753038,High-CDR,-57.57785348369065,High-CDR,FALSE
SCI-vetted,2C,R10NORTH_AM,POLES,22,63,10.69381,10.559875,0.13393499999999925,1.2524535221777764,High-RE,-57.57785348369065,High-CDR,TRUE
SCI-vetted,2C,R10NORTH_AM,REMIND,63,39,6.70137,10.604115,-3.9027450000000004,-58.23801700249353,High-CDR,-57.57785348369065,High-CDR,FALSE
SCI-vetted,2C,R10NORTH_AM,WITCH,63,35,6.70137,9.470455,-2.7690849999999996,-41.32117760995139,High-CDR,-57.57785348369065,High-CDR,FALSE
SCI-vetted,2C,R10PAC_OECD,GCAM,63,58,4.47825,5.271465,-0.793215,-17.712610952939205,High-CDR,-17.730251772455762,High-CDR,FALSE
SCI-vetted,2C,R10PAC_OECD,IMAGE,41,60,4.42293,5.271965,-0.8490349999999998,-19.19621156111446,High-CDR,-17.730251772455762,High-CDR,FALSE
SCI-vetted,2C,R10PAC_OECD,MESSAGEix,63,60,4.47825,5.271965,-0.7937149999999997,-17.723776028582588,High-CDR,-17.730251772455762,High-CDR,FALSE
SCI-vetted,2C,R10PAC_OECD,POLES,22,63,6.1757775,5.272255,0.9035224999999993,14.630101230168986,High-RE,-17.730251772455762,High-CDR,TRUE
SCI-vetted,2C,R10PAC_OECD,REMIND,63,39,4.47825,5.311775,-0.8335249999999998,-18.612739351309102,High-CDR,-17.730251772455762,High-CDR,FALSE
SCI-vetted,2C,R10PAC_OECD,WITCH,63,35,4.47825,3.74459,0.73366,16.382738793055324,High-RE,-17.730251772455762,High-CDR,TRUE
SCI-vetted,2C,R10REF_ECON,GCAM,63,58,13.29234,15.167132500000001,-1.8747925000000016,-14.104307443234235,High-CDR,-17.591936408487904,High-CDR,FALSE
SCI-vetted,2C,R10REF_ECON,IMAGE,41,60,13.188415000000001,15.954252499999999,-2.765837499999998,-20.97172025599739,High-CDR,-17.591936408487904,High-CDR,FALSE
SCI-vetted,2C,R10REF_ECON,MESSAGEix,63,60,13.29234,15.954252499999999,-2.6619124999999997,-20.025913420812287,High-CDR,-17.591936408487904,High-CDR,FALSE
SCI-vetted,2C,R10REF_ECON,POLES,22,63,14.7101,15.63072,-0.9206199999999995,-6.258421084832866,High-CDR,-17.591936408487904,High-CDR,FALSE
SCI-vetted,2C,R10REF_ECON,REMIND,63,39,13.29234,16.61686,-3.3245199999999997,-25.010795691353067,High-CDR,-17.591936408487904,High-CDR,FALSE
SCI-vetted,2C,R10REF_ECON,WITCH,63,35,13.29234,13.554465,-0.26212500000000105,-1.9720004152767765,High-CDR,-17.591936408487904,High-CDR,FALSE
SCI-vetted,2C,R10REST_ASIA,GCAM,63,58,55.98183,54.945657499999996,1.0361725000000064,1.8509085894476947,High-RE,1.59483889683492,High-RE,FALSE
SCI-vetted,2C,R10REST_ASIA,IMAGE,41,60,54.92546,55.008390000000006,-0.08293000000000461,-0.15098644599427044,High-CDR,1.59483889683492,High-RE,TRUE
SCI-vetted,2C,R10REST_ASIA,MESSAGEix,63,60,55.98183,55.008390000000006,0.9734399999999965,1.7388499089793894,High-RE,1.59483889683492,High-RE,FALSE
SCI-vetted,2C,R10REST_ASIA,POLES,22,63,66.707795,55.08901,11.618785000000003,17.417432250608798,High-RE,1.59483889683492,High-RE,FALSE
SCI-vetted,2C,R10REST_ASIA,REMIND,63,39,55.98183,52.33421,3.6476200000000034,6.51572126170224,High-RE,1.59483889683492,High-RE,FALSE
SCI-vetted,2C,R10REST_ASIA,WITCH,63,35,55.98183,60.70741,-4.725580000000001,-8.441274606421407,High-CDR,1.59483889683492,High-RE,TRUE
