database,Region,amb,family,Model,project,n_cdr,n_re,median_cdr_million_deaths,median_re_million_deaths,comparable,robust,direction_coded_difference_million_deaths,relative_effect_pct,favours,matched_unit
Full,R10LATIN_AM,2C,REMIND,REMIND-MAgPIE 1.7-3.0,CD,0,5,NA,15.277785,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | CD | 2C
Full,R10LATIN_AM,2C,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,0,4,NA,15.3002775,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | COMMIT | 2C
Full,R10LATIN_AM,2C,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,0,5,NA,15.277545,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | PEP | 2C
Full,R10LATIN_AM,2C,REMIND,REMIND-MAgPIE 2.1-4.2,CEMICS,0,1,NA,15.08151,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | CEMICS | 2C
Full,R10LATIN_AM,2C,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,0,59,NA,15.698695,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | ENGAGE | 2C
Full,R10LATIN_AM,2C,REMIND,REMIND-MAgPIE 2.1-4.2,NGFS Phase 2,0,2,NA,15.118007500000001,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | NGFS Phase 2 | 2C
Full,R10LATIN_AM,2C,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,0,3,NA,14.58609,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | SusDev | 2C
Full,R10LATIN_AM,2C,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,0,3,NA,15.60589,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.3 | DeepElectrification | 2C
Full,R10LATIN_AM,2C,REMIND,REMIND-MAgPIE 3.2-4.6,SHAPE,0,2,NA,14.892027500000001,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2-4.6 | SHAPE | 2C
Full,R10LATIN_AM,2C,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,0,5,NA,15.822505,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2.0-4.8.0 | RESCUE | 2C
Full,R10LATIN_AM,2C,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,0,5,NA,16.462585,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.3-4.8 | NGFS Phase 5 | 2C
Full,R10LATIN_AM,2C,REMIND,REMIND-Transport 2.1,Transport,0,8,NA,15.703135,FALSE,FALSE,NA,NA,NA,REMIND-Transport 2.1 | Transport | 2C
Full,R10LATIN_AM,2C,WITCH,WITCH 5.0,COMMIT,2,1,15.211755,15.030135,TRUE,FALSE,0.18162000000000056,1.1939450773431504,High-RE,WITCH 5.0 | COMMIT | 2C
Full,R10LATIN_AM,2C,WITCH,WITCH 5.0,ENGAGE,0,2,NA,15.36712,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | ENGAGE | 2C
Full,R10LATIN_AM,2C,WITCH,WITCH 5.0,NAVIGATE,0,4,NA,14.966864999999999,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | NAVIGATE | 2C
Full,R10MIDDLE_EAST,1.5C,AIM,AIM/CGE V2.2,ENGAGE,1,0,42.889415,NA,FALSE,FALSE,NA,NA,NA,AIM/CGE V2.2 | ENGAGE | 1.5C
Full,R10MIDDLE_EAST,1.5C,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,0,1,NA,44.78591,FALSE,FALSE,NA,NA,NA,GCAM 6.0 NGFS | NGFS Phase 5 | 1.5C
Full,R10MIDDLE_EAST,1.5C,IMAGE,IMAGE 3.2,SSP2021,12,0,43.777325,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.2 | SSP2021 | 1.5C
Full,R10MIDDLE_EAST,1.5C,IMAGE,IMAGE 3.3,GEO7,2,0,42.308342499999995,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | GEO7 | 1.5C
Full,R10MIDDLE_EAST,1.5C,IMAGE,IMAGE 3.3,SHAPE,9,0,43.628795,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | SHAPE | 1.5C
Full,R10MIDDLE_EAST,1.5C,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,11,0,58.94052,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.1 | ENGAGE | 1.5C
Full,R10MIDDLE_EAST,1.5C,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,1,0,59.080045,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.1 | NGFS Phase 2 | 1.5C
Full,R10MIDDLE_EAST,1.5C,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,5,0,58.889965,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.2 | COVID | 1.5C
Full,R10MIDDLE_EAST,1.5C,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,6,3,57.123275,53.47191,TRUE,TRUE,3.6513649999999984,6.392079235653065,High-RE,MESSAGEix-GLOBIOM GEI 1.0 | GEI | 1.5C
Full,R10MIDDLE_EAST,1.5C,POLES,POLES-JRC ENGAGE,ENGAGE,4,0,42.866065000000006,NA,FALSE,FALSE,NA,NA,NA,POLES-JRC ENGAGE | ENGAGE | 1.5C
Full,R10MIDDLE_EAST,1.5C,REMIND,REMIND 2.1,R2p1,0,2,NA,46.200395,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | R2p1 | 1.5C
Full,R10MIDDLE_EAST,1.5C,REMIND,REMIND-Buildings 2.0,BEG,0,2,NA,46.2951425,FALSE,FALSE,NA,NA,NA,REMIND-Buildings 2.0 | BEG | 1.5C
Full,R10MIDDLE_EAST,1.5C,REMIND,REMIND-MAgPIE 1.7-3.0,CD,0,4,NA,46.8416675,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | CD | 1.5C
Full,R10MIDDLE_EAST,1.5C,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,0,3,NA,46.913505,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | COMMIT | 1.5C
Full,R10MIDDLE_EAST,1.5C,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,0,13,NA,46.14054,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | PEP | 1.5C
Full,R10MIDDLE_EAST,1.5C,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,0,19,NA,46.20705,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | ENGAGE | 1.5C
Full,R10MIDDLE_EAST,1.5C,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,0,2,NA,45.941919999999996,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | SusDev | 1.5C
Full,R10MIDDLE_EAST,1.5C,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,0,1,NA,45.8178,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.3 | DeepElectrification | 1.5C
Full,R10MIDDLE_EAST,1.5C,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,0,3,NA,46.55683,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2.0-4.8.0 | RESCUE | 1.5C
Full,R10MIDDLE_EAST,1.5C,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,0,1,NA,48.691835,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.3-4.8 | NGFS Phase 5 | 1.5C
Full,R10MIDDLE_EAST,1.5C,WITCH,WITCH 5.0,ENGAGE,6,0,67.4981375,NA,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | ENGAGE | 1.5C
Full,R10MIDDLE_EAST,2C,AIM,AIM/CGE V2.2,ENGAGE,20,4,43.584554999999995,43.055895,TRUE,TRUE,0.528659999999995,1.2129526158979829,High-RE,AIM/CGE V2.2 | ENGAGE | 2C
Full,R10MIDDLE_EAST,2C,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,0,4,NA,45.843545000000006,FALSE,FALSE,NA,NA,NA,GCAM 6.0 NGFS | NGFS Phase 5 | 2C
Full,R10MIDDLE_EAST,2C,GCAM,GCAM 7.0,IAM,3,0,47.493905,NA,FALSE,FALSE,NA,NA,NA,GCAM 7.0 | IAM | 2C
Full,R10MIDDLE_EAST,2C,IMAGE,IMAGE 3.0,ENGAGE,20,0,47.264062499999994,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.0 | ENGAGE | 2C
Full,R10MIDDLE_EAST,2C,IMAGE,IMAGE 3.2,SSP2021,8,2,44.0901225,43.534955,TRUE,FALSE,0.5551675000000031,1.2591652472727948,High-RE,IMAGE 3.2 | SSP2021 | 2C
Full,R10MIDDLE_EAST,2C,IMAGE,IMAGE 3.3,NAVIGATE,8,0,45.521645,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | NAVIGATE | 2C
Full,R10MIDDLE_EAST,2C,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,60,17,59.890515,58.011635,TRUE,TRUE,1.8788800000000023,3.137191256411808,High-RE,MESSAGEix-GLOBIOM 1.1 | ENGAGE | 2C
Full,R10MIDDLE_EAST,2C,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,1,1,59.393025,56.707175,TRUE,FALSE,2.685850000000002,4.522164008315794,High-RE,MESSAGEix-GLOBIOM 1.1 | NGFS Phase 2 | 2C
Full,R10MIDDLE_EAST,2C,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,5,0,59.48171,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.2 | COVID | 2C
Full,R10MIDDLE_EAST,2C,MESSAGEix,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5,0,2,NA,58.284255,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS | NGFS Phase 5 | 2C
Full,R10MIDDLE_EAST,2C,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,6,1,60.57112,57.649875,TRUE,FALSE,2.921244999999999,4.822834710667392,High-RE,MESSAGEix-GLOBIOM GEI 1.0 | GEI | 2C
Full,R10MIDDLE_EAST,2C,POLES,POLES-JRC ENGAGE,ENGAGE,56,0,43.2240575,NA,FALSE,FALSE,NA,NA,NA,POLES-JRC ENGAGE | ENGAGE | 2C
Full,R10MIDDLE_EAST,2C,REMIND,REMIND 2.1,CEMICS,0,1,NA,47.047915,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | CEMICS | 2C
Full,R10MIDDLE_EAST,2C,REMIND,REMIND 2.1,LeastTotalCost,0,11,NA,46.54457,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | LeastTotalCost | 2C
Full,R10MIDDLE_EAST,2C,REMIND,REMIND 2.1,R2p1,0,8,NA,46.561372500000004,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | R2p1 | 2C
Full,R10MIDDLE_EAST,2C,REMIND,REMIND 2.1,TechCost,0,9,NA,46.47228,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | TechCost | 2C
Full,R10MIDDLE_EAST,2C,REMIND,REMIND 3.0,NAVIGATE,0,3,NA,46.62598,FALSE,FALSE,NA,NA,NA,REMIND 3.0 | NAVIGATE | 2C
Full,R10MIDDLE_EAST,2C,REMIND,REMIND-MAgPIE 1.7-3.0,CD,0,5,NA,46.99033,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | CD | 2C
Full,R10MIDDLE_EAST,2C,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,0,4,NA,46.7359725,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | COMMIT | 2C
Full,R10MIDDLE_EAST,2C,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,0,5,NA,46.654,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | PEP | 2C
Full,R10MIDDLE_EAST,2C,REMIND,REMIND-MAgPIE 2.1-4.2,CEMICS,0,1,NA,47.043815,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | CEMICS | 2C
Full,R10MIDDLE_EAST,2C,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,0,59,NA,46.550585,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | ENGAGE | 2C
Full,R10MIDDLE_EAST,2C,REMIND,REMIND-MAgPIE 2.1-4.2,NGFS Phase 2,0,2,NA,46.2404825,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | NGFS Phase 2 | 2C
Full,R10MIDDLE_EAST,2C,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,0,3,NA,46.591875,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | SusDev | 2C
Full,R10MIDDLE_EAST,2C,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,0,3,NA,46.14576,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.3 | DeepElectrification | 2C
Full,R10MIDDLE_EAST,2C,REMIND,REMIND-MAgPIE 3.2-4.6,SHAPE,0,2,NA,47.01195,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2-4.6 | SHAPE | 2C
Full,R10MIDDLE_EAST,2C,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,0,5,NA,46.51672,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2.0-4.8.0 | RESCUE | 2C
Full,R10MIDDLE_EAST,2C,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,0,5,NA,51.31064,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.3-4.8 | NGFS Phase 5 | 2C
Full,R10MIDDLE_EAST,2C,REMIND,REMIND-Transport 2.1,Transport,0,8,NA,46.15169,FALSE,FALSE,NA,NA,NA,REMIND-Transport 2.1 | Transport | 2C
Full,R10MIDDLE_EAST,2C,WITCH,WITCH 5.0,COMMIT,2,1,67.54534749999999,66.764755,TRUE,FALSE,0.7805924999999974,1.1556569458762462,High-RE,WITCH 5.0 | COMMIT | 2C
Full,R10MIDDLE_EAST,2C,WITCH,WITCH 5.0,ENGAGE,0,2,NA,68.78295,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | ENGAGE | 2C
Full,R10MIDDLE_EAST,2C,WITCH,WITCH 5.0,NAVIGATE,0,4,NA,67.1294675,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | NAVIGATE | 2C
Full,R10NORTH_AM,1.5C,AIM,AIM/CGE V2.2,ENGAGE,1,0,10.61145,NA,FALSE,FALSE,NA,NA,NA,AIM/CGE V2.2 | ENGAGE | 1.5C
Full,R10NORTH_AM,1.5C,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,0,1,NA,11.61245,FALSE,FALSE,NA,NA,NA,GCAM 6.0 NGFS | NGFS Phase 5 | 1.5C
Full,R10NORTH_AM,1.5C,IMAGE,IMAGE 3.2,SSP2021,12,0,9.0956075,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.2 | SSP2021 | 1.5C
Full,R10NORTH_AM,1.5C,IMAGE,IMAGE 3.3,GEO7,2,0,8.652605,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | GEO7 | 1.5C
Full,R10NORTH_AM,1.5C,IMAGE,IMAGE 3.3,SHAPE,9,0,9.38093,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | SHAPE | 1.5C
Full,R10NORTH_AM,1.5C,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,11,0,6.399125,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.1 | ENGAGE | 1.5C
Full,R10NORTH_AM,1.5C,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,1,0,6.395245,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.1 | NGFS Phase 2 | 1.5C
Full,R10NORTH_AM,1.5C,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,5,0,6.37577,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.2 | COVID | 1.5C
Full,R10NORTH_AM,1.5C,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,6,3,7.36891,7.132085,TRUE,TRUE,0.23682499999999962,3.2138403101679844,High-RE,MESSAGEix-GLOBIOM GEI 1.0 | GEI | 1.5C
Full,R10NORTH_AM,1.5C,POLES,POLES-JRC ENGAGE,ENGAGE,4,0,6.451639999999999,NA,FALSE,FALSE,NA,NA,NA,POLES-JRC ENGAGE | ENGAGE | 1.5C
Full,R10NORTH_AM,1.5C,REMIND,REMIND 2.1,R2p1,0,2,NA,8.936185,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | R2p1 | 1.5C
Full,R10NORTH_AM,1.5C,REMIND,REMIND-Buildings 2.0,BEG,0,2,NA,8.91576,FALSE,FALSE,NA,NA,NA,REMIND-Buildings 2.0 | BEG | 1.5C
Full,R10NORTH_AM,1.5C,REMIND,REMIND-MAgPIE 1.7-3.0,CD,0,4,NA,13.5393975,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | CD | 1.5C
Full,R10NORTH_AM,1.5C,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,0,3,NA,12.95861,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | COMMIT | 1.5C
Full,R10NORTH_AM,1.5C,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,0,13,NA,12.2634,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | PEP | 1.5C
Full,R10NORTH_AM,1.5C,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,0,19,NA,8.92411,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | ENGAGE | 1.5C
Full,R10NORTH_AM,1.5C,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,0,2,NA,8.901305,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | SusDev | 1.5C
Full,R10NORTH_AM,1.5C,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,0,1,NA,8.87797,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.3 | DeepElectrification | 1.5C
Full,R10NORTH_AM,1.5C,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,0,3,NA,8.91179,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2.0-4.8.0 | RESCUE | 1.5C
Full,R10NORTH_AM,1.5C,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,0,1,NA,9.93086,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.3-4.8 | NGFS Phase 5 | 1.5C
Full,R10NORTH_AM,1.5C,WITCH,WITCH 5.0,ENGAGE,6,0,10.61156,NA,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | ENGAGE | 1.5C
Full,R10NORTH_AM,2C,AIM,AIM/CGE V2.2,ENGAGE,20,4,11.1391475,10.8186625,TRUE,TRUE,0.3204849999999997,2.877105272194301,High-RE,AIM/CGE V2.2 | ENGAGE | 2C
Full,R10NORTH_AM,2C,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,0,4,NA,12.279785,FALSE,FALSE,NA,NA,NA,GCAM 6.0 NGFS | NGFS Phase 5 | 2C
Full,R10NORTH_AM,2C,GCAM,GCAM 7.0,IAM,3,0,14.701405,NA,FALSE,FALSE,NA,NA,NA,GCAM 7.0 | IAM | 2C
Full,R10NORTH_AM,2C,IMAGE,IMAGE 3.0,ENGAGE,20,0,10.63171,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.0 | ENGAGE | 2C
Full,R10NORTH_AM,2C,IMAGE,IMAGE 3.2,SSP2021,8,2,9.041525,8.651589999999999,TRUE,FALSE,0.38993500000000125,4.312712733747916,High-RE,IMAGE 3.2 | SSP2021 | 2C
Full,R10NORTH_AM,2C,IMAGE,IMAGE 3.3,NAVIGATE,8,0,11.964355,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | NAVIGATE | 2C
Full,R10NORTH_AM,2C,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,60,17,6.816545,6.783815,TRUE,TRUE,0.032729999999999926,0.4801552692749762,High-RE,MESSAGEix-GLOBIOM 1.1 | ENGAGE | 2C
Full,R10NORTH_AM,2C,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,1,1,6.70023,7.59302,TRUE,FALSE,-0.8927899999999998,-13.324766463240808,High-CDR,MESSAGEix-GLOBIOM 1.1 | NGFS Phase 2 | 2C
Full,R10NORTH_AM,2C,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,5,0,6.621125,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.2 | COVID | 2C
Full,R10NORTH_AM,2C,MESSAGEix,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5,0,2,NA,9.37857,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS | NGFS Phase 5 | 2C
Full,R10NORTH_AM,2C,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,6,1,8.018335,7.442065,TRUE,FALSE,0.5762700000000001,7.186903515505402,High-RE,MESSAGEix-GLOBIOM GEI 1.0 | GEI | 2C
Full,R10NORTH_AM,2C,POLES,POLES-JRC ENGAGE,ENGAGE,56,0,6.5197775,NA,FALSE,FALSE,NA,NA,NA,POLES-JRC ENGAGE | ENGAGE | 2C
Full,R10NORTH_AM,2C,REMIND,REMIND 2.1,CEMICS,0,1,NA,8.19522,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | CEMICS | 2C
Full,R10NORTH_AM,2C,REMIND,REMIND 2.1,LeastTotalCost,0,11,NA,8.97222,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | LeastTotalCost | 2C
Full,R10NORTH_AM,2C,REMIND,REMIND 2.1,R2p1,0,8,NA,8.206895,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | R2p1 | 2C
Full,R10NORTH_AM,2C,REMIND,REMIND 2.1,TechCost,0,9,NA,8.95518,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | TechCost | 2C
Full,R10NORTH_AM,2C,REMIND,REMIND 3.0,NAVIGATE,0,3,NA,8.02988,FALSE,FALSE,NA,NA,NA,REMIND 3.0 | NAVIGATE | 2C
Full,R10NORTH_AM,2C,REMIND,REMIND-MAgPIE 1.7-3.0,CD,0,5,NA,12.18197,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | CD | 2C
Full,R10NORTH_AM,2C,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,0,4,NA,11.561900000000001,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | COMMIT | 2C
Full,R10NORTH_AM,2C,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,0,5,NA,11.21836,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | PEP | 2C
Full,R10NORTH_AM,2C,REMIND,REMIND-MAgPIE 2.1-4.2,CEMICS,0,1,NA,8.19346,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | CEMICS | 2C
Full,R10NORTH_AM,2C,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,0,59,NA,8.92639,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | ENGAGE | 2C
Full,R10NORTH_AM,2C,REMIND,REMIND-MAgPIE 2.1-4.2,NGFS Phase 2,0,2,NA,8.495095,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | NGFS Phase 2 | 2C
Full,R10NORTH_AM,2C,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,0,3,NA,8.08278,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | SusDev | 2C
Full,R10NORTH_AM,2C,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,0,3,NA,8.89194,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.3 | DeepElectrification | 2C
Full,R10NORTH_AM,2C,REMIND,REMIND-MAgPIE 3.2-4.6,SHAPE,0,2,NA,8.089405,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2-4.6 | SHAPE | 2C
Full,R10NORTH_AM,2C,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,0,5,NA,8.92236,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2.0-4.8.0 | RESCUE | 2C
Full,R10NORTH_AM,2C,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,0,5,NA,10.356625,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.3-4.8 | NGFS Phase 5 | 2C
Full,R10NORTH_AM,2C,REMIND,REMIND-Transport 2.1,Transport,0,8,NA,8.94027,FALSE,FALSE,NA,NA,NA,REMIND-Transport 2.1 | Transport | 2C
Full,R10NORTH_AM,2C,WITCH,WITCH 5.0,COMMIT,2,1,10.604379999999999,10.42442,TRUE,FALSE,0.17995999999999945,1.6970346215431686,High-RE,WITCH 5.0 | COMMIT | 2C
Full,R10NORTH_AM,2C,WITCH,WITCH 5.0,ENGAGE,0,2,NA,10.625365,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | ENGAGE | 2C
Full,R10NORTH_AM,2C,WITCH,WITCH 5.0,NAVIGATE,0,4,NA,10.349945,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | NAVIGATE | 2C
Full,R10PAC_OECD,1.5C,AIM,AIM/CGE V2.2,ENGAGE,1,0,6.275335,NA,FALSE,FALSE,NA,NA,NA,AIM/CGE V2.2 | ENGAGE | 1.5C
Full,R10PAC_OECD,1.5C,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,0,1,NA,5.82445,FALSE,FALSE,NA,NA,NA,GCAM 6.0 NGFS | NGFS Phase 5 | 1.5C
Full,R10PAC_OECD,1.5C,IMAGE,IMAGE 3.2,SSP2021,12,0,5.934165,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.2 | SSP2021 | 1.5C
Full,R10PAC_OECD,1.5C,IMAGE,IMAGE 3.3,GEO7,2,0,5.403305,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | GEO7 | 1.5C
Full,R10PAC_OECD,1.5C,IMAGE,IMAGE 3.3,SHAPE,9,0,5.35671,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | SHAPE | 1.5C
Full,R10PAC_OECD,1.5C,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,11,0,5.07496,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.1 | ENGAGE | 1.5C
Full,R10PAC_OECD,1.5C,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,1,0,5.07434,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.1 | NGFS Phase 2 | 1.5C
