database,Region,amb,family,Model,project,n_cdr,n_re,median_cdr_million_deaths,median_re_million_deaths,comparable,robust,direction_coded_difference_million_deaths,relative_effect_pct,favours,matched_unit
Full,R10EUROPE,1.5C,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,0,3,NA,11.899475,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | COMMIT | 1.5C
Full,R10EUROPE,1.5C,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,0,13,NA,11.50815,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | PEP | 1.5C
Full,R10EUROPE,1.5C,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,0,19,NA,11.130185,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | ENGAGE | 1.5C
Full,R10EUROPE,1.5C,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,0,2,NA,11.072524999999999,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | SusDev | 1.5C
Full,R10EUROPE,1.5C,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,0,1,NA,11.08917,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.3 | DeepElectrification | 1.5C
Full,R10EUROPE,1.5C,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,0,3,NA,11.930575,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2.0-4.8.0 | RESCUE | 1.5C
Full,R10EUROPE,1.5C,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,0,1,NA,15.693855,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.3-4.8 | NGFS Phase 5 | 1.5C
Full,R10EUROPE,1.5C,WITCH,WITCH 5.0,ENGAGE,6,0,17.582012499999998,NA,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | ENGAGE | 1.5C
Full,R10EUROPE,2C,AIM,AIM/CGE V2.2,ENGAGE,20,4,16.918257500000003,15.99233,TRUE,TRUE,0.925927500000002,5.472948381356661,High-RE,AIM/CGE V2.2 | ENGAGE | 2C
Full,R10EUROPE,2C,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,0,4,NA,20.59216,FALSE,FALSE,NA,NA,NA,GCAM 6.0 NGFS | NGFS Phase 5 | 2C
Full,R10EUROPE,2C,GCAM,GCAM 7.0,IAM,3,0,23.90131,NA,FALSE,FALSE,NA,NA,NA,GCAM 7.0 | IAM | 2C
Full,R10EUROPE,2C,IMAGE,IMAGE 3.0,ENGAGE,20,0,21.871835,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.0 | ENGAGE | 2C
Full,R10EUROPE,2C,IMAGE,IMAGE 3.2,SSP2021,8,2,18.6894775,17.997867499999998,TRUE,FALSE,0.6916100000000007,3.7005314889086693,High-RE,IMAGE 3.2 | SSP2021 | 2C
Full,R10EUROPE,2C,IMAGE,IMAGE 3.3,NAVIGATE,8,0,23.7233875,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | NAVIGATE | 2C
Full,R10EUROPE,2C,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,60,17,15.08483,14.449995,TRUE,TRUE,0.6348350000000007,4.208433240546965,High-RE,MESSAGEix-GLOBIOM 1.1 | ENGAGE | 2C
Full,R10EUROPE,2C,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,1,1,14.391015,14.40515,TRUE,FALSE,-0.014135000000001341,-0.09822100803870569,High-CDR,MESSAGEix-GLOBIOM 1.1 | NGFS Phase 2 | 2C
Full,R10EUROPE,2C,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,5,0,14.19143,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.2 | COVID | 2C
Full,R10EUROPE,2C,MESSAGEix,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5,0,2,NA,15.5383625,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS | NGFS Phase 5 | 2C
Full,R10EUROPE,2C,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,6,1,17.407185,15.34788,TRUE,FALSE,2.0593049999999984,11.83020114969766,High-RE,MESSAGEix-GLOBIOM GEI 1.0 | GEI | 2C
Full,R10EUROPE,2C,POLES,POLES-JRC ENGAGE,ENGAGE,56,0,11.9409375,NA,FALSE,FALSE,NA,NA,NA,POLES-JRC ENGAGE | ENGAGE | 2C
Full,R10EUROPE,2C,REMIND,REMIND 2.1,CEMICS,0,1,NA,11.317645,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | CEMICS | 2C
Full,R10EUROPE,2C,REMIND,REMIND 2.1,LeastTotalCost,0,11,NA,11.23065,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | LeastTotalCost | 2C
Full,R10EUROPE,2C,REMIND,REMIND 2.1,R2p1,0,8,NA,11.131245,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | R2p1 | 2C
Full,R10EUROPE,2C,REMIND,REMIND 2.1,TechCost,0,9,NA,11.23845,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | TechCost | 2C
Full,R10EUROPE,2C,REMIND,REMIND 3.0,NAVIGATE,0,3,NA,10.88852,FALSE,FALSE,NA,NA,NA,REMIND 3.0 | NAVIGATE | 2C
Full,R10EUROPE,2C,REMIND,REMIND-MAgPIE 1.7-3.0,CD,0,5,NA,12.55494,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | CD | 2C
Full,R10EUROPE,2C,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,0,4,NA,12.334612499999999,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | COMMIT | 2C
Full,R10EUROPE,2C,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,0,5,NA,12.09743,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | PEP | 2C
Full,R10EUROPE,2C,REMIND,REMIND-MAgPIE 2.1-4.2,CEMICS,0,1,NA,11.255465,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | CEMICS | 2C
Full,R10EUROPE,2C,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,0,59,NA,11.16538,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | ENGAGE | 2C
Full,R10EUROPE,2C,REMIND,REMIND-MAgPIE 2.1-4.2,NGFS Phase 2,0,2,NA,10.931185,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | NGFS Phase 2 | 2C
Full,R10EUROPE,2C,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,0,3,NA,10.821565,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | SusDev | 2C
Full,R10EUROPE,2C,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,0,3,NA,11.12681,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.3 | DeepElectrification | 2C
Full,R10EUROPE,2C,REMIND,REMIND-MAgPIE 3.2-4.6,SHAPE,0,2,NA,10.910045,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2-4.6 | SHAPE | 2C
Full,R10EUROPE,2C,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,0,5,NA,11.90242,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2.0-4.8.0 | RESCUE | 2C
Full,R10EUROPE,2C,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,0,5,NA,17.89474,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.3-4.8 | NGFS Phase 5 | 2C
Full,R10EUROPE,2C,REMIND,REMIND-Transport 2.1,Transport,0,8,NA,11.14465,FALSE,FALSE,NA,NA,NA,REMIND-Transport 2.1 | Transport | 2C
Full,R10EUROPE,2C,WITCH,WITCH 5.0,COMMIT,2,1,17.7470925,17.34268,TRUE,FALSE,0.4044124999999994,2.278753547940314,High-RE,WITCH 5.0 | COMMIT | 2C
Full,R10EUROPE,2C,WITCH,WITCH 5.0,ENGAGE,0,2,NA,17.940295,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | ENGAGE | 2C
Full,R10EUROPE,2C,WITCH,WITCH 5.0,NAVIGATE,0,4,NA,17.4338975,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | NAVIGATE | 2C
Full,R10INDIA+,1.5C,AIM,AIM/CGE V2.2,ENGAGE,1,0,87.89164,NA,FALSE,FALSE,NA,NA,NA,AIM/CGE V2.2 | ENGAGE | 1.5C
Full,R10INDIA+,1.5C,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,0,1,NA,104.292145,FALSE,FALSE,NA,NA,NA,GCAM 6.0 NGFS | NGFS Phase 5 | 1.5C
Full,R10INDIA+,1.5C,IMAGE,IMAGE 3.2,SSP2021,12,0,136.72428250000002,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.2 | SSP2021 | 1.5C
Full,R10INDIA+,1.5C,IMAGE,IMAGE 3.3,GEO7,2,0,127.6848075,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | GEO7 | 1.5C
Full,R10INDIA+,1.5C,IMAGE,IMAGE 3.3,SHAPE,9,0,132.139115,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | SHAPE | 1.5C
Full,R10INDIA+,1.5C,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,11,0,109.290595,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.1 | ENGAGE | 1.5C
Full,R10INDIA+,1.5C,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,1,0,112.295925,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.1 | NGFS Phase 2 | 1.5C
Full,R10INDIA+,1.5C,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,5,0,108.23107,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.2 | COVID | 1.5C
Full,R10INDIA+,1.5C,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,6,3,113.4900475,106.783845,TRUE,TRUE,6.706202500000003,5.909066607801009,High-RE,MESSAGEix-GLOBIOM GEI 1.0 | GEI | 1.5C
Full,R10INDIA+,1.5C,POLES,POLES-JRC ENGAGE,ENGAGE,4,0,100.866825,NA,FALSE,FALSE,NA,NA,NA,POLES-JRC ENGAGE | ENGAGE | 1.5C
Full,R10INDIA+,1.5C,REMIND,REMIND 2.1,R2p1,0,2,NA,101.16273000000001,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | R2p1 | 1.5C
Full,R10INDIA+,1.5C,REMIND,REMIND-Buildings 2.0,BEG,0,2,NA,104.7184275,FALSE,FALSE,NA,NA,NA,REMIND-Buildings 2.0 | BEG | 1.5C
Full,R10INDIA+,1.5C,REMIND,REMIND-MAgPIE 1.7-3.0,CD,0,4,NA,119.5653025,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | CD | 1.5C
Full,R10INDIA+,1.5C,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,0,3,NA,120.194295,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | COMMIT | 1.5C
Full,R10INDIA+,1.5C,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,0,13,NA,113.47707,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | PEP | 1.5C
Full,R10INDIA+,1.5C,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,0,19,NA,105.63749,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | ENGAGE | 1.5C
Full,R10INDIA+,1.5C,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,0,2,NA,98.032635,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | SusDev | 1.5C
Full,R10INDIA+,1.5C,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,0,1,NA,94.57652,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.3 | DeepElectrification | 1.5C
Full,R10INDIA+,1.5C,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,0,3,NA,95.767725,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2.0-4.8.0 | RESCUE | 1.5C
Full,R10INDIA+,1.5C,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,0,1,NA,88.522445,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.3-4.8 | NGFS Phase 5 | 1.5C
Full,R10INDIA+,1.5C,WITCH,WITCH 5.0,ENGAGE,6,0,83.907865,NA,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | ENGAGE | 1.5C
Full,R10INDIA+,2C,AIM,AIM/CGE V2.2,ENGAGE,20,4,93.76981,90.6928675,TRUE,TRUE,3.0769425000000012,3.2813786228211415,High-RE,AIM/CGE V2.2 | ENGAGE | 2C
Full,R10INDIA+,2C,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,0,4,NA,120.0061325,FALSE,FALSE,NA,NA,NA,GCAM 6.0 NGFS | NGFS Phase 5 | 2C
Full,R10INDIA+,2C,GCAM,GCAM 7.0,IAM,3,0,156.848675,NA,FALSE,FALSE,NA,NA,NA,GCAM 7.0 | IAM | 2C
Full,R10INDIA+,2C,IMAGE,IMAGE 3.0,ENGAGE,20,0,153.7246075,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.0 | ENGAGE | 2C
Full,R10INDIA+,2C,IMAGE,IMAGE 3.2,SSP2021,8,2,145.1396375,143.6417475,TRUE,FALSE,1.497889999999984,1.0320337199408975,High-RE,IMAGE 3.2 | SSP2021 | 2C
Full,R10INDIA+,2C,IMAGE,IMAGE 3.3,NAVIGATE,8,0,130.4756875,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | NAVIGATE | 2C
Full,R10INDIA+,2C,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,60,17,128.032925,118.78444,TRUE,TRUE,9.248485000000002,7.2235208248190865,High-RE,MESSAGEix-GLOBIOM 1.1 | ENGAGE | 2C
Full,R10INDIA+,2C,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,1,1,119.426605,119.57725,TRUE,FALSE,-0.15064500000001146,-0.12614023483294318,High-CDR,MESSAGEix-GLOBIOM 1.1 | NGFS Phase 2 | 2C
Full,R10INDIA+,2C,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,5,0,114.295735,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.2 | COVID | 2C
Full,R10INDIA+,2C,MESSAGEix,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5,0,2,NA,98.27547,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS | NGFS Phase 5 | 2C
Full,R10INDIA+,2C,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,6,1,129.94777,113.53113,TRUE,FALSE,16.416639999999987,12.63326027064565,High-RE,MESSAGEix-GLOBIOM GEI 1.0 | GEI | 2C
Full,R10INDIA+,2C,POLES,POLES-JRC ENGAGE,ENGAGE,56,0,107.02250749999999,NA,FALSE,FALSE,NA,NA,NA,POLES-JRC ENGAGE | ENGAGE | 2C
Full,R10INDIA+,2C,REMIND,REMIND 2.1,CEMICS,0,1,NA,175.997325,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | CEMICS | 2C
Full,R10INDIA+,2C,REMIND,REMIND 2.1,LeastTotalCost,0,11,NA,110.963,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | LeastTotalCost | 2C
Full,R10INDIA+,2C,REMIND,REMIND 2.1,R2p1,0,8,NA,121.1835625,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | R2p1 | 2C
Full,R10INDIA+,2C,REMIND,REMIND 2.1,TechCost,0,9,NA,108.96173,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | TechCost | 2C
Full,R10INDIA+,2C,REMIND,REMIND 3.0,NAVIGATE,0,3,NA,98.76642,FALSE,FALSE,NA,NA,NA,REMIND 3.0 | NAVIGATE | 2C
Full,R10INDIA+,2C,REMIND,REMIND-MAgPIE 1.7-3.0,CD,0,5,NA,145.26296,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | CD | 2C
Full,R10INDIA+,2C,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,0,4,NA,144.9015025,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | COMMIT | 2C
Full,R10INDIA+,2C,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,0,5,NA,142.306485,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | PEP | 2C
Full,R10INDIA+,2C,REMIND,REMIND-MAgPIE 2.1-4.2,CEMICS,0,1,NA,176.06329,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | CEMICS | 2C
Full,R10INDIA+,2C,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,0,59,NA,116.64572,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | ENGAGE | 2C
Full,R10INDIA+,2C,REMIND,REMIND-MAgPIE 2.1-4.2,NGFS Phase 2,0,2,NA,116.3473775,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | NGFS Phase 2 | 2C
Full,R10INDIA+,2C,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,0,3,NA,129.041905,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | SusDev | 2C
Full,R10INDIA+,2C,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,0,3,NA,100.87819,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.3 | DeepElectrification | 2C
Full,R10INDIA+,2C,REMIND,REMIND-MAgPIE 3.2-4.6,SHAPE,0,2,NA,102.02655,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2-4.6 | SHAPE | 2C
Full,R10INDIA+,2C,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,0,5,NA,95.97699,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2.0-4.8.0 | RESCUE | 2C
Full,R10INDIA+,2C,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,0,5,NA,96.08855,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.3-4.8 | NGFS Phase 5 | 2C
Full,R10INDIA+,2C,REMIND,REMIND-Transport 2.1,Transport,0,8,NA,102.1675425,FALSE,FALSE,NA,NA,NA,REMIND-Transport 2.1 | Transport | 2C
Full,R10INDIA+,2C,WITCH,WITCH 5.0,COMMIT,2,1,86.7580575,87.648465,TRUE,FALSE,-0.8904074999999949,-1.0263110143977057,High-CDR,WITCH 5.0 | COMMIT | 2C
Full,R10INDIA+,2C,WITCH,WITCH 5.0,ENGAGE,0,2,NA,92.5104975,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | ENGAGE | 2C
Full,R10INDIA+,2C,WITCH,WITCH 5.0,NAVIGATE,0,4,NA,84.79965999999999,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | NAVIGATE | 2C
Full,R10LATIN_AM,1.5C,AIM,AIM/CGE V2.2,ENGAGE,1,0,19.329555,NA,FALSE,FALSE,NA,NA,NA,AIM/CGE V2.2 | ENGAGE | 1.5C
Full,R10LATIN_AM,1.5C,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,0,1,NA,15.379195,FALSE,FALSE,NA,NA,NA,GCAM 6.0 NGFS | NGFS Phase 5 | 1.5C
Full,R10LATIN_AM,1.5C,IMAGE,IMAGE 3.2,SSP2021,12,0,22.99268,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.2 | SSP2021 | 1.5C
Full,R10LATIN_AM,1.5C,IMAGE,IMAGE 3.3,GEO7,2,0,22.3162175,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | GEO7 | 1.5C
Full,R10LATIN_AM,1.5C,IMAGE,IMAGE 3.3,SHAPE,9,0,22.193345,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | SHAPE | 1.5C
Full,R10LATIN_AM,1.5C,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,11,0,13.32975,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.1 | ENGAGE | 1.5C
Full,R10LATIN_AM,1.5C,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,1,0,13.326655,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.1 | NGFS Phase 2 | 1.5C
Full,R10LATIN_AM,1.5C,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,5,0,13.326355,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.2 | COVID | 1.5C
Full,R10LATIN_AM,1.5C,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,6,3,14.1536,13.94317,TRUE,TRUE,0.21043000000000056,1.4867595523400445,High-RE,MESSAGEix-GLOBIOM GEI 1.0 | GEI | 1.5C
Full,R10LATIN_AM,1.5C,POLES,POLES-JRC ENGAGE,ENGAGE,4,0,13.167055000000001,NA,FALSE,FALSE,NA,NA,NA,POLES-JRC ENGAGE | ENGAGE | 1.5C
Full,R10LATIN_AM,1.5C,REMIND,REMIND 2.1,R2p1,0,2,NA,15.649429999999999,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | R2p1 | 1.5C
Full,R10LATIN_AM,1.5C,REMIND,REMIND-Buildings 2.0,BEG,0,2,NA,15.998525,FALSE,FALSE,NA,NA,NA,REMIND-Buildings 2.0 | BEG | 1.5C
Full,R10LATIN_AM,1.5C,REMIND,REMIND-MAgPIE 1.7-3.0,CD,0,4,NA,15.190375,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | CD | 1.5C
Full,R10LATIN_AM,1.5C,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,0,3,NA,15.037365,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | COMMIT | 1.5C
Full,R10LATIN_AM,1.5C,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,0,13,NA,15.037365,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | PEP | 1.5C
Full,R10LATIN_AM,1.5C,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,0,19,NA,15.665835,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | ENGAGE | 1.5C
Full,R10LATIN_AM,1.5C,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,0,2,NA,15.65085,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | SusDev | 1.5C
Full,R10LATIN_AM,1.5C,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,0,1,NA,15.54125,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.3 | DeepElectrification | 1.5C
Full,R10LATIN_AM,1.5C,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,0,3,NA,15.869445,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2.0-4.8.0 | RESCUE | 1.5C
Full,R10LATIN_AM,1.5C,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,0,1,NA,16.270785,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.3-4.8 | NGFS Phase 5 | 1.5C
Full,R10LATIN_AM,1.5C,WITCH,WITCH 5.0,ENGAGE,6,0,15.2153325,NA,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | ENGAGE | 1.5C
Full,R10LATIN_AM,2C,AIM,AIM/CGE V2.2,ENGAGE,20,4,19.576475000000002,19.4412275,TRUE,TRUE,0.13524750000000196,0.6908674825268694,High-RE,AIM/CGE V2.2 | ENGAGE | 2C
Full,R10LATIN_AM,2C,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,0,4,NA,16.251995,FALSE,FALSE,NA,NA,NA,GCAM 6.0 NGFS | NGFS Phase 5 | 2C
Full,R10LATIN_AM,2C,GCAM,GCAM 7.0,IAM,3,0,17.15655,NA,FALSE,FALSE,NA,NA,NA,GCAM 7.0 | IAM | 2C
Full,R10LATIN_AM,2C,IMAGE,IMAGE 3.0,ENGAGE,20,0,21.794742499999998,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.0 | ENGAGE | 2C
Full,R10LATIN_AM,2C,IMAGE,IMAGE 3.2,SSP2021,8,2,23.284955,22.094002500000002,TRUE,FALSE,1.190952499999998,5.114686715091346,High-RE,IMAGE 3.2 | SSP2021 | 2C
Full,R10LATIN_AM,2C,IMAGE,IMAGE 3.3,NAVIGATE,8,0,23.477377500000003,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | NAVIGATE | 2C
Full,R10LATIN_AM,2C,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,60,17,14.079775000000001,14.040775,TRUE,TRUE,0.03900000000000148,0.276993062744266,High-RE,MESSAGEix-GLOBIOM 1.1 | ENGAGE | 2C
Full,R10LATIN_AM,2C,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,1,1,13.46261,14.104955,TRUE,FALSE,-0.6423450000000006,-4.771325916742746,High-CDR,MESSAGEix-GLOBIOM 1.1 | NGFS Phase 2 | 2C
Full,R10LATIN_AM,2C,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,5,0,13.46161,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.2 | COVID | 2C
Full,R10LATIN_AM,2C,MESSAGEix,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5,0,2,NA,14.42872,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS | NGFS Phase 5 | 2C
Full,R10LATIN_AM,2C,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,6,1,14.916229999999999,14.1499,TRUE,FALSE,0.7663299999999982,5.13755821678801,High-RE,MESSAGEix-GLOBIOM GEI 1.0 | GEI | 2C
Full,R10LATIN_AM,2C,POLES,POLES-JRC ENGAGE,ENGAGE,56,0,13.256752500000001,NA,FALSE,FALSE,NA,NA,NA,POLES-JRC ENGAGE | ENGAGE | 2C
Full,R10LATIN_AM,2C,REMIND,REMIND 2.1,CEMICS,0,1,NA,15.075735,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | CEMICS | 2C
Full,R10LATIN_AM,2C,REMIND,REMIND 2.1,LeastTotalCost,0,11,NA,15.947655,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | LeastTotalCost | 2C
Full,R10LATIN_AM,2C,REMIND,REMIND 2.1,R2p1,0,8,NA,14.778524999999998,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | R2p1 | 2C
Full,R10LATIN_AM,2C,REMIND,REMIND 2.1,TechCost,0,9,NA,15.93246,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | TechCost | 2C
Full,R10LATIN_AM,2C,REMIND,REMIND 3.0,NAVIGATE,0,3,NA,14.810745,FALSE,FALSE,NA,NA,NA,REMIND 3.0 | NAVIGATE | 2C
