database,ambition_view,Region,family,n_cdr,n_re,median_cdr_million_deaths,median_re_million_deaths,cliffs_delta_raw,comparable,robust,direction_coded_difference_million_deaths,relative_effect_pct,direction_coded_cliffs_delta,favours,pooled_relative_effect_pct,pooled_favours,agrees_with_pooled
Full,1.5C,R10REF_ECON,MESSAGEix,23,3,13.77682,13.97887,0.3333333333333333,TRUE,TRUE,-0.20204999999999984,-1.4665938874137852,-0.3333333333333333,High-CDR,5.769811042902265,High-RE,FALSE
Full,1.5C,R10REF_ECON,POLES,4,0,12.929195,NA,NA,FALSE,FALSE,NA,NA,NA,NA,5.769811042902265,High-RE,FALSE
Full,1.5C,R10REF_ECON,REMIND,0,50,NA,13.043357499999999,NA,FALSE,FALSE,NA,NA,NA,NA,5.769811042902265,High-RE,FALSE
Full,1.5C,R10REF_ECON,WITCH,6,0,16.1503475,NA,NA,FALSE,FALSE,NA,NA,NA,NA,5.769811042902265,High-RE,FALSE
Full,1.5C,R10REST_ASIA,AIM,1,0,59.838225,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-0.09667461868104482,High-CDR,FALSE
Full,1.5C,R10REST_ASIA,GCAM,0,1,NA,57.6864,NA,FALSE,FALSE,NA,NA,NA,NA,-0.09667461868104482,High-CDR,FALSE
Full,1.5C,R10REST_ASIA,IMAGE,23,0,66.187645,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-0.09667461868104482,High-CDR,FALSE
Full,1.5C,R10REST_ASIA,MESSAGEix,23,3,55.433285,52.691985,-1,TRUE,TRUE,2.7412999999999954,4.9452237946930175,1,High-RE,-0.09667461868104482,High-CDR,FALSE
Full,1.5C,R10REST_ASIA,POLES,4,0,52.135490000000004,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-0.09667461868104482,High-CDR,FALSE
Full,1.5C,R10REST_ASIA,REMIND,0,50,NA,55.9484625,NA,FALSE,FALSE,NA,NA,NA,NA,-0.09667461868104482,High-CDR,FALSE
Full,1.5C,R10REST_ASIA,WITCH,6,0,49.8907775,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-0.09667461868104482,High-CDR,FALSE
Full,2C,Aggregated R10 regions,AIM,20,4,430.9599075,420.8447675,-0.675,TRUE,TRUE,10.115139999999997,2.34711856577981,0.675,High-RE,1.333415619537075,High-RE,TRUE
Full,2C,Aggregated R10 regions,GCAM,3,4,543.8502,483.73089000000004,-0.8333333333333334,TRUE,TRUE,60.11930999999993,11.054387770750095,0.8333333333333334,High-RE,1.333415619537075,High-RE,TRUE
Full,2C,Aggregated R10 regions,IMAGE,36,2,517.1291425,495.8393575,-0.5555555555555556,TRUE,FALSE,21.289784999999938,4.116918434934257,0.5555555555555556,High-RE,1.333415619537075,High-RE,TRUE
Full,2C,Aggregated R10 regions,MESSAGEix,72,21,460.0918725,442.89133,-0.4537037037037037,TRUE,TRUE,17.20054250000004,3.7385017054392846,0.4537037037037037,High-RE,1.333415619537075,High-RE,TRUE
Full,2C,Aggregated R10 regions,POLES,56,0,403.6226525,NA,NA,FALSE,FALSE,NA,NA,NA,NA,1.333415619537075,High-RE,FALSE
Full,2C,Aggregated R10 regions,REMIND,0,134,NA,427.80163500000003,NA,FALSE,FALSE,NA,NA,NA,NA,1.333415619537075,High-RE,FALSE
Full,2C,Aggregated R10 regions,WITCH,2,7,426.51840749999997,427.58408,0.2857142857142857,TRUE,FALSE,-1.0656725000000051,-0.249853811995208,-0.2857142857142857,High-CDR,1.333415619537075,High-RE,FALSE
Full,2C,R10AFRICA,AIM,20,4,79.62859499999999,80.680865,0.85,TRUE,TRUE,-1.0522700000000071,-1.3214725187603866,-0.85,High-CDR,-2.6230602214922194,High-CDR,TRUE
Full,2C,R10AFRICA,GCAM,3,4,86.122715,84.17089,-0.5,TRUE,TRUE,1.9518249999999995,2.2663300849259103,0.5,High-RE,-2.6230602214922194,High-CDR,FALSE
Full,2C,R10AFRICA,IMAGE,36,2,77.1451,78.24088499999999,0.3888888888888889,TRUE,FALSE,-1.0957849999999922,-1.420420739619227,-0.3888888888888889,High-CDR,-2.6230602214922194,High-CDR,TRUE
Full,2C,R10AFRICA,MESSAGEix,72,21,77.150665,75.721505,-0.9365079365079365,TRUE,TRUE,1.4291600000000102,1.8524273251565753,0.9365079365079365,High-RE,-2.6230602214922194,High-CDR,FALSE
Full,2C,R10AFRICA,POLES,56,0,72.3631675,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-2.6230602214922194,High-CDR,FALSE
Full,2C,R10AFRICA,REMIND,0,134,NA,78.71842000000001,NA,FALSE,FALSE,NA,NA,NA,NA,-2.6230602214922194,High-CDR,FALSE
Full,2C,R10AFRICA,WITCH,2,7,66.924015,67.02862,0.2857142857142857,TRUE,FALSE,-0.1046050000000065,-0.15630413088635897,-0.2857142857142857,High-CDR,-2.6230602214922194,High-CDR,TRUE
Full,2C,R10CHINA+,AIM,20,4,82.00072,77.63158999999999,-0.75,TRUE,TRUE,4.369130000000013,5.328160533224602,0.75,High-RE,0.9444697657424228,High-RE,TRUE
Full,2C,R10CHINA+,GCAM,3,4,98.47866,96.2566475,-0.16666666666666666,TRUE,TRUE,2.2220125000000053,2.25633908909809,0.16666666666666666,High-RE,0.9444697657424228,High-RE,TRUE
Full,2C,R10CHINA+,IMAGE,36,2,98.8697725,91.91886249999999,-0.8611111111111112,TRUE,FALSE,6.9509100000000075,7.030369165661839,0.8611111111111112,High-RE,0.9444697657424228,High-RE,TRUE
Full,2C,R10CHINA+,MESSAGEix,72,21,77.9084175,76.377025,-0.15343915343915343,TRUE,TRUE,1.5313924999999955,1.965631634091394,0.15343915343915343,High-RE,0.9444697657424228,High-RE,TRUE
Full,2C,R10CHINA+,POLES,56,0,77.704065,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0.9444697657424228,High-RE,FALSE
Full,2C,R10CHINA+,REMIND,0,134,NA,79.0764975,NA,FALSE,FALSE,NA,NA,NA,NA,0.9444697657424228,High-RE,FALSE
Full,2C,R10CHINA+,WITCH,2,7,89.73579749999999,91.26728,0.42857142857142855,TRUE,FALSE,-1.5314825000000098,-1.7066572568210696,-0.42857142857142855,High-CDR,0.9444697657424228,High-RE,FALSE
Full,2C,R10EUROPE,AIM,20,4,16.918257500000003,15.99233,-0.975,TRUE,TRUE,0.925927500000002,5.472948381356661,0.975,High-RE,25.560068003701705,High-RE,TRUE
Full,2C,R10EUROPE,GCAM,3,4,23.90131,20.59216,-1,TRUE,TRUE,3.309149999999999,13.845057028254933,1,High-RE,25.560068003701705,High-RE,TRUE
Full,2C,R10EUROPE,IMAGE,36,2,21.986829999999998,17.997867499999998,-0.8611111111111112,TRUE,FALSE,3.9889624999999995,18.142508492583968,0.8611111111111112,High-RE,25.560068003701705,High-RE,TRUE
Full,2C,R10EUROPE,MESSAGEix,72,21,15.08483,14.513915,-0.3835978835978836,TRUE,TRUE,0.5709149999999994,3.784696280965708,0.3835978835978836,High-RE,25.560068003701705,High-RE,TRUE
Full,2C,R10EUROPE,POLES,56,0,11.9409375,NA,NA,FALSE,FALSE,NA,NA,NA,NA,25.560068003701705,High-RE,FALSE
Full,2C,R10EUROPE,REMIND,0,134,NA,11.186187499999999,NA,FALSE,FALSE,NA,NA,NA,NA,25.560068003701705,High-RE,FALSE
Full,2C,R10EUROPE,WITCH,2,7,17.7470925,17.52549,-0.7142857142857143,TRUE,FALSE,0.22160249999999948,1.2486693242850877,0.7142857142857143,High-RE,25.560068003701705,High-RE,TRUE
Full,2C,R10INDIA+,AIM,20,4,93.76981,90.6928675,-0.5,TRUE,TRUE,3.0769425000000012,3.2813786228211415,0.5,High-RE,6.3712505992554584,High-RE,TRUE
Full,2C,R10INDIA+,GCAM,3,4,156.848675,120.0061325,-0.8333333333333334,TRUE,TRUE,36.84254249999998,23.489227754075696,0.8333333333333334,High-RE,6.3712505992554584,High-RE,TRUE
Full,2C,R10INDIA+,IMAGE,36,2,150.488375,143.6417475,-0.2777777777777778,TRUE,FALSE,6.8466274999999825,4.5496055758459635,0.2777777777777778,High-RE,6.3712505992554584,High-RE,TRUE
Full,2C,R10INDIA+,MESSAGEix,72,21,128.032925,118.6956,-0.5568783068783069,TRUE,TRUE,9.337325000000007,7.2929092262791055,0.5568783068783069,High-RE,6.3712505992554584,High-RE,TRUE
Full,2C,R10INDIA+,POLES,56,0,107.02250749999999,NA,NA,FALSE,FALSE,NA,NA,NA,NA,6.3712505992554584,High-RE,FALSE
Full,2C,R10INDIA+,REMIND,0,134,NA,112.65727,NA,FALSE,FALSE,NA,NA,NA,NA,6.3712505992554584,High-RE,FALSE
Full,2C,R10INDIA+,WITCH,2,7,86.7580575,85.713095,-0.2857142857142857,TRUE,FALSE,1.0449625000000111,1.2044558512620123,0.2857142857142857,High-RE,6.3712505992554584,High-RE,TRUE
Full,2C,R10LATIN_AM,AIM,20,4,19.576475000000002,19.4412275,-0.775,TRUE,TRUE,0.13524750000000196,0.6908674825268694,0.775,High-RE,-10.771766335094135,High-CDR,FALSE
Full,2C,R10LATIN_AM,GCAM,3,4,17.15655,16.251995,-1,TRUE,TRUE,0.9045549999999984,5.272359536153822,1,High-RE,-10.771766335094135,High-CDR,FALSE
Full,2C,R10LATIN_AM,IMAGE,36,2,22.382847499999997,22.094002500000002,-0.25,TRUE,FALSE,0.2888449999999949,1.2904747709155189,0.25,High-RE,-10.771766335094135,High-CDR,FALSE
Full,2C,R10LATIN_AM,MESSAGEix,72,21,14.079775000000001,14.090905,0.062169312169312166,TRUE,TRUE,-0.011129999999997864,-0.07904955867546082,-0.062169312169312166,High-CDR,-10.771766335094135,High-CDR,TRUE
Full,2C,R10LATIN_AM,POLES,56,0,13.256752500000001,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-10.771766335094135,High-CDR,FALSE
Full,2C,R10LATIN_AM,REMIND,0,134,NA,15.68745,NA,FALSE,FALSE,NA,NA,NA,NA,-10.771766335094135,High-CDR,FALSE
Full,2C,R10LATIN_AM,WITCH,2,7,15.211755,15.030135,-0.42857142857142855,TRUE,FALSE,0.18162000000000056,1.1939450773431504,0.42857142857142855,High-RE,-10.771766335094135,High-CDR,FALSE
Full,2C,R10MIDDLE_EAST,AIM,20,4,43.584554999999995,43.055895,-0.8,TRUE,TRUE,0.528659999999995,1.2129526158979829,0.8,High-RE,0.6106147815050333,High-RE,TRUE
Full,2C,R10MIDDLE_EAST,GCAM,3,4,47.493905,45.843545000000006,-0.6666666666666666,TRUE,TRUE,1.650359999999992,3.474887988258687,0.6666666666666666,High-RE,0.6106147815050333,High-RE,TRUE
Full,2C,R10MIDDLE_EAST,IMAGE,36,2,46.8940875,43.534955,-0.8333333333333334,TRUE,FALSE,3.359132500000001,7.163232465073558,0.8333333333333334,High-RE,0.6106147815050333,High-RE,TRUE
Full,2C,R10MIDDLE_EAST,MESSAGEix,72,21,59.890515,58.011635,-0.9973544973544973,TRUE,TRUE,1.8788800000000023,3.137191256411808,0.9973544973544973,High-RE,0.6106147815050333,High-RE,TRUE
Full,2C,R10MIDDLE_EAST,POLES,56,0,43.2240575,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0.6106147815050333,High-RE,FALSE
Full,2C,R10MIDDLE_EAST,REMIND,0,134,NA,46.549009999999996,NA,FALSE,FALSE,NA,NA,NA,NA,0.6106147815050333,High-RE,FALSE
Full,2C,R10MIDDLE_EAST,WITCH,2,7,67.54534749999999,67.154615,-0.2857142857142857,TRUE,FALSE,0.3907324999999844,0.578474335334472,0.2857142857142857,High-RE,0.6106147815050333,High-RE,TRUE
Full,2C,R10NORTH_AM,AIM,20,4,11.1391475,10.8186625,-0.875,TRUE,TRUE,0.3204849999999997,2.877105272194301,0.875,High-RE,-30.663623934726665,High-CDR,FALSE
Full,2C,R10NORTH_AM,GCAM,3,4,14.701405,12.279785,-1,TRUE,TRUE,2.421619999999999,16.47203107458096,1,High-RE,-30.663623934726665,High-CDR,FALSE
Full,2C,R10NORTH_AM,IMAGE,36,2,10.69381,8.651589999999999,-0.8611111111111112,TRUE,FALSE,2.0422200000000004,19.097216053025072,0.8611111111111112,High-RE,-30.663623934726665,High-CDR,FALSE
Full,2C,R10NORTH_AM,MESSAGEix,72,21,6.816545,6.79644,-0.06878306878306878,TRUE,TRUE,0.02010500000000004,0.2949441395897781,0.06878306878306878,High-RE,-30.663623934726665,High-CDR,FALSE
Full,2C,R10NORTH_AM,POLES,56,0,6.5197775,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-30.663623934726665,High-CDR,FALSE
Full,2C,R10NORTH_AM,REMIND,0,134,NA,8.92639,NA,FALSE,FALSE,NA,NA,NA,NA,-30.663623934726665,High-CDR,FALSE
Full,2C,R10NORTH_AM,WITCH,2,7,10.604379999999999,10.41442,-0.7142857142857143,TRUE,FALSE,0.18995999999999924,1.7913352784415426,0.7142857142857143,High-RE,-30.663623934726665,High-CDR,FALSE
Full,2C,R10PAC_OECD,AIM,20,4,6.3662125,6.3615975,-0.175,TRUE,TRUE,0.00461499999999937,0.07249208222313298,0.175,High-RE,35.08272224573131,High-RE,TRUE
Full,2C,R10PAC_OECD,GCAM,3,4,6.17564,5.8162400000000005,-0.8333333333333334,TRUE,TRUE,0.35939999999999905,5.819639745840092,0.8333333333333334,High-RE,35.08272224573131,High-RE,TRUE
Full,2C,R10PAC_OECD,IMAGE,36,2,6.0602475,5.87111,-0.5555555555555556,TRUE,FALSE,0.18913750000000018,3.12095339340514,0.5555555555555556,High-RE,35.08272224573131,High-RE,TRUE
Full,2C,R10PAC_OECD,MESSAGEix,72,21,5.598755000000001,5.4473,-0.27116402116402116,TRUE,TRUE,0.15145500000000034,2.7051549853494272,0.27116402116402116,High-RE,35.08272224573131,High-RE,TRUE
Full,2C,R10PAC_OECD,POLES,56,0,4.393975,NA,NA,FALSE,FALSE,NA,NA,NA,NA,35.08272224573131,High-RE,FALSE
Full,2C,R10PAC_OECD,REMIND,0,134,NA,3.61678,NA,FALSE,FALSE,NA,NA,NA,NA,35.08272224573131,High-RE,FALSE
Full,2C,R10PAC_OECD,WITCH,2,7,5.2814700000000006,5.259845,-0.42857142857142855,TRUE,FALSE,0.021625000000000227,0.4094503992259773,0.42857142857142855,High-RE,35.08272224573131,High-RE,TRUE
Full,2C,R10REF_ECON,AIM,20,4,15.980225,15.78453,-0.4,TRUE,TRUE,0.19569500000000062,1.2246072880701029,0.4,High-RE,7.792189744149191,High-RE,TRUE
Full,2C,R10REF_ECON,GCAM,3,4,16.892915,16.1283125,-0.5,TRUE,TRUE,0.7646024999999987,4.526172658774397,0.5,High-RE,7.792189744149191,High-RE,TRUE
Full,2C,R10REF_ECON,IMAGE,36,2,14.6310825,13.8235675,-0.8333333333333334,TRUE,FALSE,0.8075150000000004,5.519174674874539,0.8333333333333334,High-RE,7.792189744149191,High-RE,TRUE
Full,2C,R10REF_ECON,MESSAGEix,72,21,14.5046875,14.64907,0.2605820105820106,TRUE,TRUE,-0.14438250000000075,-0.995419584186152,-0.2605820105820106,High-CDR,7.792189744149191,High-RE,FALSE
Full,2C,R10REF_ECON,POLES,56,0,13.083675,NA,NA,FALSE,FALSE,NA,NA,NA,NA,7.792189744149191,High-RE,FALSE
Full,2C,R10REF_ECON,REMIND,0,134,NA,13.2128725,NA,FALSE,FALSE,NA,NA,NA,NA,7.792189744149191,High-RE,FALSE
Full,2C,R10REF_ECON,WITCH,2,7,16.2622775,16.038765,-0.5714285714285714,TRUE,FALSE,0.22351249999999823,1.3744231089402958,0.5714285714285714,High-RE,7.792189744149191,High-RE,TRUE
Full,2C,R10REST_ASIA,AIM,20,4,61.617067500000005,60.43478,-0.65,TRUE,TRUE,1.182287500000001,1.9187662574172342,0.65,High-RE,2.6786965981939184,High-RE,TRUE
Full,2C,R10REST_ASIA,GCAM,3,4,76.107635,65.6839575,-0.6666666666666666,TRUE,TRUE,10.423677499999997,13.695968216592194,0.6666666666666666,High-RE,2.6786965981939184,High-RE,TRUE
Full,2C,R10REST_ASIA,IMAGE,36,2,66.9274425,70.06477,0.4166666666666667,TRUE,FALSE,-3.137327499999998,-4.6876548435270005,-0.4166666666666667,High-CDR,2.6786965981939184,High-RE,FALSE
Full,2C,R10REST_ASIA,MESSAGEix,72,21,59.353629999999995,57.83485,-0.44312169312169314,TRUE,TRUE,1.5187799999999925,2.5588662395206367,0.44312169312169314,High-RE,2.6786965981939184,High-RE,TRUE
Full,2C,R10REST_ASIA,POLES,56,0,53.9595025,NA,NA,FALSE,FALSE,NA,NA,NA,NA,2.6786965981939184,High-RE,FALSE
Full,2C,R10REST_ASIA,REMIND,0,134,NA,57.855962500000004,NA,FALSE,FALSE,NA,NA,NA,NA,2.6786965981939184,High-RE,FALSE
Full,2C,R10REST_ASIA,WITCH,2,7,50.448215000000005,50.309695,-0.14285714285714285,TRUE,FALSE,0.13852000000000686,0.27457859509995913,0.14285714285714285,High-RE,2.6786965981939184,High-RE,TRUE
SCI-vetted,All ambitions,Aggregated R10 regions,GCAM,0,7,NA,458.142275,NA,FALSE,FALSE,NA,NA,NA,NA,-5.247704950195391,High-CDR,FALSE
SCI-vetted,All ambitions,Aggregated R10 regions,IMAGE,26,4,520.9916250000001,495.8393575,-0.5192307692307693,TRUE,TRUE,25.152267500000107,4.8277681047176335,0.5192307692307693,High-RE,-5.247704950195391,High-CDR,FALSE
SCI-vetted,All ambitions,Aggregated R10 regions,MESSAGEix,0,3,NA,448.27388,NA,FALSE,FALSE,NA,NA,NA,NA,-5.247704950195391,High-CDR,FALSE
SCI-vetted,All ambitions,Aggregated R10 regions,POLES,43,0,407.65341,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-5.247704950195391,High-CDR,FALSE
SCI-vetted,All ambitions,Aggregated R10 regions,REMIND,0,27,NA,439.36362,NA,FALSE,FALSE,NA,NA,NA,NA,-5.247704950195391,High-CDR,FALSE
SCI-vetted,All ambitions,Aggregated R10 regions,WITCH,0,28,NA,439.4157075,NA,FALSE,FALSE,NA,NA,NA,NA,-5.247704950195391,High-CDR,FALSE
SCI-vetted,All ambitions,R10AFRICA,GCAM,0,7,NA,81.976375,NA,FALSE,FALSE,NA,NA,NA,NA,-6.483108538758428,High-CDR,FALSE
SCI-vetted,All ambitions,R10AFRICA,IMAGE,26,4,77.36427,78.24088499999999,0.25,TRUE,TRUE,-0.8766149999999868,-1.1331005902336915,-0.25,High-CDR,-6.483108538758428,High-CDR,TRUE
SCI-vetted,All ambitions,R10AFRICA,MESSAGEix,0,3,NA,74.78913,NA,FALSE,FALSE,NA,NA,NA,NA,-6.483108538758428,High-CDR,FALSE
SCI-vetted,All ambitions,R10AFRICA,POLES,43,0,72.75155,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-6.483108538758428,High-CDR,FALSE
SCI-vetted,All ambitions,R10AFRICA,REMIND,0,27,NA,78.87384,NA,FALSE,FALSE,NA,NA,NA,NA,-6.483108538758428,High-CDR,FALSE
SCI-vetted,All ambitions,R10AFRICA,WITCH,0,28,NA,67.27417750000001,NA,FALSE,FALSE,NA,NA,NA,NA,-6.483108538758428,High-CDR,FALSE
SCI-vetted,All ambitions,R10CHINA+,GCAM,0,7,NA,93.22458,NA,FALSE,FALSE,NA,NA,NA,NA,-12.867406468647408,High-CDR,FALSE
SCI-vetted,All ambitions,R10CHINA+,IMAGE,26,4,99.310075,91.91886249999999,-0.4807692307692308,TRUE,TRUE,7.391212500000009,7.4425605861238235,0.4807692307692308,High-RE,-12.867406468647408,High-CDR,FALSE
SCI-vetted,All ambitions,R10CHINA+,MESSAGEix,0,3,NA,97.574975,NA,FALSE,FALSE,NA,NA,NA,NA,-12.867406468647408,High-CDR,FALSE
SCI-vetted,All ambitions,R10CHINA+,POLES,43,0,78.61779,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-12.867406468647408,High-CDR,FALSE
SCI-vetted,All ambitions,R10CHINA+,REMIND,0,27,NA,84.18047,NA,FALSE,FALSE,NA,NA,NA,NA,-12.867406468647408,High-CDR,FALSE
SCI-vetted,All ambitions,R10CHINA+,WITCH,0,28,NA,94.58778000000001,NA,FALSE,FALSE,NA,NA,NA,NA,-12.867406468647408,High-CDR,FALSE
SCI-vetted,All ambitions,R10EUROPE,GCAM,0,7,NA,19.44191,NA,FALSE,FALSE,NA,NA,NA,NA,-45.70800495243561,High-CDR,FALSE
SCI-vetted,All ambitions,R10EUROPE,IMAGE,26,4,21.986829999999998,19.8328825,-0.4230769230769231,TRUE,TRUE,2.1539474999999975,9.796535016644045,0.4230769230769231,High-RE,-45.70800495243561,High-CDR,FALSE
SCI-vetted,All ambitions,R10EUROPE,MESSAGEix,0,3,NA,15.768265,NA,FALSE,FALSE,NA,NA,NA,NA,-45.70800495243561,High-CDR,FALSE
SCI-vetted,All ambitions,R10EUROPE,POLES,43,0,12.036045,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-45.70800495243561,High-CDR,FALSE
SCI-vetted,All ambitions,R10EUROPE,REMIND,0,27,NA,11.935795,NA,FALSE,FALSE,NA,NA,NA,NA,-45.70800495243561,High-CDR,FALSE
SCI-vetted,All ambitions,R10EUROPE,WITCH,0,28,NA,17.96823,NA,FALSE,FALSE,NA,NA,NA,NA,-45.70800495243561,High-CDR,FALSE
SCI-vetted,All ambitions,R10INDIA+,GCAM,0,7,NA,108.78237,NA,FALSE,FALSE,NA,NA,NA,NA,16.599005587187147,High-RE,FALSE
SCI-vetted,All ambitions,R10INDIA+,IMAGE,26,4,155.23187000000001,143.6417475,-0.46153846153846156,TRUE,TRUE,11.590122500000007,7.466329240252022,0.46153846153846156,High-RE,16.599005587187147,High-RE,TRUE
SCI-vetted,All ambitions,R10INDIA+,MESSAGEix,0,3,NA,99.45517,NA,FALSE,FALSE,NA,NA,NA,NA,16.599005587187147,High-RE,FALSE
SCI-vetted,All ambitions,R10INDIA+,POLES,43,0,109.769475,NA,NA,FALSE,FALSE,NA,NA,NA,NA,16.599005587187147,High-RE,FALSE
SCI-vetted,All ambitions,R10INDIA+,REMIND,0,27,NA,104.08179,NA,FALSE,FALSE,NA,NA,NA,NA,16.599005587187147,High-RE,FALSE
SCI-vetted,All ambitions,R10INDIA+,WITCH,0,28,NA,91.370315,NA,FALSE,FALSE,NA,NA,NA,NA,16.599005587187147,High-RE,FALSE
SCI-vetted,All ambitions,R10LATIN_AM,GCAM,0,7,NA,15.744395,NA,FALSE,FALSE,NA,NA,NA,NA,-14.802369988293083,High-CDR,FALSE
SCI-vetted,All ambitions,R10LATIN_AM,IMAGE,26,4,22.382847499999997,22.88943,0.25,TRUE,TRUE,-0.5065825000000039,-2.2632620804837456,-0.25,High-CDR,-14.802369988293083,High-CDR,TRUE
SCI-vetted,All ambitions,R10LATIN_AM,MESSAGEix,0,3,NA,14.510745,NA,FALSE,FALSE,NA,NA,NA,NA,-14.802369988293083,High-CDR,FALSE
SCI-vetted,All ambitions,R10LATIN_AM,POLES,43,0,13.310275,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-14.802369988293083,High-CDR,FALSE
SCI-vetted,All ambitions,R10LATIN_AM,REMIND,0,27,NA,15.48934,NA,FALSE,FALSE,NA,NA,NA,NA,-14.802369988293083,High-CDR,FALSE
SCI-vetted,All ambitions,R10LATIN_AM,WITCH,0,28,NA,15.3806575,NA,FALSE,FALSE,NA,NA,NA,NA,-14.802369988293083,High-CDR,FALSE
SCI-vetted,All ambitions,R10MIDDLE_EAST,GCAM,0,7,NA,45.132005,NA,FALSE,FALSE,NA,NA,NA,NA,-14.828710910065547,High-CDR,FALSE
SCI-vetted,All ambitions,R10MIDDLE_EAST,IMAGE,26,4,47.0313575,44.171935000000005,-0.6346153846153846,TRUE,TRUE,2.8594224999999938,6.079821319212387,0.6346153846153846,High-RE,-14.828710910065547,High-CDR,FALSE
SCI-vetted,All ambitions,R10MIDDLE_EAST,MESSAGEix,0,3,NA,58.319075,NA,FALSE,FALSE,NA,NA,NA,NA,-14.828710910065547,High-CDR,FALSE
SCI-vetted,All ambitions,R10MIDDLE_EAST,POLES,43,0,43.3293,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-14.828710910065547,High-CDR,FALSE
SCI-vetted,All ambitions,R10MIDDLE_EAST,REMIND,0,27,NA,46.83738,NA,FALSE,FALSE,NA,NA,NA,NA,-14.828710910065547,High-CDR,FALSE
SCI-vetted,All ambitions,R10MIDDLE_EAST,WITCH,0,28,NA,68.420195,NA,FALSE,FALSE,NA,NA,NA,NA,-14.828710910065547,High-CDR,FALSE
SCI-vetted,All ambitions,R10NORTH_AM,GCAM,0,7,NA,12.071495,NA,FALSE,FALSE,NA,NA,NA,NA,-57.572183001386286,High-CDR,FALSE
SCI-vetted,All ambitions,R10NORTH_AM,IMAGE,26,4,10.69381,9.892025,-0.46153846153846156,TRUE,TRUE,0.8017849999999989,7.49765518556996,0.46153846153846156,High-RE,-57.572183001386286,High-CDR,FALSE
SCI-vetted,All ambitions,R10NORTH_AM,MESSAGEix,0,3,NA,9.335245,NA,FALSE,FALSE,NA,NA,NA,NA,-57.572183001386286,High-CDR,FALSE
SCI-vetted,All ambitions,R10NORTH_AM,POLES,43,0,6.54919,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-57.572183001386286,High-CDR,FALSE
SCI-vetted,All ambitions,R10NORTH_AM,REMIND,0,27,NA,8.93624,NA,FALSE,FALSE,NA,NA,NA,NA,-57.572183001386286,High-CDR,FALSE
SCI-vetted,All ambitions,R10NORTH_AM,WITCH,0,28,NA,10.5959275,NA,FALSE,FALSE,NA,NA,NA,NA,-57.572183001386286,High-CDR,FALSE
SCI-vetted,All ambitions,R10PAC_OECD,GCAM,0,7,NA,5.85177,NA,FALSE,FALSE,NA,NA,NA,NA,-17.287762686186994,High-CDR,FALSE
SCI-vetted,All ambitions,R10PAC_OECD,IMAGE,26,4,6.165635,5.9262250000000005,-0.5192307692307693,TRUE,TRUE,0.23940999999999946,3.882973935369179,0.5192307692307693,High-RE,-17.287762686186994,High-CDR,FALSE
SCI-vetted,All ambitions,R10PAC_OECD,MESSAGEix,0,3,NA,6.299755,NA,FALSE,FALSE,NA,NA,NA,NA,-17.287762686186994,High-CDR,FALSE
SCI-vetted,All ambitions,R10PAC_OECD,POLES,43,0,4.42293,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-17.287762686186994,High-CDR,FALSE
SCI-vetted,All ambitions,R10PAC_OECD,REMIND,0,27,NA,3.687275,NA,FALSE,FALSE,NA,NA,NA,NA,-17.287762686186994,High-CDR,FALSE
SCI-vetted,All ambitions,R10PAC_OECD,WITCH,0,28,NA,5.293075,NA,FALSE,FALSE,NA,NA,NA,NA,-17.287762686186994,High-CDR,FALSE
SCI-vetted,All ambitions,R10REF_ECON,GCAM,0,7,NA,15.63072,NA,FALSE,FALSE,NA,NA,NA,NA,-14.276394219176403,High-CDR,FALSE
SCI-vetted,All ambitions,R10REF_ECON,IMAGE,26,4,14.691894999999999,14.014575,-0.4230769230769231,TRUE,TRUE,0.6773199999999981,4.610160908446447,0.4230769230769231,High-RE,-14.276394219176403,High-CDR,FALSE
SCI-vetted,All ambitions,R10REF_ECON,MESSAGEix,0,3,NA,14.9503,NA,FALSE,FALSE,NA,NA,NA,NA,-14.276394219176403,High-CDR,FALSE
SCI-vetted,All ambitions,R10REF_ECON,POLES,43,0,13.156545,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-14.276394219176403,High-CDR,FALSE
SCI-vetted,All ambitions,R10REF_ECON,REMIND,0,27,NA,13.43612,NA,FALSE,FALSE,NA,NA,NA,NA,-14.276394219176403,High-CDR,FALSE
SCI-vetted,All ambitions,R10REF_ECON,WITCH,0,28,NA,16.666395,NA,FALSE,FALSE,NA,NA,NA,NA,-14.276394219176403,High-CDR,FALSE
