"Model_Group","Model","Scenario","ModelGroup_Scenario","Region","Category","Variable","Total_Value","Ambition","cumulative_deaths_mln","jobs_Renewables","jobs_Fossil","jobs_Nuclear","jobs_Bioenergy","cumulative_gap_EJ","mean_headcount_millions","cumulative_implied_CO2_GtCO2","pop_mln","mort_per_1k","headcount_pct","re_jobs_per_1k","fossil_jobs_per_1k","net_re_jobs_per_1k","gap_GJ_pc","implied_CO2_tpc"
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10AFRICA","C3","Fossil CCS",4808.409,"2C (Medium-Ambition)",NA,39679.9671025118,1314.34861780295,125.0929504,116.33892905,94.1447030720687,749.397731769024,3900.92103313849,1070.4991,NA,70.0045176842301,37.0667916512138,1.22779049305408,35.8390011581597,87.9446821319782,3644.0208433043
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10AFRICA","C3","Renewable Capacity",180135.7099,"2C (Medium-Ambition)",NA,39679.9671025118,1314.34861780295,125.0929504,116.33892905,94.1447030720687,749.397731769024,3900.92103313849,1070.4991,NA,70.0045176842301,37.0667916512138,1.22779049305408,35.8390011581597,87.9446821319782,3644.0208433043
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10AFRICA","C3","Total CDR",4808.409,"2C (Medium-Ambition)",NA,39679.9671025118,1314.34861780295,125.0929504,116.33892905,94.1447030720687,749.397731769024,3900.92103313849,1070.4991,NA,70.0045176842301,37.0667916512138,1.22779049305408,35.8390011581597,87.9446821319782,3644.0208433043
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10CHINA+","C3","Fossil CCS",159207.8957,"2C (Medium-Ambition)",NA,166389.6268944,130734.689324408,5094.20422727,5344.475378806,19.6493237473362,115.291998450959,1892.60065714848,1428.03039550781,NA,8.0734975119322,116.516866460137,91.5489542349118,24.9679122252249,13.7597377542856,1325.3223902671
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10CHINA+","C3","Renewable Capacity",688572.2908,"2C (Medium-Ambition)",NA,166389.6268944,130734.689324408,5094.20422727,5344.475378806,19.6493237473362,115.291998450959,1892.60065714848,1428.03039550781,NA,8.0734975119322,116.516866460137,91.5489542349118,24.9679122252249,13.7597377542856,1325.3223902671
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10CHINA+","C3","Total CDR",159207.8957,"2C (Medium-Ambition)",NA,166389.6268944,130734.689324408,5094.20422727,5344.475378806,19.6493237473362,115.291998450959,1892.60065714848,1428.03039550781,NA,8.0734975119322,116.516866460137,91.5489542349118,24.9679122252249,13.7597377542856,1325.3223902671
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10EUROPE","C3","Fossil CCS",20272.4524,"2C (Medium-Ambition)",NA,22974.3019058459,8126.45819025439,3927.65296019575,9048.42206292,0.101885570981209,1.02689939755991,5.95189500471117,628.725128173828,NA,0.163330420806085,36.5410906552696,12.9252956913909,23.6157949638787,0.162051056042793,9.46660907605017
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10EUROPE","C3","Renewable Capacity",280614.3164,"2C (Medium-Ambition)",NA,22974.3019058459,8126.45819025439,3927.65296019575,9048.42206292,0.101885570981209,1.02689939755991,5.95189500471117,628.725128173828,NA,0.163330420806085,36.5410906552696,12.9252956913909,23.6157949638787,0.162051056042793,9.46660907605017
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10EUROPE","C3","Total CDR",20272.4524,"2C (Medium-Ambition)",NA,22974.3019058459,8126.45819025439,3927.65296019575,9048.42206292,0.101885570981209,1.02689939755991,5.95189500471117,628.725128173828,NA,0.163330420806085,36.5410906552696,12.9252956913909,23.6157949638787,0.162051056042793,9.46660907605017
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10INDIA+","C3","Fossil CCS",11500.8036,"2C (Medium-Ambition)",NA,168009.229614423,13122.6297850082,3288.446646,2064.850259122,11.7783240025996,178.263956798458,890.182643394055,1390.23409791655,NA,12.8225855678271,120.84959638539,9.43915115064016,111.41044523475,8.47218754039409,640.311329385541
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10INDIA+","C3","Renewable Capacity",465178.3705,"2C (Medium-Ambition)",NA,168009.229614423,13122.6297850082,3288.446646,2064.850259122,11.7783240025996,178.263956798458,890.182643394055,1390.23409791655,NA,12.8225855678271,120.84959638539,9.43915115064016,111.41044523475,8.47218754039409,640.311329385541
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10INDIA+","C3","Total CDR",11500.8036,"2C (Medium-Ambition)",NA,168009.229614423,13122.6297850082,3288.446646,2064.850259122,11.7783240025996,178.263956798458,890.182643394055,1390.23409791655,NA,12.8225855678271,120.84959638539,9.43915115064016,111.41044523475,8.47218754039409,640.311329385541
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10LATIN_AM","C3","Fossil CCS",4954.7046,"2C (Medium-Ambition)",NA,34502.4178957222,3607.7523396875,557.232526649337,8249.765739336,43.2093686942537,206.44911514271,1971.66686017954,650.717088143327,NA,31.726401366186,53.0221482183094,5.54427170489928,47.4778765134101,66.4026955516749,3029.9909071164
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10LATIN_AM","C3","Renewable Capacity",105098.4705,"2C (Medium-Ambition)",NA,34502.4178957222,3607.7523396875,557.232526649337,8249.765739336,43.2093686942537,206.44911514271,1971.66686017954,650.717088143327,NA,31.726401366186,53.0221482183094,5.54427170489928,47.4778765134101,66.4026955516749,3029.9909071164
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10LATIN_AM","C3","Total CDR",4954.7046,"2C (Medium-Ambition)",NA,34502.4178957222,3607.7523396875,557.232526649337,8249.765739336,43.2093686942537,206.44911514271,1971.66686017954,650.717088143327,NA,31.726401366186,53.0221482183094,5.54427170489928,47.4778765134101,66.4026955516749,3029.9909071164
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10MIDDLE_EAST","C3","Fossil CCS",11955.5117,"2C (Medium-Ambition)",NA,76764.9378853798,7799.03722284634,27.7788796708472,937.419150136,0.284475939397178,2.77050647317223,23.285932939706,506.3728,NA,0.547127822263011,151.597672476444,15.4017696504361,136.195902826008,0.561791508938036,45.9857499054175
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10MIDDLE_EAST","C3","Renewable Capacity",248706.3219,"2C (Medium-Ambition)",NA,76764.9378853798,7799.03722284634,27.7788796708472,937.419150136,0.284475939397178,2.77050647317223,23.285932939706,506.3728,NA,0.547127822263011,151.597672476444,15.4017696504361,136.195902826008,0.561791508938036,45.9857499054175
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10MIDDLE_EAST","C3","Total CDR",11955.5117,"2C (Medium-Ambition)",NA,76764.9378853798,7799.03722284634,27.7788796708472,937.419150136,0.284475939397178,2.77050647317223,23.285932939706,506.3728,NA,0.547127822263011,151.597672476444,15.4017696504361,136.195902826008,0.561791508938036,45.9857499054175
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10NORTH_AM","C3","Fossil CCS",27013.2992,"2C (Medium-Ambition)",NA,20798.5475762709,4325.65920920477,7371.71040326145,4553.57391498,0.0162795263113557,0.132425706767524,1.01542431090758,370.595874786377,NA,0.0357331842519452,56.1219079631145,11.672173123077,44.4497348400374,0.0439279749693374,2.73997737155843
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10NORTH_AM","C3","Renewable Capacity",282620.6673,"2C (Medium-Ambition)",NA,20798.5475762709,4325.65920920477,7371.71040326145,4553.57391498,0.0162795263113557,0.132425706767524,1.01542431090758,370.595874786377,NA,0.0357331842519452,56.1219079631145,11.672173123077,44.4497348400374,0.0439279749693374,2.73997737155843
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10NORTH_AM","C3","Total CDR",27013.2992,"2C (Medium-Ambition)",NA,20798.5475762709,4325.65920920477,7371.71040326145,4553.57391498,0.0162795263113557,0.132425706767524,1.01542431090758,370.595874786377,NA,0.0357331842519452,56.1219079631145,11.672173123077,44.4497348400374,0.0439279749693374,2.73997737155843
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10PAC_OECD","C3","Fossil CCS",7974.0994,"2C (Medium-Ambition)",NA,11200.1756135234,2608.81190870626,887.410065322419,445.49864805,0.0570843434578884,0.48021396685062,4.49163656945392,155.65,NA,0.308521661966347,71.9574404980625,16.7607575246146,55.1966829734479,0.36674811087625,28.8572860228328
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10PAC_OECD","C3","Renewable Capacity",85076.8488,"2C (Medium-Ambition)",NA,11200.1756135234,2608.81190870626,887.410065322419,445.49864805,0.0570843434578884,0.48021396685062,4.49163656945392,155.65,NA,0.308521661966347,71.9574404980625,16.7607575246146,55.1966829734479,0.36674811087625,28.8572860228328
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10PAC_OECD","C3","Total CDR",7974.0994,"2C (Medium-Ambition)",NA,11200.1756135234,2608.81190870626,887.410065322419,445.49864805,0.0570843434578884,0.48021396685062,4.49163656945392,155.65,NA,0.308521661966347,71.9574404980625,16.7607575246146,55.1966829734479,0.36674811087625,28.8572860228328
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10REF_ECON","C3","Fossil CCS",32479.3496,"2C (Medium-Ambition)",NA,115485.547933475,37244.8799095712,12586.0575832909,14848.01580072,2.32970340762057,12.6052492587293,170.716669302026,287.169525146484,NA,4.38948013453007,402.151126149496,129.696491612655,272.45463453684,8.11264150132992,594.480452669702
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10REF_ECON","C3","Renewable Capacity",237914.9911,"2C (Medium-Ambition)",NA,115485.547933475,37244.8799095712,12586.0575832909,14848.01580072,2.32970340762057,12.6052492587293,170.716669302026,287.169525146484,NA,4.38948013453007,402.151126149496,129.696491612655,272.45463453684,8.11264150132992,594.480452669702
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10REF_ECON","C3","Total CDR",32479.3496,"2C (Medium-Ambition)",NA,115485.547933475,37244.8799095712,12586.0575832909,14848.01580072,2.32970340762057,12.6052492587293,170.716669302026,287.169525146484,NA,4.38948013453007,402.151126149496,129.696491612655,272.45463453684,8.11264150132992,594.480452669702
"COMPASS","AIM/CGE V2.2","ENGAGE-Feasibility-1000/Cost-Effective","COMPASS_ENGAGE-Feasibility-1000/Cost-Effective","R10REST_ASIA","C3","Fossil CCS",25488.7007,"2C (Medium-Ambition)",NA,60570.8917122499,13925.1930231133,7808.59575479534,4759.472560712,24.585067747485,196.33405575757,1655.89797175035,1136.58399683923,NA,17.274047171486,53.2920504605851,12.2517940265201,41.040256434065,21.6306650593836,1456.90769565232
