"Model_Group","Model","Scenario","ModelGroup_Scenario","Region","Category","Variable","Total_Value","proxy"
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SelfReliance_max_GDP","COMPASS_COVID-Shift-SelfReliance_max_GDP","R10CHINA+","C4","Total CDR",43715.9017975213,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SelfReliance_max_GDP","COMPASS_COVID-Shift-SelfReliance_max_GDP","R10EUROPE","C4","Land-based CDR",22582.6573506055,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SelfReliance_max_GDP","COMPASS_COVID-Shift-SelfReliance_max_GDP","R10EUROPE","C4","Total CDR",22582.6573506055,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SelfReliance_max_GDP","COMPASS_COVID-Shift-SelfReliance_max_GDP","R10INDIA+","C4","Land-based CDR",6459.95242951887,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SelfReliance_max_GDP","COMPASS_COVID-Shift-SelfReliance_max_GDP","R10INDIA+","C4","Total CDR",6459.95242951887,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SelfReliance_max_GDP","COMPASS_COVID-Shift-SelfReliance_max_GDP","R10LATIN_AM","C4","Land-based CDR",29411.2887517945,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SelfReliance_max_GDP","COMPASS_COVID-Shift-SelfReliance_max_GDP","R10LATIN_AM","C4","Total CDR",29411.2887517945,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SelfReliance_max_GDP","COMPASS_COVID-Shift-SelfReliance_max_GDP","R10MIDDLE_EAST","C4","Land-based CDR",513.353692237712,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SelfReliance_max_GDP","COMPASS_COVID-Shift-SelfReliance_max_GDP","R10MIDDLE_EAST","C4","Total CDR",513.353692237712,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SelfReliance_max_GDP","COMPASS_COVID-Shift-SelfReliance_max_GDP","R10NORTH_AM","C4","Land-based CDR",19204.0047,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SelfReliance_max_GDP","COMPASS_COVID-Shift-SelfReliance_max_GDP","R10NORTH_AM","C4","Total CDR",19204.0047,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SelfReliance_max_GDP","COMPASS_COVID-Shift-SelfReliance_max_GDP","R10PAC_OECD","C4","Land-based CDR",11461.8009306807,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SelfReliance_max_GDP","COMPASS_COVID-Shift-SelfReliance_max_GDP","R10PAC_OECD","C4","Total CDR",11461.8009306807,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SelfReliance_max_GDP","COMPASS_COVID-Shift-SelfReliance_max_GDP","R10REF_ECON","C4","Land-based CDR",25752.4965136927,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SelfReliance_max_GDP","COMPASS_COVID-Shift-SelfReliance_max_GDP","R10REF_ECON","C4","Total CDR",25752.4965136927,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SelfReliance_max_GDP","COMPASS_COVID-Shift-SelfReliance_max_GDP","R10REST_ASIA","C4","Land-based CDR",23967.7950974462,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SelfReliance_max_GDP","COMPASS_COVID-Shift-SelfReliance_max_GDP","R10REST_ASIA","C4","Total CDR",23967.7950974462,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SmartUse","COMPASS_COVID-Shift-SmartUse","R10AFRICA","C4","Land-based CDR",20308.8778667236,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SmartUse","COMPASS_COVID-Shift-SmartUse","R10AFRICA","C4","Total CDR",20308.8778667236,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SmartUse","COMPASS_COVID-Shift-SmartUse","R10CHINA+","C4","Land-based CDR",43712.6307574139,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SmartUse","COMPASS_COVID-Shift-SmartUse","R10CHINA+","C4","Total CDR",43712.6307574139,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SmartUse","COMPASS_COVID-Shift-SmartUse","R10EUROPE","C4","Land-based CDR",22582.95275,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SmartUse","COMPASS_COVID-Shift-SmartUse","R10EUROPE","C4","Total CDR",22582.95275,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SmartUse","COMPASS_COVID-Shift-SmartUse","R10INDIA+","C4","Land-based CDR",6449.09045346653,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SmartUse","COMPASS_COVID-Shift-SmartUse","R10INDIA+","C4","Total CDR",6449.09045346653,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SmartUse","COMPASS_COVID-Shift-SmartUse","R10LATIN_AM","C4","Land-based CDR",28946.9471901825,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SmartUse","COMPASS_COVID-Shift-SmartUse","R10LATIN_AM","C4","Total CDR",28946.9471901825,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SmartUse","COMPASS_COVID-Shift-SmartUse","R10MIDDLE_EAST","C4","Land-based CDR",511.409891360624,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SmartUse","COMPASS_COVID-Shift-SmartUse","R10MIDDLE_EAST","C4","Total CDR",511.409891360624,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SmartUse","COMPASS_COVID-Shift-SmartUse","R10NORTH_AM","C4","Land-based CDR",19204.0047,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SmartUse","COMPASS_COVID-Shift-SmartUse","R10NORTH_AM","C4","Total CDR",19204.0047,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SmartUse","COMPASS_COVID-Shift-SmartUse","R10PAC_OECD","C4","Land-based CDR",11457.2567339137,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SmartUse","COMPASS_COVID-Shift-SmartUse","R10PAC_OECD","C4","Total CDR",11457.2567339137,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SmartUse","COMPASS_COVID-Shift-SmartUse","R10REF_ECON","C4","Land-based CDR",25664.4531203891,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SmartUse","COMPASS_COVID-Shift-SmartUse","R10REF_ECON","C4","Total CDR",25664.4531203891,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SmartUse","COMPASS_COVID-Shift-SmartUse","R10REST_ASIA","C4","Land-based CDR",24059.5759355547,FALSE
"COMPASS","MESSAGEix-GLOBIOM 1.2","COVID-Shift-SmartUse","COMPASS_COVID-Shift-SmartUse","R10REST_ASIA","C4","Total CDR",24059.5759355547,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10AFRICA","C3","Fossil CCS",2059.82821306377,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10AFRICA","C3","Land-based CDR",59511.5435307623,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10AFRICA","C3","Renewable Capacity",275715.199739171,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10AFRICA","C3","Total CDR",61571.3717438261,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10CHINA+","C3","Fossil CCS",14058.644839233,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10CHINA+","C3","Land-based CDR",62448.4952763798,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10CHINA+","C3","Renewable Capacity",466033.582459897,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10CHINA+","C3","Total CDR",76507.1401156129,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10EUROPE","C3","Fossil CCS",3423.63355384178,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10EUROPE","C3","Land-based CDR",21329.8821336854,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10EUROPE","C3","Renewable Capacity",189677.439659901,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10EUROPE","C3","Total CDR",24753.5156875271,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10INDIA+","C3","Fossil CCS",4757.86918746269,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10INDIA+","C3","Land-based CDR",22153.0512992834,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10INDIA+","C3","Renewable Capacity",464881.075748437,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10INDIA+","C3","Total CDR",26910.9204867461,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10LATIN_AM","C3","Fossil CCS",2870.87739524981,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10LATIN_AM","C3","Land-based CDR",125500.867481898,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10LATIN_AM","C3","Renewable Capacity",197349.703928748,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10LATIN_AM","C3","Total CDR",128371.744877147,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10MIDDLE_EAST","C3","Fossil CCS",9325.96008566003,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10MIDDLE_EAST","C3","Land-based CDR",1261.369584551,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10MIDDLE_EAST","C3","Renewable Capacity",249874.154644896,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10MIDDLE_EAST","C3","Total CDR",10587.329670211,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10NORTH_AM","C3","Fossil CCS",6106.52370976113,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10NORTH_AM","C3","Land-based CDR",20916.180644028,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10NORTH_AM","C3","Renewable Capacity",206748.08692661,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10NORTH_AM","C3","Total CDR",27022.7043537891,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10PAC_OECD","C3","Fossil CCS",300.893963850432,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10PAC_OECD","C3","Land-based CDR",19694.396010861,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10PAC_OECD","C3","Renewable Capacity",32125.9164589845,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10PAC_OECD","C3","Total CDR",19995.2899747114,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10REF_ECON","C3","Fossil CCS",6940.26028331884,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10REF_ECON","C3","Land-based CDR",4716.54804988362,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10REF_ECON","C3","Renewable Capacity",67456.8582006705,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10REF_ECON","C3","Total CDR",11656.8083332025,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10REST_ASIA","C3","Fossil CCS",3058.21575830667,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10REST_ASIA","C3","Land-based CDR",33053.1604625678,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10REST_ASIA","C3","Renewable Capacity",184923.602996387,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Below 2°C","COMPASS_NGFS Phase 5-Below 2°C","R10REST_ASIA","C3","Total CDR",36111.3762208745,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10AFRICA","C4","Land-based CDR",22732.8768068167,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10AFRICA","C4","Renewable Capacity",108529.051541967,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10AFRICA","C4","Total CDR",22732.8768068167,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10CHINA+","C4","Land-based CDR",54796.4641,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10CHINA+","C4","Renewable Capacity",197651.6891249,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10CHINA+","C4","Total CDR",54796.4641,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10EUROPE","C4","Land-based CDR",16065.2540421064,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10EUROPE","C4","Renewable Capacity",99656.1907894883,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10EUROPE","C4","Total CDR",16065.2540421064,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10INDIA+","C4","Land-based CDR",18543.3580585575,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10INDIA+","C4","Renewable Capacity",195884.82999675,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10INDIA+","C4","Total CDR",18543.3580585575,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10LATIN_AM","C4","Land-based CDR",77350.6831411284,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10LATIN_AM","C4","Renewable Capacity",85830.7621456839,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10LATIN_AM","C4","Total CDR",77350.6831411284,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10MIDDLE_EAST","C4","Land-based CDR",1248.40992301995,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10MIDDLE_EAST","C4","Renewable Capacity",61250.8450959495,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10MIDDLE_EAST","C4","Total CDR",1248.40992301995,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10NORTH_AM","C4","Land-based CDR",11013.5767475514,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10NORTH_AM","C4","Renewable Capacity",91518.3396835736,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10NORTH_AM","C4","Total CDR",11013.5767475514,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10PAC_OECD","C4","Land-based CDR",16814.38145,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10PAC_OECD","C4","Renewable Capacity",18333.6268835755,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10PAC_OECD","C4","Total CDR",16814.38145,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10REF_ECON","C4","Land-based CDR",4277.46589871828,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10REF_ECON","C4","Renewable Capacity",18028.8589907862,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10REF_ECON","C4","Total CDR",4277.46589871828,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10REST_ASIA","C4","Land-based CDR",29573.4066636328,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10REST_ASIA","C4","Renewable Capacity",74423.8726926943,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Current Policies","COMPASS_NGFS Phase 5-Current Policies","R10REST_ASIA","C4","Total CDR",29573.4066636328,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10AFRICA","C3","Fossil CCS",2041.91699741435,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10AFRICA","C3","Land-based CDR",56967.081761652,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10AFRICA","C3","Renewable Capacity",272025.810697395,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10AFRICA","C3","Total CDR",59008.9987590664,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10CHINA+","C3","Fossil CCS",17100.9865153148,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10CHINA+","C3","Land-based CDR",61310.7934075096,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10CHINA+","C3","Renewable Capacity",435393.654913936,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10CHINA+","C3","Total CDR",78411.7799228244,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10EUROPE","C3","Fossil CCS",3962.53353619156,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10EUROPE","C3","Land-based CDR",20886.1793847178,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10EUROPE","C3","Renewable Capacity",194125.144237862,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10EUROPE","C3","Total CDR",24848.7129209094,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10INDIA+","C3","Fossil CCS",4399.66945199828,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10INDIA+","C3","Land-based CDR",22312.1758722273,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10INDIA+","C3","Renewable Capacity",461766.909646393,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10INDIA+","C3","Total CDR",26711.8453242256,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10LATIN_AM","C3","Fossil CCS",2953.55589525757,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10LATIN_AM","C3","Land-based CDR",122362.838778551,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10LATIN_AM","C3","Renewable Capacity",193373.046559091,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10LATIN_AM","C3","Total CDR",125316.394673809,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10MIDDLE_EAST","C3","Fossil CCS",7752.05882093757,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10MIDDLE_EAST","C3","Land-based CDR",1261.25642764923,FALSE
"COMPASS","MESSAGEix-GLOBIOM 2.0-M-R12-NGFS","NGFS Phase 5-Delayed Transition","COMPASS_NGFS Phase 5-Delayed Transition","R10MIDDLE_EAST","C3","Renewable Capacity",249359.382893266,FALSE
