"Model","Scenario","Category","Ambition","total_cdr","total_re","Pathway_overlap","Pathway_excl","high_cdr_only","high_re_only","approach","vetting","ambition_method","threshold_label","top_frac"
"MESSAGEix-GLOBIOM 1.1","ENGAGE-NoPolicy","C4","2C (Medium-Ambition)",202606.002528601,864355.101415217,"Low (both)",NA,FALSE,FALSE,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1-BMT-R12","NAVIGATE Demand-2.0°C-act_u","C3","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1-BMT-R12","NAVIGATE Demand-2.0°C-all_u","C3","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1-BMT-R12","NAVIGATE Demand-2.0°C-ele_u","C3","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1-BMT-R12","NAVIGATE Demand-2.0°C-ref","C3","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1-BMT-R12","NAVIGATE Demand-2.0°C-tec_u","C3","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1-BMT-R12","NAVIGATE Demand-NPi-act","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1-BMT-R12","NAVIGATE Demand-NPi-all","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1-BMT-R12","NAVIGATE Demand-NPi-ele","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1-BMT-R12","NAVIGATE Demand-NPi-ref","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1-BMT-R12","NAVIGATE Demand-NPi-tec","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.2","COVID-Shift-GreenPush_max_GDP","C4","2C (Medium-Ambition)",202908.431453328,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.2","COVID-Shift-NoPolicyNoCOVID","C4","2C (Medium-Ambition)",202959.844401904,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.2","COVID-Shift-Restore","C4","2C (Medium-Ambition)",202894.293784657,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.2","COVID-Shift-SelfReliance","C4","2C (Medium-Ambition)",202887.267513555,NA,"Low (both)",NA,FALSE,NA,"C","full","ar6","top_33pct",0.333333333333333
