"Model","Scenario","Category","Ambition","total_cdr","total_re","Pathway_overlap","Pathway_excl","high_cdr_only","high_re_only","approach","vetting","ambition_method","threshold_label","top_frac"
"IMAGE 3.2","SSP2021-SSP1-SPA1-19-Default","C2","1.5C (High-Ambition)",945220.52226963,1588856.51319239,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP1-SPA1-19-Default-LowBiomass","C1","1.5C (High-Ambition)",1146296.93466715,2051418.10832005,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP1-SPA1-19-Lifestyle","C2","1.5C (High-Ambition)",957721.025438778,1514239.10725892,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP1-SPA1-19-Lifestyle-Renewables","C2","1.5C (High-Ambition)",1406398.2288187,2093442.17829837,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP1-SPA1-19-Lifestyle-Renewables-LowBiomass","C1","1.5C (High-Ambition)",1426426.10110244,2594281.92493291,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP1-SPA1-19-Renewables","C2","1.5C (High-Ambition)",1049871.70154164,2635442.63858426,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP1-SPA1-19-Renewables-LowBiomass","C1","1.5C (High-Ambition)",1252757.28115821,3142295.30906495,"Both High",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP1-SPA1-26-Default","C3","2C (Medium-Ambition)",700267.711472806,1482153.59831313,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP1-SPA1-26-Lifestyle","C3","2C (Medium-Ambition)",682403.118995186,1358639.41885895,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP1-SPA1-26-Lifestyle-Renewables","C3","2C (Medium-Ambition)",1018159.79604593,1792900.45793675,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP1-SPA1-26-Renewables","C3","2C (Medium-Ambition)",728478.48626138,2600647.9559622,"Both High",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP1-SPA1-34-Default","C3","2C (Medium-Ambition)",344342.431489462,1524714.83168443,"Low (both)",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP1-SPA1-34-Lifestyle","C3","2C (Medium-Ambition)",486865.631230238,1317649.97868909,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP1-SPA1-34-Lifestyle-Renewables","C3","2C (Medium-Ambition)",483321.219050652,2350496.07332979,"Both High",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP1-SPA1-34-Renewables","C3","2C (Medium-Ambition)",302546.924158593,2539069.7579947,"High-RE only","High-RE",FALSE,TRUE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP2-SPA0-26-Default","C3","2C (Medium-Ambition)",966850.008481895,862844.258967459,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP2-SPA1-19-Default-LowBiomass","C1","1.5C (High-Ambition)",1677755.82455086,1153913.8510039,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP2-SPA1-19-Lifestyle-Renewables-LowBiomass","C1","1.5C (High-Ambition)",1315759.59969637,2560873.988359,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP2-SPA1-19-Renewables-LowBiomass","C1","1.5C (High-Ambition)",1520102.37198774,2794770.90541558,"Both High",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP2-SPA2-19-Default","C2","1.5C (High-Ambition)",1417157.08030829,1099454.02529209,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP2-SPA2-19-Lifestyle","C1","1.5C (High-Ambition)",1224476.98780122,1008660.30526297,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP2-SPA2-19-Lifestyle-Renewables","C2","1.5C (High-Ambition)",1282064.51223395,2551674.87706988,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP2-SPA2-19-Renewables","C2","1.5C (High-Ambition)",1334168.49513672,2645840.87325305,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP2-SPA2-26-Default","C3","2C (Medium-Ambition)",1118489.20518413,933531.783439759,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP2-SPA2-26-Lifestyle","C3","2C (Medium-Ambition)",941965.447547248,797330.837959991,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP2-SPA2-26-Lifestyle-Renewables","C3","2C (Medium-Ambition)",976121.540940465,1777164.95425487,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP2-SPA2-26-Renewables","C3","2C (Medium-Ambition)",1174576.12734791,2074357.60617239,"Both High",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP2-SPA2-34-Default","C3","2C (Medium-Ambition)",672687.619525106,876946.126232003,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP2-SPA2-34-Lifestyle","C3","2C (Medium-Ambition)",549981.026565024,767654.52946589,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP2-SPA2-34-Lifestyle-Renewables","C3","2C (Medium-Ambition)",642254.014341902,1973323.81353873,"Both High",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP2-SPA2-34-Renewables","C3","2C (Medium-Ambition)",705641.955317788,1974767.80185279,"Both High",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP2-SPA2-45-Default","C4","2C (Medium-Ambition)",139515.606362025,821962.912696191,"Low (both)",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP2-SPA2-45-Lifestyle","C4","2C (Medium-Ambition)",333222.49472766,681934.114876183,"Low (both)",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP2-SPA2-45-Lifestyle-Renewables","C4","2C (Medium-Ambition)",324905.306402484,1467597.3805989,"Low (both)",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.2","SSP2021-SSP2-SPA2-45-Renewables","C4","2C (Medium-Ambition)",209220.70532009,1778551.44589272,"Low (both)",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","GEO7-Behavioural Focused Pathway","C2","1.5C (High-Ambition)",630533.357357845,NA,"Low (both)",NA,NA,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","GEO7-Technology Focused Pathway","C2","1.5C (High-Ambition)",1011047.56923105,NA,"Low (both)",NA,NA,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","NAVIGATE Demand-1.5°C-act_u","C3","2C (Medium-Ambition)",762036.383499808,1507949.42224563,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","NAVIGATE Demand-1.5°C-all_u","C3","2C (Medium-Ambition)",744256.579861408,1562038.79344799,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","NAVIGATE Demand-1.5°C-ele_u","C3","2C (Medium-Ambition)",772225.502630608,1958671.84924445,"Both High",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","NAVIGATE Demand-1.5°C-ref","C3","2C (Medium-Ambition)",778724.006949016,1697100.32213757,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","NAVIGATE Demand-1.5°C-tec_u","C3","2C (Medium-Ambition)",759175.790569589,1664038.1407893,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","NAVIGATE Demand-2.0°C-act_u","C3","2C (Medium-Ambition)",556270.660680073,966172.232563842,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","NAVIGATE Demand-2.0°C-all_u","C3","2C (Medium-Ambition)",541607.353075173,1219491.73531989,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","NAVIGATE Demand-2.0°C-ele_u","C3","2C (Medium-Ambition)",584591.804761934,1554284.52330658,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","NAVIGATE Demand-2.0°C-ref","C3","2C (Medium-Ambition)",572177.94958529,1342490.21109318,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","NAVIGATE Demand-2.0°C-tec_u","C3","2C (Medium-Ambition)",563838.663853716,1359121.25656336,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","NAVIGATE Demand-NPi-act","C4","2C (Medium-Ambition)",36864.8174374457,776413.870335863,"Low (both)",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","NAVIGATE Demand-NPi-all","C4","2C (Medium-Ambition)",39357.6720367445,1034269.67913706,"Low (both)",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","NAVIGATE Demand-NPi-ele","C4","2C (Medium-Ambition)",58338.0105108168,1138476.52189317,"Low (both)",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","NAVIGATE Demand-NPi-ref","C4","2C (Medium-Ambition)",45412.052542657,930675.367491381,"Low (both)",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","NAVIGATE Demand-NPi-tec","C4","2C (Medium-Ambition)",33666.6130403252,1097496.00931934,"Low (both)",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","SHAPE-SDP-EI-1.5°C","C2","1.5C (High-Ambition)",1499150.22624076,2031118.63940702,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","SHAPE-SDP-EI-1.5°C [with Climate Change Impacts]","C2","1.5C (High-Ambition)",1585481.19568532,1992621.0966507,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","SHAPE-SDP-MC-1.5°C","C2","1.5C (High-Ambition)",853206.346064899,2345292.54469992,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","SHAPE-SDP-MC-1.5°C [with Climate Change Impacts]","C2","1.5C (High-Ambition)",973009.201229846,2320205.09874191,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","SHAPE-SDP-RC-1.5°C","C1","1.5C (High-Ambition)",912815.509342187,1525312.4688221,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","SHAPE-SDP-RC-1.5°C [with Climate Change Impacts]","C1","1.5C (High-Ambition)",1132834.40677823,1432193.75580331,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","SHAPE-SSP1-1.5°C","C1","1.5C (High-Ambition)",1597158.41737734,1467015.97921265,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","SHAPE-SSP1-NPi","C4","2C (Medium-Ambition)",40096.0999621073,1401850.82501457,"Low (both)",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","SHAPE-SSP2-1.5°C","C1","1.5C (High-Ambition)",2279153.28023599,1035800.98418197,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","SHAPE-SSP2-1.5°C [with Climate Change Impacts]","C1","1.5C (High-Ambition)",2343107.87451799,1097836.0809015,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","SHAPE-SSP2-NPi","C4","2C (Medium-Ambition)",39337.8931323794,877666.441167651,"Low (both)",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"IMAGE 3.3","SHAPE-SSP2-NPi [with Climate Change Impacts]","C4","2C (Medium-Ambition)",46156.5588334397,879502.004890074,"Low (both)",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"MERGE-ETL 6.0","DAC-2°C-66%","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","ADVANCE-2020-1.5°C-2100","C1","1.5C (High-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","ADVANCE-2020-medium-2°C","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","ADVANCE-2020-well-below-2°C","C3","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","ADVANCE-2030-Price 1.5°C","C2","1.5C (High-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","ADVANCE-2030-medium-2°C","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","ADVANCE-2030-well-below-2°C","C3","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","ADVANCE-INDC","C3","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","ADVANCE-Reference","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","EMF33-1.5°C-cost100","C1","1.5C (High-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","EMF33-1.5°C-full","C1","1.5C (High-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","EMF33-medium-2°C-cost100","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","EMF33-medium-2°C-full","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","EMF33-medium-2°C-limbio","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","EMF33-medium-2°C-nobeccs","C3","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","EMF33-medium-2°C-nofuel","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","EMF33-medium-2°C-none","C3","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","EMF33-tax-hi-full","C3","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","EMF33-tax-hi-none","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","EMF33-tax-lo-full","C3","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","EMF33-tax-lo-none","C3","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","EMF33-well-below-2°C-cost100","C2","1.5C (High-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","EMF33-well-below-2°C-full","C2","1.5C (High-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","EMF33-well-below-2°C-limbio","C2","1.5C (High-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","EMF33-well-below-2°C-nofuel","C2","1.5C (High-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","SSP1-19","C2","1.5C (High-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","SSP1-26","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","SSP1-34","C3","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","SSP1-45","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","SSP1-Baseline","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","SSP2-19","C1","1.5C (High-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","SSP2-26","C3","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","SSP2-34","C3","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","SSP2-45","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","SSP2-60","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","SSP2-Baseline","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","SSP3-34","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","SSP3-45","C3","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","SSP3-60","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGE-GLOBIOM 1.0","SSP3-Baseline","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.0","CD-LINKS-INDC2030i_1600","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.0","CD-LINKS-INDCi","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.0","CD-LINKS-NDC2030i_1000","C2","1.5C (High-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.0","CD-LINKS-NPi","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.0","CD-LINKS-NPi2020_1000","C2","1.5C (High-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.0","CD-LINKS-NPi2020_1600","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.0","CD-LINKS-NPi2020_400","C1","1.5C (High-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.0","CD-LINKS-No-Policy","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.0","LowEnergyDemand (1.3/IPCC-AR6)","C1","1.5C (High-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1","ECEMF-DIAG-C400-lin","C1","1.5C (High-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1","ECEMF-DIAG-NPi","C4","2C (Medium-Ambition)",0,NA,"Low (both)",NA,FALSE,NA,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1","ENGAGE-Feasibility-1000/Cost-Effective","C3","2C (Medium-Ambition)",668410.008188641,1875163.87684052,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1","ENGAGE-Feasibility-1000/Enablers & Institutional","C2","1.5C (High-Ambition)",515490.135001898,798276.804790482,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1","ENGAGE-Feasibility-1000/Institutional","C3","2C (Medium-Ambition)",537711.445769061,1937215.58634187,"Both High",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1","ENGAGE-Feasibility-1000/Technology","C3","2C (Medium-Ambition)",568531.04894597,2045170.28943639,"Both High",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1","ENGAGE-Feasibility-1000/Technology & Enablers & Institutional","C2","1.5C (High-Ambition)",515272.300545096,798776.329345567,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1","ENGAGE-Feasibility-1000/Technology & Institutional","C3","2C (Medium-Ambition)",496862.911868205,2152716.72337748,"Both High",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1","ENGAGE-Feasibility-Maximum-Effort/Cost-Effective","C1","1.5C (High-Ambition)",654721.294044248,2093145.62516949,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1","ENGAGE-Feasibility-Maximum-Effort/Enablers & Institutional","C2","1.5C (High-Ambition)",496158.802140218,887282.813085455,"Low (both)",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1","ENGAGE-Feasibility-Maximum-Effort/Enablers & Institutional [Optimistic]","C1","1.5C (High-Ambition)",570433.311333783,918248.733640359,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1","ENGAGE-Feasibility-Maximum-Effort/Enablers & Institutional [Pessimistic]","C2","1.5C (High-Ambition)",456557.264710106,811794.475420179,"Low (both)",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1","ENGAGE-Feasibility-Maximum-Effort/Institutional","C2","1.5C (High-Ambition)",530235.569176241,1904345.63297191,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1","ENGAGE-Feasibility-Maximum-Effort/Institutional [Optimistic]","C2","1.5C (High-Ambition)",542704.07504714,1926363.78724943,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1","ENGAGE-Feasibility-Maximum-Effort/Institutional [Pessimistic]","C4","2C (Medium-Ambition)",571242.453538393,1660816.10367029,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1","ENGAGE-Feasibility-Maximum-Effort/Technology","C1","1.5C (High-Ambition)",558618.730515152,2249836.28112596,"High-CMT only","High-CMT",TRUE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
"MESSAGEix-GLOBIOM 1.1","ENGAGE-Feasibility-Maximum-Effort/Technology & Enablers & Institutional","C2","1.5C (High-Ambition)",492747.605389043,897129.35599005,"Low (both)",NA,FALSE,FALSE,"A","none","ar6","top_33pct",0.333333333333333
