database,ambition_view,Region,outcome,outcome_label,excluded_family,n_cdr,n_re,median_cdr,median_re,direction_coded_difference,loo_effect_pct,favours,pooled_effect_pct,pooled_favours,direction_flip,influence_shift_pct_points
Full,All ambitions,R10EUROPE,headcount_pct,Deprived share,POLES,233,288,0.13006493158844634,0.10251810782062817,0.027546823767818168,21.179285939258627,High-RE,33.31240170038043,High-RE,FALSE,12.1331157611218
Full,All ambitions,R10EUROPE,headcount_pct,Deprived share,REMIND,292,73,0.15616824976740956,0.1625038296732736,-0.0063355799058640305,-4.056893712582409,High-CDR,33.31240170038043,High-RE,TRUE,37.369295412962835
Full,All ambitions,R10EUROPE,headcount_pct,Deprived share,WITCH,285,281,0.15303578312999958,0.1020960797439084,0.050939703386091176,33.28613893053975,High-RE,33.31240170038043,High-RE,FALSE,0.026262769840677436
Full,All ambitions,R10EUROPE,mortality_million_deaths,PM2.5 mortality,AIM,225,222,15.07653,11.2326625,3.8438675,25.495704250248565,High-RE,26.38861724213735,High-RE,FALSE,0.8929129918887853
Full,All ambitions,R10EUROPE,mortality_million_deaths,PM2.5 mortality,GCAM,243,221,15.250595,11.23241,4.018185000000001,26.347726105112624,High-RE,26.38861724213735,High-RE,FALSE,0.04089113702472602
Full,All ambitions,R10EUROPE,mortality_million_deaths,PM2.5 mortality,IMAGE,187,224,14.390285,11.23325,3.1570350000000005,21.938655141298458,High-RE,26.38861724213735,High-RE,FALSE,4.449962100838892
Full,All ambitions,R10EUROPE,mortality_million_deaths,PM2.5 mortality,MESSAGEix,151,202,16.44384,11.204427500000001,5.2394125,31.86246339054625,High-RE,26.38861724213735,High-RE,FALSE,5.473846148408899
Full,All ambitions,R10EUROPE,mortality_million_deaths,PM2.5 mortality,POLES,186,226,15.8831775,11.2344625,4.648715000000001,29.268167531339373,High-RE,26.38861724213735,High-RE,FALSE,2.8795502892020224
Full,All ambitions,R10EUROPE,mortality_million_deaths,PM2.5 mortality,REMIND,246,42,15.261855,15.07612,0.1857350000000011,1.2169883674035764,High-RE,26.38861724213735,High-RE,FALSE,25.171628874733774
Full,All ambitions,R10EUROPE,mortality_million_deaths,PM2.5 mortality,WITCH,238,219,15.1544925,11.23068,3.9238125000000004,25.892074577885076,High-RE,26.38861724213735,High-RE,FALSE,0.49654266425227434
Full,All ambitions,R10EUROPE,total_energy_jobyears_per_1k,Employment,AIM,252,291,152.40297467371403,162.68514760667793,10.282172932963903,6.746700945291549,High-RE,5.647144154777592,High-RE,FALSE,1.0995567905139572
Full,All ambitions,R10EUROPE,total_energy_jobyears_per_1k,Employment,COFFEE,273,297,155.73225937097607,163.59225564916298,7.859996278186912,5.0471214570022385,High-RE,5.647144154777592,High-RE,FALSE,0.6000226977753531
Full,All ambitions,R10EUROPE,total_energy_jobyears_per_1k,Employment,GCAM,270,300,154.2472349067889,164.2051337315841,9.957898824795222,6.455803782033921,High-RE,5.647144154777592,High-RE,FALSE,0.8086596272563291
