database,Region,amb,outcome,outcome_label,outcome_unit,lower_is_better,family,Model,project,n_cdr,n_re,median_cdr,median_re,comparable,robust,direction_coded_difference,relative_effect_pct,favours,matched_unit
Full,R10EUROPE,2C,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,0,3,NA,0.3604051611165048,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.3 | DeepElectrification | 2C
Full,R10EUROPE,2C,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,REMIND,REMIND-MAgPIE 3.2-4.6,SHAPE,0,2,NA,0.12735452644869405,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2-4.6 | SHAPE | 2C
Full,R10EUROPE,2C,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,0,5,NA,0.2776835897879217,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2.0-4.8.0 | RESCUE | 2C
Full,R10EUROPE,2C,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,0,5,NA,0.262418706473914,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.3-4.8 | NGFS Phase 5 | 2C
Full,R10EUROPE,2C,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,REMIND,REMIND-Transport 2.1,Transport,0,8,NA,0.19203781154922644,FALSE,FALSE,NA,NA,NA,REMIND-Transport 2.1 | Transport | 2C
Full,R10EUROPE,2C,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,WITCH,WITCH 5.0,COMMIT,2,1,0.6805409264691431,0.8306544502721921,TRUE,FALSE,-0.150113523803049,-22.05797152889605,High-CDR,WITCH 5.0 | COMMIT | 2C
Full,R10EUROPE,2C,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,WITCH,WITCH 5.0,ENGAGE,0,11,NA,2.2673918588963065,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | ENGAGE | 2C
Full,R10EUROPE,2C,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,WITCH,WITCH 5.0,NAVIGATE,0,4,NA,0.777637991756231,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | NAVIGATE | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,AIM,AIM/CGE V2.2,ENGAGE,20,11,0.09236247178947052,0.09537221270105148,TRUE,TRUE,-0.0030097409115809604,-3.2586188451531632,High-CDR,AIM/CGE V2.2 | ENGAGE | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,GCAM,GCAM 5.3,Deep,23,0,0.09988724442757987,NA,FALSE,FALSE,NA,NA,NA,GCAM 5.3 | Deep | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,0,4,NA,0.1403478930799829,FALSE,FALSE,NA,NA,NA,GCAM 6.0 NGFS | NGFS Phase 5 | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,GCAM,GCAM 7.0,IAM,3,0,0.12049458313696934,NA,FALSE,FALSE,NA,NA,NA,GCAM 7.0 | IAM | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,IMAGE,IMAGE 3.0,COMMIT,3,0,1.9779506584344508,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.0 | COMMIT | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,IMAGE,IMAGE 3.0,ENGAGE,20,0,0.1414952307211787,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.0 | ENGAGE | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,IMAGE,IMAGE 3.2,ENGAGE,9,0,0.3986782579290244,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.2 | ENGAGE | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,IMAGE,IMAGE 3.2,SSP2021,8,2,0.41584870500879684,0.2824503228163967,TRUE,FALSE,0.13339838219240013,32.078585453230694,High-RE,IMAGE 3.2 | SSP2021 | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,IMAGE,IMAGE 3.3,NAVIGATE,8,0,0.448165836726513,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | NAVIGATE | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,62,20,0.10573403466677561,0.12046905500176969,TRUE,TRUE,-0.014735020334994076,-13.935929316829714,High-CDR,MESSAGEix-GLOBIOM 1.1 | ENGAGE | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,1,1,0.1268654161285127,0.10714022051305484,TRUE,FALSE,0.019725195615457866,15.548126682118433,High-RE,MESSAGEix-GLOBIOM 1.1 | NGFS Phase 2 | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,5,0,0.1905644117151881,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.2 | COVID | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,MESSAGEix,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5,0,2,NA,0.20569217565006223,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS | NGFS Phase 5 | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,6,1,0.047405468201920244,0.11786426776869798,TRUE,FALSE,-0.07045879956677772,-148.63011006802728,High-CDR,MESSAGEix-GLOBIOM GEI 1.0 | GEI | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,POLES,POLES-JRC ENGAGE,ENGAGE,56,8,0.272290186171906,0.5149867183673433,TRUE,TRUE,-0.24269653219543735,-89.13157525340074,High-CDR,POLES-JRC ENGAGE | ENGAGE | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND 2.1,CEMICS,0,5,NA,0.0806234332381179,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | CEMICS | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND 2.1,LeastTotalCost,0,11,NA,0.07966913606489524,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | LeastTotalCost | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND 2.1,R2p1,0,8,NA,0.07308466157088112,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | R2p1 | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND 2.1,TechCost,0,9,NA,0.10262413335069874,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | TechCost | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND 3.0,ENGAGE,0,14,NA,0.22067456881635994,FALSE,FALSE,NA,NA,NA,REMIND 3.0 | ENGAGE | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND 3.0,NAVIGATE,0,7,NA,0.1283036792079726,FALSE,FALSE,NA,NA,NA,REMIND 3.0 | NAVIGATE | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 1.7-3.0,CD,0,5,NA,0.03074970056311387,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | CD | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,0,4,NA,0.03520955220034026,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | COMMIT | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,0,5,NA,0.0389019976701555,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | PEP | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 2.0-4.1,Diff,0,4,NA,0.0853520023110825,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.0-4.1 | Diff | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,CEMICS,0,3,NA,0.08976251673515821,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | CEMICS | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,0,59,NA,0.08562854991505425,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | ENGAGE | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,NGFS Phase 2,0,5,NA,0.20479393120151393,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | NGFS Phase 2 | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,0,3,NA,0.0805576752518127,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | SusDev | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,0,3,NA,0.20094840084497465,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.3 | DeepElectrification | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 3.2-4.6,SHAPE,0,2,NA,0.07303647966677726,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2-4.6 | SHAPE | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,0,5,NA,0.1316000999462335,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2.0-4.8.0 | RESCUE | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,0,5,NA,0.13591177311773306,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.3-4.8 | NGFS Phase 5 | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,REMIND,REMIND-Transport 2.1,Transport,0,8,NA,0.10088571456172589,FALSE,FALSE,NA,NA,NA,REMIND-Transport 2.1 | Transport | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,WITCH,WITCH 5.0,COMMIT,2,1,0.26925594300399425,0.3149282480040197,TRUE,FALSE,-0.04567230500002545,-16.962412970527424,High-CDR,WITCH 5.0 | COMMIT | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,WITCH,WITCH 5.0,ENGAGE,0,11,NA,0.9420795858260064,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | ENGAGE | 2C
Full,R10EUROPE,2C,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,WITCH,WITCH 5.0,NAVIGATE,0,4,NA,0.3497687519680343,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | NAVIGATE | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,AIM,AIM/CGE V2.2,ENGAGE,20,4,16.918257500000003,15.99233,TRUE,TRUE,0.925927500000002,5.472948381356661,High-RE,AIM/CGE V2.2 | ENGAGE | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,0,4,NA,20.59216,FALSE,FALSE,NA,NA,NA,GCAM 6.0 NGFS | NGFS Phase 5 | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,GCAM,GCAM 7.0,IAM,3,0,23.90131,NA,FALSE,FALSE,NA,NA,NA,GCAM 7.0 | IAM | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,IMAGE,IMAGE 3.0,ENGAGE,20,0,21.871835,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.0 | ENGAGE | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,IMAGE,IMAGE 3.2,SSP2021,8,2,18.6894775,17.997867499999998,TRUE,FALSE,0.6916100000000007,3.7005314889086693,High-RE,IMAGE 3.2 | SSP2021 | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,IMAGE,IMAGE 3.3,NAVIGATE,8,0,23.7233875,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | NAVIGATE | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,60,17,15.08483,14.449995,TRUE,TRUE,0.6348350000000007,4.208433240546965,High-RE,MESSAGEix-GLOBIOM 1.1 | ENGAGE | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,1,1,14.391015,14.40515,TRUE,FALSE,-0.014135000000001341,-0.09822100803870569,High-CDR,MESSAGEix-GLOBIOM 1.1 | NGFS Phase 2 | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,5,0,14.19143,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.2 | COVID | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,MESSAGEix,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5,0,2,NA,15.5383625,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS | NGFS Phase 5 | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,6,1,17.407185,15.34788,TRUE,FALSE,2.0593049999999984,11.83020114969766,High-RE,MESSAGEix-GLOBIOM GEI 1.0 | GEI | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,POLES,POLES-JRC ENGAGE,ENGAGE,56,0,11.9409375,NA,FALSE,FALSE,NA,NA,NA,POLES-JRC ENGAGE | ENGAGE | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND 2.1,CEMICS,0,1,NA,11.317645,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | CEMICS | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND 2.1,LeastTotalCost,0,11,NA,11.23065,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | LeastTotalCost | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND 2.1,R2p1,0,8,NA,11.131245,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | R2p1 | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND 2.1,TechCost,0,9,NA,11.23845,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | TechCost | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND 3.0,NAVIGATE,0,3,NA,10.88852,FALSE,FALSE,NA,NA,NA,REMIND 3.0 | NAVIGATE | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND-MAgPIE 1.7-3.0,CD,0,5,NA,12.55494,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | CD | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,0,4,NA,12.334612499999999,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | COMMIT | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,0,5,NA,12.09743,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | PEP | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,CEMICS,0,1,NA,11.255465,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | CEMICS | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,0,59,NA,11.16538,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | ENGAGE | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,NGFS Phase 2,0,2,NA,10.931185,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | NGFS Phase 2 | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,0,3,NA,10.821565,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | SusDev | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,0,3,NA,11.12681,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.3 | DeepElectrification | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND-MAgPIE 3.2-4.6,SHAPE,0,2,NA,10.910045,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2-4.6 | SHAPE | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,0,5,NA,11.90242,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2.0-4.8.0 | RESCUE | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,0,5,NA,17.89474,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.3-4.8 | NGFS Phase 5 | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,REMIND-Transport 2.1,Transport,0,8,NA,11.14465,FALSE,FALSE,NA,NA,NA,REMIND-Transport 2.1 | Transport | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,WITCH,WITCH 5.0,COMMIT,2,1,17.7470925,17.34268,TRUE,FALSE,0.4044124999999994,2.278753547940314,High-RE,WITCH 5.0 | COMMIT | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,WITCH,WITCH 5.0,ENGAGE,0,2,NA,17.940295,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | ENGAGE | 2C
Full,R10EUROPE,2C,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,WITCH,WITCH 5.0,NAVIGATE,0,4,NA,17.4338975,FALSE,FALSE,NA,NA,NA,WITCH 5.0 | NAVIGATE | 2C
Full,R10EUROPE,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,AIM,AIM/CGE V2.2,ENGAGE,20,11,266.61969300080955,257.2476554703245,TRUE,TRUE,-9.372037530485045,-3.515133269040479,High-CDR,AIM/CGE V2.2 | ENGAGE | 2C
Full,R10EUROPE,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,COFFEE,COFFEE 1.1,ENGAGE,0,8,NA,230.1498973397804,FALSE,FALSE,NA,NA,NA,COFFEE 1.1 | ENGAGE | 2C
Full,R10EUROPE,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,0,4,NA,203.2426676054042,FALSE,FALSE,NA,NA,NA,GCAM 6.0 NGFS | NGFS Phase 5 | 2C
Full,R10EUROPE,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,GCAM,GCAM 7.0,IAM,3,0,245.99541141446437,NA,FALSE,FALSE,NA,NA,NA,GCAM 7.0 | IAM | 2C
Full,R10EUROPE,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,IMAGE,IMAGE 3.0,COMMIT,3,0,9.438438639305613,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.0 | COMMIT | 2C
Full,R10EUROPE,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,IMAGE,IMAGE 3.0,ENGAGE,20,0,153.36247460958012,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.0 | ENGAGE | 2C
Full,R10EUROPE,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,IMAGE,IMAGE 3.2,ENGAGE,9,0,97.82833815320694,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.2 | ENGAGE | 2C
Full,R10EUROPE,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,IMAGE,IMAGE 3.2,SSP2021,8,2,158.7157477606583,167.24176666772547,TRUE,FALSE,8.526018907067169,5.371879619610473,High-RE,IMAGE 3.2 | SSP2021 | 2C
Full,R10EUROPE,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,IMAGE,IMAGE 3.3,NAVIGATE,8,0,121.1276235330106,NA,FALSE,FALSE,NA,NA,NA,IMAGE 3.3 | NAVIGATE | 2C
Full,R10EUROPE,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,62,20,140.4849664835217,150.9117431119652,TRUE,TRUE,10.426776628443491,7.421987483384215,High-RE,MESSAGEix-GLOBIOM 1.1 | ENGAGE | 2C
Full,R10EUROPE,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,1,1,146.13180928938857,153.09799796730908,TRUE,FALSE,6.966188677920513,4.7670583918694875,High-RE,MESSAGEix-GLOBIOM 1.1 | NGFS Phase 2 | 2C
Full,R10EUROPE,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,5,0,6.265885125178065,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.2 | COVID | 2C
Full,R10EUROPE,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,MESSAGEix,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5,0,2,NA,122.66920202615273,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS | NGFS Phase 5 | 2C
Full,R10EUROPE,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,6,1,173.8091801545964,210.19922812263533,TRUE,FALSE,36.39004796803894,20.93678132286881,High-RE,MESSAGEix-GLOBIOM GEI 1.0 | GEI | 2C
Full,R10EUROPE,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,POLES,POLES-JRC ENGAGE,ENGAGE,56,8,208.40496637001422,256.14665525748535,TRUE,TRUE,47.74168888747113,22.90813396582295,High-RE,POLES-JRC ENGAGE | ENGAGE | 2C
Full,R10EUROPE,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND 2.1,CEMICS,0,5,NA,168.1363587553169,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | CEMICS | 2C
Full,R10EUROPE,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND 2.1,LeastTotalCost,0,11,NA,161.41176047870312,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | LeastTotalCost | 2C
Full,R10EUROPE,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND 2.1,R2p1,0,8,NA,153.03113833610658,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | R2p1 | 2C
