database,Region,amb,outcome,outcome_label,outcome_unit,lower_is_better,family,Model,project,n_cdr,n_re,median_cdr,median_re,comparable,robust,direction_coded_difference,relative_effect_pct,favours,matched_unit,ambition_view,target_reason
Full,Aggregated R10 regions,2C,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,0,5,NA,7.291819782864539,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | PEP | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,1.5C,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,REMIND,REMIND 2.1,R2p1,0,2,NA,9.815042125323465,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | R2p1 | 1.5C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,REMIND,REMIND 2.1,R2p1,0,8,NA,9.48018645822319,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | R2p1 | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,1.5C,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,0,3,NA,14.16398067799755,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2.0-4.8.0 | RESCUE | 1.5C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,0,5,NA,14.090071141452846,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2.0-4.8.0 | RESCUE | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,REMIND,REMIND-MAgPIE 3.2-4.6,SHAPE,0,2,NA,10.878106044802355,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2-4.6 | SHAPE | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,1.5C,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,0,2,NA,12.334311237392747,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | SusDev | 1.5C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,0,3,NA,10.077014127533346,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | SusDev | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,REMIND,REMIND 2.1,TechCost,0,9,NA,10.897780112737054,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | TechCost | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,REMIND,REMIND-Transport 2.1,Transport,0,8,NA,11.89580254339139,FALSE,FALSE,NA,NA,NA,REMIND-Transport 2.1 | Transport | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,AIM,AIM/CGE V2.2,ENGAGE,20,11,11.380849431485565,11.872831631024024,TRUE,TRUE,-0.4919821995384588,-4.322895250484298,High-CDR,AIM/CGE V2.2 | ENGAGE | 2C,All ambitions,Robust family direction disagrees with pooled
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,AIM,AIM/CGE V2.2,ENGAGE,1,3,12.343629200438835,11.904983994084956,TRUE,FALSE,0.43864520635387905,3.5536161952943672,High-RE,AIM/CGE V2.2 | ENGAGE | 1.5C,All ambitions,Robust family direction disagrees with pooled
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,GCAM,GCAM 5.3,Deep,7,0,4.648447272946457,NA,FALSE,FALSE,NA,NA,NA,GCAM 5.3 | Deep | 1.5C,All ambitions,Robust family direction disagrees with pooled
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,GCAM,GCAM 5.3,Deep,23,0,4.02399402198579,NA,FALSE,FALSE,NA,NA,NA,GCAM 5.3 | Deep | 2C,All ambitions,Robust family direction disagrees with pooled
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,GCAM,GCAM 7.0,IAM,3,0,4.828696023838829,NA,FALSE,FALSE,NA,NA,NA,GCAM 7.0 | IAM | 2C,All ambitions,Robust family direction disagrees with pooled
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,0,1,NA,6.862270385057928,FALSE,FALSE,NA,NA,NA,GCAM 6.0 NGFS | NGFS Phase 5 | 1.5C,All ambitions,Robust family direction disagrees with pooled
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,GCAM,GCAM 6.0 NGFS,NGFS Phase 5,0,4,NA,5.446654407115183,FALSE,FALSE,NA,NA,NA,GCAM 6.0 NGFS | NGFS Phase 5 | 2C,All ambitions,Robust family direction disagrees with pooled
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-Buildings 2.0,BEG,0,2,NA,5.695006739905814,FALSE,FALSE,NA,NA,NA,REMIND-Buildings 2.0 | BEG | 1.5C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 1.7-3.0,CD,0,4,NA,3.4448717722742757,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | CD | 1.5C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 1.7-3.0,CD,0,5,NA,2.422447503091317,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | CD | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND 2.1,CEMICS,0,4,NA,4.472789940851479,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | CEMICS | 1.5C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,CEMICS,0,3,NA,5.021775738655401,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | CEMICS | 1.5C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND 2.1,CEMICS,0,5,NA,3.857828352220648,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | CEMICS | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,CEMICS,0,3,NA,3.849080691765522,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | CEMICS | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,0,3,NA,3.3831690467832387,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | COMMIT | 1.5C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,0,4,NA,2.451253434019902,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | COMMIT | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,0,1,NA,6.429911276510038,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.3 | DeepElectrification | 1.5C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,0,3,NA,5.255791015343664,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.3 | DeepElectrification | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 2.0-4.1,Diff,0,0,NA,NA,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.0-4.1 | Diff | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND 3.0,ENGAGE,0,2,NA,7.250087546419097,FALSE,FALSE,NA,NA,NA,REMIND 3.0 | ENGAGE | 1.5C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,0,19,NA,4.192756407236945,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | ENGAGE | 1.5C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND 3.0,ENGAGE,0,14,NA,5.6627752952324455,FALSE,FALSE,NA,NA,NA,REMIND 3.0 | ENGAGE | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,0,59,NA,3.78281132450749,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | ENGAGE | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND 2.1,LeastTotalCost,0,11,NA,4.202473566432411,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | LeastTotalCost | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND 3.0,NAVIGATE,1,0,9.434314115587702,NA,FALSE,FALSE,NA,NA,NA,REMIND 3.0 | NAVIGATE | 1.5C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND 3.0,NAVIGATE,0,7,NA,5.511885790656073,FALSE,FALSE,NA,NA,NA,REMIND 3.0 | NAVIGATE | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,NGFS Phase 2,0,5,NA,7.039564413742052,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | NGFS Phase 2 | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,0,1,NA,7.69841789740339,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.3-4.8 | NGFS Phase 5 | 1.5C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,0,5,NA,5.752160553156516,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.3-4.8 | NGFS Phase 5 | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,0,13,NA,3.6808478023507547,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | PEP | 1.5C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 1.7-3.0,PEP,0,5,NA,2.493474065003924,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | PEP | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND 2.1,R2p1,0,2,NA,3.4049737976281564,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | R2p1 | 1.5C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND 2.1,R2p1,0,8,NA,3.2826774665915277,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | R2p1 | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,0,3,NA,5.228163978798447,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2.0-4.8.0 | RESCUE | 1.5C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 3.2.0-4.8.0,RESCUE,0,5,NA,4.948297150505058,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2.0-4.8.0 | RESCUE | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 3.2-4.6,SHAPE,0,2,NA,3.502152992043756,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.2-4.6 | SHAPE | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,1.5C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,0,2,NA,4.441584807049061,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | SusDev | 1.5C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-MAgPIE 2.1-4.2,SusDev,0,3,NA,3.541472720672515,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | SusDev | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND 2.1,TechCost,0,9,NA,3.976388058654297,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | TechCost | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,REMIND-Transport 2.1,Transport,0,8,NA,4.4650521240782455,FALSE,FALSE,NA,NA,NA,REMIND-Transport 2.1 | Transport | 2C,All ambitions,Pooled direction flips when family is excluded
Full,Aggregated R10 regions,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,AIM,AIM/CGE V2.2,ENGAGE,20,11,462.0937709466265,437.088864357465,TRUE,TRUE,-25.004906589161465,-5.411219142369617,High-CDR,AIM/CGE V2.2 | ENGAGE | 2C,All ambitions,Robust family direction disagrees with pooled
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,AIM,AIM/CGE V2.2,ENGAGE,1,3,547.3960570107322,427.7854205293323,TRUE,FALSE,-119.61063648139987,-21.850839981307136,High-CDR,AIM/CGE V2.2 | ENGAGE | 1.5C,All ambitions,Robust family direction disagrees with pooled
Full,Aggregated R10 regions,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,62,20,275.6231653103852,297.48478690153274,TRUE,TRUE,21.861621591147525,7.931706889197313,High-RE,MESSAGEix-GLOBIOM 1.1 | ENGAGE | 2C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,6,3,389.9821332528713,440.3862565281169,TRUE,TRUE,50.40412327524564,12.924726282925048,High-RE,MESSAGEix-GLOBIOM GEI 1.0 | GEI | 1.5C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,MESSAGEix,MESSAGEix-GLOBIOM GEI 1.0,GEI,6,1,318.07293110918397,397.73833616983933,TRUE,FALSE,79.66540506065536,25.046269980550104,High-RE,MESSAGEix-GLOBIOM GEI 1.0 | GEI | 2C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,1,1,267.03188492640766,289.58744420335063,TRUE,FALSE,22.555559276942972,8.446766304016146,High-RE,MESSAGEix-GLOBIOM 1.1 | NGFS Phase 2 | 2C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,5,0,2.913626479053122,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.2 | COVID | 1.5C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,MESSAGEix,MESSAGEix-GLOBIOM 1.2,COVID,5,0,5.132992081870203,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.2 | COVID | 2C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,MESSAGEix,MESSAGEix-GLOBIOM 1.1,ENGAGE,13,0,295.36125574465535,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.1 | ENGAGE | 1.5C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,MESSAGEix,MESSAGEix-GLOBIOM 1.1,NGFS Phase 2,1,0,280.35332609246854,NA,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 1.1 | NGFS Phase 2 | 1.5C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,MESSAGEix,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5,0,2,NA,375.889254410553,FALSE,FALSE,NA,NA,NA,MESSAGEix-GLOBIOM 2.0-M-R12-NGFS | NGFS Phase 5 | 2C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND-Buildings 2.0,BEG,0,2,NA,795.1956797199126,FALSE,FALSE,NA,NA,NA,REMIND-Buildings 2.0 | BEG | 1.5C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND-MAgPIE 1.7-3.0,CD,0,4,NA,772.3389589594475,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | CD | 1.5C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND-MAgPIE 1.7-3.0,CD,0,5,NA,593.4638051107371,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | CD | 2C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND 2.1,CEMICS,0,4,NA,923.1428348003412,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | CEMICS | 1.5C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND-MAgPIE 2.1-4.2,CEMICS,0,3,NA,740.0776022524219,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | CEMICS | 1.5C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND 2.1,CEMICS,0,5,NA,698.5234579523178,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | CEMICS | 2C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND-MAgPIE 2.1-4.2,CEMICS,0,3,NA,702.703571388735,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | CEMICS | 2C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,0,3,NA,726.6588313199819,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | COMMIT | 1.5C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND-MAgPIE 1.7-3.0,COMMIT,0,4,NA,559.4191898893598,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 1.7-3.0 | COMMIT | 2C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,0,1,NA,794.9548484829987,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.3 | DeepElectrification | 1.5C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND-MAgPIE 2.1-4.3,DeepElectrification,0,3,NA,724.9705318583683,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.3 | DeepElectrification | 2C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND-MAgPIE 2.0-4.1,Diff,0,0,NA,NA,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.0-4.1 | Diff | 2C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND 3.0,ENGAGE,0,2,NA,523.1021012943252,FALSE,FALSE,NA,NA,NA,REMIND 3.0 | ENGAGE | 1.5C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,0,19,NA,826.1326524680669,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | ENGAGE | 1.5C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND 3.0,ENGAGE,0,14,NA,516.6478032035893,FALSE,FALSE,NA,NA,NA,REMIND 3.0 | ENGAGE | 2C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND-MAgPIE 2.1-4.2,ENGAGE,0,59,NA,631.0178753212716,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | ENGAGE | 2C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND 2.1,LeastTotalCost,0,11,NA,609.8076946591709,FALSE,FALSE,NA,NA,NA,REMIND 2.1 | LeastTotalCost | 2C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND 3.0,NAVIGATE,1,0,369.0978178339944,NA,FALSE,FALSE,NA,NA,NA,REMIND 3.0 | NAVIGATE | 1.5C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND 3.0,NAVIGATE,0,7,NA,433.0884448586681,FALSE,FALSE,NA,NA,NA,REMIND 3.0 | NAVIGATE | 2C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,2C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND-MAgPIE 2.1-4.2,NGFS Phase 2,0,5,NA,373.79811327541336,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 2.1-4.2 | NGFS Phase 2 | 2C,All ambitions,Large leave-one-family-out magnitude shift
Full,Aggregated R10 regions,1.5C,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,REMIND-MAgPIE 3.3-4.8,NGFS Phase 5,0,1,NA,557.7723386894081,FALSE,FALSE,NA,NA,NA,REMIND-MAgPIE 3.3-4.8 | NGFS Phase 5 | 1.5C,All ambitions,Large leave-one-family-out magnitude shift
