database,ambition_view,Region,outcome,outcome_label,family,n_cdr,n_re,median_cdr,median_re,direction_coded_difference,loo_effect_pct,favours,pooled_effect_pct,pooled_favours,direction_flip,influence_shift_pct_points,family_n_cdr,family_n_re,family_effect_pct,family_favours,family_robust,family_agrees_with_pooled,targeted,target_reason
Full,1.5C,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,AIM,57,64,356.24156625736566,755.3620407259264,399.1204744685607,112.03646970837123,High-RE,109.08645254710342,High-RE,FALSE,2.9500171612678088,1,3,-21.850839981307136,High-CDR,FALSE,FALSE,FALSE,Not targeted
Full,1.5C,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,GCAM,58,66,358.0599002019925,751.6697106206666,393.6098104186741,109.92848129506454,High-RE,109.08645254710342,High-RE,FALSE,0.8420287479611233,0,1,NA,NA,FALSE,FALSE,FALSE,Not targeted
Full,1.5C,Aggregated R10 regions,gap_GJ_pc,DLE gap,WITCH,61,67,15.550467761439304,11.622194378418357,3.9282733830209473,25.261448358241275,High-RE,36.94293636964057,High-RE,FALSE,11.681488011399296,6,0,NA,NA,FALSE,FALSE,FALSE,Not targeted
Full,1.5C,Aggregated R10 regions,gap_GJ_pc,DLE gap,MESSAGEix,42,64,21.230101836221365,11.783849351758526,9.446252484462839,44.49461692334552,High-RE,36.94293636964057,High-RE,FALSE,7.551680553704948,25,3,24.832472874834473,High-RE,TRUE,TRUE,FALSE,Not targeted
Full,1.5C,Aggregated R10 regions,gap_GJ_pc,DLE gap,GCAM,60,66,18.704613853247494,11.607051355691436,7.0975624975560585,37.9455173640154,High-RE,36.94293636964057,High-RE,FALSE,1.0025809943748314,7,1,-38.688336047744386,High-CDR,FALSE,FALSE,FALSE,Not targeted
Full,1.5C,Aggregated R10 regions,gap_GJ_pc,DLE gap,AIM,66,64,18.427206343052383,11.578158000090955,6.849048342961428,37.16813181257791,High-RE,36.94293636964057,High-RE,FALSE,0.22519544293734128,1,3,2.6541295635393136,High-RE,FALSE,TRUE,FALSE,Not targeted
Full,1.5C,Aggregated R10 regions,gap_GJ_pc,DLE gap,POLES,63,66,18.39637443085087,11.607051355691436,6.789323075159434,36.90576695250171,High-RE,36.94293636964057,High-RE,FALSE,0.03716941713886257,4,1,4.901470868786244,High-RE,FALSE,TRUE,FALSE,Not targeted
Full,1.5C,Aggregated R10 regions,headcount_pct,Deprived headcount,WITCH,61,67,5.5193526801235535,4.224537857571905,1.2948148225516487,23.459541319303113,High-RE,34.58403122488907,High-RE,FALSE,11.124489905585953,6,0,NA,NA,FALSE,FALSE,FALSE,Not targeted
Full,1.5C,Aggregated R10 regions,headcount_pct,Deprived headcount,MESSAGEix,42,64,7.655508664279001,4.302831499096074,3.352677165182927,43.7943095907747,High-RE,34.58403122488907,High-RE,FALSE,9.210278365885635,25,3,26.341152883792248,High-RE,TRUE,TRUE,FALSE,Not targeted
Full,1.5C,Aggregated R10 regions,headcount_pct,Deprived headcount,GCAM,60,66,6.835916804195103,4.208647132404424,2.6272696717906783,38.43331841280399,High-RE,34.58403122488907,High-RE,FALSE,3.849287187914925,7,1,-47.625002116206005,High-CDR,FALSE,FALSE,FALSE,Not targeted
Full,1.5C,Aggregated R10 regions,headcount_pct,Deprived headcount,POLES,63,66,6.091288770055372,4.208647132404424,1.8826416376509476,30.907115205339935,High-RE,34.58403122488907,High-RE,FALSE,3.6769160195491324,4,1,14.300260696682283,High-RE,FALSE,TRUE,FALSE,Not targeted
Full,1.5C,Aggregated R10 regions,headcount_pct,Deprived headcount,AIM,66,64,6.325171976537444,4.18571912965498,2.139452846882464,33.824421767796004,High-RE,34.58403122488907,High-RE,FALSE,0.7596094570930632,1,3,3.5536161952943672,High-RE,FALSE,TRUE,FALSE,Not targeted
Full,1.5C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,MESSAGEix,34,51,464.4933325,418.778005,45.7153275,9.84197711815379,High-RE,1.8464564837231334,High-RE,FALSE,7.995520634430657,23,3,1.457792499188579,High-RE,TRUE,TRUE,FALSE,Not targeted
Full,1.5C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,WITCH,51,54,436.99725,417.9452725,19.05197750000002,4.359747687199409,High-RE,1.8464564837231334,High-RE,FALSE,2.5132912034762755,6,0,NA,NA,FALSE,FALSE,FALSE,Not targeted
Full,1.5C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,IMAGE,34,54,420.4895475,417.9452725,2.5442750000000274,0.6050744935580181,High-RE,1.8464564837231334,High-RE,FALSE,1.2413819901651153,23,0,NA,NA,FALSE,FALSE,FALSE,Not targeted
Full,1.5C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,POLES,53,54,430.48855,417.9452725,12.543277499999988,2.9137308065452587,High-RE,1.8464564837231334,High-RE,FALSE,1.0672743228221253,4,0,NA,NA,FALSE,FALSE,FALSE,Not targeted
Full,1.5C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,REMIND,57,4,425.807625,415.27516,10.532464999999945,2.473526630717321,High-RE,1.8464564837231334,High-RE,FALSE,0.6270701469941877,0,50,NA,NA,FALSE,FALSE,FALSE,Not targeted
Full,1.5C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,GCAM,57,53,425.807625,417.735205,8.072419999999966,1.8957903818655117,High-RE,1.8464564837231334,High-RE,FALSE,0.04933389814237832,0,1,NA,NA,FALSE,FALSE,FALSE,Not targeted
Full,1.5C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,AIM,56,54,426.0176125,417.9452725,8.072339999999997,1.894837153006203,High-RE,1.8464564837231334,High-RE,FALSE,0.0483806692830695,1,0,NA,NA,FALSE,FALSE,FALSE,Not targeted
Full,2C,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,POLES,156,226,274.4702093486674,549.8092822995812,275.3390729509138,100.31656025778108,High-RE,84.27166836101688,High-RE,FALSE,16.0448918967642,56,8,13.429807983826146,High-RE,TRUE,TRUE,FALSE,Not targeted
Full,2C,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,IMAGE,167,232,308.4445802459562,548.4163730786662,239.97179283270998,77.80061904195384,High-RE,84.27166836101688,High-RE,FALSE,6.471049319063042,45,2,108.70534914279094,High-RE,FALSE,TRUE,FALSE,Not targeted
Full,2C,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,WITCH,210,218,293.701228420669,552.5859571691744,258.88472874850544,88.14560638394886,High-RE,84.27166836101688,High-RE,FALSE,3.8739380229319806,2,16,-15.570733877216586,High-CDR,FALSE,FALSE,FALSE,Not targeted
Full,2C,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,COFFEE,212,226,294.40860114420377,549.8092822995812,255.40068115537747,86.7504142755259,High-RE,84.27166836101688,High-RE,FALSE,2.4787459145090196,0,8,NA,NA,FALSE,FALSE,FALSE,Not targeted
Full,2C,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,TIAM,200,234,297.1260667571902,542.5116411267561,245.38557436956592,82.5863503150983,High-RE,84.27166836101688,High-RE,FALSE,1.685318045918578,12,0,NA,NA,FALSE,FALSE,FALSE,Not targeted
Full,2C,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,GCAM,209,230,293.60291643625965,542.5116411267561,248.90872469049646,84.7773338602152,High-RE,84.27166836101688,High-RE,FALSE,0.5056654991983152,3,4,63.43163121774499,High-RE,TRUE,TRUE,FALSE,Not targeted
Full,2C,Aggregated R10 regions,gap_GJ_pc,DLE gap,IMAGE,178,224,12.361283096467673,11.365308964343303,0.9959741321243705,8.057206718362249,High-RE,26.44868549179839,High-RE,FALSE,18.39147877343614,45,2,14.673290746182678,High-RE,FALSE,TRUE,FALSE,Not targeted
Full,2C,Aggregated R10 regions,gap_GJ_pc,DLE gap,MESSAGEix,149,202,19.39916473849868,11.384503473548286,8.014661264950394,41.314465715345314,High-RE,26.44868549179839,High-RE,FALSE,14.865780223546924,74,24,0.9299878228440601,High-RE,TRUE,TRUE,FALSE,Not targeted
Full,2C,Aggregated R10 regions,gap_GJ_pc,DLE gap,WITCH,221,210,15.396879887864916,11.259022579979105,4.137857307885811,26.874648227574163,High-RE,26.44868549179839,High-RE,FALSE,0.4259627357757729,2,16,44.11351171454853,High-RE,FALSE,TRUE,FALSE,Not targeted
Full,2C,Aggregated R10 regions,gap_GJ_pc,DLE gap,COFFEE,223,226,15.45555178054982,11.367761499090152,4.087790281459668,26.44868549179839,High-RE,26.44868549179839,High-RE,FALSE,0,0,0,NA,NA,FALSE,FALSE,FALSE,Not targeted
Full,2C,Aggregated R10 regions,gap_GJ_pc,DLE gap,TIAM,223,226,15.45555178054982,11.367761499090152,4.087790281459668,26.44868549179839,High-RE,26.44868549179839,High-RE,FALSE,0,0,0,NA,NA,FALSE,FALSE,FALSE,Not targeted
Full,2C,Aggregated R10 regions,headcount_pct,Deprived headcount,IMAGE,178,224,4.510610612669295,4.1477133705465565,0.3628972421227381,8.04541276747412,High-RE,27.71651669413333,High-RE,FALSE,19.671103926659207,45,2,21.926091914415473,High-RE,FALSE,TRUE,FALSE,Not targeted
Full,2C,Aggregated R10 regions,headcount_pct,Deprived headcount,WITCH,221,210,5.735356118994112,4.04050818545729,1.6948479335368214,29.550875279111178,High-RE,27.71651669413333,High-RE,FALSE,1.8343585849778492,2,16,49.764337794454676,High-RE,FALSE,TRUE,FALSE,Not targeted
Full,2C,Aggregated R10 regions,headcount_pct,Deprived headcount,COFFEE,223,226,5.772401368694007,4.172492779687552,1.5999085890064553,27.71651669413333,High-RE,27.71651669413333,High-RE,FALSE,0,0,0,NA,NA,FALSE,FALSE,FALSE,Not targeted
Full,2C,Aggregated R10 regions,headcount_pct,Deprived headcount,TIAM,223,226,5.772401368694007,4.172492779687552,1.5999085890064553,27.71651669413333,High-RE,27.71651669413333,High-RE,FALSE,0,0,0,NA,NA,FALSE,FALSE,FALSE,Not targeted
Full,2C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,POLES,133,172,463.11339,434.621435,28.49195499999996,6.15226327185227,High-RE,1.333415619537075,High-RE,FALSE,4.8188476523151955,56,0,NA,NA,FALSE,FALSE,FALSE,Not targeted
Full,2C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,AIM,169,168,455.163095,435.3695825,19.79351250000002,4.348663746563201,High-RE,1.333415619537075,High-RE,FALSE,3.0152481270261258,20,4,2.34711856577981,High-RE,TRUE,TRUE,FALSE,Not targeted
Full,2C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,WITCH,187,165,442.411195,435.543815,6.867380000000026,1.5522618047674008,High-RE,1.333415619537075,High-RE,FALSE,0.21884618523032584,2,7,-0.249853811995208,High-CDR,FALSE,FALSE,FALSE,Not targeted
Full,2C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,GCAM,186,168,440.06449,433.692365,6.372124999999983,1.4479979968390504,High-RE,1.333415619537075,High-RE,FALSE,0.1145823773019754,3,4,11.054387770750095,High-RE,TRUE,TRUE,FALSE,Not targeted
SCI-vetted,All ambitions,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,IMAGE,43,65,366.3670355375131,419.87033973374935,53.50330419623623,14.603744061672796,High-RE,20.68018072759774,High-RE,FALSE,6.076436665924945,26,4,106.12122392785119,High-RE,TRUE,TRUE,FALSE,Not targeted
SCI-vetted,All ambitions,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,REMIND,69,42,350.7392575320401,411.40217172223254,60.66291419019245,17.29572977289287,High-RE,20.68018072759774,High-RE,FALSE,3.384450954704871,0,27,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,All ambitions,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,GCAM,69,62,350.7392575320401,418.82789639744465,68.08863886540456,19.41289359637327,High-RE,20.68018072759774,High-RE,FALSE,1.267287131224471,0,7,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,All ambitions,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,MESSAGEix,69,66,350.7392575320401,427.6398007445649,76.90054321252484,21.92527399231891,High-RE,20.68018072759774,High-RE,FALSE,1.24509326472117,0,3,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,All ambitions,Aggregated R10 regions,gap_GJ_pc,DLE gap,MESSAGEix,69,66,19.1127086387263,16.942812711533094,2.169895927193206,11.353157567612099,High-RE,3.747947093296809,High-RE,FALSE,7.605210474315291,0,3,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,All ambitions,Aggregated R10 regions,gap_GJ_pc,DLE gap,IMAGE,43,65,20.63716606846719,20.477791184909517,0.1593748835576747,0.7722711685748049,High-RE,3.747947093296809,High-RE,FALSE,2.9756759247220037,26,4,4.7968582636930694,High-RE,TRUE,TRUE,FALSE,Not targeted
SCI-vetted,All ambitions,Aggregated R10 regions,headcount_pct,Deprived headcount,MESSAGEix,69,66,6.950699586557095,6.345282423104375,0.6054171634527199,8.71016155875329,High-RE,1.2722345484502253,High-RE,FALSE,7.437927010303065,0,3,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,All ambitions,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,WITCH,69,41,420.124325,451.85919,-31.734865000000013,-7.55368425763017,High-CDR,-5.247704950195391,High-CDR,FALSE,2.3059793074347787,0,28,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,All ambitions,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,GCAM,69,62,420.124325,440.76525000000004,-20.64092500000004,-4.9130516306095915,High-CDR,-5.247704950195391,High-CDR,FALSE,0.3346533195857999,0,7,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,All ambitions,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,REMIND,69,42,420.124325,442.928635,-22.804309999999987,-5.427990869131414,High-CDR,-5.247704950195391,High-CDR,FALSE,0.18028591893602286,0,27,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,All ambitions,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,MESSAGEix,69,66,420.124325,442.1323075,-22.007982500000026,-5.2384451911943035,High-CDR,-5.247704950195391,High-CDR,FALSE,0.009259759001087886,0,3,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,1.5C,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,POLES,4,6,427.07518233351084,601.0386573368169,173.96347500330603,40.73368863364548,High-RE,31.129661247539463,High-RE,FALSE,9.604027386106015,2,0,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,1.5C,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,REMIND,6,3,458.3544650528828,563.3493924487905,104.99492739590767,22.90692802213541,High-RE,31.129661247539463,High-RE,FALSE,8.222733225404053,0,3,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,1.5C,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,IMAGE,2,5,458.3544650528828,638.7279222248432,180.37345717196035,39.352394472943494,High-RE,31.129661247539463,High-RE,FALSE,8.222733225404031,4,1,31.908716720715606,High-RE,FALSE,TRUE,FALSE,Not targeted
SCI-vetted,1.5C,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,GCAM,6,4,458.3544650528828,637.8123107752526,179.45784572236983,39.15263391219824,High-RE,31.129661247539463,High-RE,FALSE,8.022972664658777,0,2,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,1.5C,Aggregated R10 regions,gap_GJ_pc,DLE gap,IMAGE,2,5,26.939332258905054,17.690929538350456,9.248402720554598,34.33048240272343,High-RE,15.19585800837632,High-RE,FALSE,19.134624394347114,4,1,6.861686116967002,High-RE,FALSE,TRUE,FALSE,Not targeted
SCI-vetted,1.5C,Aggregated R10 regions,gap_GJ_pc,DLE gap,GCAM,6,4,21.27685223957915,16.28017755442421,4.9966746851549395,23.48408791343739,High-RE,15.19585800837632,High-RE,FALSE,8.288229905061069,0,2,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,1.5C,Aggregated R10 regions,gap_GJ_pc,DLE gap,POLES,4,6,19.751672178598604,18.043651984600665,1.708020193997939,8.647471356114439,High-RE,15.19585800837632,High-RE,FALSE,6.548386652261881,2,0,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,1.5C,Aggregated R10 regions,gap_GJ_pc,DLE gap,REMIND,6,3,21.27685223957915,18.39637443085087,2.88047780872828,13.538082495915546,High-RE,15.19585800837632,High-RE,FALSE,1.6577755124607734,0,3,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,1.5C,Aggregated R10 regions,headcount_pct,Deprived headcount,IMAGE,2,5,10.038761148386097,6.862270385057928,3.176490763328169,31.642258605175044,High-RE,15.414143983382523,High-RE,FALSE,16.22811462179252,4,1,11.615045495134863,High-RE,FALSE,TRUE,FALSE,Not targeted
SCI-vetted,1.5C,Aggregated R10 regions,headcount_pct,Deprived headcount,GCAM,6,4,7.876058545149219,5.844978337654675,2.0310802074945435,25.788028312022444,High-RE,15.414143983382523,High-RE,FALSE,10.373884328639921,0,2,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,1.5C,Aggregated R10 regions,headcount_pct,Deprived headcount,POLES,4,6,7.3109645558002905,6.662031540784415,0.6489330150158752,8.876161415678483,High-RE,15.414143983382523,High-RE,FALSE,6.53798256770404,2,0,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,1.5C,Aggregated R10 regions,headcount_pct,Deprived headcount,REMIND,6,3,7.876058545149219,6.862270385057928,1.0137881600912904,12.871770242435181,High-RE,15.414143983382523,High-RE,FALSE,2.542373740947342,0,3,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,1.5C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,POLES,4,6,520.4065949999999,428.3386425,92.06795249999993,17.691542225747533,High-RE,11.118371820114362,High-RE,FALSE,6.573170405633171,2,0,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,1.5C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,REMIND,6,3,481.9203375,451.85919,30.061147500000004,6.237783542388892,High-RE,11.118371820114362,High-RE,FALSE,4.88058827772547,0,3,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,1.5C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,GCAM,6,4,481.9203375,411.99061,69.92972750000001,14.510640464514534,High-RE,11.118371820114362,High-RE,FALSE,3.392268644400172,0,2,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,2C,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,IMAGE,41,60,366.3670355375131,416.73489013632957,50.36785459881645,13.747922087182205,High-RE,20.933518620205913,High-RE,FALSE,7.185596533023707,22,3,107.44051341865644,High-RE,TRUE,TRUE,FALSE,Not targeted
SCI-vetted,2C,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,REMIND,63,39,345.4670448919984,405.6675658266887,60.2005209346903,17.425836074613276,High-RE,20.933518620205913,High-RE,FALSE,3.507682545592637,0,24,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,2C,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,MESSAGEix,63,60,345.4670448919984,421.0727048103777,75.60565991837927,21.885057065867308,High-RE,20.933518620205913,High-RE,FALSE,0.9515384456613951,0,3,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,2C,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,GCAM,63,58,345.4670448919984,416.73489013632957,71.26784524433117,20.62941930296456,High-RE,20.933518620205913,High-RE,FALSE,0.3040993172413522,0,5,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,2C,Aggregated R10 regions,gap_GJ_pc,DLE gap,GCAM,63,58,19.046803905975818,23.66766384274987,-4.620859936774053,-24.260552896878867,High-CDR,-7.5130047329606615,High-CDR,FALSE,16.747548163918204,0,5,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,2C,Aggregated R10 regions,headcount_pct,Deprived headcount,GCAM,63,58,6.911010776806588,8.56182179805872,-1.6508110212521316,-23.88667988758269,High-CDR,-9.98065589994765,High-CDR,FALSE,13.906023987635042,0,5,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,2C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,WITCH,63,35,419.717675,456.750175,-37.03250000000003,-8.823192876020775,High-CDR,-5.349675826732812,High-CDR,FALSE,3.4735170492879623,0,28,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,2C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,GCAM,63,58,419.717675,441.4710625,-21.75338750000003,-5.182861908305394,High-CDR,-5.349675826732812,High-CDR,FALSE,0.166813918427418,0,5,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,2C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,MESSAGEix,63,60,419.717675,442.1323075,-22.41463250000004,-5.340407096270139,High-CDR,-5.349675826732812,High-CDR,FALSE,0.00926873046267307,0,3,NA,NA,FALSE,FALSE,FALSE,Not targeted
SCI-vetted,2C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,REMIND,63,39,419.717675,442.17121,-22.453534999999988,-5.349675826732812,High-CDR,-5.349675826732812,High-CDR,FALSE,0,0,24,NA,NA,FALSE,FALSE,FALSE,Not targeted
