database,Model,Scenario,Pathway,amb,family,project,Region,outcome,value,outcome_label,outcome_unit,lower_is_better
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-19-Lifestyle-Renewables,High-CDR,1.5C,IMAGE,SSP2021,R10AFRICA,mortality_million_deaths,79.59705,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-19-Lifestyle-Renewables,High-CDR,1.5C,IMAGE,SSP2021,R10CHINA+,mortality_million_deaths,92.088175,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-19-Lifestyle-Renewables,High-CDR,1.5C,IMAGE,SSP2021,R10EUROPE,mortality_million_deaths,17.065505,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-19-Lifestyle-Renewables,High-CDR,1.5C,IMAGE,SSP2021,R10INDIA+,mortality_million_deaths,140.84605,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-19-Lifestyle-Renewables,High-CDR,1.5C,IMAGE,SSP2021,R10LATIN_AM,mortality_million_deaths,23.21708,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-19-Lifestyle-Renewables,High-CDR,1.5C,IMAGE,SSP2021,R10MIDDLE_EAST,mortality_million_deaths,43.48305,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-19-Lifestyle-Renewables,High-CDR,1.5C,IMAGE,SSP2021,R10NORTH_AM,mortality_million_deaths,8.152975,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-19-Lifestyle-Renewables,High-CDR,1.5C,IMAGE,SSP2021,R10PAC_OECD,mortality_million_deaths,6.031335,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-19-Lifestyle-Renewables,High-CDR,1.5C,IMAGE,SSP2021,R10REF_ECON,mortality_million_deaths,13.672265,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-19-Lifestyle-Renewables,High-CDR,1.5C,IMAGE,SSP2021,R10REST_ASIA,mortality_million_deaths,69.949085,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,High-CDR,1.5C,IMAGE,SSP2021,Aggregated R10 regions,mortality_million_deaths,511.68314,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,High-CDR,1.5C,IMAGE,SSP2021,R10AFRICA,mortality_million_deaths,78.92538,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,High-CDR,1.5C,IMAGE,SSP2021,R10CHINA+,mortality_million_deaths,95.31734,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,High-CDR,1.5C,IMAGE,SSP2021,R10EUROPE,mortality_million_deaths,24.390515,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,High-CDR,1.5C,IMAGE,SSP2021,R10INDIA+,mortality_million_deaths,141.544995,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,High-CDR,1.5C,IMAGE,SSP2021,R10LATIN_AM,mortality_million_deaths,23.430195,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,High-CDR,1.5C,IMAGE,SSP2021,R10MIDDLE_EAST,mortality_million_deaths,45.76191,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,High-CDR,1.5C,IMAGE,SSP2021,R10NORTH_AM,mortality_million_deaths,11.945145,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,High-CDR,1.5C,IMAGE,SSP2021,R10PAC_OECD,mortality_million_deaths,6.27207,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,High-CDR,1.5C,IMAGE,SSP2021,R10REF_ECON,mortality_million_deaths,14.69197,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,High-CDR,1.5C,IMAGE,SSP2021,R10REST_ASIA,mortality_million_deaths,69.40362,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,High-CDR,2C,IMAGE,SSP2021,Aggregated R10 regions,mortality_million_deaths,573.34894,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,High-CDR,2C,IMAGE,SSP2021,R10AFRICA,mortality_million_deaths,92.023485,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,High-CDR,2C,IMAGE,SSP2021,R10CHINA+,mortality_million_deaths,104.10131,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,High-CDR,2C,IMAGE,SSP2021,R10EUROPE,mortality_million_deaths,25.161255,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,High-CDR,2C,IMAGE,SSP2021,R10INDIA+,mortality_million_deaths,165.692885,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,High-CDR,2C,IMAGE,SSP2021,R10LATIN_AM,mortality_million_deaths,23.79461,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,High-CDR,2C,IMAGE,SSP2021,R10MIDDLE_EAST,mortality_million_deaths,46.32243,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,High-CDR,2C,IMAGE,SSP2021,R10NORTH_AM,mortality_million_deaths,12.70522,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,High-CDR,2C,IMAGE,SSP2021,R10PAC_OECD,mortality_million_deaths,6.427055,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,High-CDR,2C,IMAGE,SSP2021,R10REF_ECON,mortality_million_deaths,15.055895,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,High-CDR,2C,IMAGE,SSP2021,R10REST_ASIA,mortality_million_deaths,82.064795,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,High-CDR,2C,IMAGE,SSP2021,Aggregated R10 regions,mortality_million_deaths,525.46397,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,High-CDR,2C,IMAGE,SSP2021,R10AFRICA,mortality_million_deaths,88.092515,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,High-CDR,2C,IMAGE,SSP2021,R10CHINA+,mortality_million_deaths,96.68312,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,High-CDR,2C,IMAGE,SSP2021,R10EUROPE,mortality_million_deaths,17.288835,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,High-CDR,2C,IMAGE,SSP2021,R10INDIA+,mortality_million_deaths,152.610795,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,High-CDR,2C,IMAGE,SSP2021,R10LATIN_AM,mortality_million_deaths,23.27353,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,High-CDR,2C,IMAGE,SSP2021,R10MIDDLE_EAST,mortality_million_deaths,43.78331,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,High-CDR,2C,IMAGE,SSP2021,R10NORTH_AM,mortality_million_deaths,8.02958,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,High-CDR,2C,IMAGE,SSP2021,R10PAC_OECD,mortality_million_deaths,5.99789,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,High-CDR,2C,IMAGE,SSP2021,R10REF_ECON,mortality_million_deaths,13.798935,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,High-CDR,2C,IMAGE,SSP2021,R10REST_ASIA,mortality_million_deaths,75.90546,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,High-CDR,2C,IMAGE,SSP2021,Aggregated R10 regions,mortality_million_deaths,485.65901,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,High-CDR,2C,IMAGE,SSP2021,R10AFRICA,mortality_million_deaths,79.565895,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,High-CDR,2C,IMAGE,SSP2021,R10CHINA+,mortality_million_deaths,92.234245,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,High-CDR,2C,IMAGE,SSP2021,R10EUROPE,mortality_million_deaths,16.93616,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,High-CDR,2C,IMAGE,SSP2021,R10INDIA+,mortality_million_deaths,134.440905,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,High-CDR,2C,IMAGE,SSP2021,R10LATIN_AM,mortality_million_deaths,22.76083,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,High-CDR,2C,IMAGE,SSP2021,R10MIDDLE_EAST,mortality_million_deaths,43.55061,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,High-CDR,2C,IMAGE,SSP2021,R10NORTH_AM,mortality_million_deaths,7.85526,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,High-CDR,2C,IMAGE,SSP2021,R10PAC_OECD,mortality_million_deaths,5.86569,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,High-CDR,2C,IMAGE,SSP2021,R10REF_ECON,mortality_million_deaths,13.66769,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,High-CDR,2C,IMAGE,SSP2021,R10REST_ASIA,mortality_million_deaths,68.781725,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,High-CDR,2C,IMAGE,SSP2021,Aggregated R10 regions,mortality_million_deaths,573.791995,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,High-CDR,2C,IMAGE,SSP2021,R10AFRICA,mortality_million_deaths,91.935815,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,High-CDR,2C,IMAGE,SSP2021,R10CHINA+,mortality_million_deaths,105.518215,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,High-CDR,2C,IMAGE,SSP2021,R10EUROPE,mortality_million_deaths,24.78292,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,High-CDR,2C,IMAGE,SSP2021,R10INDIA+,mortality_million_deaths,165.882195,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,High-CDR,2C,IMAGE,SSP2021,R10LATIN_AM,mortality_million_deaths,24.003075,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,High-CDR,2C,IMAGE,SSP2021,R10MIDDLE_EAST,mortality_million_deaths,46.297405,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,High-CDR,2C,IMAGE,SSP2021,R10NORTH_AM,mortality_million_deaths,12.189415,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,High-CDR,2C,IMAGE,SSP2021,R10PAC_OECD,mortality_million_deaths,6.39253,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,High-CDR,2C,IMAGE,SSP2021,R10REF_ECON,mortality_million_deaths,15.167125,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.2,SSP2021-SSP2-SPA2-34-Default,High-CDR,2C,IMAGE,SSP2021,R10REST_ASIA,mortality_million_deaths,81.6233,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Behavioural Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,Aggregated R10 regions,mortality_million_deaths,438.52362,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Behavioural Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,R10AFRICA,mortality_million_deaths,75.286875,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Behavioural Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,R10CHINA+,mortality_million_deaths,79.068615,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Behavioural Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,R10EUROPE,mortality_million_deaths,16.146505,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Behavioural Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,R10INDIA+,mortality_million_deaths,120.848755,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Behavioural Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,R10LATIN_AM,mortality_million_deaths,21.63804,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Behavioural Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,R10MIDDLE_EAST,mortality_million_deaths,41.596005,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Behavioural Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,R10NORTH_AM,mortality_million_deaths,7.38507,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Behavioural Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,R10PAC_OECD,mortality_million_deaths,5.227465,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Behavioural Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,R10REF_ECON,mortality_million_deaths,13.10623,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Behavioural Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,R10REST_ASIA,mortality_million_deaths,58.22006,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Technology Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,Aggregated R10 regions,mortality_million_deaths,465.747895,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Technology Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,R10AFRICA,mortality_million_deaths,74.33145,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Technology Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,R10CHINA+,mortality_million_deaths,78.93552,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Technology Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,R10EUROPE,mortality_million_deaths,21.352075,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Technology Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,R10INDIA+,mortality_million_deaths,134.52086,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Technology Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,R10LATIN_AM,mortality_million_deaths,22.994395,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Technology Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,R10MIDDLE_EAST,mortality_million_deaths,43.02068,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Technology Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,R10NORTH_AM,mortality_million_deaths,9.92014,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Technology Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,R10PAC_OECD,mortality_million_deaths,5.579145,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Technology Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,R10REF_ECON,mortality_million_deaths,13.968145,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,GEO7-Technology Focused Pathway,High-CDR,1.5C,IMAGE,GEO7,R10REST_ASIA,mortality_million_deaths,61.125485,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-act_u,High-CDR,2C,IMAGE,NAVIGATE,Aggregated R10 regions,mortality_million_deaths,489.61231,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-act_u,High-CDR,2C,IMAGE,NAVIGATE,R10AFRICA,mortality_million_deaths,77.140155,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-act_u,High-CDR,2C,IMAGE,NAVIGATE,R10CHINA+,mortality_million_deaths,92.792465000000007,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-act_u,High-CDR,2C,IMAGE,NAVIGATE,R10EUROPE,mortality_million_deaths,23.69843,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-act_u,High-CDR,2C,IMAGE,NAVIGATE,R10INDIA+,mortality_million_deaths,128.703775,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-act_u,High-CDR,2C,IMAGE,NAVIGATE,R10LATIN_AM,mortality_million_deaths,23.139,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-act_u,High-CDR,2C,IMAGE,NAVIGATE,R10MIDDLE_EAST,mortality_million_deaths,45.481835,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-act_u,High-CDR,2C,IMAGE,NAVIGATE,R10NORTH_AM,mortality_million_deaths,11.82299,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-act_u,High-CDR,2C,IMAGE,NAVIGATE,R10PAC_OECD,mortality_million_deaths,5.73446,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-act_u,High-CDR,2C,IMAGE,NAVIGATE,R10REF_ECON,mortality_million_deaths,14.2002,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-act_u,High-CDR,2C,IMAGE,NAVIGATE,R10REST_ASIA,mortality_million_deaths,66.899,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-all_u,High-CDR,2C,IMAGE,NAVIGATE,Aggregated R10 regions,mortality_million_deaths,476.81657,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-all_u,High-CDR,2C,IMAGE,NAVIGATE,R10AFRICA,mortality_million_deaths,75.74826,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-all_u,High-CDR,2C,IMAGE,NAVIGATE,R10CHINA+,mortality_million_deaths,93.557805,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-all_u,High-CDR,2C,IMAGE,NAVIGATE,R10EUROPE,mortality_million_deaths,23.471825,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-all_u,High-CDR,2C,IMAGE,NAVIGATE,R10INDIA+,mortality_million_deaths,116.7883,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-all_u,High-CDR,2C,IMAGE,NAVIGATE,R10LATIN_AM,mortality_million_deaths,23.092315,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-all_u,High-CDR,2C,IMAGE,NAVIGATE,R10MIDDLE_EAST,mortality_million_deaths,45.43667,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-all_u,High-CDR,2C,IMAGE,NAVIGATE,R10NORTH_AM,mortality_million_deaths,11.664155,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-all_u,High-CDR,2C,IMAGE,NAVIGATE,R10PAC_OECD,mortality_million_deaths,5.74101,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-all_u,High-CDR,2C,IMAGE,NAVIGATE,R10REF_ECON,mortality_million_deaths,14.17889,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-all_u,High-CDR,2C,IMAGE,NAVIGATE,R10REST_ASIA,mortality_million_deaths,67.13734,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-ref,High-CDR,2C,IMAGE,NAVIGATE,Aggregated R10 regions,mortality_million_deaths,491.606095,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-ref,High-CDR,2C,IMAGE,NAVIGATE,R10AFRICA,mortality_million_deaths,77.639855,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-ref,High-CDR,2C,IMAGE,NAVIGATE,R10CHINA+,mortality_million_deaths,92.298525,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-ref,High-CDR,2C,IMAGE,NAVIGATE,R10EUROPE,mortality_million_deaths,24.06304,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-ref,High-CDR,2C,IMAGE,NAVIGATE,R10INDIA+,mortality_million_deaths,129.72954,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-ref,High-CDR,2C,IMAGE,NAVIGATE,R10LATIN_AM,mortality_million_deaths,23.321055,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-ref,High-CDR,2C,IMAGE,NAVIGATE,R10MIDDLE_EAST,mortality_million_deaths,45.56388,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-ref,High-CDR,2C,IMAGE,NAVIGATE,R10NORTH_AM,mortality_million_deaths,12.04787,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-ref,High-CDR,2C,IMAGE,NAVIGATE,R10PAC_OECD,mortality_million_deaths,5.81895,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-ref,High-CDR,2C,IMAGE,NAVIGATE,R10REF_ECON,mortality_million_deaths,14.22844,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-ref,High-CDR,2C,IMAGE,NAVIGATE,R10REST_ASIA,mortality_million_deaths,66.89494,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
Full,IMAGE 3.3,NAVIGATE Demand-1.5°C-tec_u,High-CDR,2C,IMAGE,NAVIGATE,Aggregated R10 regions,mortality_million_deaths,487.80983,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE
