database,Model,Scenario,Pathway,amb,family,project,Region,outcome,value,outcome_label,outcome_unit,lower_is_better
Full,WITCH 5.0,COMMIT-2°C-2030,High-CDR,2C,WITCH,COMMIT,R10REST_ASIA,total_energy_jobyears_per_1k,204.7321250855758,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,COMMIT-Bridge,High-RE,2C,WITCH,COMMIT,R10AFRICA,total_energy_jobyears_per_1k,426.965369798844,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,COMMIT-Bridge,High-RE,2C,WITCH,COMMIT,R10CHINA+,total_energy_jobyears_per_1k,687.4141568440965,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,COMMIT-Bridge,High-RE,2C,WITCH,COMMIT,R10EUROPE,total_energy_jobyears_per_1k,277.3261731333099,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,COMMIT-Bridge,High-RE,2C,WITCH,COMMIT,R10INDIA+,total_energy_jobyears_per_1k,498.8451527166174,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,COMMIT-Bridge,High-RE,2C,WITCH,COMMIT,R10LATIN_AM,total_energy_jobyears_per_1k,574.4809102969405,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,COMMIT-Bridge,High-RE,2C,WITCH,COMMIT,R10MIDDLE_EAST,total_energy_jobyears_per_1k,1493.75764682269,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,COMMIT-Bridge,High-RE,2C,WITCH,COMMIT,R10NORTH_AM,total_energy_jobyears_per_1k,742.5790161353178,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,COMMIT-Bridge,High-RE,2C,WITCH,COMMIT,R10PAC_OECD,total_energy_jobyears_per_1k,560.0836338053734,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,COMMIT-Bridge,High-RE,2C,WITCH,COMMIT,R10REF_ECON,total_energy_jobyears_per_1k,4514.743980125479,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,COMMIT-Bridge,High-RE,2C,WITCH,COMMIT,R10REST_ASIA,total_energy_jobyears_per_1k,401.10719687130296,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Cost-Effective,High-RE,2C,WITCH,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,509.78967153539116,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Cost-Effective,High-RE,2C,WITCH,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,282.47070810427357,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Cost-Effective,High-RE,2C,WITCH,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,109.9371601197526,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Cost-Effective,High-RE,2C,WITCH,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,317.29183747773425,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Cost-Effective,High-RE,2C,WITCH,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,458.5050040820384,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Cost-Effective,High-RE,2C,WITCH,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,264.10057337342283,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Cost-Effective,High-RE,2C,WITCH,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,287.42848654339116,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Cost-Effective,High-RE,2C,WITCH,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,154.82963394915592,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Cost-Effective,High-RE,2C,WITCH,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,955.777371546501,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Cost-Effective,High-RE,2C,WITCH,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,131.52223187009997,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Institutional,High-RE,2C,WITCH,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,456.0089273066345,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Institutional,High-RE,2C,WITCH,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,268.5161051867598,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Institutional,High-RE,2C,WITCH,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,117.5535775919214,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Institutional,High-RE,2C,WITCH,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,301.4288965695744,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Institutional,High-RE,2C,WITCH,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,436.88263382697363,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Institutional,High-RE,2C,WITCH,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,263.8880311624086,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Institutional,High-RE,2C,WITCH,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,308.3849769078438,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Institutional,High-RE,2C,WITCH,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,166.42955660675048,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Institutional,High-RE,2C,WITCH,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,912.4799528360292,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Institutional,High-RE,2C,WITCH,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,126.43101491732996,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Technology,High-RE,2C,WITCH,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,600.4402901059035,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Technology,High-RE,2C,WITCH,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,256.411447989101,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Technology,High-RE,2C,WITCH,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,93.54024949169957,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Technology,High-RE,2C,WITCH,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,330.67639408067345,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Technology,High-RE,2C,WITCH,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,410.2270459228619,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Technology,High-RE,2C,WITCH,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,264.1802321701351,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Technology,High-RE,2C,WITCH,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,271.3675516927505,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Technology,High-RE,2C,WITCH,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,140.5525307158272,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Technology,High-RE,2C,WITCH,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,976.9738750360768,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Technology,High-RE,2C,WITCH,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,137.92947669991221,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Technology & Institutional,High-RE,2C,WITCH,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,586.1738960116639,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Technology & Institutional,High-RE,2C,WITCH,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,268.324475092572,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Technology & Institutional,High-RE,2C,WITCH,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,94.2034646359698,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Technology & Institutional,High-RE,2C,WITCH,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,321.5779181868135,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Technology & Institutional,High-RE,2C,WITCH,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,351.31828605522924,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Technology & Institutional,High-RE,2C,WITCH,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,275.19795321438113,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Technology & Institutional,High-RE,2C,WITCH,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,279.759860400421,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Technology & Institutional,High-RE,2C,WITCH,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,133.7049560526171,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Technology & Institutional,High-RE,2C,WITCH,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,887.8329721317688,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-1000/Technology & Institutional,High-RE,2C,WITCH,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,125.51698775862036,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Institutional,High-RE,2C,WITCH,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,453.2631437276079,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Institutional,High-RE,2C,WITCH,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,276.58545156078645,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Institutional,High-RE,2C,WITCH,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,118.11818463605265,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Institutional,High-RE,2C,WITCH,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,297.71204474662716,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Institutional,High-RE,2C,WITCH,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,436.56755989634587,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Institutional,High-RE,2C,WITCH,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,262.54095582283765,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Institutional,High-RE,2C,WITCH,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,299.70795078737467,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Institutional,High-RE,2C,WITCH,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,168.5694635445046,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Institutional,High-RE,2C,WITCH,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,908.4845536161363,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Institutional,High-RE,2C,WITCH,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,126.12536706927374,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Institutional [Optimistic],High-RE,2C,WITCH,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,452.91366536308607,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Institutional [Optimistic],High-RE,2C,WITCH,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,271.6790862805354,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Institutional [Optimistic],High-RE,2C,WITCH,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,118.052230021815,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Institutional [Optimistic],High-RE,2C,WITCH,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,301.91915783651785,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Institutional [Optimistic],High-RE,2C,WITCH,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,431.8209022857719,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Institutional [Optimistic],High-RE,2C,WITCH,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,259.7191396994438,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Institutional [Optimistic],High-RE,2C,WITCH,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,300.3975839102373,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Institutional [Optimistic],High-RE,2C,WITCH,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,161.17509781695517,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Institutional [Optimistic],High-RE,2C,WITCH,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,937.4225989583459,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Institutional [Optimistic],High-RE,2C,WITCH,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,125.5712154591356,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,High-RE,2C,WITCH,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,586.1738960116639,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,High-RE,2C,WITCH,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,268.324475092572,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,High-RE,2C,WITCH,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,94.2034646359698,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,High-RE,2C,WITCH,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,321.5779181868135,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,High-RE,2C,WITCH,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,351.31828605522924,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,High-RE,2C,WITCH,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,275.19795321438113,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,High-RE,2C,WITCH,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,279.759860400421,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,High-RE,2C,WITCH,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,133.7049560526171,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,High-RE,2C,WITCH,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,887.8329721317688,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional,High-RE,2C,WITCH,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,125.51698775862036,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Optimistic],High-RE,2C,WITCH,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,577.810241392943,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Optimistic],High-RE,2C,WITCH,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,262.50825398413497,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Optimistic],High-RE,2C,WITCH,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,93.09179425918825,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Optimistic],High-RE,2C,WITCH,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,321.61234552867097,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Optimistic],High-RE,2C,WITCH,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,308.89941266528774,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Optimistic],High-RE,2C,WITCH,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,270.6303652132679,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Optimistic],High-RE,2C,WITCH,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,272.78366523857693,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Optimistic],High-RE,2C,WITCH,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,134.68438771351606,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Optimistic],High-RE,2C,WITCH,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,952.857428679331,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Optimistic],High-RE,2C,WITCH,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,126.76538127827706,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Pessimistic],High-RE,2C,WITCH,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,485.367023054693,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Pessimistic],High-RE,2C,WITCH,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,248.2733783178734,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Pessimistic],High-RE,2C,WITCH,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,102.54604708462301,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Pessimistic],High-RE,2C,WITCH,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,303.02961086641955,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Pessimistic],High-RE,2C,WITCH,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,293.91225044720113,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Pessimistic],High-RE,2C,WITCH,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,256.5708543346155,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Pessimistic],High-RE,2C,WITCH,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,277.9969004034829,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Pessimistic],High-RE,2C,WITCH,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,146.60616056532407,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Pessimistic],High-RE,2C,WITCH,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,783.9620733788055,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-Feasibility-Maximum-Effort/Technology & Institutional [Pessimistic],High-RE,2C,WITCH,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,112.72574993237087,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-INDCi2030-500f,High-CDR,1.5C,WITCH,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,287.6846157220901,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-INDCi2030-500f,High-CDR,1.5C,WITCH,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,430.0893314505234,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-INDCi2030-500f,High-CDR,1.5C,WITCH,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,218.02734185340097,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-INDCi2030-500f,High-CDR,1.5C,WITCH,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,287.91306305629007,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-INDCi2030-500f,High-CDR,1.5C,WITCH,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,573.1626213909639,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-INDCi2030-500f,High-CDR,1.5C,WITCH,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,595.0076081712399,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-INDCi2030-500f,High-CDR,1.5C,WITCH,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,643.2906260363573,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-INDCi2030-500f,High-CDR,1.5C,WITCH,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,417.9582337304923,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-INDCi2030-500f,High-CDR,1.5C,WITCH,ENGAGE,R10REF_ECON,total_energy_jobyears_per_1k,2635.5269034185717,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-INDCi2030-500f,High-CDR,1.5C,WITCH,ENGAGE,R10REST_ASIA,total_energy_jobyears_per_1k,259.38111112269786,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-INDCi2100,High-RE,2C,WITCH,ENGAGE,R10AFRICA,total_energy_jobyears_per_1k,99.58112257113567,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-INDCi2100,High-RE,2C,WITCH,ENGAGE,R10CHINA+,total_energy_jobyears_per_1k,406.3516609913602,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-INDCi2100,High-RE,2C,WITCH,ENGAGE,R10EUROPE,total_energy_jobyears_per_1k,171.21474006176481,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-INDCi2100,High-RE,2C,WITCH,ENGAGE,R10INDIA+,total_energy_jobyears_per_1k,232.64972593321636,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-INDCi2100,High-RE,2C,WITCH,ENGAGE,R10LATIN_AM,total_energy_jobyears_per_1k,1097.4471558001012,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-INDCi2100,High-RE,2C,WITCH,ENGAGE,R10MIDDLE_EAST,total_energy_jobyears_per_1k,509.96962983159665,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-INDCi2100,High-RE,2C,WITCH,ENGAGE,R10NORTH_AM,total_energy_jobyears_per_1k,405.6325172580816,Employment,"total energy-sector job-years per 1,000 people",FALSE
Full,WITCH 5.0,ENGAGE-INDCi2100,High-RE,2C,WITCH,ENGAGE,R10PAC_OECD,total_energy_jobyears_per_1k,368.44403396421984,Employment,"total energy-sector job-years per 1,000 people",FALSE
