database,ambition_view,Region,outcome,outcome_label,outcome_unit,lower_is_better,n_cdr,n_re,median_cdr,median_re,cliffs_delta_raw,direction_coded_difference,relative_effect_pct,direction_coded_cliffs_delta,favours
Full,2C,R10LATIN_AM,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,226,230,14.089753037250007,10.341016344300332,-0.48080030781069644,3.7487366929496755,26.606120654058973,0.48080030781069644,High-RE
Full,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,189,172,14.110035,15.629935,0.31475329149747755,-1.5198999999999998,-10.771766335094135,-0.31475329149747755,High-CDR
Full,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,215,238,283.6772886539848,442.42133461814115,0.5372679304279852,158.74404596415633,55.95937789640406,0.5372679304279852,High-RE
Full,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,223,230,2.322060574309007,5.0359101180438035,0.48449990251511016,-2.7138495437347965,-116.87246981239399,-0.48449990251511016,High-CDR
Full,2C,R10MIDDLE_EAST,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,223,230,0.9966891007633326,1.2936291900491734,0.2359914213296939,-0.2969400892858408,-29.79264938870344,-0.2359914213296939,High-CDR
Full,2C,R10MIDDLE_EAST,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,189,172,46.89536,46.60901,0.029346622369878183,0.28634999999999877,0.6106147815050333,-0.029346622369878183,High-RE
Full,2C,R10MIDDLE_EAST,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,212,238,287.66312017713074,653.3399128438057,0.7650229903282068,365.67679266667494,127.11980334549202,0.7650229903282068,High-RE
Full,2C,R10NORTH_AM,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,226,230,0.10295275418710906,0.13420751613991658,0.09961523662947287,-0.03125476195280752,-30.35835437292361,-0.09961523662947287,High-CDR
Full,2C,R10NORTH_AM,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,226,230,0.030930127242833068,0.04750953484649831,0.12951135051943055,-0.01657940760366524,-53.60277852561022,-0.12951135051943055,High-CDR
Full,2C,R10NORTH_AM,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,189,172,6.83158,8.92639,0.3909191583610188,-2.09481,-30.663623934726665,-0.3909191583610188,High-CDR
Full,2C,R10NORTH_AM,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,215,238,226.98813779445564,295.8364173268369,0.40093804963846,68.84827953238127,30.331223561437994,0.40093804963846,High-RE
Full,2C,R10PAC_OECD,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,223,226,0.25848948374644165,0.5290156977254752,0.6195087106631215,-0.27052621397903354,-104.65656476934242,-0.6195087106631215,High-CDR
Full,2C,R10PAC_OECD,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,223,226,0.08092049215605235,0.2786036670376787,0.7333624350172626,-0.19768317488162634,-244.29309512898317,-0.7333624350172626,High-CDR
Full,2C,R10PAC_OECD,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,189,172,5.60067,3.6358025,-0.7704565030146425,1.9648675,35.08272224573131,0.7704565030146425,High-RE
Full,2C,R10PAC_OECD,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,212,234,161.52666424334083,149.84741612388564,-0.2407676181261087,-11.679248119455195,-7.230538793186705,-0.2407676181261087,High-CDR
Full,2C,R10REF_ECON,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,226,230,8.840982457594318,9.08809538619029,0.09376683339746056,-0.24711292859597123,-2.795084480500282,-0.09376683339746056,High-CDR
Full,2C,R10REF_ECON,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,226,230,2.227611144530427,2.310507953373322,0.0663332050788765,-0.08289680884289474,-3.7213321115956757,-0.0663332050788765,High-CDR
Full,2C,R10REF_ECON,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,189,172,14.39159,13.27017,-0.35948074320167345,1.1214200000000005,7.792189744149191,0.35948074320167345,High-RE
Full,2C,R10REF_ECON,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,215,238,761.7164595646412,893.66606850074,0.23662302130154386,131.9496089360988,17.322667415052912,0.23662302130154386,High-RE
Full,2C,R10REST_ASIA,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,223,230,9.348947029506268,18.450009880801346,0.34782608695652173,-9.101062851295078,-97.34853371798084,-0.34782608695652173,High-CDR
Full,2C,R10REST_ASIA,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,223,230,4.797048081722843,4.597528544394306,0.0646519789432638,0.19951953732853678,4.15921487401227,-0.0646519789432638,High-RE
Full,2C,R10REST_ASIA,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,189,172,59.455035,57.862415,-0.07776547311431033,1.5926200000000037,2.6786965981939184,0.07776547311431033,High-RE
Full,2C,R10REST_ASIA,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,212,238,181.8242865036259,605.7784188998529,0.8009751070239417,423.954132396227,233.16694405825297,0.8009751070239417,High-RE
SCI-vetted,All ambitions,Aggregated R10 regions,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,69,69,25.30717213826523,26.429286645096077,0.03423650493593783,-1.1221145068308473,-4.433978244191794,-0.03423650493593783,High-CDR
SCI-vetted,All ambitions,Aggregated R10 regions,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,69,69,6.6980224311965415,7.168360966807078,0.0027305187985717286,-0.4703385356105363,-7.022050768595509,-0.0027305187985717286,High-CDR
SCI-vetted,All ambitions,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,69,69,420.124325,442.17121,0.19176643562276832,-22.046884999999975,-5.247704950195391,-0.19176643562276832,High-CDR
SCI-vetted,All ambitions,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,69,69,350.7392575320401,423.27276987230044,0.8025624868725058,72.53351234026036,20.68018072759774,0.8025624868725058,High-RE
SCI-vetted,All ambitions,R10AFRICA,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,69,70,92.07662991749366,77.51380114797247,-0.02981366459627329,14.56282876952119,15.815988033630664,0.02981366459627329,High-RE
SCI-vetted,All ambitions,R10AFRICA,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,69,70,15.126162689600797,12.777939222189598,-0.02732919254658385,2.3482234674111986,15.524251031794053,0.02732919254658385,High-RE
SCI-vetted,All ambitions,R10AFRICA,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,69,69,73.7414,78.522135,0.024154589371980676,-4.780735000000007,-6.483108538758428,-0.024154589371980676,High-CDR
SCI-vetted,All ambitions,R10AFRICA,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,69,70,396.4754880085231,539.5434538460627,0.13747412008281573,143.0679658375396,36.08494602179897,0.13747412008281573,High-RE
SCI-vetted,All ambitions,R10CHINA+,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,69,70,13.573024488748906,13.957428483909096,-0.032712215320910974,-0.38440399516018964,-2.8321174508955895,0.032712215320910974,High-CDR
SCI-vetted,All ambitions,R10CHINA+,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,69,70,4.556934056929092,4.205354477509502,-0.16107660455486542,0.3515795794195897,7.715265900874555,0.16107660455486542,High-RE
SCI-vetted,All ambitions,R10CHINA+,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,69,69,81.837665,92.36805,0.2984667086746482,-10.530384999999995,-12.867406468647408,-0.2984667086746482,High-CDR
SCI-vetted,All ambitions,R10CHINA+,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,69,70,428.0851608492609,403.57953019030464,-0.14575569358178053,-24.50563065895625,-5.7244756184354815,-0.14575569358178053,High-CDR
SCI-vetted,All ambitions,R10EUROPE,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,69,70,0.4351549337453296,0.466791521646402,-0.20869565217391303,-0.03163658790107238,-7.270189407891994,0.20869565217391303,High-CDR
SCI-vetted,All ambitions,R10EUROPE,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,69,70,0.1953639028931268,0.20798102420176615,-0.2753623188405797,-0.012617121308639345,-6.458266405304926,0.2753623188405797,High-CDR
SCI-vetted,All ambitions,R10EUROPE,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,69,69,12.232365,17.823535,0.07120352867044738,-5.59117,-45.70800495243561,-0.07120352867044738,High-CDR
SCI-vetted,All ambitions,R10EUROPE,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,69,70,189.79244409759318,171.3940310049793,-0.4306418219461698,-18.39841309261388,-9.693964994282506,-0.4306418219461698,High-CDR
SCI-vetted,All ambitions,R10INDIA+,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,69,70,6.543487662559797,3.8176610343569317,-0.5494824016563147,2.7258266282028654,41.65709127564135,0.5494824016563147,High-RE
SCI-vetted,All ambitions,R10INDIA+,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,69,70,2.504060814889127,1.9504392069142764,-0.3287784679089027,0.5536216079748504,22.108952174125342,0.3287784679089027,High-RE
SCI-vetted,All ambitions,R10INDIA+,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,69,69,115.212715,96.08855,-0.5694181894559966,19.124165000000005,16.599005587187147,0.5694181894559966,High-RE
SCI-vetted,All ambitions,R10INDIA+,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,69,70,444.4447839936732,536.7566796088669,0.1031055900621118,92.31189561519369,20.77016064531152,0.1031055900621118,High-RE
SCI-vetted,All ambitions,R10LATIN_AM,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,69,70,82.05793222866434,70.64502115563938,-0.5374741200828157,11.412911073024958,13.908358111220133,0.5374741200828157,High-RE
SCI-vetted,All ambitions,R10LATIN_AM,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,69,70,17.038672120533775,14.097954398757107,-0.5768115942028985,2.940717721776668,17.259078060623796,0.5768115942028985,High-RE
SCI-vetted,All ambitions,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,69,69,13.423695,15.41072,0.2736819995799202,-1.9870249999999992,-14.802369988293083,-0.2736819995799202,High-CDR
SCI-vetted,All ambitions,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,69,70,329.76200935266274,441.3287012406232,0.6993788819875777,111.56669188796047,33.832487892395726,0.6993788819875777,High-RE
SCI-vetted,All ambitions,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,69,70,1.91804870931437,4.998863500301094,0.6472049689440994,-3.080814790986724,-160.62234374058198,-0.6472049689440994,High-CDR
SCI-vetted,All ambitions,R10MIDDLE_EAST,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,69,70,1.1144062054218462,1.2255875271113785,0.038923395445134575,-0.11118132168953232,-9.9767321061754,-0.038923395445134575,High-CDR
SCI-vetted,All ambitions,R10MIDDLE_EAST,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,69,69,43.605375,50.07149,0.7660155429531611,-6.466114999999995,-14.828710910065547,-0.7660155429531611,High-CDR
SCI-vetted,All ambitions,R10MIDDLE_EAST,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,69,70,244.41630035043428,561.4888070496086,0.9080745341614906,317.07250669917426,129.72641605513562,0.9080745341614906,High-RE
SCI-vetted,All ambitions,R10NORTH_AM,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,69,70,0.716594184992252,0.17106218624756608,-0.8020703933747412,0.5455319987446859,76.1284434300265,0.8020703933747412,High-RE
SCI-vetted,All ambitions,R10NORTH_AM,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,69,70,0.25683953402165477,0.04084370700895648,-0.7875776397515528,0.2159958270126983,84.09757782635096,0.7875776397515528,High-RE
SCI-vetted,All ambitions,R10NORTH_AM,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,69,69,6.70137,10.559495,0.5387523629489603,-3.8581250000000002,-57.572183001386286,-0.5387523629489603,High-CDR
SCI-vetted,All ambitions,R10NORTH_AM,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,69,70,227.5289546752696,368.6558905004988,0.44679089026915114,141.1269358252292,62.02592370129165,0.44679089026915114,High-RE
SCI-vetted,All ambitions,R10PAC_OECD,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,69,69,0.2201315751103612,0.38146043457929224,0.4627179164041168,-0.16132885946893105,-73.28746881861456,-0.4627179164041168,High-CDR
SCI-vetted,All ambitions,R10PAC_OECD,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,69,69,0.08249299131408822,0.1440391228675932,0.4064272211720227,-0.061546131553504996,-74.60770978612108,-0.4064272211720227,High-CDR
SCI-vetted,All ambitions,R10PAC_OECD,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,69,69,4.495145,5.272255,-0.18294475950430583,-0.7771100000000004,-17.287762686186994,0.18294475950430583,High-CDR
SCI-vetted,All ambitions,R10PAC_OECD,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,69,69,288.075135654661,238.2296176008751,0.04095778197857593,-49.845518053785895,-17.302957417866065,0.04095778197857593,High-CDR
SCI-vetted,All ambitions,R10REF_ECON,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,69,70,9.667210284453413,8.920242476789092,0.02194616977225673,0.7469678076643209,7.726818654866518,-0.02194616977225673,High-RE
SCI-vetted,All ambitions,R10REF_ECON,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,69,70,2.671612586919311,2.272153083505742,-0.3627329192546584,0.39945950341356884,14.951999603886934,0.3627329192546584,High-RE
SCI-vetted,All ambitions,R10REF_ECON,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,69,69,13.31229,15.212805,0.5837009031716026,-1.9005149999999986,-14.276394219176403,-0.5837009031716026,High-CDR
SCI-vetted,All ambitions,R10REF_ECON,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,69,70,782.545503381416,1198.361006493186,0.30973084886128366,415.8155031117701,53.13627147750664,0.30973084886128366,High-RE
SCI-vetted,All ambitions,R10REST_ASIA,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,69,70,9.955813841766394,27.569933130496665,0.6832298136645962,-17.614119288730272,-176.92294742229848,-0.6832298136645962,High-CDR
SCI-vetted,All ambitions,R10REST_ASIA,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,69,70,5.455496444308771,6.664414316104145,0.2600414078674948,-1.2089178717953741,-22.159630826201518,-0.2600414078674948,High-CDR
SCI-vetted,All ambitions,R10REST_ASIA,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,69,69,56.248365,55.137975,-0.26906112161310647,1.1103900000000024,1.9740840467096288,0.26906112161310647,High-RE
SCI-vetted,All ambitions,R10REST_ASIA,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,69,70,173.3293076660468,422.4841855178804,0.6952380952380952,249.15487785183362,143.7465372745155,0.6952380952380952,High-RE
SCI-vetted,1.5C,Aggregated R10 regions,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,6,6,29.8727376948245,25.854166825967432,-0.5555555555555556,4.0185708688570685,13.452301927965886,0.5555555555555556,High-RE
SCI-vetted,1.5C,Aggregated R10 regions,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,6,6,7.731131402659751,6.820472210692021,-0.5555555555555556,0.9106591919677305,11.779119310459983,0.5555555555555556,High-RE
SCI-vetted,1.5C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,6,6,481.9203375,428.3386425,-0.3333333333333333,53.581695000000025,11.118371820114362,0.3333333333333333,High-RE
SCI-vetted,1.5C,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,6,6,458.3544650528828,601.0386573368169,0.7777777777777778,142.68419228393407,31.129661247539463,0.7777777777777778,High-RE
SCI-vetted,1.5C,R10AFRICA,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,6,6,76.67943153541975,69.48955490307245,-0.3888888888888889,7.189876632347307,9.376538777581,0.3888888888888889,High-RE
SCI-vetted,1.5C,R10AFRICA,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,6,6,13.279113673528581,11.808089540357617,-0.4444444444444444,1.471024133170964,11.077728298262826,0.4444444444444444,High-RE
SCI-vetted,1.5C,R10AFRICA,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,6,6,78.6303025,78.659675,0.05555555555555555,-0.029372499999993806,-0.037355191403459,-0.05555555555555555,High-CDR
SCI-vetted,1.5C,R10AFRICA,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,6,6,457.9495260103603,989.7250298597436,0.8888888888888888,531.7755038493833,116.12098575189984,0.8888888888888888,High-RE
SCI-vetted,1.5C,R10CHINA+,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,6,6,19.055754152041246,16.861867814275797,-0.5,2.1938863377654485,11.512986157676893,0.5,High-RE
SCI-vetted,1.5C,R10CHINA+,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,6,6,6.413342538436189,6.025930232734219,-0.3333333333333333,0.38741230570196983,6.040723747096711,0.3333333333333333,High-RE
SCI-vetted,1.5C,R10CHINA+,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,6,6,89.5881775,86.4642075,-0.16666666666666666,3.12397,3.48703376625783,0.16666666666666666,High-RE
SCI-vetted,1.5C,R10CHINA+,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,6,6,367.99828334439655,329.3796827148809,-0.16666666666666666,-38.61860062951564,-10.494233907437513,-0.16666666666666666,High-CDR
SCI-vetted,1.5C,R10EUROPE,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,6,6,1.0469695041345508,0.4845691792338427,-0.8888888888888888,0.5624003249007081,53.7169729089293,0.8888888888888888,High-RE
SCI-vetted,1.5C,R10EUROPE,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,6,6,0.5301291846303764,0.2154441797501534,-0.8888888888888888,0.314685004880223,59.36006052932773,0.8888888888888888,High-RE
SCI-vetted,1.5C,R10EUROPE,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,6,6,16.675512500000004,17.056355,0,-0.3808424999999964,-2.2838428504071246,-0,High-CDR
SCI-vetted,1.5C,R10EUROPE,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,6,6,193.61116390626546,179.57001505429795,-0.3333333333333333,-14.041148851967506,-7.252241331892081,-0.3333333333333333,High-CDR
SCI-vetted,1.5C,R10INDIA+,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,6,6,5.1942257563163405,2.682215184711633,-1,2.5120105716047076,48.361597848341965,1,High-RE
SCI-vetted,1.5C,R10INDIA+,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,6,6,2.407281626692397,1.3970186161840248,-0.8888888888888888,1.010263010508372,41.96696386938626,0.8888888888888888,High-RE
SCI-vetted,1.5C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,6,6,136.3275325,100.12599,-0.6666666666666666,36.20154249999999,26.554828533994034,0.6666666666666666,High-RE
SCI-vetted,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,6,6,381.5530821979669,715.617497270315,0.7777777777777778,334.0644150723481,87.55385047552058,0.7777777777777778,High-RE
SCI-vetted,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,6,6,99.1322195278718,66.49761376307738,-0.9444444444444444,32.634605764794415,32.92028153936263,0.9444444444444444,High-RE
SCI-vetted,1.5C,R10LATIN_AM,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,6,6,20.147560705663395,13.278099660079487,-0.8888888888888888,6.869461045583908,34.09574561377512,0.8888888888888888,High-RE
SCI-vetted,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,6,6,22.340055,15.87274,-0.2777777777777778,6.467314999999999,28.949413956232423,0.2777777777777778,High-RE
SCI-vetted,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,6,6,560.1325989318832,444.9004857268276,-0.2777777777777778,-115.23211320505561,-20.572291886741052,-0.2777777777777778,High-CDR
SCI-vetted,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,6,6,2.7298402386081015,3.293273447512807,0,-0.5634332089047054,-20.639786934637254,-0,High-CDR
SCI-vetted,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,6,6,1.592448696586224,1.190634597781857,-0.7777777777777778,0.4018140988043668,25.23246743620355,0.7777777777777778,High-RE
SCI-vetted,1.5C,R10MIDDLE_EAST,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,6,6,43.195584999999994,45.753834999999995,0.6666666666666666,-2.558250000000001,-5.922480272000024,-0.6666666666666666,High-CDR
SCI-vetted,1.5C,R10MIDDLE_EAST,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,6,6,341.86295023918854,1100.9277175099621,0.5555555555555556,759.0647672707736,222.03773960871888,0.5555555555555556,High-RE
SCI-vetted,1.5C,R10NORTH_AM,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,6,6,1.052913777444266,0.3525175192986265,-0.8333333333333334,0.7003962581456395,66.51981132260505,0.8333333333333334,High-RE
SCI-vetted,1.5C,R10NORTH_AM,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,6,6,0.3601184872732335,0.147438196788162,-0.7222222222222222,0.21268029048507148,59.05842049250421,0.7222222222222222,High-RE
SCI-vetted,1.5C,R10NORTH_AM,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,6,6,7.81337,9.9319875,0.3888888888888889,-2.1186175,-27.115284441924548,-0.3888888888888889,High-CDR
SCI-vetted,1.5C,R10NORTH_AM,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,6,6,360.7411616891902,323.8210856367837,-0.2777777777777778,-36.9200760524065,-10.234506059559775,-0.2777777777777778,High-CDR
SCI-vetted,1.5C,R10PAC_OECD,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,6,6,0.8902172214225279,0.5199909468007285,-0.1111111111111111,0.37022627462179936,41.58830740548852,0.1111111111111111,High-RE
SCI-vetted,1.5C,R10PAC_OECD,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,6,6,0.3404594370104793,0.3327780876722662,0.05555555555555555,0.007681349338213128,2.2561716619347805,-0.05555555555555555,High-RE
SCI-vetted,1.5C,R10PAC_OECD,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,6,6,5.8691075,4.785665,-0.5,1.0834425000000003,18.460089545131016,0.5,High-RE
SCI-vetted,1.5C,R10PAC_OECD,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,6,6,260.94567541074974,204.51027721550366,-0.4444444444444444,-56.43539819524608,-21.62725943107207,-0.4444444444444444,High-CDR
SCI-vetted,1.5C,R10REF_ECON,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,6,6,11.626984854012262,7.872051040005928,-0.6666666666666666,3.7549338140063337,32.29499187582217,0.6666666666666666,High-RE
SCI-vetted,1.5C,R10REF_ECON,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,6,6,3.2363244456735734,2.3299465005029383,-0.6111111111111112,0.9063779451706351,28.006399246599376,0.6111111111111112,High-RE
SCI-vetted,1.5C,R10REF_ECON,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,6,6,13.541284999999998,13.8316125,0.4444444444444444,-0.29032750000000185,-2.1440173513813634,-0.4444444444444444,High-CDR
SCI-vetted,1.5C,R10REF_ECON,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,6,6,1208.6450623537462,1309.722545256037,0.3333333333333333,101.07748290229074,8.36287559107302,0.3333333333333333,High-RE
SCI-vetted,1.5C,R10REST_ASIA,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,6,6,28.873978015587785,24.82418229475514,0.16666666666666666,4.049795720832645,14.025762985087608,-0.16666666666666666,High-RE
SCI-vetted,1.5C,R10REST_ASIA,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,6,6,8.231596827513366,6.553940210254163,-0.2222222222222222,1.6776566172592027,20.380694686743983,0.2222222222222222,High-RE
SCI-vetted,1.5C,R10REST_ASIA,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,6,6,68.082905,56.4121875,-0.3333333333333333,11.670717499999995,17.141920574628823,0.3333333333333333,High-RE
SCI-vetted,1.5C,R10REST_ASIA,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,6,6,311.13555995693287,624.5802234118255,0.8888888888888888,313.44466345489263,100.7421535160685,0.8888888888888888,High-RE
SCI-vetted,2C,Aggregated R10 regions,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,63,63,25.031319329494767,28.148905035785212,0.05668934240362812,-3.117585706290445,-12.454739861102519,-0.05668934240362812,High-CDR
SCI-vetted,2C,Aggregated R10 regions,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,63,63,6.661610269550088,8.106770367740857,0.024943310657596373,-1.4451600981907697,-21.693855385034002,-0.024943310657596373,High-CDR
SCI-vetted,2C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,63,63,419.717675,442.17121,0.25371630133534895,-22.453534999999988,-5.349675826732812,-0.25371630133534895,High-CDR
