database,ambition_view,Region,outcome,outcome_label,outcome_unit,lower_is_better,n_cdr,n_re,median_cdr,median_re,cliffs_delta_raw,direction_coded_difference,relative_effect_pct,direction_coded_cliffs_delta,favours
SCI-vetted,2C,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,63,63,345.4670448919984,417.78545306114,0.8563869992441421,72.3184081691416,20.933518620205913,0.8563869992441421,High-RE
SCI-vetted,2C,R10AFRICA,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,63,64,92.7357611853382,82.59874696599837,0.009424603174603174,10.137014219339832,10.93107350365128,-0.009424603174603174,High-RE
SCI-vetted,2C,R10AFRICA,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,63,64,15.307045250465546,15.089832553643586,0.022321428571428572,0.2172126968219601,1.419037399235191,-0.022321428571428572,High-RE
SCI-vetted,2C,R10AFRICA,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,63,63,73.7414,78.200205,-0.00781053162005543,-4.458804999999998,-6.046542376466948,0.00781053162005543,High-CDR
SCI-vetted,2C,R10AFRICA,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,63,64,396.4754880085231,416.0745146092678,0.0763888888888889,19.599026600744708,4.943313570074573,0.0763888888888889,High-RE
SCI-vetted,2C,R10CHINA+,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,63,64,13.240592336708664,13.796684130880436,0.005952380952380952,-0.5560917941717722,-4.199901182895305,-0.005952380952380952,High-CDR
SCI-vetted,2C,R10CHINA+,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,63,64,4.358927856013694,4.134051989117571,-0.14930555555555555,0.22487586689612282,5.158971984036809,0.14930555555555555,High-RE
SCI-vetted,2C,R10CHINA+,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,63,63,81.144235,92.840965,0.3232552280171328,-11.696730000000002,-14.414739383518747,-0.3232552280171328,High-CDR
SCI-vetted,2C,R10CHINA+,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,63,64,430.319692954712,415.6239719339535,-0.18353174603174602,-14.695721020758526,-3.4150705304358784,-0.18353174603174602,High-CDR
SCI-vetted,2C,R10EUROPE,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,63,64,0.4203248516579156,0.466791521646402,-0.14484126984126985,-0.046466669988486364,-11.05494233928942,0.14484126984126985,High-CDR
SCI-vetted,2C,R10EUROPE,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,63,64,0.1827251951789327,0.20798102420176615,-0.22718253968253968,-0.025255829022833437,-13.821755121455361,0.22718253968253968,High-CDR
SCI-vetted,2C,R10EUROPE,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,63,63,12.21634,17.823535,0.08440413202317965,-5.607194999999999,-45.89914000428933,-0.08440413202317965,High-CDR
SCI-vetted,2C,R10EUROPE,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,63,64,189.79244409759318,170.50012409586526,-0.4384920634920635,-19.292320001727916,-10.164956826104001,-0.4384920634920635,High-CDR
SCI-vetted,2C,R10INDIA+,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,63,64,6.569443285738416,4.66214031016709,-0.533234126984127,1.9073029755713256,29.032946820804188,0.533234126984127,High-RE
SCI-vetted,2C,R10INDIA+,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,63,64,2.5131008291997445,2.1253768767923518,-0.2787698412698413,0.38772395240739277,15.428109684355844,0.2787698412698413,High-RE
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,63,63,114.354115,96.08855,-0.5530360292265054,18.265564999999995,15.972809548655066,0.5530360292265054,High-RE
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,63,64,444.4447839936732,483.6749268411454,0.043154761904761904,39.23014284747222,8.826775397150499,0.043154761904761904,High-RE
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,63,64,81.10097920217399,70.81013330818055,-0.5004960317460317,10.290845893993435,12.6889292770926,0.5004960317460317,High-RE
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,63,64,16.710594013768265,14.244295379289593,-0.5520833333333334,2.4662986344786724,14.75889266681142,0.5520833333333334,High-RE
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,63,63,13.419615,15.402855,0.3232552280171328,-1.9832400000000003,-14.77866540880644,-0.3232552280171328,High-CDR
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,63,64,329.22279296266703,441.3287012406232,0.777281746031746,112.10590827795619,34.05168496054545,0.777281746031746,High-RE
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,63,64,1.8958039032135283,5.466687809604265,0.6974206349206349,-3.5708839063907365,-188.35723992011108,-0.6974206349206349,High-CDR
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,63,64,1.0872136583730632,1.3095845712049154,0.08382936507936507,-0.22237091283185229,-20.453285434678435,-0.08382936507936507,High-CDR
SCI-vetted,2C,R10MIDDLE_EAST,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,63,63,43.636585,52.054875,0.7732426303854876,-8.418290000000006,-19.29181671755479,-0.7732426303854876,High-CDR
SCI-vetted,2C,R10MIDDLE_EAST,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,63,64,243.48353812511286,558.9676853663143,0.9598214285714286,315.4841472412014,129.5710378083513,0.9598214285714286,High-RE
SCI-vetted,2C,R10NORTH_AM,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,63,64,0.7157720500520267,0.16405079997044517,-0.8134920634920635,0.5517212500815816,77.08058033859788,0.8134920634920635,High-RE
SCI-vetted,2C,R10NORTH_AM,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,63,64,0.25671870868543584,0.04041929948139524,-0.8030753968253969,0.2162994092040406,84.2554133711688,0.8030753968253969,High-RE
SCI-vetted,2C,R10NORTH_AM,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,63,63,6.70137,10.559875,0.5580750818846056,-3.858505,-57.57785348369065,-0.5580750818846056,High-CDR
SCI-vetted,2C,R10NORTH_AM,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,63,64,224.75366845426706,368.6558905004988,0.5,143.90222204623174,64.02663993691965,0.5,High-RE
SCI-vetted,2C,R10PAC_OECD,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,63,63,0.2002823947601143,0.35984087978979923,0.526832955404384,-0.15955848502968492,-79.66675514380286,-0.526832955404384,High-CDR
SCI-vetted,2C,R10PAC_OECD,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,63,63,0.07422488740120188,0.11447798985267334,0.46233308138070045,-0.040253102451471456,-54.231274523724856,-0.46233308138070045,High-CDR
SCI-vetted,2C,R10PAC_OECD,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,63,63,4.47825,5.272255,-0.14134542705971279,-0.7940050000000003,-17.730251772455762,0.14134542705971279,High-CDR
SCI-vetted,2C,R10PAC_OECD,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,63,63,291.2435433002147,238.2296176008751,0.0944822373393802,-53.01392569933961,-18.202609781015024,0.0944822373393802,High-CDR
SCI-vetted,2C,R10REF_ECON,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,63,64,9.38738928991513,10.350400663117519,0.06547619047619048,-0.9630113732023879,-10.258564372492263,-0.06547619047619048,High-CDR
SCI-vetted,2C,R10REF_ECON,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,63,64,2.6426653442060744,2.272153083505742,-0.3353174603174603,0.37051226070033216,14.020400332288148,0.3353174603174603,High-RE
SCI-vetted,2C,R10REF_ECON,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,63,63,13.29234,15.63072,0.5993953136810279,-2.338380000000001,-17.591936408487904,-0.5993953136810279,High-CDR
SCI-vetted,2C,R10REF_ECON,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,63,64,761.7164595646412,1171.1827517179818,0.2767857142857143,409.46629215334053,53.755736404510785,0.2767857142857143,High-RE
SCI-vetted,2C,R10REST_ASIA,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,63,64,9.590667882104082,27.610737805066442,0.7172619047619048,-18.02006992296236,-187.89171040514609,-0.7172619047619048,High-CDR
SCI-vetted,2C,R10REST_ASIA,headcount_pct,Deprived share,population-year-weighted mean % below the DLE threshold,TRUE,63,64,5.16475888754058,6.664414316104145,0.2906746031746032,-1.4996554285635657,-29.03631052712493,-0.2906746031746032,High-CDR
SCI-vetted,2C,R10REST_ASIA,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,63,63,55.98183,55.08901,-0.2693373645754598,0.8928200000000004,1.59483889683492,0.2693373645754598,High-RE
SCI-vetted,2C,R10REST_ASIA,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,63,64,170.39731810769538,338.55479986105365,0.7351190476190477,168.15748175335827,98.68552135725429,0.7351190476190477,High-RE
