database,ambition_view,Region,outcome,outcome_label,n_comparable_cells,n_robust_cells,matched_cell_mean_pct,matched_cell_median_pct,robust_matched_cell_mean_pct,robust_matched_cell_median_pct,cells_favour_re,cells_favour_cdr,robust_cells_favour_re,robust_cells_favour_cdr,total_cdr_support,total_re_support
SCI-vetted,All ambitions,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,2,1,29.240017657830855,29.240017657830855,40.48874166330995,40.48874166330995,2,0,1,0,10,4
SCI-vetted,All ambitions,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,2,1,24.29191698625521,24.29191698625521,27.3106185347709,27.3106185347709,2,0,1,0,10,4
SCI-vetted,All ambitions,R10MIDDLE_EAST,headcount_pct,Deprived share,2,1,26.42368720993003,26.42368720993003,38.528731888977646,38.528731888977646,2,0,1,0,10,4
SCI-vetted,All ambitions,R10MIDDLE_EAST,mortality_million_deaths,PM2.5 mortality,2,1,1.77511002867119,1.77511002867119,2.545492613001121,2.545492613001121,2,0,1,0,10,4
SCI-vetted,All ambitions,R10MIDDLE_EAST,total_energy_jobyears_per_1k,Employment,2,1,232.35943846662045,232.35943846662045,417.80416263488195,417.80416263488195,2,0,1,0,10,4
SCI-vetted,All ambitions,R10NORTH_AM,gap_GJ_pc,DLE gap,2,1,0.9868477662677382,0.9868477662677382,24.08819781988783,24.08819781988783,1,1,1,0,10,4
SCI-vetted,All ambitions,R10NORTH_AM,headcount_pct,Deprived share,2,1,3.136915042274305,3.136915042274305,26.318964256867726,26.318964256867726,1,1,1,0,10,4
SCI-vetted,All ambitions,R10NORTH_AM,mortality_million_deaths,PM2.5 mortality,2,1,6.5283235999379015,6.5283235999379015,11.423945230126405,11.423945230126405,2,0,1,0,10,4
SCI-vetted,All ambitions,R10NORTH_AM,total_energy_jobyears_per_1k,Employment,2,1,21.45009458651523,21.45009458651523,26.827689415039707,26.827689415039707,2,0,1,0,10,4
SCI-vetted,All ambitions,R10PAC_OECD,gap_GJ_pc,DLE gap,2,1,-1.6086088696298946,-1.6086088696298946,9.991289270375322,9.991289270375322,1,1,1,0,10,4
SCI-vetted,All ambitions,R10PAC_OECD,headcount_pct,Deprived share,2,1,-1.0828013366771492,-1.0828013366771492,15.144978289953572,15.144978289953572,1,1,1,0,10,4
SCI-vetted,All ambitions,R10PAC_OECD,mortality_million_deaths,PM2.5 mortality,2,1,2.902076477711774,2.902076477711774,3.6395053597860194,3.6395053597860194,2,0,1,0,10,4
SCI-vetted,All ambitions,R10PAC_OECD,total_energy_jobyears_per_1k,Employment,2,1,35.17408819080458,35.17408819080458,39.55829976320359,39.55829976320359,2,0,1,0,10,4
SCI-vetted,All ambitions,R10REF_ECON,gap_GJ_pc,DLE gap,2,1,10.917579446488956,10.917579446488956,15.875639221060878,15.875639221060878,2,0,1,0,10,4
SCI-vetted,All ambitions,R10REF_ECON,headcount_pct,Deprived share,2,1,9.512265733915658,9.512265733915658,18.386165643451072,18.386165643451072,2,0,1,0,10,4
SCI-vetted,All ambitions,R10REF_ECON,mortality_million_deaths,PM2.5 mortality,2,1,2.168360690453224,2.168360690453224,3.1714757052043283,3.1714757052043283,2,0,1,0,10,4
SCI-vetted,All ambitions,R10REF_ECON,total_energy_jobyears_per_1k,Employment,2,1,34.71790991780205,34.71790991780205,49.07320188485139,49.07320188485139,2,0,1,0,10,4
SCI-vetted,All ambitions,R10REST_ASIA,gap_GJ_pc,DLE gap,2,1,8.365323617793742,8.365323617793742,7.373287517246477,7.373287517246477,2,0,1,0,10,4
SCI-vetted,All ambitions,R10REST_ASIA,headcount_pct,Deprived share,2,1,10.076087138162219,10.076087138162219,15.745431473598194,15.745431473598194,2,0,1,0,10,4
SCI-vetted,All ambitions,R10REST_ASIA,mortality_million_deaths,PM2.5 mortality,2,1,10.381239743604134,10.381239743604134,5.978901382878207,5.978901382878207,2,0,1,0,10,4
SCI-vetted,All ambitions,R10REST_ASIA,total_energy_jobyears_per_1k,Employment,2,1,40.98229094200778,40.98229094200778,58.86910477816757,58.86910477816757,2,0,1,0,10,4
SCI-vetted,1.5C,Aggregated R10 regions,gap_GJ_pc,DLE gap,1,0,5.753918631031564,5.753918631031564,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,Aggregated R10 regions,headcount_pct,Deprived share,1,0,0.8116750533564999,0.8116750533564999,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,1,0,10.532177248829816,10.532177248829816,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,1,0,31.908716720715606,31.908716720715606,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10AFRICA,gap_GJ_pc,DLE gap,1,0,5.363740223964646,5.363740223964646,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10AFRICA,headcount_pct,Deprived share,1,0,-3.2738038720849887,-3.2738038720849887,NA,NA,0,1,0,0,4,1
SCI-vetted,1.5C,R10AFRICA,mortality_million_deaths,PM2.5 mortality,1,0,8.837866315710412,8.837866315710412,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10AFRICA,total_energy_jobyears_per_1k,Employment,1,0,57.4907432932124,57.4907432932124,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10CHINA+,gap_GJ_pc,DLE gap,1,0,-4.467521893581412,-4.467521893581412,NA,NA,0,1,0,0,4,1
SCI-vetted,1.5C,R10CHINA+,headcount_pct,Deprived share,1,0,-10.102328264554384,-10.102328264554384,NA,NA,0,1,0,0,4,1
SCI-vetted,1.5C,R10CHINA+,mortality_million_deaths,PM2.5 mortality,1,0,5.466522040839505,5.466522040839505,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10CHINA+,total_energy_jobyears_per_1k,Employment,1,0,17.897470256006308,17.897470256006308,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10EUROPE,gap_GJ_pc,DLE gap,1,0,5.05301671594461,5.05301671594461,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10EUROPE,headcount_pct,Deprived share,1,0,6.409319277733691,6.409319277733691,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10EUROPE,mortality_million_deaths,PM2.5 mortality,1,0,2.984206491753051,2.984206491753051,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10EUROPE,total_energy_jobyears_per_1k,Employment,1,0,4.735917885595866,4.735917885595866,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10INDIA+,gap_GJ_pc,DLE gap,1,0,9.835317516926729,9.835317516926729,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10INDIA+,headcount_pct,Deprived share,1,0,-1.9276064225230405,-1.9276064225230405,NA,NA,0,1,0,0,4,1
SCI-vetted,1.5C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,1,0,19.808675439529086,19.808675439529086,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,1,0,35.918709761376846,35.918709761376846,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10LATIN_AM,gap_GJ_pc,DLE gap,1,0,8.779893372901773,8.779893372901773,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10LATIN_AM,headcount_pct,Deprived share,1,0,-0.3358902014222951,-0.3358902014222951,NA,NA,0,1,0,0,4,1
SCI-vetted,1.5C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,1,0,0.6206200034042235,0.6206200034042235,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,1,0,17.991293652351757,17.991293652351757,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,1,0,21.273215437739516,21.273215437739516,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10MIDDLE_EAST,headcount_pct,Deprived share,1,0,14.31864253088241,14.31864253088241,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10MIDDLE_EAST,mortality_million_deaths,PM2.5 mortality,1,0,1.0047274443412593,1.0047274443412593,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10MIDDLE_EAST,total_energy_jobyears_per_1k,Employment,1,0,46.914714298358966,46.914714298358966,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10NORTH_AM,gap_GJ_pc,DLE gap,1,0,-22.114502287352355,-22.114502287352355,NA,NA,0,1,0,0,4,1
SCI-vetted,1.5C,R10NORTH_AM,headcount_pct,Deprived share,1,0,-20.045134172319116,-20.045134172319116,NA,NA,0,1,0,0,4,1
SCI-vetted,1.5C,R10NORTH_AM,mortality_million_deaths,PM2.5 mortality,1,0,1.632701969749398,1.632701969749398,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10NORTH_AM,total_energy_jobyears_per_1k,Employment,1,0,16.072499757990755,16.072499757990755,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10PAC_OECD,gap_GJ_pc,DLE gap,1,0,-13.208507009635111,-13.208507009635111,NA,NA,0,1,0,0,4,1
SCI-vetted,1.5C,R10PAC_OECD,headcount_pct,Deprived share,1,0,-17.31058096330787,-17.31058096330787,NA,NA,0,1,0,0,4,1
SCI-vetted,1.5C,R10PAC_OECD,mortality_million_deaths,PM2.5 mortality,1,0,2.164647595637528,2.164647595637528,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10PAC_OECD,total_energy_jobyears_per_1k,Employment,1,0,30.789876618405565,30.789876618405565,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10REF_ECON,gap_GJ_pc,DLE gap,1,0,5.959519671917034,5.959519671917034,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10REF_ECON,headcount_pct,Deprived share,1,0,0.638365824380243,0.638365824380243,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10REF_ECON,mortality_million_deaths,PM2.5 mortality,1,0,1.16524567570212,1.16524567570212,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10REF_ECON,total_energy_jobyears_per_1k,Employment,1,0,20.362617950752707,20.362617950752707,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10REST_ASIA,gap_GJ_pc,DLE gap,1,0,9.357359718341007,9.357359718341007,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10REST_ASIA,headcount_pct,Deprived share,1,0,4.406742802726246,4.406742802726246,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10REST_ASIA,mortality_million_deaths,PM2.5 mortality,1,0,14.78357810433006,14.78357810433006,NA,NA,1,0,0,0,4,1
SCI-vetted,1.5C,R10REST_ASIA,total_energy_jobyears_per_1k,Employment,1,0,23.095477105847994,23.095477105847994,NA,NA,1,0,0,0,4,1
SCI-vetted,2C,Aggregated R10 regions,gap_GJ_pc,DLE gap,1,1,9.214195266472583,9.214195266472583,9.214195266472583,9.214195266472583,1,0,1,0,6,3
SCI-vetted,2C,Aggregated R10 regions,headcount_pct,Deprived share,1,1,18.245020147879536,18.245020147879536,18.245020147879536,18.245020147879536,1,0,1,0,6,3
SCI-vetted,2C,Aggregated R10 regions,mortality_million_deaths,PM2.5 mortality,1,1,8.854903880644379,8.854903880644379,8.854903880644379,8.854903880644379,1,0,1,0,6,3
SCI-vetted,2C,Aggregated R10 regions,total_energy_jobyears_per_1k,Employment,1,1,79.13342510486622,79.13342510486622,79.13342510486622,79.13342510486622,1,0,1,0,6,3
SCI-vetted,2C,R10AFRICA,gap_GJ_pc,DLE gap,1,1,6.944507040694857,6.944507040694857,6.944507040694857,6.944507040694857,1,0,1,0,6,3
SCI-vetted,2C,R10AFRICA,headcount_pct,Deprived share,1,1,17.71522459006215,17.71522459006215,17.71522459006215,17.71522459006215,1,0,1,0,6,3
SCI-vetted,2C,R10AFRICA,mortality_million_deaths,PM2.5 mortality,1,1,8.682123203177643,8.682123203177643,8.682123203177643,8.682123203177643,1,0,1,0,6,3
SCI-vetted,2C,R10AFRICA,total_energy_jobyears_per_1k,Employment,1,1,183.67411492609935,183.67411492609935,183.67411492609935,183.67411492609935,1,0,1,0,6,3
SCI-vetted,2C,R10CHINA+,gap_GJ_pc,DLE gap,1,1,19.686348675252038,19.686348675252038,19.686348675252038,19.686348675252038,1,0,1,0,6,3
SCI-vetted,2C,R10CHINA+,headcount_pct,Deprived share,1,1,21.050182320596292,21.050182320596292,21.050182320596292,21.050182320596292,1,0,1,0,6,3
SCI-vetted,2C,R10CHINA+,mortality_million_deaths,PM2.5 mortality,1,1,8.172013138668174,8.172013138668174,8.172013138668174,8.172013138668174,1,0,1,0,6,3
SCI-vetted,2C,R10CHINA+,total_energy_jobyears_per_1k,Employment,1,1,37.87945551552877,37.87945551552877,37.87945551552877,37.87945551552877,1,0,1,0,6,3
SCI-vetted,2C,R10EUROPE,gap_GJ_pc,DLE gap,1,1,14.041552018683188,14.041552018683188,14.041552018683188,14.041552018683188,1,0,1,0,6,3
SCI-vetted,2C,R10EUROPE,headcount_pct,Deprived share,1,1,20.064019788091667,20.064019788091667,20.064019788091667,20.064019788091667,1,0,1,0,6,3
SCI-vetted,2C,R10EUROPE,mortality_million_deaths,PM2.5 mortality,1,1,12.417389149475943,12.417389149475943,12.417389149475943,12.417389149475943,1,0,1,0,6,3
SCI-vetted,2C,R10EUROPE,total_energy_jobyears_per_1k,Employment,1,1,12.399325187558224,12.399325187558224,12.399325187558224,12.399325187558224,1,0,1,0,6,3
SCI-vetted,2C,R10INDIA+,gap_GJ_pc,DLE gap,1,1,1.9162327300967086,1.9162327300967086,1.9162327300967086,1.9162327300967086,1,0,1,0,6,3
SCI-vetted,2C,R10INDIA+,headcount_pct,Deprived share,1,1,-8.134623537992873,-8.134623537992873,-8.134623537992873,-8.134623537992873,0,1,0,1,6,3
SCI-vetted,2C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,1,1,6.417456436570248,6.417456436570248,6.417456436570248,6.417456436570248,1,0,1,0,6,3
SCI-vetted,2C,R10INDIA+,total_energy_jobyears_per_1k,Employment,1,1,35.91833747028098,35.91833747028098,35.91833747028098,35.91833747028098,1,0,1,0,6,3
SCI-vetted,2C,R10LATIN_AM,gap_GJ_pc,DLE gap,1,1,13.268584248313589,13.268584248313589,13.268584248313589,13.268584248313589,1,0,1,0,6,3
SCI-vetted,2C,R10LATIN_AM,headcount_pct,Deprived share,1,1,21.366370654799777,21.366370654799777,21.366370654799777,21.366370654799777,1,0,1,0,6,3
SCI-vetted,2C,R10LATIN_AM,mortality_million_deaths,PM2.5 mortality,1,1,3.4589631689628866,3.4589631689628866,3.4589631689628866,3.4589631689628866,1,0,1,0,6,3
SCI-vetted,2C,R10LATIN_AM,total_energy_jobyears_per_1k,Employment,1,1,40.48874166330995,40.48874166330995,40.48874166330995,40.48874166330995,1,0,1,0,6,3
SCI-vetted,2C,R10MIDDLE_EAST,gap_GJ_pc,DLE gap,1,1,27.3106185347709,27.3106185347709,27.3106185347709,27.3106185347709,1,0,1,0,6,3
SCI-vetted,2C,R10MIDDLE_EAST,headcount_pct,Deprived share,1,1,38.528731888977646,38.528731888977646,38.528731888977646,38.528731888977646,1,0,1,0,6,3
SCI-vetted,2C,R10MIDDLE_EAST,mortality_million_deaths,PM2.5 mortality,1,1,2.545492613001121,2.545492613001121,2.545492613001121,2.545492613001121,1,0,1,0,6,3
SCI-vetted,2C,R10MIDDLE_EAST,total_energy_jobyears_per_1k,Employment,1,1,417.80416263488195,417.80416263488195,417.80416263488195,417.80416263488195,1,0,1,0,6,3
SCI-vetted,2C,R10NORTH_AM,gap_GJ_pc,DLE gap,1,1,24.08819781988783,24.08819781988783,24.08819781988783,24.08819781988783,1,0,1,0,6,3
SCI-vetted,2C,R10NORTH_AM,headcount_pct,Deprived share,1,1,26.318964256867726,26.318964256867726,26.318964256867726,26.318964256867726,1,0,1,0,6,3
SCI-vetted,2C,R10NORTH_AM,mortality_million_deaths,PM2.5 mortality,1,1,11.423945230126405,11.423945230126405,11.423945230126405,11.423945230126405,1,0,1,0,6,3
SCI-vetted,2C,R10NORTH_AM,total_energy_jobyears_per_1k,Employment,1,1,26.827689415039707,26.827689415039707,26.827689415039707,26.827689415039707,1,0,1,0,6,3
SCI-vetted,2C,R10PAC_OECD,gap_GJ_pc,DLE gap,1,1,9.991289270375322,9.991289270375322,9.991289270375322,9.991289270375322,1,0,1,0,6,3
SCI-vetted,2C,R10PAC_OECD,headcount_pct,Deprived share,1,1,15.144978289953572,15.144978289953572,15.144978289953572,15.144978289953572,1,0,1,0,6,3
SCI-vetted,2C,R10PAC_OECD,mortality_million_deaths,PM2.5 mortality,1,1,3.6395053597860194,3.6395053597860194,3.6395053597860194,3.6395053597860194,1,0,1,0,6,3
SCI-vetted,2C,R10PAC_OECD,total_energy_jobyears_per_1k,Employment,1,1,39.55829976320359,39.55829976320359,39.55829976320359,39.55829976320359,1,0,1,0,6,3
SCI-vetted,2C,R10REF_ECON,gap_GJ_pc,DLE gap,1,1,15.875639221060878,15.875639221060878,15.875639221060878,15.875639221060878,1,0,1,0,6,3
SCI-vetted,2C,R10REF_ECON,headcount_pct,Deprived share,1,1,18.386165643451072,18.386165643451072,18.386165643451072,18.386165643451072,1,0,1,0,6,3
SCI-vetted,2C,R10REF_ECON,mortality_million_deaths,PM2.5 mortality,1,1,3.1714757052043283,3.1714757052043283,3.1714757052043283,3.1714757052043283,1,0,1,0,6,3
SCI-vetted,2C,R10REF_ECON,total_energy_jobyears_per_1k,Employment,1,1,49.07320188485139,49.07320188485139,49.07320188485139,49.07320188485139,1,0,1,0,6,3
SCI-vetted,2C,R10REST_ASIA,gap_GJ_pc,DLE gap,1,1,7.373287517246477,7.373287517246477,7.373287517246477,7.373287517246477,1,0,1,0,6,3
SCI-vetted,2C,R10REST_ASIA,headcount_pct,Deprived share,1,1,15.745431473598194,15.745431473598194,15.745431473598194,15.745431473598194,1,0,1,0,6,3
SCI-vetted,2C,R10REST_ASIA,mortality_million_deaths,PM2.5 mortality,1,1,5.978901382878207,5.978901382878207,5.978901382878207,5.978901382878207,1,0,1,0,6,3
SCI-vetted,2C,R10REST_ASIA,total_energy_jobyears_per_1k,Employment,1,1,58.86910477816757,58.86910477816757,58.86910477816757,58.86910477816757,1,0,1,0,6,3
