database,ambition_view,Region,outcome,outcome_label,outcome_unit,lower_is_better,family,n_cdr,n_re,median_cdr,median_re,cliffs_delta_raw,comparable,robust,direction_coded_difference,relative_effect_pct,direction_coded_cliffs_delta,favours,pooled_effect_pct,pooled_favours,agrees_with_pooled
Full,1.5C,R10AFRICA,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,GCAM,7,1,42.23716557252169,71.6156046558171,1,TRUE,FALSE,-29.378439083295405,-69.55589629434839,-1,High-CDR,36.80230045781433,High-RE,FALSE
Full,1.5C,R10AFRICA,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,IMAGE,23,0,75.26211323758508,NA,NA,FALSE,FALSE,NA,NA,NA,NA,36.80230045781433,High-RE,FALSE
Full,1.5C,R10AFRICA,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,MESSAGEix,25,3,46.36551834366523,38.789601725005944,-0.52,TRUE,TRUE,7.575916618659285,16.339549064254896,0.52,High-RE,36.80230045781433,High-RE,TRUE
Full,1.5C,R10AFRICA,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,POLES,4,1,108.76936060281611,99.31610645822973,-1,TRUE,FALSE,9.453254144586381,8.691100225463337,1,High-RE,36.80230045781433,High-RE,TRUE
Full,1.5C,R10AFRICA,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,REMIND,1,59,103.71061073315852,42.43289350946669,-1,TRUE,FALSE,61.27771722369183,59.0852920356972,1,High-RE,36.80230045781433,High-RE,TRUE
Full,1.5C,R10AFRICA,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,WITCH,6,0,204.24671314481128,NA,NA,FALSE,FALSE,NA,NA,NA,NA,36.80230045781433,High-RE,FALSE
Full,1.5C,R10AFRICA,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,AIM,1,3,64.19408908292348,62.89086456032601,-0.3333333333333333,TRUE,FALSE,1.3032245225974748,2.0301316541995305,0.3333333333333333,High-RE,34.02293206468009,High-RE,TRUE
Full,1.5C,R10AFRICA,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,GCAM,7,1,16.801195001972683,30.394766753807982,1,TRUE,FALSE,-13.593571751835299,-80.90836247206958,-1,High-CDR,34.02293206468009,High-RE,FALSE
Full,1.5C,R10AFRICA,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,IMAGE,23,0,30.1976654084044,NA,NA,FALSE,FALSE,NA,NA,NA,NA,34.02293206468009,High-RE,FALSE
Full,1.5C,R10AFRICA,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,MESSAGEix,25,3,18.703928747747632,14.991073736040944,-0.52,TRUE,TRUE,3.7128550117066883,19.85066913898396,0.52,High-RE,34.02293206468009,High-RE,TRUE
Full,1.5C,R10AFRICA,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,POLES,4,1,43.569801948279725,35.322846233330914,-1,TRUE,FALSE,8.246955714948811,18.928145977662464,1,High-RE,34.02293206468009,High-RE,TRUE
Full,1.5C,R10AFRICA,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,1,59,41.484566256559766,16.82784719977399,-1,TRUE,FALSE,24.656719056785775,59.43588491270996,1,High-RE,34.02293206468009,High-RE,TRUE
Full,1.5C,R10AFRICA,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,WITCH,6,0,78.20925908581881,NA,NA,FALSE,FALSE,NA,NA,NA,NA,34.02293206468009,High-RE,FALSE
Full,1.5C,R10AFRICA,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,AIM,1,0,80.6444,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-4.00324857145907,High-CDR,FALSE
Full,1.5C,R10AFRICA,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,GCAM,0,1,NA,81.344555,NA,FALSE,FALSE,NA,NA,NA,NA,-4.00324857145907,High-CDR,FALSE
Full,1.5C,R10AFRICA,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,IMAGE,23,0,78.52033,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-4.00324857145907,High-CDR,FALSE
Full,1.5C,R10AFRICA,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,MESSAGEix,23,3,75.463835,73.48171,-1,TRUE,TRUE,1.9821249999999964,2.626589279487315,1,High-RE,-4.00324857145907,High-CDR,FALSE
Full,1.5C,R10AFRICA,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,POLES,4,0,71.09128999999999,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-4.00324857145907,High-CDR,FALSE
Full,1.5C,R10AFRICA,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,0,50,NA,78.4649275,NA,FALSE,FALSE,NA,NA,NA,NA,-4.00324857145907,High-CDR,FALSE
Full,1.5C,R10AFRICA,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,WITCH,6,0,66.83738500000001,NA,NA,FALSE,FALSE,NA,NA,NA,NA,-4.00324857145907,High-CDR,FALSE
Full,1.5C,R10AFRICA,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,AIM,1,3,249.53101613542853,193.77241735653254,-1,TRUE,FALSE,-55.75859877889599,-22.34535796088531,-1,High-CDR,219.50031415188516,High-RE,FALSE
Full,1.5C,R10AFRICA,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,GCAM,0,1,NA,1082.3722281011703,NA,FALSE,FALSE,NA,NA,NA,NA,219.50031415188516,High-RE,FALSE
Full,1.5C,R10AFRICA,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,IMAGE,21,0,544.169203098199,NA,NA,FALSE,FALSE,NA,NA,NA,NA,219.50031415188516,High-RE,FALSE
Full,1.5C,R10AFRICA,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,MESSAGEix,25,3,322.30006407188057,362.3262943742936,1,TRUE,TRUE,40.02623030241301,12.418933399121576,1,High-RE,219.50031415188516,High-RE,TRUE
Full,1.5C,R10AFRICA,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,POLES,4,1,454.15652326007887,398.3545630650825,-1,TRUE,FALSE,-55.801960194996354,-12.286944552603202,-1,High-CDR,219.50031415188516,High-RE,FALSE
Full,1.5C,R10AFRICA,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,1,59,496.87016506176064,1061.5729383635187,1,TRUE,FALSE,564.702773301758,113.65197852673764,1,High-RE,219.50031415188516,High-RE,TRUE
Full,1.5C,R10AFRICA,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,WITCH,6,0,227.03992374668402,NA,NA,FALSE,FALSE,NA,NA,NA,NA,219.50031415188516,High-RE,FALSE
Full,1.5C,R10CHINA+,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,AIM,1,3,1.1987925448528605,0.9899627584470455,-1,TRUE,FALSE,0.20882978640581495,17.420010434870253,1,High-RE,33.63860319759651,High-RE,TRUE
Full,1.5C,R10CHINA+,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,GCAM,7,1,0.9805930527249374,0.7384136457378994,-1,TRUE,FALSE,0.242179406987038,24.697238708152554,1,High-RE,33.63860319759651,High-RE,TRUE
Full,1.5C,R10CHINA+,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,IMAGE,23,0,1.1113143207823808,NA,NA,FALSE,FALSE,NA,NA,NA,NA,33.63860319759651,High-RE,FALSE
Full,1.5C,R10CHINA+,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,MESSAGEix,25,3,1.5518422639774252,1.2379193835745759,-0.44,TRUE,TRUE,0.3139228804028493,20.22904567621803,0.44,High-RE,33.63860319759651,High-RE,TRUE
Full,1.5C,R10CHINA+,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,POLES,4,1,0.7525959305113681,0.8975526876210547,1,TRUE,FALSE,-0.14495675710968658,-19.260901000513314,-1,High-CDR,33.63860319759651,High-RE,FALSE
Full,1.5C,R10CHINA+,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,REMIND,1,59,1.2352792100665093,0.7864566882826878,-1,TRUE,FALSE,0.44882252178382154,36.33369023993015,1,High-RE,33.63860319759651,High-RE,TRUE
Full,1.5C,R10CHINA+,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,WITCH,6,0,1.6196122707148677,NA,NA,FALSE,FALSE,NA,NA,NA,NA,33.63860319759651,High-RE,FALSE
Full,1.5C,R10CHINA+,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,AIM,1,3,0.5727496934328052,0.49583197846470123,-1,TRUE,FALSE,0.07691771496810401,13.429551486460632,1,High-RE,39.02745125292847,High-RE,TRUE
Full,1.5C,R10CHINA+,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,GCAM,7,1,0.5056770071008685,0.4000694715942052,-1,TRUE,FALSE,0.1056075355066633,20.884385491863494,1,High-RE,39.02745125292847,High-RE,TRUE
Full,1.5C,R10CHINA+,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,IMAGE,23,0,0.6440768505761977,NA,NA,FALSE,FALSE,NA,NA,NA,NA,39.02745125292847,High-RE,FALSE
Full,1.5C,R10CHINA+,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,MESSAGEix,25,3,0.8009207101827522,0.6099838946009519,-0.52,TRUE,TRUE,0.1909368155818003,23.839665169631182,0.52,High-RE,39.02745125292847,High-RE,TRUE
Full,1.5C,R10CHINA+,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,POLES,4,1,0.45093350603172383,0.47103242708017623,0,TRUE,FALSE,-0.0200989210484524,-4.457180666241823,-0,High-CDR,39.02745125292847,High-RE,FALSE
Full,1.5C,R10CHINA+,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,1,59,0.8341005088137274,0.3965235393376671,-1,TRUE,FALSE,0.43757696947606034,52.46094024068995,1,High-RE,39.02745125292847,High-RE,TRUE
Full,1.5C,R10CHINA+,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,WITCH,6,0,0.7458277246141731,NA,NA,FALSE,FALSE,NA,NA,NA,NA,39.02745125292847,High-RE,FALSE
Full,1.5C,R10CHINA+,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,AIM,1,0,76.056,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0.5170422643697031,High-RE,FALSE
Full,1.5C,R10CHINA+,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,GCAM,0,1,NA,89.119805,NA,FALSE,FALSE,NA,NA,NA,NA,0.5170422643697031,High-RE,FALSE
Full,1.5C,R10CHINA+,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,IMAGE,23,0,88.115715,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0.5170422643697031,High-RE,FALSE
Full,1.5C,R10CHINA+,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,MESSAGEix,23,3,69.290255,73.84503,0.4782608695652174,TRUE,TRUE,-4.554774999999992,-6.57347126230087,-0.4782608695652174,High-CDR,0.5170422643697031,High-RE,FALSE
Full,1.5C,R10CHINA+,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,POLES,4,0,74.667135,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0.5170422643697031,High-RE,FALSE
Full,1.5C,R10CHINA+,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,0,50,NA,78.54454,NA,FALSE,FALSE,NA,NA,NA,NA,0.5170422643697031,High-RE,FALSE
Full,1.5C,R10CHINA+,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,WITCH,6,0,88.52867,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0.5170422643697031,High-RE,FALSE
Full,1.5C,R10CHINA+,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,AIM,1,3,747.0586903943539,519.0304797794015,-1,TRUE,FALSE,-228.0282106149524,-30.52346670307549,-1,High-CDR,44.33444117283033,High-RE,FALSE
Full,1.5C,R10CHINA+,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,GCAM,0,1,NA,389.53194188281583,NA,FALSE,FALSE,NA,NA,NA,NA,44.33444117283033,High-RE,FALSE
Full,1.5C,R10CHINA+,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,IMAGE,21,0,351.25548999771786,NA,NA,FALSE,FALSE,NA,NA,NA,NA,44.33444117283033,High-RE,FALSE
Full,1.5C,R10CHINA+,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,MESSAGEix,25,3,239.8147983014547,449.7109727788984,1,TRUE,TRUE,209.8961744774437,87.5242795540906,1,High-RE,44.33444117283033,High-RE,TRUE
Full,1.5C,R10CHINA+,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,POLES,4,1,415.00971352641847,568.696146718654,1,TRUE,FALSE,153.68643319223548,37.03200869356331,1,High-RE,44.33444117283033,High-RE,TRUE
Full,1.5C,R10CHINA+,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,1,59,247.58110705639126,448.6349996285158,1,TRUE,FALSE,201.05389257212454,81.20728393315194,1,High-RE,44.33444117283033,High-RE,TRUE
Full,1.5C,R10CHINA+,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,WITCH,6,0,429.00860647632646,NA,NA,FALSE,FALSE,NA,NA,NA,NA,44.33444117283033,High-RE,FALSE
Full,1.5C,R10EUROPE,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,AIM,1,3,2.6744623307131086,2.7650574685751534,0.3333333333333333,TRUE,FALSE,-0.09059513786204487,-3.387414988862039,-0.3333333333333333,High-CDR,57.27542208005488,High-RE,FALSE
Full,1.5C,R10EUROPE,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,GCAM,7,1,3.4403137903183105,4.496269378318577,1,TRUE,FALSE,-1.0559555880002667,-30.69358356124154,-1,High-CDR,57.27542208005488,High-RE,FALSE
Full,1.5C,R10EUROPE,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,IMAGE,23,0,8.762868599890451,NA,NA,FALSE,FALSE,NA,NA,NA,NA,57.27542208005488,High-RE,FALSE
Full,1.5C,R10EUROPE,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,MESSAGEix,25,3,5.066565017335078,2.3539947254671763,-0.52,TRUE,TRUE,2.7125702918679018,53.53864566203998,0.52,High-RE,57.27542208005488,High-RE,TRUE
Full,1.5C,R10EUROPE,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,POLES,4,1,8.080720173170384,10.67312892014271,1,TRUE,FALSE,-2.5924087469723265,-32.08140724362223,-1,High-CDR,57.27542208005488,High-RE,FALSE
Full,1.5C,R10EUROPE,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,REMIND,1,59,6.500856005651087,2.6536612782561972,-0.9322033898305084,TRUE,FALSE,3.84719472739489,59.1798176124896,0.9322033898305084,High-RE,57.27542208005488,High-RE,TRUE
Full,1.5C,R10EUROPE,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,WITCH,6,0,6.380882835936713,NA,NA,FALSE,FALSE,NA,NA,NA,NA,57.27542208005488,High-RE,FALSE
Full,1.5C,R10EUROPE,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,AIM,1,3,0.8156994151763695,0.8913101234342117,0.3333333333333333,TRUE,FALSE,-0.07561070825784222,-9.269432691881208,-0.3333333333333333,High-CDR,48.41847658369437,High-RE,FALSE
Full,1.5C,R10EUROPE,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,GCAM,7,1,1.1211772974249472,1.4764769814586405,1,TRUE,FALSE,-0.3552996840336933,-31.689874995660745,-1,High-CDR,48.41847658369437,High-RE,FALSE
Full,1.5C,R10EUROPE,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,IMAGE,23,0,3.115553888243188,NA,NA,FALSE,FALSE,NA,NA,NA,NA,48.41847658369437,High-RE,FALSE
Full,1.5C,R10EUROPE,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,MESSAGEix,25,3,1.572020991610303,0.7595769391662918,-0.52,TRUE,TRUE,0.8124440524440112,51.68150150538273,0.52,High-RE,48.41847658369437,High-RE,TRUE
Full,1.5C,R10EUROPE,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,POLES,4,1,3.0469860989274835,3.44350903274653,1,TRUE,FALSE,-0.3965229338190466,-13.013611514624884,-1,High-CDR,48.41847658369437,High-RE,FALSE
Full,1.5C,R10EUROPE,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,1,59,2.6253960967742143,0.9611782805831594,-0.9322033898305084,TRUE,FALSE,1.664217816191055,63.3892088982632,0.9322033898305084,High-RE,48.41847658369437,High-RE,TRUE
Full,1.5C,R10EUROPE,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,WITCH,6,0,1.714566409735009,NA,NA,FALSE,FALSE,NA,NA,NA,NA,48.41847658369437,High-RE,FALSE
Full,1.5C,R10EUROPE,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,AIM,1,0,15.759125,NA,NA,FALSE,FALSE,NA,NA,NA,NA,28.140059143538043,High-RE,FALSE
Full,1.5C,R10EUROPE,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,GCAM,0,1,NA,18.6016,NA,FALSE,FALSE,NA,NA,NA,NA,28.140059143538043,High-RE,FALSE
Full,1.5C,R10EUROPE,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,IMAGE,23,0,19.203655,NA,NA,FALSE,FALSE,NA,NA,NA,NA,28.140059143538043,High-RE,FALSE
Full,1.5C,R10EUROPE,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,MESSAGEix,23,3,13.42011,14.420805,0.4782608695652174,TRUE,TRUE,-1.0006950000000003,-7.456682545821162,-0.4782608695652174,High-CDR,28.140059143538043,High-RE,FALSE
Full,1.5C,R10EUROPE,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,POLES,4,0,11.75161,NA,NA,FALSE,FALSE,NA,NA,NA,NA,28.140059143538043,High-RE,FALSE
Full,1.5C,R10EUROPE,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,0,50,NA,11.229755,NA,FALSE,FALSE,NA,NA,NA,NA,28.140059143538043,High-RE,FALSE
Full,1.5C,R10EUROPE,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,WITCH,6,0,17.582012499999998,NA,NA,FALSE,FALSE,NA,NA,NA,NA,28.140059143538043,High-RE,FALSE
Full,1.5C,R10EUROPE,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,AIM,1,3,322.372579739052,238.64031852732353,-1,TRUE,FALSE,-83.73226121172848,-25.973754120001917,-1,High-CDR,23.207401110395107,High-RE,FALSE
Full,1.5C,R10EUROPE,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,GCAM,0,1,NA,231.27572823916267,NA,FALSE,FALSE,NA,NA,NA,NA,23.207401110395107,High-RE,FALSE
Full,1.5C,R10EUROPE,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,IMAGE,21,0,160.38172015346598,NA,NA,FALSE,FALSE,NA,NA,NA,NA,23.207401110395107,High-RE,FALSE
Full,1.5C,R10EUROPE,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,MESSAGEix,25,3,150.7845068737266,274.0937537405218,1,TRUE,TRUE,123.30924686679518,81.77845948725994,1,High-RE,23.207401110395107,High-RE,TRUE
Full,1.5C,R10EUROPE,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,POLES,4,1,264.1899928878212,241.2186698684395,-1,TRUE,FALSE,-22.971323019381686,-8.695001187700411,-1,High-CDR,23.207401110395107,High-RE,FALSE
Full,1.5C,R10EUROPE,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,REMIND,1,59,88.64995725227382,192.62432270638394,1,TRUE,FALSE,103.97436545411011,117.28642480698234,1,High-RE,23.207401110395107,High-RE,TRUE
Full,1.5C,R10EUROPE,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,WITCH,6,0,208.51241426991976,NA,NA,FALSE,FALSE,NA,NA,NA,NA,23.207401110395107,High-RE,FALSE
Full,1.5C,R10INDIA+,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,AIM,1,3,2.874510915532959,1.8863363868704837,-1,TRUE,FALSE,0.9881745286624755,34.377136065919565,1,High-RE,64.89803562288014,High-RE,TRUE
Full,1.5C,R10INDIA+,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,GCAM,7,1,0.5111610929537926,0.6609557282283312,1,TRUE,FALSE,-0.1497946352745385,-29.304780301046794,-1,High-CDR,64.89803562288014,High-RE,FALSE
Full,1.5C,R10INDIA+,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,IMAGE,23,0,1.0665659944200965,NA,NA,FALSE,FALSE,NA,NA,NA,NA,64.89803562288014,High-RE,FALSE
Full,1.5C,R10INDIA+,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,MESSAGEix,25,3,1.3146928100259991,1.1378322090041917,-0.2,TRUE,TRUE,0.17686060102180745,13.4526179555443,0.2,High-RE,64.89803562288014,High-RE,TRUE
Full,1.5C,R10INDIA+,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,POLES,4,1,1.7420605731675836,2.4411493487358937,1,TRUE,FALSE,-0.6990887755683102,-40.12999239728841,-1,High-CDR,64.89803562288014,High-RE,FALSE
Full,1.5C,R10INDIA+,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,REMIND,1,59,0.5376711441348119,0.42588521780168576,-0.3220338983050847,TRUE,FALSE,0.11178592633312612,20.79076170490892,0.3220338983050847,High-RE,64.89803562288014,High-RE,TRUE
Full,1.5C,R10INDIA+,gap_GJ_pc,DLE gap,GJ per capita of cumulative DLE gap,TRUE,WITCH,6,0,4.265919108840767,NA,NA,FALSE,FALSE,NA,NA,NA,NA,64.89803562288014,High-RE,FALSE
Full,1.5C,R10INDIA+,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,AIM,1,3,2.68461360444763,1.923787813102279,-1,TRUE,FALSE,0.7608257913453509,28.34023451586784,1,High-RE,65.85033161852382,High-RE,TRUE
Full,1.5C,R10INDIA+,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,GCAM,7,1,0.48158151414611955,0.6082525747217011,0.7142857142857143,TRUE,FALSE,-0.12667106057558158,-26.30314014444241,-0.7142857142857143,High-CDR,65.85033161852382,High-RE,FALSE
Full,1.5C,R10INDIA+,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,IMAGE,23,0,0.9981369298132392,NA,NA,FALSE,FALSE,NA,NA,NA,NA,65.85033161852382,High-RE,FALSE
Full,1.5C,R10INDIA+,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,MESSAGEix,25,3,1.3016555524202376,1.038246512791581,-0.36,TRUE,TRUE,0.2634090396286566,20.236462644736246,0.36,High-RE,65.85033161852382,High-RE,TRUE
Full,1.5C,R10INDIA+,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,POLES,4,1,1.8471925254485355,2.3198074024068855,1,TRUE,FALSE,-0.47261487695835,-25.58557759666062,-1,High-CDR,65.85033161852382,High-RE,FALSE
Full,1.5C,R10INDIA+,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,REMIND,1,59,0.5499657923540028,0.4062325684955185,-0.3898305084745763,TRUE,FALSE,0.1437332238584843,26.13493891015787,0.3898305084745763,High-RE,65.85033161852382,High-RE,TRUE
Full,1.5C,R10INDIA+,headcount_pct,Deprived headcount,% of population below the DLE threshold,TRUE,WITCH,6,0,3.899317882485067,NA,NA,FALSE,FALSE,NA,NA,NA,NA,65.85033161852382,High-RE,FALSE
Full,1.5C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,AIM,1,0,87.89164,NA,NA,FALSE,FALSE,NA,NA,NA,NA,5.869439217355562,High-RE,FALSE
Full,1.5C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,GCAM,0,1,NA,104.292145,NA,FALSE,FALSE,NA,NA,NA,NA,5.869439217355562,High-RE,FALSE
Full,1.5C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,IMAGE,23,0,134.195905,NA,NA,FALSE,FALSE,NA,NA,NA,NA,5.869439217355562,High-RE,FALSE
Full,1.5C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,MESSAGEix,23,3,109.321595,106.783845,-1,TRUE,TRUE,2.5377500000000026,2.321362032817032,1,High-RE,5.869439217355562,High-RE,TRUE
Full,1.5C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,POLES,4,0,100.866825,NA,NA,FALSE,FALSE,NA,NA,NA,NA,5.869439217355562,High-RE,FALSE
Full,1.5C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,REMIND,0,50,NA,106.25094000000001,NA,FALSE,FALSE,NA,NA,NA,NA,5.869439217355562,High-RE,FALSE
Full,1.5C,R10INDIA+,mortality_million_deaths,PM2.5 mortality,million cumulative PM2.5-attributable deaths,TRUE,WITCH,6,0,83.907865,NA,NA,FALSE,FALSE,NA,NA,NA,NA,5.869439217355562,High-RE,FALSE
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,AIM,1,3,473.98803314140696,477.21848215916293,0.3333333333333333,TRUE,FALSE,3.230449017755973,0.6815465353304012,0.3333333333333333,High-RE,194.5219959482682,High-RE,TRUE
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,GCAM,0,1,NA,740.5290526949734,NA,FALSE,FALSE,NA,NA,NA,NA,194.5219959482682,High-RE,FALSE
Full,1.5C,R10INDIA+,total_energy_jobyears_per_1k,Employment,"total energy-sector job-years per 1,000 people",FALSE,IMAGE,21,0,388.1195251852032,NA,NA,FALSE,FALSE,NA,NA,NA,NA,194.5219959482682,High-RE,FALSE
